Grasp124
Date:,2025/04/23
Time:,14:06:30
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
54,850.137878,477.239532,197.050583,896.255554,573.278259,210.694504,775.901917,515.630371,243.917862,1030.742310,822.297668,266.971985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,849.138977,480.091339,201.477844,895.462402,576.348877,213.330612,774.997192,519.227966,247.651459,1032.210815,824.115784,267.246277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,848.139221,483.084503,205.817703,894.561707,579.377563,216.307434,773.926453,523.004395,251.549225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,846.921143,485.858765,209.576492,893.712952,582.617737,218.898819,773.200378,526.833069,255.011383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,845.993347,489.037018,213.589218,893.199585,585.856873,221.493347,772.117981,530.941711,258.127411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,845.391357,492.179199,217.373596,892.242920,588.999268,223.795807,771.427551,535.296021,260.965820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,844.560547,495.650116,221.031097,891.657227,592.364990,225.734497,770.687622,539.467224,264.005798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,843.866394,499.301147,224.618515,890.842468,595.989746,228.185181,769.377869,544.036926,267.028473,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.627808,834.959656,268.642975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,843.112854,503.004089,228.097656,889.927612,599.431152,230.203278,768.517639,548.453979,269.530701,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.007690,836.718933,269.151703,1113.372314,841.435181,413.685425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,842.494080,506.893188,231.396179,889.362854,603.038208,231.792633,767.604431,552.977112,271.434235,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.696777,838.475708,269.317902,1114.682983,843.095459,413.643280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,841.733948,510.309113,234.209457,888.648376,606.903809,233.689117,766.481628,557.797791,273.574860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.565552,843.781372,413.890350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,841.027039,514.030640,237.037888,887.963379,610.526428,234.990738,765.858948,562.553101,275.234589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.228394,844.214233,414.285034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,840.609619,518.110413,240.032333,887.140686,614.546082,236.280594,765.082458,567.144287,276.694397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.213501,845.014587,414.698334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,840.101440,522.005249,242.053726,886.337708,618.226501,237.224701,763.487183,572.229431,278.032349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.939087,846.021545,414.305420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,840.013000,525.792480,243.651611,885.521484,622.121521,238.188278,761.940125,577.460999,278.975861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.130005,846.309448,413.966400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,839.222656,529.777710,245.929352,884.853210,625.877502,238.697281,760.980286,582.762329,280.131042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.250000,847.021790,413.685730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,838.936646,533.443604,246.778198,884.070068,629.831726,239.045135,760.316589,587.748413,280.783752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.433960,847.607300,413.833618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,838.586792,537.489868,248.001114,883.243835,633.659973,239.381195,759.196716,593.259338,280.694427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.419678,848.237061,414.186981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,838.197083,541.229736,248.917450,882.754944,637.542419,239.560242,757.772827,598.724182,280.923004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.173950,848.807434,414.398468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,837.642639,545.168518,249.674744,882.202271,641.362183,239.375092,756.240234,604.054871,280.925446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.342773,849.231506,414.346008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,837.480225,549.109436,249.921112,881.297668,645.179688,239.485565,754.881714,609.390869,280.233337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.873169,849.946289,414.035187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,837.023132,553.078918,250.345688,880.054382,649.477417,239.182343,753.914978,614.807800,279.522308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.702271,850.539917,414.050903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,836.864929,557.007996,250.648361,879.834045,653.114746,238.760422,752.928284,619.955017,278.410217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128.212524,850.588440,414.111450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,836.811646,560.938538,250.637741,878.896729,657.006958,238.047562,751.828979,624.858521,276.940704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.869141,851.578979,414.307770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,836.556030,564.694214,250.396652,878.329895,660.737610,236.930649,750.264771,630.024109,275.043854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131.323730,852.151245,414.307343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,836.223328,568.456238,250.277222,877.681519,664.580627,236.370605,749.034790,635.491699,273.420837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.249634,852.479614,414.162842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,835.870483,572.735168,249.524475,876.870422,668.479553,235.457031,748.072815,640.724792,271.285614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.720337,852.801453,414.288666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,835.703552,576.702271,248.838409,876.652649,672.312561,234.117371,747.193665,645.563538,269.048309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.379028,853.195007,414.550201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,835.764099,580.474670,248.055328,876.004944,676.211304,232.683945,746.431335,650.475281,266.880157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.730469,853.742249,414.440887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,835.754272,584.165344,246.770355,876.075378,679.660889,231.060303,745.279663,655.854065,265.086212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.840088,854.337646,414.388275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,835.248718,588.014404,245.262573,875.151489,683.259521,229.525925,744.231812,660.678223,262.406006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.736450,854.789124,414.350128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,835.306091,591.495056,243.514984,875.156494,686.721375,227.480743,743.395447,665.068726,259.543915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137.486084,855.243164,414.285645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,834.840393,595.054993,241.705887,874.740784,690.181824,225.740799,743.372681,669.520874,256.772400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.117310,855.651306,414.487488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,834.880798,598.174744,239.609756,874.368896,693.081177,223.958328,743.217712,673.736450,253.141846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.915283,855.965515,414.380280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,835.360535,601.206848,236.950516,874.501282,696.342896,221.648682,742.913635,677.767212,249.337662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139.623779,856.312195,414.296051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,835.186707,604.904907,234.945389,873.989380,699.641724,219.749130,741.833740,681.855225,246.846893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.383789,856.647278,414.124115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,834.986206,607.940063,232.432053,874.223816,702.094238,217.701675,741.642029,685.705627,244.166443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.979736,857.087463,414.083313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,835.785156,610.572815,230.354675,874.345215,705.085022,215.198227,741.065735,689.709961,240.970215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.664551,857.461670,414.150604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,835.607483,613.537781,227.890366,874.311340,708.091797,213.650513,740.960938,692.751404,237.484406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.470703,857.944336,414.190155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,836.334351,616.355347,225.154648,874.577637,710.423767,210.923386,741.123535,696.069458,233.942276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.183472,858.313354,414.254852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,837.057495,618.718384,222.609970,874.585938,713.244263,208.332504,741.430176,699.275024,230.368271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.796631,858.617981,414.183441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,837.645630,620.681274,220.699142,874.763123,715.815796,206.617950,741.367126,702.390259,226.852966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.213257,858.814270,414.031372,1093.712646,881.207886,267.580627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,837.503967,623.654602,218.246643,874.853516,718.424438,204.418793,740.995544,705.458496,223.506134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.796631,859.076172,413.832336,1093.494385,881.629333,267.623749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,837.974243,626.110229,215.233856,875.131592,720.275208,202.469376,740.956543,708.603821,221.022385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.259766,859.414856,413.666595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,838.635742,628.377502,213.275330,875.139832,722.444275,200.072479,740.632019,711.270325,217.150635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.675781,859.669983,413.534393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,839.967834,629.540894,210.466141,875.537354,724.860046,197.824493,740.361450,714.569885,213.841751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.231689,859.955139,413.434814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,840.332336,631.449890,208.196762,875.795593,726.368958,195.951431,741.156311,715.740173,210.194931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.601929,860.288147,413.257172,,,,1098.369019,884.740417,265.754425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,840.278748,633.648621,206.287979,876.187317,728.116333,193.175385,741.606628,717.836914,206.105194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.649292,860.709595,412.998749,,,,1099.279419,885.513916,265.681946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,840.869995,635.235718,203.770294,876.980164,729.734009,191.387924,741.959656,719.661438,201.973419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.186646,861.081848,412.847931,,,,1100.319580,886.370056,265.305725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,841.142639,637.051270,200.792908,877.291809,731.817200,189.004089,742.112793,721.686890,198.846069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.556519,861.348145,412.698944,,,,1101.060303,886.783569,264.868683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,841.446594,638.534668,198.482513,877.011108,733.013916,186.787979,742.109436,723.439575,195.755615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.910400,861.620850,412.475433,,,,1101.693604,886.612976,264.423218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,842.308044,639.470825,195.683853,877.381653,734.229858,184.706131,742.634094,724.839294,192.337601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.286133,861.903931,412.129364,,,,1102.045532,886.792053,264.270691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,842.775940,640.874207,193.277634,877.782837,735.606689,182.677719,743.186279,726.393860,188.526703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.490479,862.079712,411.662445,,,,1102.378784,887.079102,264.047028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,843.053894,641.926270,191.334808,878.321594,736.663757,180.311966,743.574341,727.499512,184.802368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.800903,862.333679,411.506958,,,,1103.240723,886.913635,262.939606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,843.396057,642.597656,188.162460,878.848999,737.790344,178.229645,743.709961,728.639587,181.513809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.015625,862.516724,411.391754,,,,1103.821045,887.055725,262.379395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,843.845520,643.301270,185.646561,879.195007,738.391907,175.965652,743.884766,729.561096,178.476791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.267578,862.663696,411.244904,,,,1104.483765,887.745972,261.897614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,844.518005,644.018799,182.934921,879.609741,738.812378,174.059769,744.450989,730.221375,174.676910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.345459,862.862549,411.077637,,,,1104.778687,888.140564,261.511261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,845.093872,644.378418,180.555008,879.730225,739.661316,172.004654,745.167358,730.640198,170.897858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.420654,863.001038,410.974213,,,,1104.823853,888.514404,261.210297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,845.735168,644.543640,177.760742,880.058716,740.119995,170.104843,744.763306,730.823364,167.998535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.496338,863.181946,410.871429,,,,1104.770508,888.253723,260.955566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,846.124084,644.772095,175.630356,880.322876,740.577942,168.319992,744.974243,730.747009,164.695007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.486938,863.336792,410.657440,,,,1104.704102,888.182861,260.633392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,846.911621,644.760437,173.037064,880.613892,741.128418,166.459259,745.788025,730.353455,161.443207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.713501,863.451843,410.365784,,,,1105.116333,888.060913,259.818542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,848.312744,644.695129,170.740509,881.235901,741.304321,164.531326,745.991455,729.897644,158.406921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.836182,863.562500,410.045410,,,,1105.270142,887.446228,259.045013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,849.649902,644.438721,168.939331,881.087463,741.323914,162.644455,746.839233,729.351929,155.602966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.728027,863.669250,409.633179,,,,1105.353760,887.097046,258.663452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,850.860901,644.425415,166.101669,881.411011,741.563660,160.839630,746.888367,728.992676,152.990692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.609741,863.816406,409.283661,,,,1105.340088,886.788940,258.380707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,850.755066,644.642517,164.351898,882.160278,741.442444,159.127518,746.995422,728.598206,151.024765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.375977,863.913574,408.900330,,,,1105.395142,886.331238,257.906708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,850.885010,644.028015,162.899643,882.008728,741.448853,157.619888,747.663269,727.431152,148.208084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.026245,864.072327,408.155365,,,,1105.675293,885.920044,257.257263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,851.884277,644.076477,159.893661,881.771545,741.409302,155.985962,748.205627,726.388611,145.751907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.905518,864.111816,407.906769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,853.569824,643.408997,157.951019,882.441528,741.033081,154.131958,749.207092,725.260864,143.933670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.775879,864.197937,407.682129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,854.638794,642.341003,155.956680,882.920593,740.613647,152.952271,749.443115,724.247498,142.347595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.609741,864.256592,407.426239,,,,,,,1105.148682,886.663757,255.360352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
