Grasp124
Date:,2025/04/24
Time:,13:13:58
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
43,956.040039,684.687866,122.060974,871.814819,621.627319,104.058731,,,,1181.569336,723.020264,437.845184,1176.010742,775.595154,223.937881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,954.897522,685.247559,122.223412,870.335388,622.784241,104.371262,,,,1181.420044,723.204102,437.584778,1175.880371,775.629944,223.700623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,953.670105,686.338867,122.782234,869.694763,623.492493,104.445404,,,,1181.066040,723.330200,437.341675,1175.795654,775.670776,223.510193,,,,,,,,,,,,,827.298706,718.857483,104.538048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,952.682922,687.241882,123.223480,868.745300,624.208984,104.467178,,,,1180.533081,723.360535,436.755646,1175.153687,775.727417,222.960388,,,,,,,,,,,,,826.549500,721.013184,105.909920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,951.579712,687.886963,123.603264,867.502380,624.281494,105.517563,,,,1180.164551,723.364075,436.416473,1174.334595,775.839661,222.350204,,,,,,,,,,,,,824.476685,724.071106,108.317017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,950.423523,688.160828,123.727112,866.342712,624.418640,106.594818,,,,1179.899658,723.380127,436.024902,1173.486328,775.955627,221.854279,,,,,,,,,,,,,823.010559,726.426697,110.649208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,948.630127,688.504333,124.264282,865.374695,624.474243,107.444611,,,,1179.516235,723.415894,435.505737,1172.869751,776.095886,221.603699,,,,,,,,,,,,,821.505005,728.105408,112.268143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,947.356140,688.730469,124.668930,864.463745,624.488831,107.907867,,,,1179.185547,723.474609,435.015198,1172.193970,776.141174,221.315964,,,,,,,,,,,,,819.476624,730.151550,114.536110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,946.298889,688.643799,124.660538,863.408875,624.379150,108.686249,,,,1178.878418,723.517395,434.699707,1171.019653,776.133789,221.092606,,,,,,,,,,,,,818.204285,731.610107,116.410210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,945.394653,688.981873,125.155472,861.918457,623.946411,109.625908,,,,1178.684448,723.581116,434.389648,1169.885986,776.100342,220.745453,,,,,,,,,,,,,817.039856,732.744934,118.236908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,943.451721,689.230225,125.733002,860.967224,623.549194,110.092392,,,,1178.233887,723.594421,433.915070,1168.845093,776.176697,220.530655,,,,,,,,,,,,,816.231873,733.465881,119.363503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,941.677246,689.099487,125.704330,859.856201,623.178223,110.809723,,,,1177.828125,723.566895,433.431366,1168.200317,776.199036,220.267868,,,,,,,,,,,,,814.521606,733.991699,120.844917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,940.624023,689.137207,125.936867,858.735229,622.587891,111.117065,,,,1177.711670,723.464233,432.930359,1167.778931,776.210266,220.084381,,,,,,,,,,,,,813.116882,734.115662,121.911873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,939.714111,688.993408,126.738426,857.967041,622.151733,112.038612,,,,1177.548096,723.383179,432.513550,1166.585083,776.146240,219.235626,,,,,,,,,,,,,811.711975,734.025940,123.563881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,938.091980,688.810181,127.325592,857.059326,621.493591,112.991737,,,,1177.039307,723.407227,431.914520,1165.419067,776.076599,218.693573,,,,,,,,,,,,,810.566467,733.602905,124.668030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,936.679749,688.734070,127.212440,856.256287,620.836182,113.419518,,,,1176.794067,723.386963,431.564941,1164.241333,776.164917,218.781952,,,,,,,,,,,,,808.648254,732.872009,126.150192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,935.565063,688.654846,127.045868,855.108398,619.995605,114.532936,,,,1176.268433,723.411255,431.199554,1162.869751,776.227966,218.942551,,,,,,,,,,,,,807.330261,731.991150,126.830223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,934.346741,688.389648,127.673416,854.098267,618.904602,114.909592,,,,1175.370483,723.443970,430.598999,1161.512085,776.153076,218.208069,,,,,,,,,,,,,805.244873,731.197937,128.061691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,932.426208,688.254395,128.762375,853.471985,618.221497,115.364784,,,,1175.000854,723.473083,430.268524,1160.075195,776.034546,216.967148,,,,,,,,,,,,,803.851990,730.242737,128.828629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,931.275146,687.813843,128.767227,852.670288,617.654846,115.654488,,,,1174.639771,723.466614,430.015656,1159.718994,775.944702,216.897034,,,,,,,,,,,,,802.527588,729.038391,129.851227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,930.277771,687.264832,128.901031,851.694946,616.685913,116.442993,,,,1174.136353,723.524597,429.650879,1158.868164,775.937988,217.151047,,,,,,,,,,,,,800.681335,727.721436,131.108856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,928.847412,686.649597,129.153732,850.878906,615.342896,117.613037,,,,1173.729492,723.509949,429.287292,1157.108521,775.866943,216.758942,,,,,,,,,,,,,799.760986,726.513062,131.651794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,927.619263,686.291626,129.605286,850.093079,614.416443,118.580582,,,,1173.224487,723.460815,428.942566,1155.463013,775.756714,216.327621,,,,,,,,,,,,,797.723877,725.187134,132.928879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,926.657166,686.004822,129.798218,849.339050,613.883911,119.173820,,,,1172.406372,723.411865,428.489441,1154.789795,775.653137,216.197495,,,,,,,,,,,,,796.530151,723.923523,133.855072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,924.975708,685.648438,130.498779,848.261963,613.223022,119.593437,,,,1172.095825,723.212097,428.045776,1154.139893,775.503174,216.008148,,,,,,,,,,,,,795.454834,722.935730,134.843307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,923.742554,685.202271,130.896515,847.247498,612.195313,120.154976,,,,1171.532715,723.136047,427.512421,1152.671143,775.334473,215.565323,,,,,,,,,,,,,793.738831,721.555969,136.056458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,923.015686,684.556702,130.875305,846.611267,611.192871,121.080292,,,,1170.651001,723.036987,427.238251,1150.970459,775.290405,214.972092,,,,,,,,,,,,,792.654419,720.269043,136.516846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,922.062500,683.938782,131.214066,845.609375,610.551086,121.345016,,,,1169.896606,723.112732,426.904053,1149.589233,775.153259,214.774612,,,,,,,,,,,,,791.080994,719.109436,137.184723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,920.224609,683.295227,131.967178,844.395020,610.081543,121.276901,,,,1169.241455,723.040344,426.683563,1149.108276,774.911194,214.971375,,,,,,,,,,,,,789.748901,717.910461,137.888550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,918.833862,682.815063,132.351181,843.457886,609.076355,121.933250,,,,1168.490112,723.037659,426.344055,1148.139526,774.808777,214.635437,,,,,,,,,,,,,788.984802,716.803589,138.525970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,918.267395,682.402405,132.710632,842.728821,608.240356,122.371819,,,,1167.773438,723.045227,426.031677,1147.001831,774.805298,214.145294,,,,,,,,,,,,,787.457642,715.372314,139.507446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,917.320862,681.908630,133.058701,841.815369,607.851379,122.415359,,,,1167.216553,723.012329,425.864471,1145.783569,774.621948,213.918259,,,,,,,,,,,,,786.048828,714.478821,140.025528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,916.124207,681.497559,133.293579,840.450073,607.776306,122.203957,,,,1166.850708,722.797485,425.747375,1144.774658,774.578857,213.936432,,,,,,,,,,,,,785.310547,713.855042,140.274887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,915.189026,681.083191,133.652878,839.243652,607.486145,122.517311,,,,1166.074463,722.677551,425.563080,1144.034668,774.443604,214.160400,,,,,,,,,,,,,784.049377,712.447266,141.112015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,914.426758,680.752075,134.100159,838.271851,607.156372,122.968681,,,,1165.107300,722.743103,425.393585,1143.513062,774.174927,214.250092,,,,,,,,,,,,,782.702759,711.173340,141.289902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,913.658508,680.422668,134.381729,837.428772,606.936462,123.088043,,,,1164.045044,722.861267,425.029968,1142.726074,774.077576,213.891983,,,,,,,,,,,,,781.981567,710.520752,141.112411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,912.798950,680.052368,134.602234,836.246948,606.962708,122.949860,,,,1162.937500,723.498352,424.384827,1141.676270,774.077820,213.138107,,,,,,,,,,,,,781.231873,710.094666,141.039505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,911.555969,679.610657,135.211060,834.560852,607.175049,122.728828,,,,1162.746582,722.887268,424.479950,1140.678589,774.096313,212.386078,,,,,,,,,,,,,780.279541,709.213745,140.949402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,911.069519,679.088074,135.307343,833.376587,607.246582,122.873474,,,,1162.428955,722.811523,424.313385,1140.349609,774.040100,212.466003,,,,,,,,,,,,,779.087830,708.194336,141.095642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,910.387329,678.991882,135.299606,831.602539,607.945374,122.738930,,,,1161.564331,722.860596,423.977509,1139.880981,774.026306,212.661575,,,,,,,,,,,,,778.146912,707.799866,141.275208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,909.815430,678.985779,135.319397,830.482544,608.300049,121.867851,,,,1160.838623,722.961792,423.961456,1139.379028,773.897034,212.709213,,,,,,,,,,,,,777.602112,707.577209,141.439514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,909.216431,678.955139,135.462646,829.404114,608.597900,121.589165,,,,1159.685059,723.155823,423.719421,1138.830688,773.814270,212.655823,,,,,,,,,,,,,777.142029,707.333801,141.611954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,908.425415,678.853882,135.965179,827.984985,608.578613,121.541641,,,,1158.895020,723.321472,423.505646,1138.305298,773.599792,212.487549,,,,,,,,,,,,,776.525146,706.957703,141.445694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,907.485352,678.726257,136.510773,826.680908,609.107056,121.633957,,,,1158.264771,723.431152,423.404907,1137.645996,773.579651,212.017914,,,,,,,,,,,,,775.710876,706.474304,141.312820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,906.836304,678.533508,136.814377,825.534485,609.678711,121.509506,,,,1157.650635,723.614563,423.320496,1136.956299,773.584656,211.664963,,,,,,,,,,,,,775.113281,705.721680,141.094910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,906.645996,678.602417,136.908051,824.689514,610.259949,121.267006,,,,1157.502197,723.622009,423.121521,1135.977051,773.556396,211.225327,,,,,,,,,,,,,774.564697,704.877686,140.800186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,906.371948,678.551270,136.963577,824.007813,610.696899,121.080437,,,,1157.112671,723.780579,422.834351,1135.937866,773.675049,211.264114,,,,,,,,,,,,,774.070068,703.779175,140.498306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,906.095459,678.535095,137.229416,822.946350,611.354553,121.568413,,,,1156.111816,724.087219,422.566345,1135.795288,773.772156,211.168854,,,,,,,,,,,,,773.837585,703.143372,140.144226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,905.657715,678.615540,137.421112,822.305115,611.803528,121.323082,,,,1155.113159,724.312256,422.343384,1135.566284,773.829285,210.961945,,,,,,,,,,,,,774.130615,701.792847,139.354996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,905.269714,678.519348,137.779678,821.516418,612.335388,121.297462,,,,1154.328735,724.508911,422.078461,1135.346069,773.873840,210.750381,,,,,,,,,,,,,773.666077,700.257751,138.575500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,904.816223,678.605042,138.043335,820.900452,612.735168,121.270279,,,,1153.709229,724.681274,421.918213,1135.194580,773.951843,210.628922,,,,,,,,,,,,,772.957947,698.968323,137.953415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,904.494995,678.739990,138.188980,820.364624,612.985229,121.436775,,,,1153.382446,724.779724,421.730835,1135.194214,774.040222,210.616409,,,,,,,,,,,,,772.501648,697.762878,137.252991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,904.176819,678.819031,138.332489,819.427063,613.511230,121.884171,,,,1152.988159,724.859436,421.673218,1134.817505,774.133606,210.182404,,,,,,,,,,,,,772.398010,696.747009,136.516479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,903.742249,679.080322,138.947311,819.007080,613.687134,121.744217,,,,1152.374023,725.004272,421.462036,1134.516724,774.270447,209.834488,,,,,,,,,,,,,772.456421,696.038879,135.936356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,903.329590,679.186340,139.436432,818.679443,614.044128,121.595352,,,,1151.484863,725.188232,421.011505,1134.321533,774.367126,209.601486,,,,,,,,,,,,,772.392456,695.498840,135.477371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,903.148621,679.395081,139.564453,818.508362,614.262695,121.514465,,,,1150.674927,725.386475,420.629791,1134.193970,774.523560,209.402664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,902.847839,679.529846,139.572922,818.534851,614.176941,121.574394,,,,1150.151978,725.475037,420.441589,1134.084595,774.647400,209.262848,,,,,,,,,,,,,,,,772.833862,694.521362,134.659271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,902.567200,679.629211,139.635223,818.574097,614.021301,121.623795,,,,1149.884888,725.453125,420.597443,1134.171631,774.766846,209.049728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,902.327332,679.652588,139.802078,818.564880,613.908752,121.657616,,,,1149.380249,725.541016,420.078308,1133.877441,774.924622,208.641968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,902.121460,679.685669,140.042526,818.566956,613.917725,121.630806,,,,1148.948486,725.614380,419.859467,1133.723511,775.112366,208.605606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,901.811401,679.723877,140.378571,818.550964,613.819763,121.577217,,,,1148.288574,725.794189,419.898102,1133.738892,775.375916,208.573196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,901.707397,679.753052,140.583664,818.607178,613.701965,121.576340,,,,1147.543823,726.030823,419.886658,1133.708130,775.676208,208.535675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,901.664246,679.758179,140.694366,818.724487,613.667114,121.600739,,,,1146.718872,726.251038,419.647156,1133.615601,776.001709,208.495209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,901.633179,679.790283,140.963272,818.746765,613.674072,121.598602,,,,1145.879517,726.544434,419.478882,1133.535278,776.388794,208.588318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
