Grasp124
Date:,2025/04/24
Time:,13:13:58
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
107,901.535583,679.908508,141.183792,818.738770,613.681519,121.595383,,,,1145.354492,726.730408,419.414520,1133.537354,776.755554,208.745712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,901.387634,680.051025,141.355148,818.732056,613.690491,121.632530,,,,1144.831177,726.976685,419.497192,1133.483643,777.272644,208.752441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,901.367737,680.134766,141.526321,818.742554,613.694153,121.650017,,,,1144.302979,727.217346,419.414581,1133.388184,777.655396,208.811844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,901.302429,680.230957,141.723572,818.804199,613.783447,121.864243,,,,1143.271851,727.575195,418.880524,1133.322266,778.002258,208.916229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,901.302979,680.354248,141.950516,818.882690,613.875061,121.924072,,,,1143.077515,727.957886,419.056976,1133.403320,778.326477,209.021927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,901.235474,680.470337,142.480835,818.893433,613.862732,121.996216,,,,1142.290527,728.317444,419.087616,1133.338745,778.675842,209.067078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,901.083557,680.570313,142.869263,819.014160,613.846680,122.173447,,,,1141.474243,728.630066,418.978333,1133.293091,779.043457,209.091736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,900.956726,680.620056,143.374832,819.118530,613.878784,122.272102,,,,1140.699829,728.901672,418.913208,1133.244629,779.414734,209.181824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,900.790710,680.892883,143.705338,819.052734,613.972534,122.744125,,,,1140.147217,729.157104,419.023651,1133.163330,779.919128,209.375443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,900.620728,681.314575,144.598907,819.046875,613.940247,123.033371,,,,1139.380615,729.456543,419.016937,1133.094727,780.437866,209.521851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,900.322144,681.653442,145.338364,818.961792,614.071411,123.438972,,,,1138.729126,729.630798,418.927307,1132.971069,780.922729,209.777313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,899.990295,681.918274,146.051437,818.767090,614.313538,123.967819,,,,1137.907471,729.895630,418.831726,1132.809326,781.453857,209.964020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,899.253967,682.312927,146.890472,818.326477,614.314392,124.731667,,,,1137.219360,730.177673,419.091248,1132.483887,781.970337,210.310974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,898.736694,682.546692,147.508316,818.242493,614.408325,125.461136,,,,1136.268799,730.390503,419.195068,1132.056763,782.406372,210.715912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,898.485474,682.593140,148.220673,818.064514,614.587219,126.067574,,,,1134.849243,730.846497,419.117737,1131.557739,782.786865,211.155533,,,,,,,,,,,,,,,,,,,769.705139,692.104248,132.734283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,898.196289,682.908569,149.370697,817.829895,614.719543,126.595955,,,,1133.899658,731.272095,419.046753,1131.172363,783.222656,211.322601,,,,,,,,,,,,,,,,,,,768.772156,692.332397,133.665787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,897.549438,683.590271,150.566742,817.590088,614.904541,127.449295,,,,1133.039673,731.698547,419.142456,1130.804199,783.919922,211.521973,,,,,,,,,,,,,,,,,,,767.788818,692.440369,134.632996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,896.949280,684.087036,151.455154,817.135315,615.075684,128.625961,,,,1132.393921,732.082458,419.300751,1130.422607,784.593018,211.839859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,896.017639,684.443970,153.010468,816.512573,615.281555,129.921371,,,,1131.627563,732.403992,419.497864,1130.134521,785.142029,212.186203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,894.784546,684.852722,154.446213,815.740845,615.650940,131.177811,,,,1129.926392,732.973450,419.317505,1129.447876,785.587402,213.053528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,893.717651,685.525146,155.482361,814.808350,615.784363,132.529266,,,,1128.698364,733.237305,419.094849,1128.154175,786.349792,213.469772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,892.756470,686.287537,156.642380,813.774719,616.014893,134.290024,,,,1127.843384,733.376099,419.431244,1127.558472,786.911072,213.532623,,,,,,,,,,,,,,,,,,,,,,764.149353,693.430115,137.234970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,892.092651,686.372864,157.807220,812.973022,616.155701,135.678986,,,,1126.789795,733.578491,419.741333,1126.743408,787.585388,213.798462,,,,,,,,,,,,,,,,,,,,,,762.956543,693.702332,138.206543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,890.898499,686.932312,159.302765,812.103333,616.476379,136.924667,,,,1125.361572,733.836792,419.889130,1125.926025,788.068237,214.534515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,889.200256,687.684937,160.785126,810.886841,616.899841,138.906738,,,,1124.601074,734.036926,419.843140,1124.659058,789.014282,214.956741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,887.769470,688.135986,162.332886,809.573975,617.068604,140.283371,,,,1123.189575,734.268982,419.826385,1123.538818,789.880920,214.956406,,,,,,,,,,,,,,,,,,,,,,,,,758.953674,694.456116,142.924637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,886.593140,688.541077,163.517532,808.098999,617.167969,142.083588,,,,1121.607422,734.643372,419.844971,1121.971680,790.431396,215.680527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,884.762146,689.329895,165.358490,806.673828,617.544922,143.972488,,,,1120.444214,734.913940,419.950134,1120.607544,791.066040,216.117020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,882.912598,689.735718,167.423309,805.220032,617.936523,145.551346,,,,1119.379639,735.208679,420.113678,1119.196167,791.978516,216.705444,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.509399,694.843262,145.927368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,881.015564,690.295227,168.656967,803.336487,618.171753,147.465958,,,,1118.040894,735.532959,420.456787,1117.829102,792.726135,217.528824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,879.064636,690.775513,170.227020,801.403442,618.550659,149.361984,,,,1116.158813,735.977295,420.557404,1115.794678,793.844727,217.403519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.596130,695.445740,151.152023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,876.234131,691.132019,172.097046,799.520447,618.684570,151.133362,,,,1114.729736,736.311401,420.576263,1113.555908,794.283142,218.220764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,874.120300,691.762756,173.729095,797.202515,619.028198,152.891144,,,,1113.834961,736.434143,420.807739,1111.952515,795.088562,218.657745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.053589,695.626770,154.450089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,871.718994,692.305725,175.429657,795.244934,619.405396,154.432556,,,,1111.810669,736.923096,421.033478,1109.840088,795.866821,219.399200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,869.570251,693.130737,177.533859,792.682129,619.800598,156.722000,,,,1110.309204,737.171570,421.130554,1107.301636,796.894043,219.483871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.200439,696.186584,158.126007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,866.788818,693.706177,179.683685,790.355713,620.132263,158.323715,,,,1109.034546,737.357605,421.270081,1105.240967,797.701050,220.333405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,864.228149,694.226379,180.797745,787.557129,620.720581,160.430191,,,,1107.249023,737.810242,421.469177,1102.506592,798.673523,220.695938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,860.704407,694.805664,183.072449,784.970825,620.995911,162.022812,,,,1105.671997,738.015808,421.450653,1099.904907,799.232117,220.933670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.007141,696.831726,163.761459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,857.883423,695.310486,184.993713,782.014038,621.344788,164.230530,,,,1104.147095,738.199402,421.976379,1097.297974,800.155151,221.835449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,854.538391,696.040222,186.880676,778.969299,622.005493,166.264542,,,,1101.881958,738.546509,421.524200,1094.252686,801.070618,222.169632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,851.589905,696.722168,188.610687,775.891602,622.244507,168.030838,,,,1099.875854,738.696350,421.746155,1091.781372,801.948425,222.712280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.441467,697.596313,168.884430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,848.188232,697.491394,190.612030,772.856506,622.668701,169.996490,,,,1098.491089,738.749817,422.443085,1088.221558,802.846191,223.598190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,844.785522,697.965271,192.440140,769.276245,623.123840,172.353287,,,,1096.707275,739.004028,422.270630,1084.894775,803.593689,224.092117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,841.215637,698.658142,193.893021,765.996704,623.576233,173.847015,,,,1094.582886,739.128540,422.398773,1082.124146,804.337097,224.592026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,838.014343,698.936584,195.718414,762.629272,624.020386,175.804947,,,,1093.000732,739.257385,422.478027,1078.355469,805.309875,224.909149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.508484,699.335266,177.184677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,834.061035,699.469849,197.664841,759.031555,624.354614,178.014877,,,,1091.020630,739.573914,423.059875,1074.912720,806.317993,225.872940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.328674,699.281250,178.943130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,830.152710,700.062927,199.323563,755.256165,624.808716,179.752731,,,,1088.839355,739.693726,422.953979,1070.882568,807.076172,226.242828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,826.599731,700.463318,200.916153,751.719116,625.332825,181.182236,,,,1086.515381,740.010620,423.293304,1067.312988,808.022034,226.740463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,822.737366,701.016785,202.123245,747.603882,625.781921,183.318665,,,,1084.888916,739.942688,423.733368,1063.811768,808.632446,227.470276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.777771,700.796631,186.314774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,818.988159,701.749878,203.120377,743.663757,626.101257,185.060959,,,,1082.412476,740.368164,423.811432,1059.931152,809.465942,228.097183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.282593,701.503967,188.829361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,815.117371,702.381897,204.985260,739.992188,626.720337,186.657516,,,,1080.445435,740.442078,424.105042,1055.926880,810.355896,228.717911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.943848,701.977112,191.130310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,811.089539,702.972717,206.474747,735.780640,627.329712,188.277451,,,,1078.162231,740.674072,424.379211,1051.479004,811.071289,229.190125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.038147,702.307251,193.054626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,806.927307,703.449158,207.870193,731.471863,627.710693,189.536026,,,,1075.919067,740.858826,424.549866,1047.481201,811.800842,230.012573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.079590,702.451111,194.962173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,801.999207,704.110901,209.230087,727.198303,628.308472,190.840958,,,,1073.577026,741.175842,424.569183,1043.164673,812.665527,230.456284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.054810,702.747681,196.419647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,797.889099,704.613586,209.962357,723.010803,628.900085,191.952164,,,,1071.176880,741.275879,425.171631,1038.791626,813.355286,230.972595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.816528,703.216858,197.680405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,793.713562,705.287354,211.046234,718.495300,629.534790,193.350021,,,,1068.893799,741.354309,425.176605,1034.765991,813.899963,231.895096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.328247,703.706604,199.042862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,788.860229,705.683899,212.013870,713.816284,630.063660,194.605865,,,,1066.593994,741.449890,425.535309,1030.419678,814.357605,232.472382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.599792,704.292236,200.448685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,784.397705,706.423828,213.080933,709.115417,630.601990,195.640152,,,,1064.470459,741.539063,425.758972,1025.453247,814.973816,233.046371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.821655,704.893738,202.488632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,779.854858,706.814087,214.057877,704.354004,631.232544,196.952896,,,,1061.548218,741.782227,425.837891,1021.381042,815.428406,233.858566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.661072,705.505981,204.220337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,775.106567,707.430908,214.876663,699.816895,631.916687,197.899597,,,,1059.492310,741.847656,426.199371,1016.729614,816.012695,234.558762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.586060,706.172058,206.086426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,770.475525,708.080811,215.394623,695.207764,632.433350,198.125992,,,,1056.743774,741.935242,426.387085,1011.895508,816.475098,235.046249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.701965,706.974976,207.346649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,765.513062,708.887573,216.225266,690.208862,633.108765,198.951752,,,,1054.387939,742.042358,426.629303,1007.504761,816.799377,235.817017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.927612,707.710266,208.187469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,760.555969,709.394226,216.841110,685.118225,633.636536,199.684647,,,,1052.033569,742.033691,426.819366,1002.755493,817.291748,236.475967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.135193,708.316406,208.766891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,755.666138,710.014160,217.253448,680.244568,634.263672,200.115555,,,,1049.432495,742.026489,427.489929,998.046448,817.534729,236.972458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.002258,708.973328,209.577011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,750.921936,710.579712,217.833389,675.263611,635.019348,200.768875,,,,1046.583130,742.130310,427.419128,993.698914,817.660767,237.650253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,746.267334,711.007507,218.428177,670.497437,635.809326,201.270584,,,,1044.349365,742.093323,428.095215,989.277649,817.914246,238.659821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
