Grasp15
Date:,2025/04/15
Time:,13:41:09
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,787.086365,823.325439,34.663864,925.962097,836.092896,68.783897,1039.329468,980.517700,299.030396,1009.957214,923.542847,467.202393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,786.926025,823.302246,34.595913,925.898621,836.083435,68.709061,1039.317139,980.529175,299.032440,1009.974304,923.545288,467.187012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,787.077881,823.345215,34.596531,925.884949,836.080994,68.672760,1039.322388,980.522949,299.028229,1009.972046,923.543640,467.185486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,786.963806,823.311584,34.556660,925.957153,836.092712,68.793213,1039.390625,980.482971,299.040253,1010.065674,923.557373,467.222137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,787.109985,823.340271,34.524525,925.956177,836.104797,68.874786,1039.430420,980.498352,299.059204,1010.125732,923.548645,467.206268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,787.107361,823.367859,34.505432,925.879272,836.084412,68.727112,1039.336792,980.561890,299.086182,1010.134949,923.544800,467.194733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,786.978088,823.295166,34.643379,925.949707,836.091125,68.787880,1039.399902,980.514343,299.083160,1010.128174,923.544861,467.196533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,786.990906,823.339172,34.582523,925.930603,836.111267,68.834694,1039.360718,980.544983,299.075348,1010.255371,923.573425,467.176697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,787.071655,823.332214,34.615437,925.877747,836.086853,68.715652,1039.357422,980.548218,299.075470,1010.277283,923.572998,467.187469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,787.093384,823.359009,34.542557,925.886353,836.079712,68.666138,1039.304321,980.558838,299.033142,1010.291748,923.558044,467.184875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,787.076660,823.366455,34.487911,925.962830,836.092224,68.787590,1039.385132,980.510925,299.034088,1010.368286,923.575256,467.127563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,787.070557,823.365295,34.485416,925.898560,836.083191,68.710487,1039.476929,980.523682,298.995453,1010.399109,923.578735,467.104004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,787.054504,823.349670,34.536091,925.944397,836.103210,68.837563,1039.617676,980.508118,298.938660,1010.477905,923.564880,467.146545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,787.023438,823.369080,34.533680,925.951965,836.095520,68.846375,1039.599243,980.540039,298.920441,1010.550903,923.602905,467.151031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,787.183472,823.326782,34.453075,925.888672,836.081299,68.706566,1039.559082,980.550781,298.941071,1010.555359,923.586548,467.123108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,787.135376,823.315063,34.637508,925.971130,836.101135,68.843155,1039.609985,980.512390,298.977295,1010.548462,923.578735,467.118286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,787.072632,823.323242,34.686573,925.961731,836.095276,68.844292,1039.622681,980.491760,299.010834,1010.581238,923.565186,467.082367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,787.059814,823.355896,34.569992,925.953613,836.006042,68.822998,1039.698975,980.506042,298.948456,1010.615601,923.652527,467.058319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,786.956848,823.314758,34.568470,925.890503,836.059082,68.698250,1039.877808,980.447083,298.859802,1010.753296,923.674133,467.075684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,786.851685,823.283020,34.621197,925.888794,836.086487,68.660896,1039.813232,980.492554,298.858582,1010.946289,923.629028,467.012573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,786.964661,823.336548,34.580673,925.895325,836.086365,68.665871,1039.777954,980.526489,298.915955,1010.887512,923.671631,467.013794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,787.064758,823.366272,34.504730,925.959778,836.093445,68.797318,1039.888672,980.386841,298.875549,1010.873901,923.587952,467.003784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,787.125427,823.276184,34.442692,925.912781,836.081482,68.732368,1039.983643,980.333862,298.809387,1010.941467,923.557007,466.946930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,787.133423,823.251770,34.430737,925.887695,836.080200,68.676865,1039.912354,980.468994,298.838959,1010.972290,923.557800,466.924683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,787.101624,823.315063,34.586071,925.971069,836.016724,68.847969,1039.997681,980.379517,298.889648,1011.009583,923.661499,466.932220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,787.061035,823.327820,34.652660,926.003540,836.063904,68.898491,1040.290039,980.259460,298.786011,1011.106628,923.585510,466.950745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,787.120239,823.259094,34.573536,925.894531,836.083740,68.718773,1040.366821,980.267761,298.701233,1011.108276,923.564148,466.854279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,787.083130,823.340881,34.485756,925.931885,836.076294,68.704559,1040.362061,980.276733,298.694244,1011.236206,923.566895,466.850739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,786.962952,823.319275,34.555630,925.904480,836.080017,68.672646,1040.279541,980.328186,298.811646,1011.307617,923.556091,466.834198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,787.037598,823.360962,34.530468,925.892029,836.082275,68.670410,1040.311890,980.274109,298.814240,1011.311829,923.553101,466.829102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,787.071533,823.365173,34.492001,925.908630,835.994507,68.688019,1040.372192,980.270081,298.798920,1011.348145,923.569519,466.813965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,787.100464,823.331421,34.615692,925.895081,836.058411,68.680687,1040.395752,980.275330,298.783752,1011.340881,923.598389,466.790619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,787.074585,823.332031,34.607071,925.891357,835.999512,68.669647,1040.333618,980.308472,298.800446,1011.462524,923.584106,466.736847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,787.187744,823.317261,34.456543,925.893555,835.975586,68.667480,1040.309448,980.228882,298.795380,1011.664429,923.601624,466.785095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,787.020630,823.273560,34.601772,925.957520,835.989685,68.794350,1040.302246,980.292053,298.815674,1011.686707,923.501221,466.708313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,787.029236,823.352173,34.553917,925.894165,836.069763,68.715202,1040.389893,980.219299,298.840302,1011.806030,923.462463,466.778412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,787.095581,823.362671,34.531471,925.921936,836.085022,68.733612,1040.427856,980.192261,298.825989,1011.878784,923.595581,466.821930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,787.244629,823.404724,34.475864,925.961670,836.094604,68.808975,1040.478638,980.208923,298.794800,1011.906067,923.585144,466.790833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,787.119385,823.369812,34.485390,925.959106,836.007813,68.826431,1040.497192,980.216003,298.780182,1011.917480,923.483398,466.750977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,786.972351,823.302551,34.588787,925.907349,835.971619,68.717697,1040.546875,980.214233,298.835693,1012.003296,923.491394,466.677307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,787.010620,823.346558,34.556461,925.890747,836.062866,68.666946,1040.576904,980.204285,298.841766,1012.012695,923.480591,466.582611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,786.963196,823.284668,34.699627,925.949646,836.019836,68.797745,1040.583374,980.201294,298.832092,1012.104065,923.471130,466.588867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,787.076660,823.336121,34.644974,925.992981,835.993408,68.922462,1040.581909,980.201538,298.828827,1012.160767,923.477417,466.609589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,787.129639,823.335693,34.665325,925.998230,836.065308,68.905167,1040.632324,980.200623,298.884216,1012.223816,923.471558,466.563477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,787.083435,823.361694,34.513229,925.959351,836.012085,68.826591,1040.692627,980.216553,298.874573,1012.243530,923.594360,466.501068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,787.089600,823.333740,34.582214,925.891907,835.977417,68.682556,1040.715088,980.219604,298.853790,1012.240662,923.509216,466.449524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,786.931091,823.300598,34.585152,925.940063,835.967468,68.695564,1040.658203,980.248291,298.864746,1012.260071,923.496521,466.395081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,787.031921,823.348816,34.560780,925.924194,835.977722,68.688164,1040.704590,980.215881,298.860229,1012.293335,923.576660,466.418854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,787.082458,823.367432,34.520863,925.946838,836.096985,68.830269,1040.723022,980.155212,298.891937,1012.416626,923.466431,466.358368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,786.970093,823.314880,34.565498,925.939941,836.032837,68.886566,1040.797485,980.102600,298.878326,1012.468079,923.496826,466.349213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,787.019348,823.347351,34.536201,926.002319,835.989807,68.948303,1040.831177,980.195068,298.842834,1012.508972,923.562500,466.382843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,787.080139,823.329346,34.606842,925.895691,835.973999,68.723122,1040.778198,980.156372,298.862701,1012.504395,923.504883,466.277222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,787.092285,823.365723,34.539585,925.997986,835.982849,68.815727,1040.773438,980.201294,298.949097,1012.510925,923.482910,466.244629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,787.074585,823.455505,34.493786,925.988892,836.003174,68.884743,1040.790161,980.153564,298.966461,1012.533813,923.478516,466.252533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,787.168762,823.358032,34.630672,925.922485,835.960083,68.804398,1040.931519,980.108215,298.905029,1012.548279,923.507385,466.195099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,787.139282,823.322693,34.656464,925.929871,835.962769,68.730339,1041.130127,980.131287,298.939209,1012.524536,923.619690,466.223053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,787.090393,823.336914,34.666992,925.919495,835.979126,68.682014,1041.047485,980.112976,298.854156,1012.587402,923.632141,466.202911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,787.070129,823.358826,34.555389,925.977539,836.005981,68.847763,1040.999512,980.114319,298.807617,1012.615723,923.622375,466.184082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,787.107361,823.338135,34.609341,925.890198,835.985352,68.725677,1040.938232,980.147095,298.826508,1012.615662,923.618774,466.181732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,787.119873,823.357849,34.545689,925.946777,835.969971,68.728828,1040.967041,980.155945,298.902802,1012.600830,923.612122,466.143982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,787.070374,823.361694,34.523842,925.985718,835.999939,68.859520,1041.047607,980.229858,298.960388,1012.576721,923.636841,466.111816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,787.075928,823.330322,34.610462,925.897705,835.969299,68.778374,1041.192505,980.129883,298.993469,1012.602661,923.565002,466.051178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,787.070374,823.321472,34.643299,925.883484,835.959473,68.739227,1041.108887,980.230591,298.995789,1012.784241,923.557678,466.092590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,787.138000,823.325928,34.683411,925.911194,835.949341,68.769035,1041.007080,980.338074,298.957184,1012.760986,923.623962,466.022522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,787.080933,823.360901,34.553745,925.915466,835.947449,68.782799,1041.065552,980.353210,298.923767,1012.841492,923.629333,466.120758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,787.104858,823.339966,34.607521,925.966614,835.997498,68.878113,1041.106689,980.310303,298.883942,1012.915833,923.589478,466.143311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,787.054199,823.365479,34.561710,925.905273,835.977478,68.780144,1041.192139,980.304871,298.889160,1012.932129,923.580139,466.129883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
