Grasp116
Date:,2025/04/23
Time:,14:05:38
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
81,885.507507,716.094543,106.639076,840.652283,620.029968,100.331032,,,,,,,,,,,,,756.397461,694.103516,115.460930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,885.054138,715.599731,106.169220,839.947754,620.022827,99.636299,,,,,,,,,,,,,756.666199,692.938721,115.012169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,884.704163,714.883728,105.609009,839.104858,619.897278,98.925751,,,,,,,,,,,,,756.853455,691.817810,114.265434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,884.548401,714.160278,105.160515,838.466064,619.564636,98.402084,,,,,,,,,,,,,757.147522,690.579346,113.157257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,884.399048,713.613647,104.738434,837.273376,619.461731,98.060959,,,,,,,,,,,,,756.702393,689.792786,112.638527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,884.194214,713.066528,104.375381,836.864685,618.860107,97.040520,,,,,,,,,,,,,756.420837,689.053406,112.621529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,884.187378,712.571167,104.026749,836.377197,618.512634,95.612473,,,,,,,,,,,,,756.594666,687.919617,112.388542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,884.151306,712.030884,103.539055,836.020447,618.193298,94.836746,,,,,,,,,,,,,757.233154,686.699280,111.704956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,883.860046,711.506592,102.828812,835.338745,617.921936,93.922218,,,,,,,,,,,,,757.641602,685.479736,110.270767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,883.736938,710.989929,102.083321,834.676636,617.643738,92.314621,,,,,,,,,,,,,757.911743,684.224548,109.189957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,883.778748,710.537964,101.134041,834.248718,617.648865,91.051239,,,,,,,,,,,,,758.200134,682.896851,108.244789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,883.805054,710.088867,100.202156,833.476929,617.548584,89.747032,,,,,,,,,,,,,758.822144,681.511047,107.473854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,883.672363,709.641907,99.098648,832.796204,617.096985,88.094109,,,,,,,,,,,,,759.474976,679.843750,106.315948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,883.636597,709.259216,98.289871,832.459534,616.835266,86.658585,,,,,,,,,,,,,760.012146,678.597961,105.782005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,883.641052,708.903809,97.796448,831.973511,616.640320,85.464546,,,,,,,,,,,,,761.064209,677.548523,104.699944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,883.582214,708.418640,97.217812,831.624756,616.369873,83.993820,,,,,,,,,,,,,761.714600,677.181030,103.711227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,883.382874,707.761475,96.249352,831.553284,616.038269,82.375679,,,,,,,,,,,,,762.147034,677.223206,103.111862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,883.518799,707.197021,95.547035,831.161255,616.101807,80.867577,,,,,,,,,,,,,762.390991,677.405579,102.525566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,883.423584,706.874756,94.910385,830.585510,616.520020,79.833145,,,,,,,,,,,,,762.530029,677.797058,101.642426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,883.473389,706.622070,94.273682,830.218628,616.679077,79.334137,,,,,,,,,,,,,762.797302,678.123230,100.505287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,883.864929,706.271423,93.189240,830.087463,616.477905,78.532288,,,,,,,,,,,,,762.863831,678.196289,99.640892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,884.346130,705.927124,92.213127,829.763000,616.169983,77.721565,,,,,,,,,,,,,762.976074,678.022522,99.064552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,884.528076,705.580444,91.820457,829.495178,616.083801,77.110870,,,,,,,,,,,,,763.055359,677.861877,98.722618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,884.525574,705.276550,91.812294,829.346436,616.202576,76.471024,,,,,,,,,,,,,763.176147,677.742493,98.807526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,884.557800,704.957581,91.851707,829.146545,616.283997,76.255547,,,,,,,,,,,,,763.243164,677.628052,98.817825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,884.460327,704.604492,92.113556,828.972046,616.402588,76.339523,,,,,,,,,,,,,763.227722,677.600464,98.743927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,884.151672,704.282288,92.404251,828.750854,616.444763,76.432770,,,,,,,,,,,,,763.216736,677.531738,98.690094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,883.984131,704.234375,92.423271,828.455933,616.467712,76.495445,,,,,,,,,,,,,763.224731,677.506226,98.729935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,883.985413,704.234253,92.450592,828.310181,616.587402,76.516312,,,,,,,,,,,,,763.162598,677.485962,98.581955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,884.068726,704.109924,92.399216,828.221313,616.688049,76.534126,,,,,,,,,,,,,763.182434,677.499695,98.496635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,884.120972,704.069336,92.318466,828.110291,616.681030,76.485397,,,,,,,,,,,,,763.210327,677.480042,98.499847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,884.259155,703.928833,92.337128,828.151245,617.014221,76.014702,,,,,,,,,,,,,763.219055,677.480408,98.434891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,884.303162,703.713928,92.350021,828.017090,616.864624,76.269447,,,,,,,,,,,,,763.266418,677.480713,98.438965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,884.313904,703.576843,92.329697,827.958069,616.685974,76.442207,,,,,,,,,,,,,763.273621,677.480408,98.445374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,884.298279,703.596130,92.336929,827.899353,616.612488,76.456039,,,,,,,,,,,,,763.156921,677.492981,98.365265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,884.309753,703.601440,92.334198,827.819519,616.690186,76.455376,,,,,,,,,,,,,763.176575,677.518738,98.349800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,884.326538,703.519287,92.272606,827.826660,616.655823,76.431190,,,,,,,,,,,,,763.260559,677.496887,98.296844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,884.296814,703.502136,92.294708,827.834961,616.701538,76.391228,,,,,,,,,,,,,763.176697,677.525574,98.278008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,884.305115,703.428955,92.343681,827.828979,616.664551,76.394699,,,,,,,,,,,,,763.165161,677.500488,98.255814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,884.320496,703.414368,92.347778,827.810608,616.649902,76.394249,,,,,,,,,,,,,763.152710,677.489380,98.287186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,884.323669,703.412048,92.331146,827.814514,616.708008,76.425514,,,,,,,,,,,,,763.131104,677.479004,98.285927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,884.389038,703.410767,92.368935,827.765076,616.701904,76.430389,,,,,,,,,,,,,763.166504,677.466248,98.196358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,884.367981,703.420593,92.415672,827.670959,616.655945,76.463943,,,,,,,,,,,,,763.181030,677.478760,98.233177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,884.348328,703.323975,92.405327,827.649780,616.694824,76.537094,,,,,,,,,,,,,763.205750,677.494995,98.237991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,884.378235,703.308777,92.491074,827.650635,616.722290,76.570496,,,,,,,,,,,,,763.198730,677.481506,98.232803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,884.408691,703.329834,92.626518,827.622498,616.752930,76.680702,,,,,,,,,,,,,763.208618,677.373291,98.173653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,884.347107,703.193909,92.968231,827.544556,616.765381,76.825500,,,,,,,,,,,,,763.195190,677.376892,98.164589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,884.221924,703.104492,93.225945,827.372498,616.736816,76.955826,,,,,,,,,,,,,763.134644,677.381653,98.131477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,884.047058,703.049927,93.458534,827.418823,617.145508,76.591202,,,,,,,,,,,,,763.141541,677.354431,98.202827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,883.712585,702.982422,93.991608,827.303528,617.150940,76.891510,,,,,,,,,,,,,763.055420,677.358093,98.241257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,883.494873,703.052185,94.316483,827.098022,617.026367,77.314392,,,,,,,,,,,,,762.966064,677.347473,98.290291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,883.336731,703.083618,94.601700,826.851929,616.931885,77.683952,,,,,,,,,,,,,762.854370,677.341553,98.358551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,883.264771,703.313171,95.036263,826.782104,617.008545,78.097397,,,,,,,,,,,,,762.714172,677.255310,98.387657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,883.020508,703.423584,95.422050,826.599487,617.111816,78.262169,,,,,,,,,,,,,762.558777,677.220886,98.472298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,882.795044,703.448669,95.803963,826.385620,617.180969,78.429657,,,,,,,,,,,,,762.330139,677.221802,98.530396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,882.662170,703.432495,96.013611,826.133667,617.250061,78.627365,,,,,,,,,,,,,761.974060,677.315125,98.622322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,882.506531,703.460022,96.177490,825.830200,617.255066,78.962166,,,,,,,,,,,,,761.557800,677.347717,98.729279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,881.877747,703.460754,96.699005,825.403015,617.308716,79.770164,,,,,,,,,,,,,761.074341,677.439880,98.914703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,881.334412,703.522461,97.532074,824.811829,617.213562,80.185982,,,,,,,,,,,,,760.771973,677.576172,99.151878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,881.154602,703.399658,98.459007,824.322266,617.320679,81.116959,,,,,,,,,,,,,760.480286,677.798828,99.584122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,880.910950,703.550171,99.279602,823.941833,617.381775,82.103348,,,,,,,,,,,,,760.052917,678.074951,100.000748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,880.607483,703.675354,99.828911,823.348450,617.522217,83.032356,,,,,,,,,,,,,759.646057,678.327087,100.406593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,880.474426,703.743652,100.344315,822.853271,617.634766,84.009636,,,,,,,,,,,,,759.418457,678.571655,100.798485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,880.302002,703.715271,100.863922,822.281616,617.756897,85.289352,,,,,,,,,,,,,759.057922,678.895996,101.389862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,879.629395,703.890442,101.688545,821.570313,617.899048,86.709076,,,,,,,,,,,,,758.470581,679.240295,102.366692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,878.411011,704.102478,102.656067,820.735291,618.155518,88.073166,,,,,,,,,,,,,757.386841,679.403687,103.966225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,877.093384,704.509644,103.684113,819.333740,618.255615,89.954430,,,,,,,,,,,,,755.927979,679.658569,105.577782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,876.351135,704.875854,104.846024,818.199280,618.486511,91.878815,,,,,,,,,,,,,754.854126,679.877747,107.145561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,875.236023,705.158691,106.342964,817.495544,618.577881,93.027725,,,,,,,,,,,,,754.193176,680.305786,108.419006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,874.596069,704.813965,107.357201,816.235962,618.756958,94.656700,,,,,,,,,,,,,753.416138,680.689758,109.566566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,872.993713,705.153076,108.721146,814.746765,619.109924,97.183586,,,,,,,,,,,,,751.727417,680.873657,111.425224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,871.035400,705.645691,110.037003,813.298584,618.962708,98.788025,,,,,,,,,,,,,749.909668,680.913208,113.454750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,869.857239,705.824341,111.390823,811.843628,619.130493,100.435654,,,,,,,,,,,,,748.640259,681.217407,115.384819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,868.271362,705.752563,112.437782,810.198242,619.642151,102.119576,,,,,,,,,,,,,747.155640,681.425415,116.832619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,865.762329,706.254272,114.077469,808.257019,619.571472,104.404915,,,,,,,,,,,,,745.176880,681.520447,118.573219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,863.954590,706.205688,115.761879,806.255798,619.685669,105.858597,,,,,,,,,,,,,743.372864,681.623230,121.018639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,861.941101,706.323181,117.263687,804.039124,619.679138,107.694252,,,,,,,,,,,,,741.111572,681.753052,123.305443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,859.486755,706.847717,118.764610,801.835938,619.929565,109.839828,,,,,,,,,,,,,739.003479,682.011963,125.263649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,857.675049,706.913391,120.299652,799.649597,620.112244,111.304123,,,,,,,,,,,,,736.626221,681.975708,127.828888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,854.964966,707.338318,121.676186,797.178772,620.289490,113.155785,,,,,,,,,,,,,734.289673,682.044189,129.865524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,852.624207,707.324768,123.440575,794.837219,620.473450,115.044960,,,,,,,,,,,,,731.759094,682.223450,131.603546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,849.889893,707.491882,124.852272,792.216553,620.665283,116.934319,,,,,,,,,,,,,729.325867,682.310486,133.472290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,847.180481,707.688660,126.835419,789.320496,620.792969,118.577431,,,,,,,,,,,,,726.433228,682.418762,136.228348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,844.299133,708.366211,128.410995,786.272949,621.078186,120.203316,,,,,,,,,,,,,723.565063,682.722168,138.309494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,841.444092,708.294128,129.889191,783.440186,621.294373,122.135864,,,,,,,,,,,,,720.319580,682.876160,140.420685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,838.171021,709.035339,131.264496,780.450928,621.570557,123.880051,,,,,,,,,,,,,717.419067,683.199951,142.583557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,835.100464,709.202759,132.939224,777.034241,622.128418,125.738136,,,,,,,,,,,,,714.401978,683.508606,144.573837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,831.637817,709.631897,134.515503,773.925354,622.312012,127.567436,,,,,,,,,,,,,710.824585,683.784058,146.444672,1032.066650,880.820068,216.593399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,827.982178,710.192688,136.516464,770.392456,622.430908,129.257156,,,,,,,,,,,,,707.785889,684.389648,148.276245,1030.729492,880.623108,216.563080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,824.784729,710.004578,138.117645,766.937988,622.990662,131.004364,,,,,,,,,,,,,704.394958,684.811890,150.025742,1027.088135,880.761963,217.622818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,820.787537,710.745667,139.385406,763.315308,623.471985,132.835770,,,,,,,,,,,,,700.601685,685.264648,151.681213,1024.428833,880.833862,218.847305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
