Grasp69
Date:,2025/04/22
Time:,16:07:02
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
22,996.691650,715.322327,316.465271,772.787048,494.337738,51.402481,883.759338,549.880676,119.802406,1030.760620,804.382141,510.811615,857.636169,459.094604,85.428375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,997.397766,716.205505,316.853790,772.148010,493.923248,54.097019,883.255310,550.259644,122.073296,1031.493896,804.924438,511.065399,857.423584,458.859619,88.008659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,997.775452,717.390198,317.574310,771.568481,493.364655,57.389626,883.239807,550.286987,124.272621,1031.501099,805.696411,511.636322,857.551941,458.655365,89.313782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,998.250061,718.720520,318.268311,770.629761,493.008636,60.236595,882.566772,550.378906,126.495094,1032.051758,806.088135,511.751770,857.344177,458.479584,91.331619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,998.566223,719.692688,318.628998,770.199219,492.572296,63.467194,882.140442,550.587219,128.567490,1033.120483,806.609985,511.838043,857.215576,458.469391,93.607689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,999.050110,720.791809,318.699585,769.503174,491.994415,66.958199,882.136719,550.379761,130.918747,1033.911743,807.372070,511.839233,857.358704,458.217804,95.480202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,999.563293,722.255981,318.766693,768.826782,491.251099,70.305580,881.638123,550.655945,133.026932,1034.678101,808.005249,512.156433,857.728210,457.964325,96.968788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1000.005859,723.326721,319.246735,768.468262,490.394958,73.791794,881.395569,550.647949,135.355499,1035.032715,808.711975,512.487427,858.031067,458.027954,98.620682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1000.330505,724.447510,319.910858,767.827332,489.958740,76.908546,881.242859,550.720520,137.962570,1035.311768,809.297180,512.921631,858.293579,457.989807,100.768387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1000.618530,725.856934,320.831665,767.603149,489.387878,79.976891,880.720093,550.661682,140.150177,1035.924927,809.890991,513.298950,858.648376,457.740692,102.254982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1001.089966,727.008240,321.541016,767.224060,488.809540,83.369949,880.443848,551.067566,142.711258,1036.358643,810.658203,513.407837,859.001282,457.943573,103.555817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1001.675964,728.343445,321.746735,766.964600,488.330353,86.811447,880.331665,551.069519,144.825073,1036.815796,811.450806,513.425842,859.413208,458.032318,105.566032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1002.034363,729.890259,322.054443,766.502747,487.689911,90.067070,879.807678,551.496033,147.582596,1037.310303,812.138428,513.585022,859.626038,458.211914,107.190193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1002.306030,731.091980,322.809845,766.202026,487.180817,93.615425,879.662476,551.702515,149.498840,1038.135376,812.631897,513.941162,859.849915,458.422180,108.370575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1002.741577,732.302368,323.454590,766.055481,486.778961,96.012047,879.135010,552.138000,152.556854,1038.922363,813.140991,514.350830,859.978394,458.787659,110.064476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1003.741821,733.631104,323.842896,765.746155,486.594269,99.428947,878.760803,552.386292,154.585266,1039.120483,813.997742,514.721680,860.027405,459.159515,111.725586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1004.416931,734.928711,324.650482,765.606934,486.306549,101.848396,878.405640,552.954590,157.288223,1039.888306,814.778503,515.064697,859.863892,459.454224,113.507736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1004.664490,736.566833,325.214325,765.390564,486.282471,104.798904,877.743408,553.164368,159.964813,1040.426758,815.537415,515.261169,859.565369,459.945923,115.417671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1004.723267,737.785767,325.565857,765.282471,486.183655,107.670967,877.534180,553.438904,162.680191,1040.852905,816.014160,515.385498,859.376587,460.593933,117.544495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1005.090210,739.045532,326.207367,765.283875,486.028992,110.373863,877.246460,553.655823,165.553345,1041.582642,816.491211,515.576355,859.015930,461.108368,119.587303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1005.464417,740.695557,327.400177,764.987854,486.168243,113.438324,876.680237,553.855103,168.109436,1042.573120,817.095459,515.914124,858.419495,461.533508,121.721817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1005.814575,741.990112,327.910858,764.786621,486.226013,116.382141,876.146484,554.503601,171.420380,1044.191772,817.499634,516.273438,857.971680,462.139404,124.394859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1006.307129,743.439087,328.536285,764.257996,486.492310,119.086777,875.478943,555.151855,173.326920,1045.366089,818.177490,516.506897,857.500916,462.660309,126.608421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1006.457886,744.694641,329.130127,764.026123,486.726288,122.280724,875.151733,555.857544,176.680969,1045.866821,818.774536,516.876648,856.506348,463.636963,129.316803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1006.480896,746.194458,329.721100,763.331360,487.284790,124.757690,874.860168,556.621277,178.949158,1045.966675,819.345093,517.283264,856.139221,464.270691,131.584229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1006.999939,747.929932,330.138153,762.947021,487.758301,128.123520,874.302368,557.358643,181.935516,1046.043091,820.039978,517.720642,855.397461,465.139893,134.715195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1008.061584,748.936707,330.696411,762.306091,488.665222,130.907700,873.869263,558.058289,184.820297,1046.549927,820.969727,517.943115,854.373413,465.622040,137.416672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1008.655273,750.438232,331.494812,761.857117,489.505524,133.334518,872.964355,559.123108,186.867096,1047.506104,821.707031,518.176514,853.611511,466.525818,140.435318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1008.991455,751.803650,332.392731,761.358765,490.500488,136.680206,872.488892,559.971924,189.840225,1048.086914,822.445740,518.984436,852.696899,467.265778,143.197235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1009.303040,753.188232,333.050873,760.406006,491.346954,139.777222,871.839844,561.045959,192.640640,1048.298096,823.007996,519.428040,851.740051,468.130920,146.037933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1009.878235,754.983704,333.387360,759.428345,492.094269,143.082077,871.181519,561.878662,194.857315,1048.528564,823.428345,519.708313,850.895081,469.123962,148.119171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1010.444031,756.192322,333.828674,758.661499,493.319550,146.029572,870.582336,562.847839,198.523102,1049.039307,824.113037,520.090271,849.984192,470.534393,151.116196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1010.790405,757.856628,334.961731,757.892578,494.528961,149.371262,869.816467,563.887573,200.556396,1049.842163,824.928894,520.242188,848.987000,471.574707,153.838837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1011.276733,759.111328,335.974884,756.791260,495.797516,151.920013,869.067078,565.034363,203.586685,1050.154663,825.694275,520.622498,847.907532,472.794403,156.195297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1012.040039,760.662415,336.155792,756.323425,496.960724,154.518616,868.532715,566.012390,206.811035,1050.523071,826.413147,521.309082,846.792725,474.006622,158.729523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1012.703491,762.358093,336.720001,755.852783,498.504395,156.689255,867.683716,567.118286,209.239304,1050.741821,826.866455,521.593384,845.989380,475.445374,161.477493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1012.975647,763.783203,337.397827,755.292664,500.043427,158.668869,866.872192,568.499146,211.839386,1051.261353,827.339172,521.764954,844.742981,476.821167,163.393433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1013.359558,765.411926,338.153839,754.527344,501.752686,160.554886,866.196228,569.793396,214.694717,1051.523926,828.100159,522.352112,843.493286,478.526489,165.849350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1014.091125,766.740784,338.698090,754.047913,503.296722,162.931854,865.433167,570.959900,217.299530,1052.015625,828.963196,522.426025,842.382202,479.955719,167.417938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1014.791321,768.406189,339.231873,753.498352,505.104950,164.539444,864.063599,572.724854,220.031555,1052.871582,829.485413,523.049561,841.113464,481.748230,169.795029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1015.097412,769.885498,339.998199,752.689819,507.252167,166.514832,863.674683,573.902222,222.100006,1053.573853,829.985718,523.604858,840.275940,483.205261,171.091812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1015.345947,771.376343,340.677338,752.237976,509.019592,167.660400,863.255859,575.258850,224.809967,1054.286377,830.401733,523.981384,838.911926,485.329468,173.176743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1015.903748,773.048889,341.373291,751.656799,510.982971,169.207565,862.089355,576.884705,227.181900,1054.933960,830.955261,524.069824,838.117798,487.064453,174.658020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1016.679932,774.368774,342.035828,751.122314,513.283936,170.483673,861.068726,578.422668,229.304337,1056.191040,831.615173,524.304077,837.008972,489.680786,176.411957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1017.184509,775.984131,342.816711,750.673218,515.317688,171.545105,860.313721,580.092651,231.808167,1057.091675,832.345032,524.565369,836.030273,491.228149,178.068802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1017.142334,777.300110,343.626465,749.892090,517.692932,172.821579,859.402954,581.495728,234.144821,1058.135620,832.855225,524.869324,835.176086,493.013458,180.004730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
