Grasp124
Date:,2025/04/24
Time:,16:10:01
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
81,717.912720,478.238800,164.284241,965.767334,752.311218,256.321320,849.521790,524.974976,162.416214,812.600708,426.108673,155.505020,1035.864868,800.627258,418.855560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,719.015381,479.367584,170.848465,967.854492,754.883057,256.952087,850.136780,526.875732,167.650497,814.433411,427.800415,161.637695,1037.285278,801.839722,418.514557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,720.504883,480.483002,177.278214,970.301331,757.370361,256.765564,850.959351,529.150024,171.849792,815.986328,429.482819,167.813309,1039.305664,802.805176,418.128479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,722.014832,481.977539,184.037018,972.129333,759.521545,256.773560,851.720703,531.653503,175.853638,817.134399,431.541077,174.060333,1041.030518,803.893677,418.158478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,723.323486,483.362061,190.212799,974.332703,762.278015,257.481476,852.564636,534.213989,180.681305,819.012817,433.836884,180.023300,1042.278931,805.136963,417.810150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,724.734619,485.008209,196.685577,976.636536,764.945496,257.106384,853.365967,536.947571,184.823303,820.606506,435.983490,186.137375,1043.395264,806.272522,417.652679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,726.469421,486.685730,202.353699,978.858826,767.228882,257.370605,853.928650,539.610168,189.014053,821.429626,438.581970,192.470901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,727.633606,488.752289,208.508347,980.788757,769.942322,257.965118,854.901733,542.418762,192.667923,822.758667,441.156097,198.467072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,729.103821,490.784088,214.529419,982.246521,772.741699,258.048218,855.736877,545.270813,196.523605,824.288574,443.935547,204.052872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,731.052185,492.800049,220.002853,984.551941,775.025208,258.176666,856.645691,548.579956,200.295670,825.703308,447.107513,209.082443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,732.751770,494.802155,225.179703,987.636475,777.496155,258.594971,857.003296,552.262817,203.794159,827.588623,450.552704,213.373199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,734.197510,497.583710,230.734299,990.334106,779.902893,258.516388,857.629272,555.394348,207.632675,829.981079,453.992920,218.057739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,735.475159,500.056335,235.953918,992.787354,781.950317,258.610504,858.948547,558.863525,210.399445,832.218018,457.428192,222.260696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,737.375305,502.731232,240.902695,994.529846,784.818970,258.753510,859.291260,562.531982,212.908005,833.775513,461.162750,226.110687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,738.406311,505.854340,245.381546,997.192627,787.534485,259.625000,859.618408,566.201904,216.009933,835.561462,464.987762,230.281464,,,,1056.768799,814.552979,417.315552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,739.725769,508.913544,250.090042,999.210022,789.655151,259.961731,860.483704,570.108765,218.635056,836.926392,468.790527,234.486526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,741.273682,512.223022,254.421432,1001.421753,792.263000,260.491333,860.913513,573.590759,221.105743,837.842712,472.258270,239.263458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,743.155518,515.662476,258.117249,1003.646240,794.667419,260.623718,861.643188,577.663513,223.076462,839.037292,476.010040,243.392166,,,,,,,1060.856201,817.267883,417.560913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,744.475281,519.394653,261.800690,1006.018494,796.403625,260.780029,862.034058,581.152100,225.276184,839.684814,480.650421,247.040085,,,,,,,1061.883301,818.048279,417.593689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,745.585632,523.581238,265.356018,1009.124573,798.452942,261.012115,862.853760,585.276001,227.051788,840.741760,485.019501,250.300125,,,,,,,1063.541992,818.619812,417.319336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,746.490051,527.645691,269.201324,1011.442566,800.815857,260.720581,863.030884,589.355652,228.975723,842.436951,488.753662,253.202637,,,,,,,1065.418945,819.463196,417.148499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,747.970398,531.808105,272.202087,1013.196472,803.023193,261.486542,863.705933,593.522339,230.318756,843.478027,493.007324,256.247559,,,,,,,1066.640015,820.218628,417.405945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,749.217224,536.064209,274.910095,1014.211914,805.537292,262.012024,864.474854,597.536987,231.738632,843.966492,497.784729,258.078583,,,,,,,1067.582886,821.150024,417.901978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,750.006531,540.973206,277.702271,1017.235046,807.542664,261.454010,864.522827,601.922363,232.758850,845.362122,501.866028,260.610352,,,,,,,1068.651123,822.155151,417.732452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,750.824524,545.655334,280.529816,1020.041077,809.144348,261.359558,865.518005,606.239441,233.349365,845.693054,506.498871,262.289307,,,,,,,1069.996948,822.605347,417.963043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,752.033203,550.430542,282.679077,1023.012146,810.733826,261.186646,865.486328,610.313965,234.673492,846.391357,511.056885,264.063354,,,,,,,1071.497803,823.339661,418.069794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,752.626282,555.445984,284.594757,1024.785767,813.054688,261.572693,866.428650,614.376282,235.378937,847.828918,515.108582,265.755157,,,,,,,1073.171631,824.164490,417.964355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,753.639893,560.238403,286.456421,1026.245361,815.211975,261.992004,866.454041,618.218567,236.460464,847.960999,519.765869,266.852783,,,,,,,1074.036865,824.943176,417.875549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,754.041809,565.494080,287.975159,1028.388062,817.320190,262.083130,866.906433,622.812439,236.427551,848.278564,524.859009,268.900146,,,,,,,1075.191406,825.637939,417.980743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,754.831787,570.424133,289.193665,1030.736816,818.787842,262.143524,867.365784,627.179749,236.137573,848.952332,529.087524,269.968903,,,,,,,1077.194702,826.203796,417.887054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,755.279419,575.916016,290.377289,1032.268311,821.313782,262.572754,867.717590,631.454895,236.960480,848.833740,534.107483,270.393036,,,,,,,1078.568481,826.650024,418.054504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,756.049194,580.925049,290.490479,1033.997314,823.100525,262.405243,867.854248,635.692749,236.979309,850.406982,537.873352,270.845734,,,,,,,1079.777344,827.204346,418.497955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,756.242004,586.597595,291.603394,1036.186646,824.713074,262.446350,868.316895,639.937744,236.080215,850.337524,543.159119,271.128815,,,,,,,1080.694824,828.206604,418.153778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,756.704224,591.813171,291.900421,1038.802856,826.000854,262.556915,869.001953,643.975708,235.644241,850.970947,547.559448,272.041656,,,,,,,1081.663086,828.872375,418.156952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,756.901306,597.252441,292.050018,1040.488892,828.106689,262.071930,868.944214,648.163818,235.618652,850.831848,552.266907,271.884521,,,,,,,1082.790283,830.331238,418.700226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,756.633972,602.815979,292.150909,1042.276978,830.000488,262.101227,869.568237,652.195557,234.840881,852.199219,556.391296,271.238373,,,,,,,1084.614136,830.849365,418.641479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,757.010254,608.100098,291.623291,1043.501465,831.763367,262.666809,870.313110,655.869873,234.108368,852.484558,560.297363,270.795898,,,,,,,1086.437012,830.495789,418.539032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,756.854492,613.600403,291.143036,1045.696777,833.114136,262.649750,870.616760,659.779541,233.068558,852.594727,564.621521,269.547150,,,,,,,1087.380249,830.882629,418.555664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,756.247803,619.153015,290.307251,1048.347656,834.108093,261.880737,870.997925,663.804138,231.728668,853.057312,569.181702,269.249420,,,,,,,1088.490601,831.864746,418.756714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,756.813904,623.962097,289.258209,1050.702881,836.075439,261.473083,870.910156,667.632141,230.814026,852.144409,573.356506,267.768768,,,,,,,1089.774658,833.770874,419.281647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,756.651978,629.355103,288.012604,1051.727051,837.591736,262.183563,871.628479,671.574646,229.467651,852.667664,576.617554,267.075928,,,,,,,1090.770996,834.514404,419.741577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,756.589050,634.598022,286.725708,1052.447266,839.669556,262.435974,871.807861,675.027832,228.315994,852.657776,580.773438,265.507599,,,,,,,1091.945557,835.292847,419.648804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,756.612549,639.810181,285.351135,1053.466919,841.239441,262.515564,872.260681,679.059021,226.263748,852.374512,585.067200,263.682648,,,,,,,1093.196777,835.593079,419.640594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,756.176514,645.117310,283.698639,1056.128174,842.185120,262.058929,872.516541,682.686096,224.722992,852.972351,588.679199,262.444733,,,,,,,1094.428589,835.728394,419.537262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,756.399414,649.704651,281.624451,1058.504028,843.270386,261.874390,873.312134,686.206421,223.019440,852.851807,592.656677,260.850891,,,,,,,1095.427734,836.351501,419.898071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,756.180298,654.634888,279.317291,1060.913940,844.434143,261.450226,873.566406,689.800781,221.253067,852.819153,596.031189,259.064819,,,,,,,1096.549805,837.038330,420.364899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,755.738892,659.790894,276.906158,1062.481812,845.529785,261.222809,873.717712,693.101990,219.177994,853.599182,600.012634,256.607880,,,,,,,1097.554932,837.979675,420.361145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,755.727051,664.315613,274.284149,1062.975708,847.388916,261.458618,874.803406,696.513306,216.621140,854.103394,603.006653,255.191727,,,,,,,1098.178467,838.447815,420.373444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,755.045227,668.830627,270.714111,1063.402710,848.819458,261.725830,874.533752,699.736511,214.889877,,,,,,,,,,1098.975098,838.665466,420.609894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,754.581665,673.413757,267.477234,1064.077026,849.875183,262.408875,874.816101,703.148682,212.764008,,,,,,,,,,1100.321777,838.804321,420.893066,854.226013,610.429688,249.859818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,754.655945,677.397278,264.242310,1065.357666,851.343201,262.098022,875.471985,706.009705,210.105850,,,,,,,,,,1101.264648,839.191772,421.081726,853.444214,613.698730,248.716873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,753.521057,682.010986,261.240082,1066.859253,852.408691,261.424652,875.490356,708.487915,208.136658,,,,,,,,,,1102.028564,839.777466,421.394501,852.778198,616.960815,245.938080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,753.284241,685.776428,257.191498,1068.265625,853.089050,260.842407,876.190613,711.560364,205.513611,,,,,,,,,,1102.625366,839.978455,421.393677,853.692627,619.385132,243.114441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,752.530090,689.588745,253.410248,1070.231201,853.672058,260.508514,877.152649,714.072510,202.668518,,,,,,,,,,1102.933472,840.293030,421.463745,853.883362,621.968994,240.131134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,751.776245,693.151367,249.865051,1071.554199,854.655884,260.302643,877.016052,715.954346,200.520157,,,,,,,,,,1103.461426,840.740051,421.477448,853.633606,624.818420,237.533676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,751.493103,696.520203,246.140869,1072.279907,855.485657,260.409119,877.042969,718.671875,198.105179,,,,,,,,,,1104.226196,841.081482,421.636566,853.411560,626.909241,234.070160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,751.460205,699.537720,242.217087,1072.394531,856.200745,260.885864,877.509094,720.905334,194.743896,,,,,,,,,,1104.716431,841.521606,421.721100,854.067261,629.112244,230.912613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,750.798889,702.440002,237.839294,1073.098145,856.619507,260.819061,877.961487,722.614624,192.527847,,,,,,,,,,1105.167847,841.867859,421.923676,854.175720,631.162109,228.510574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,750.713562,704.873352,233.660324,1074.075439,857.209167,260.172455,878.300720,724.466248,189.616776,,,,,,,,,,1105.491821,842.306274,422.048828,853.845459,633.312988,225.874680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,750.122192,707.501465,229.922882,1074.676636,857.828857,259.629578,879.868347,726.040771,186.245972,,,,,,,,,,1105.726196,842.535034,422.231445,854.007202,635.218018,221.923615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,749.987915,709.710571,225.720749,1074.692383,858.614563,259.577393,879.676453,727.821960,183.975677,,,,,,,,,,1105.967529,842.917236,422.358551,854.813110,636.645935,218.814835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,1074.499390,859.190063,259.686951,879.413452,729.539978,181.314133,,,,,,,,,,1106.159180,843.257629,422.461395,854.992065,638.068054,216.231888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,1074.446655,859.516235,259.757660,879.662231,731.258606,178.768600,,,,,,,,,,1106.326782,843.647705,422.517487,855.061951,639.357605,213.495499,749.825928,713.729919,217.125015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,1074.600220,859.770081,259.669220,880.274353,732.290771,176.489258,,,,,,,,,,1106.497314,843.921692,422.634613,855.063782,641.170898,210.234924,749.354858,715.306763,213.016968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,880.487732,733.522278,173.280212,,,,,,,,,,1106.675171,844.134827,422.564240,854.778076,642.490234,207.563293,749.476379,716.971191,209.334213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,880.967041,734.417480,170.956284,,,,,,,,,,1106.754883,844.294739,422.477112,854.962708,643.443787,204.236710,749.775452,718.130493,205.090500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,880.924500,735.646667,168.431396,,,,,,,,,,1106.836060,844.501953,422.491730,855.320496,644.460754,201.588425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,881.180115,736.151855,166.427383,,,,,,,,,,1106.878174,844.604309,422.486786,855.257019,645.439026,199.190170,,,,749.305481,720.895691,198.252106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,882.248169,736.761780,163.535736,,,,,,,,,,1106.892090,844.700989,422.336639,856.169373,645.817505,196.297714,,,,749.253601,722.046631,194.119034,1075.225586,860.857239,256.293884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,882.718994,737.321899,160.791138,,,,,,,,,,1106.929199,844.924683,422.285187,855.844421,646.470825,193.697388,,,,749.291260,723.090942,190.115860,1075.178345,860.822327,255.906677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,883.919800,737.587830,157.327606,,,,,,,,,,1106.914551,844.961121,422.093567,856.186279,646.988525,191.070999,,,,749.202576,723.770691,186.848572,1074.959595,860.763428,255.381210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,883.929138,738.131226,155.634323,,,,,,,,,,1106.746338,844.958130,421.736542,856.387268,646.938049,188.527802,,,,749.374817,724.411499,183.672546,1074.750977,860.705383,254.935699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,883.693665,738.818176,152.858414,,,,,,,,,,1106.584717,845.033386,421.542358,856.342590,647.677612,186.176727,,,,749.676514,725.032410,180.448303,1074.476074,860.709290,254.675110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,883.473755,739.156860,151.870316,,,,,,,,,,1106.414063,845.011780,421.265259,856.249634,647.900635,183.211288,,,,750.219177,725.481689,176.760345,1074.115723,860.631653,254.296860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,883.904541,739.325134,149.604279,,,,,,,,,,1106.250366,845.000244,420.861572,856.347473,648.187500,180.646805,,,,750.586365,725.907227,173.798965,1074.213501,860.535278,252.721710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,883.753052,739.658508,147.565155,,,,,,,,,,1106.168945,845.032715,420.383881,856.040527,648.595825,178.464981,,,,750.596375,726.306396,170.745163,1073.921875,860.584717,251.517288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,884.052429,739.704834,146.306732,,,,,,,,,,1106.218018,844.976929,419.824799,856.431091,648.539001,176.535995,,,,750.632568,726.539795,168.071777,1073.829224,860.410645,250.967712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,884.383240,739.776672,143.691467,,,,,,,,,,1106.383911,844.811218,419.375336,856.318542,648.623962,174.136414,,,,,,,1074.001343,860.133728,250.328873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,884.501282,739.734802,141.777069,,,,,,,,,,1106.283813,844.880615,418.905334,856.629822,648.613159,171.880386,,,,,,,1073.896851,859.943115,249.898560,750.564270,726.908752,162.827240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,884.755310,739.534119,140.535446,,,,,,,,,,1106.176880,844.842407,418.628754,856.563293,648.234497,169.822968,,,,,,,1073.810913,859.572815,249.191879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,885.128052,739.529480,138.286407,,,,,,,,,,1105.903931,844.903870,418.205109,856.441040,648.015808,167.804565,,,,,,,1073.588867,859.210938,248.446136,,,,750.481689,726.761780,158.095901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,884.993103,739.387268,136.596359,,,,,,,,,,1105.641846,844.892883,417.740753,856.445374,647.887451,166.505646,,,,,,,1073.248779,858.850647,247.815781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,884.651917,739.023071,135.683594,,,,,,,,,,1105.323120,844.884583,417.194092,856.183716,647.462219,164.466217,,,,,,,1072.587524,858.732727,247.110443,,,,,,,750.208069,726.148560,153.719482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,884.816101,738.601013,134.740601,,,,,,,,,,1105.126221,844.758667,416.705841,856.055054,646.806030,162.793091,,,,,,,1071.948730,858.648560,246.590851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
