Grasp31
Date:,2025/04/16
Time:,14:07:35
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,858.913818,546.264343,57.493080,792.768677,474.213074,29.457205,722.877563,527.067200,28.572037,1093.736694,706.867371,423.451721,1006.983887,687.987244,171.446106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,858.977844,546.221130,57.243683,792.799438,474.291870,29.369026,722.878235,527.080688,28.638329,1093.765625,706.861145,423.463470,1006.983887,687.987244,171.446106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,858.982971,546.288269,57.392815,792.785400,474.197906,29.342770,722.868347,527.069275,28.595596,1093.806641,706.864441,423.465363,1007.089111,687.973938,171.467041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,858.951050,546.292419,57.477726,792.796997,474.266754,29.369486,722.907959,527.080017,28.611420,1093.871094,706.861633,423.414063,1007.029114,687.982544,171.431366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,858.911499,546.266296,57.502926,792.789185,474.219696,29.396322,722.910461,527.062134,28.573864,1093.854492,706.866272,423.393372,1007.081116,687.994934,171.458679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,858.914185,546.180420,57.262165,792.784119,474.194946,29.408060,722.950562,527.056702,28.597767,1093.822876,706.871216,423.383606,1007.099609,687.969910,171.468170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,858.906189,546.260803,57.407177,792.781677,474.285889,29.427563,722.921692,527.078857,28.614517,1093.925171,706.822266,423.442749,1007.053833,688.030518,171.717926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,858.919556,546.301575,57.534698,792.783997,474.223450,29.403589,722.967590,527.063721,28.602074,1093.890991,706.928162,423.444061,1007.082581,687.985657,171.629883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,858.889709,546.260132,57.502834,792.772888,474.255096,29.389481,722.895569,527.065125,28.565649,1093.870239,706.907959,423.411652,1006.964966,687.993469,171.472076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,858.917236,546.287476,57.527996,792.794739,474.219482,29.407173,722.964905,527.060669,28.589424,1093.929565,706.891663,423.351990,1006.969299,688.075867,171.437103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,858.857239,546.256165,57.499756,792.788391,474.196686,29.406612,722.923279,527.058716,28.565783,1093.943726,706.905334,423.335114,1006.867615,688.217529,171.437637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,858.908997,546.287842,57.530655,792.784790,474.195831,29.405334,722.971924,527.059570,28.587887,1093.834717,706.938354,423.308533,1006.739319,688.360535,171.513702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,858.895752,546.273132,57.612442,792.773438,474.166992,29.371391,722.921631,527.059143,28.566120,1093.929443,706.930420,423.194855,1006.564514,688.513245,171.423096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,858.905945,546.337524,57.636578,792.773254,474.161316,29.363861,722.984192,527.046326,28.666830,1094.111694,706.919006,423.178741,1006.379822,688.669434,171.400986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,858.910156,546.369446,57.751423,792.774048,474.163177,29.365725,723.029175,527.052307,28.683826,1094.258301,706.935303,423.154541,1006.255920,688.922424,171.274857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,858.870972,546.386536,57.885853,792.772400,474.209808,29.445051,723.111389,527.034546,28.723431,1094.461426,706.908142,423.064209,1006.175354,689.295715,170.994537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,858.855408,546.486572,58.095356,792.777344,474.294037,29.440561,723.198547,527.008484,28.761347,1094.615723,706.894348,423.010468,1006.170715,689.589966,170.856522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,858.864624,546.605713,58.323311,792.782532,474.315247,29.421547,723.174561,527.025146,28.746658,1094.856323,706.862244,422.971344,1006.128052,689.847351,170.813782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,858.878723,546.716492,58.585213,792.832275,474.306122,29.498716,723.304993,526.926208,28.862013,1095.182861,706.731812,422.698975,1006.131897,690.004089,170.794083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,858.887146,546.858032,58.875896,792.924011,474.375916,29.539097,723.442993,526.898987,29.049717,1095.411377,706.697998,422.640076,1006.261353,690.387756,171.049744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,858.909790,547.162720,59.170528,793.119385,474.366302,29.577112,723.538635,526.784180,29.138416,1095.632446,706.707703,422.594208,1006.345337,690.867554,171.184464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,858.988708,547.504761,59.463589,793.567749,474.301666,29.624777,723.766541,526.629211,29.299681,1095.875488,706.739929,422.522034,1006.430603,691.514954,171.110809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,859.052612,547.897095,59.700611,794.177917,474.288635,29.496359,724.088440,526.448120,29.848457,1096.076782,706.736145,422.345459,1006.630127,692.111511,171.095261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,859.189941,548.212219,60.063763,794.808105,474.337891,29.375196,724.397827,526.190613,30.347176,1096.321045,706.753540,422.336670,1006.814331,692.662903,171.037872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,859.506165,548.650513,60.637997,794.998291,474.398651,30.441851,724.737549,525.998657,31.151052,1096.405762,706.763733,422.240631,1007.066650,693.221252,170.912720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,859.885559,549.208252,61.844749,795.322510,474.367920,31.763321,724.938293,525.857605,32.436302,1096.499146,706.806519,422.178741,1007.562256,693.660461,170.769974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,860.305542,549.599548,63.199562,795.863403,474.338470,32.787075,725.328979,525.847046,34.404423,1096.594238,706.779541,422.118469,1008.314514,694.173218,170.568237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,860.707886,549.998962,63.786938,796.376221,474.485748,34.399792,725.556763,525.909546,36.427116,1096.658691,706.819153,422.150177,1008.957764,694.832458,170.498947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,861.093750,550.430115,64.402596,796.764343,474.830078,36.360592,725.975830,525.936401,39.342785,1096.772583,706.830994,422.105774,1009.646545,695.563232,170.446320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,861.909851,551.112488,66.008575,797.391418,475.094299,38.113377,726.583801,526.120605,41.792507,1096.781616,706.867737,422.105560,1010.468933,696.396301,170.302673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,862.577759,551.804871,67.373657,797.695801,475.374573,40.569550,727.257080,526.115417,45.233574,1096.879883,706.832886,422.094482,1011.746094,697.221313,170.523422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,863.339722,552.373047,68.482719,798.555420,475.648804,43.165714,728.075562,526.311829,48.842896,1096.916382,706.914368,422.103851,1012.919006,697.839905,170.299255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,864.623901,552.666321,69.791534,798.830505,475.997528,45.897156,729.040894,526.042114,51.917198,1096.999146,707.022827,421.770111,1013.851440,698.727844,169.934662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,865.939026,553.108948,71.479416,799.618713,476.413513,48.604839,730.429382,526.244934,55.832325,1097.159058,706.996399,421.984680,1015.091797,699.901123,169.144028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,866.997864,553.748474,73.452576,800.381470,476.778290,51.282433,731.333374,525.973633,60.094109,1097.217285,707.129639,422.092896,1016.624573,700.755676,169.213928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,867.988159,554.398193,75.215668,801.145447,477.185608,54.456783,732.241089,525.873718,64.627876,1097.413940,707.310547,421.891144,1017.809814,701.438599,169.094833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,869.345947,555.162292,77.189178,802.495117,477.514679,57.502922,733.177795,525.860840,69.522827,1097.728882,707.385559,422.091705,1019.857971,702.418945,169.073547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,870.833069,555.877502,79.296692,803.568054,478.003357,60.477634,734.971802,525.961365,73.371376,1097.842773,707.634888,422.139099,1021.665161,703.405518,169.185867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,872.384705,556.065186,81.377060,804.696350,478.055664,63.550079,736.843079,525.800842,77.790482,1098.035767,707.773376,422.152374,1023.160095,704.382690,168.786743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,873.728271,556.526367,83.729752,805.499084,478.828766,67.009453,738.069763,525.842529,83.220314,1098.166260,708.032104,422.115753,1025.019043,705.063843,168.985275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,875.099548,557.277161,86.703293,806.655884,479.443604,70.016945,739.637268,525.581055,88.478348,1098.384766,708.438416,422.254333,1026.619141,706.010254,168.813599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,876.706177,558.155823,88.488564,807.872925,479.974579,73.238289,741.707581,525.378540,93.152679,1098.954712,708.676575,422.407410,1028.697998,707.098328,168.938934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,878.140869,558.542969,90.935097,808.818848,480.491394,76.622238,743.696411,525.428894,98.380234,1099.514038,708.876221,422.417206,1030.521362,707.988525,169.188004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,879.724365,559.070862,93.252335,810.086487,481.126160,80.303612,745.577759,525.727783,104.242088,1100.073853,709.128296,422.552979,1032.417480,708.741394,169.278564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,881.438904,559.742798,95.688545,811.322327,481.787689,83.849388,747.661499,525.455750,109.632858,1100.676025,709.312134,422.344513,1034.111084,709.789185,169.541061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,883.026367,560.545349,98.912537,812.790771,482.829071,87.405685,749.936584,525.492981,114.790367,1101.441284,709.542603,422.311615,1035.805420,711.035156,169.168579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,884.528503,560.716370,101.389694,813.916748,483.681671,91.150040,752.415894,525.447937,120.382774,1102.225952,709.740723,422.126343,1037.866089,711.769958,169.527328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,886.218140,561.906189,103.974495,814.976379,484.119141,94.610733,755.205017,525.443115,125.666924,1102.661743,709.881897,422.153473,1039.430908,712.347778,169.575684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,887.874207,562.817810,106.249077,816.475342,484.876526,98.292221,757.425293,525.599304,131.140320,1103.009521,710.122009,422.191681,1041.263550,713.561951,170.060837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,889.063904,563.643677,107.981377,818.205200,486.181213,102.128212,760.257935,525.873657,136.899048,1103.282715,710.505493,422.094208,1043.161377,714.489441,170.388046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,819.298462,486.969513,105.550423,763.004211,526.302429,142.767975,1103.767700,710.817566,421.904053,1044.811035,715.179688,170.525589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,820.309692,487.832703,109.228661,765.853760,526.686646,148.693710,1104.714844,711.077698,421.877594,1046.498535,715.970093,170.451538,893.344543,562.022339,113.954979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,821.799011,489.192657,113.145477,768.806824,527.154541,154.178726,1105.623779,711.431396,421.961456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,823.153931,490.323212,116.616219,771.900635,527.791565,160.126877,1106.412231,711.737549,422.040375,,,,,,,1050.247559,717.938965,170.902725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,824.197021,491.519562,119.877701,774.834229,528.641357,165.638229,1107.193970,712.081543,422.215454,,,,,,,1051.677612,718.659790,171.166855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,825.245605,492.331085,123.086823,777.975891,529.796265,171.184830,1107.788330,712.335266,422.245361,,,,,,,1053.521973,719.344788,171.336716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,826.138000,493.938141,125.950859,781.342163,530.687378,177.202255,1108.372192,712.426025,422.113434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,827.022278,495.796661,129.282227,784.445557,532.145935,182.981964,1109.049316,712.571716,421.990143,,,,,,,,,,1055.241821,722.460083,172.452988,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,827.654907,497.446289,131.927368,787.763428,533.657043,188.524765,1109.792358,712.762573,421.846100,,,,,,,,,,1057.214111,723.451538,173.009857,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,828.461548,499.272156,135.016403,791.345520,535.709473,194.463455,1110.567749,712.982056,421.793304,,,,,,,,,,1059.089111,724.289856,173.111725,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,829.133911,501.344421,137.507736,794.712341,537.875488,200.320786,1111.383789,713.066895,421.743591,,,,,,,,,,1060.371704,724.610107,172.593964,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,829.655151,503.230804,140.040329,798.262146,540.319092,206.430588,1112.157593,713.154297,421.725525,,,,,,,,,,1061.335571,725.372009,172.750076,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,830.095520,504.887970,143.094391,801.949951,543.032959,211.917419,1112.543457,713.437012,421.861237,,,,,,,,,,1062.855225,726.207642,173.934631,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,830.678101,507.064819,146.012955,806.145508,546.112793,217.485153,1112.552856,713.814697,422.013977,,,,,,,,,,1064.195801,727.384888,173.751755,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,831.504395,509.147949,149.009995,810.291992,549.291809,222.724838,1113.112305,714.032227,422.227936,,,,,,,,,,1065.866699,727.893555,173.762955,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,832.354187,511.600098,151.580215,814.269409,552.836304,227.540634,1114.214111,714.259705,422.214813,,,,,,,,,,1067.261230,728.124329,173.901260,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,832.876892,513.125488,154.324524,818.247498,556.196350,231.671509,1115.009277,714.484009,422.163147,,,,,,,,,,1068.261719,728.758850,173.465469,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,833.583191,515.492493,157.939087,821.681580,559.773010,236.337280,1115.591064,714.663391,422.078033,,,,,,,,,,1069.708618,729.452393,173.876160,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,834.411987,518.582520,161.144791,825.253845,563.406616,240.285080,1115.956909,714.906433,421.926666,,,,,,,,,,1071.119141,730.080383,174.159988,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,834.879761,520.860718,164.151596,828.486633,566.882446,243.318115,1116.417725,715.017700,421.808777,,,,,,,,,,1072.885376,730.541992,173.893555,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,835.096924,522.557129,167.752960,831.709045,570.388855,246.405304,1116.847534,715.247253,421.667786,,,,,,,,,,1074.124390,731.124939,173.741714,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,836.366516,525.708435,170.706009,834.536316,574.012939,248.916122,1117.086914,715.431824,421.610992,,,,,,,,,,1075.146118,731.561707,173.888519,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,837.063477,528.616150,173.165222,837.060181,578.282593,251.089951,1117.225830,715.646790,421.557159,,,,,,,,,,1076.194580,731.974670,174.052170,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,838.228455,531.166199,175.523590,839.317810,582.784302,253.177399,1117.806274,715.694092,421.612457,,,,,,,,,,1077.552979,732.486450,173.188797,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,839.244751,532.639587,177.989914,841.377502,586.526489,255.747375,1118.055420,715.966919,421.453888,,,,,,,,,,1079.115845,732.972595,173.436203,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,839.581848,535.048218,180.490540,842.922607,590.345947,257.669800,1118.397583,716.176575,421.326691,,,,,,,,,,1080.185669,733.734497,173.750015,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,840.154968,537.673035,181.444214,844.069763,594.543213,258.666077,1118.763794,716.302185,421.229919,,,,,,,,,,1081.696167,734.301880,173.273407,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,840.844543,540.892273,183.314240,845.358948,599.068970,259.685791,1119.087891,716.415405,421.023773,,,,,,,,,,1083.311646,734.336792,172.961197,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,841.222778,543.258423,184.499268,845.696411,604.437561,261.359070,1119.441650,716.529663,420.980133,,,,,,,,,,1084.357544,734.618225,173.048859,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,841.615540,545.254211,186.144409,845.899902,609.282837,262.429535,1119.998535,716.575623,421.014191,,,,,,,,,,1085.175293,735.014832,173.162521,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,842.652649,547.916626,187.657318,846.075684,614.301331,262.952606,1120.330200,716.701904,420.856018,,,,,,,,,,1086.109009,735.555054,172.463669,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,842.959229,550.538208,188.587204,846.109070,619.560425,263.312866,1120.682861,716.895996,420.786285,,,,,,,,,,1087.701294,735.948853,172.488693,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,843.163025,552.969788,189.663971,845.823547,624.176392,263.615356,1120.938721,717.088196,420.681335,,,,,,,,,,1088.960938,736.459106,172.732437,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,843.564453,555.410156,190.513245,845.510925,629.489258,263.176971,1121.130859,717.237793,420.648773,,,,,,,,,,1089.558716,736.964355,172.706818,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,843.575684,558.275146,191.291748,845.165039,634.615234,262.855896,1121.239990,717.469788,420.631409,,,,,,,,,,1090.323853,737.388733,171.918045,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,842.901245,560.786804,191.521210,843.952698,639.739502,261.855408,1121.368530,717.758972,420.589447,,,,,,,,,,1091.874268,737.511597,171.716568,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,842.742554,563.639954,191.343613,843.674500,644.380676,260.815552,1121.802979,717.982483,420.730438,,,,,,,,,,1093.050659,737.692383,171.702026,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,842.588623,566.625061,191.247833,843.755371,648.841492,259.965210,1121.962280,718.257507,420.332581,,,,,,,,,,1093.582031,737.988403,171.677505,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,842.423340,569.880798,191.169083,842.553101,653.604065,258.315125,1122.289673,718.453857,420.257965,,,,,,,,,,1094.143799,738.284180,171.528473,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,841.685730,572.419617,190.657303,841.864929,658.297791,256.783661,1122.683472,718.596191,420.395721,,,,,,,,,,1095.020264,738.538086,170.832367,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,841.202026,574.676758,190.432739,841.035522,662.642029,255.598251,1123.050415,718.772766,420.431244,,,,,,,,,,1096.146729,738.820007,170.358200,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,841.230164,577.239929,189.670685,839.816711,666.678162,253.869492,1123.392700,718.951050,420.272644,,,,,,,,,,1096.901489,738.906128,170.315536,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,840.579102,579.403015,188.905197,838.597534,670.776611,251.881378,1123.321899,718.999207,420.063965,,,,,,,,,,1097.372803,739.227661,170.222626,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,840.542725,581.613708,187.555710,837.862488,674.262085,249.725891,1123.759033,719.221252,419.940674,,,,,,,,,,1097.702759,739.618408,170.069992,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,840.369873,583.649231,186.308929,836.873474,677.753235,247.494034,1124.086426,719.306885,419.797333,,,,,,,,,,1098.130615,739.902771,169.735794,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,839.787292,585.623047,184.859665,835.583374,681.118591,245.202316,1124.327637,719.295349,419.520538,,,,,,,,,,1098.645630,740.203613,169.284088,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,839.075867,587.602722,183.646027,834.047180,684.496216,242.868683,1124.382690,719.399353,419.343170,,,,,,,,,,1099.009277,740.443848,168.821686,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,838.735229,589.419739,182.342178,832.210754,687.893616,240.528961,1124.500000,719.553345,419.253937,,,,,,,,,,1099.353882,740.678345,168.367416,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,838.282104,591.326965,180.861359,830.989197,691.177490,237.776123,1124.547729,719.642578,419.141571,,,,,,,,,,1099.442627,740.882813,168.021439,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,837.897644,593.047607,179.037613,829.684937,694.064026,234.438370,1124.519531,719.763794,419.015686,,,,,,,,,,1099.594604,741.278076,167.692642,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,837.670044,594.625671,177.309143,827.893188,696.810242,231.822479,1124.619751,719.824036,418.915955,,,,,,,,,,1099.673584,741.701660,167.537094,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,837.281128,596.245605,175.882111,825.942444,699.533081,229.536438,1124.589844,719.965393,418.842255,,,,,,,,,,1099.607910,742.126953,167.315613,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,836.927979,597.627563,174.471024,824.355591,702.401123,226.242615,1124.512695,719.978516,418.623352,,,,,,,,,,1099.539551,742.420044,167.064667,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,836.229126,598.822632,172.878815,822.672607,704.572571,222.904114,1124.383667,720.088989,418.471680,,,,,,,,,,1099.334839,742.796326,166.393021,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,835.737549,599.998413,171.170120,820.646423,707.299500,220.002472,1124.322144,720.215942,418.299347,,,,,,,,,,1099.156982,743.079590,166.115326,,,,,,,,,,,,,,,,,,,,,,,,,,,
