Grasp25
Date:,2025/04/16
Time:,11:09:18
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,915.464600,795.322998,66.688828,1184.413818,905.511597,346.926208,845.028198,738.390808,32.447601,783.054932,781.361816,34.543324,1087.558594,929.286560,154.729782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,916.270996,795.583557,66.165314,1184.455811,905.439697,346.956848,845.019287,738.381409,32.415432,782.861267,781.380493,34.689358,1087.423340,929.491272,154.766830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,915.835999,795.348389,66.422035,1184.372070,905.507813,347.013428,844.979492,738.421204,32.381413,782.906799,781.352478,34.680477,1087.389404,929.522461,154.790054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,915.479248,795.310425,66.773918,1184.485352,905.394592,347.176147,845.021545,738.416260,32.429844,782.956604,781.367676,34.590244,1087.475708,929.520813,154.729141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,915.404602,795.332031,66.866119,1184.438232,905.431702,347.131287,844.982666,738.424255,32.397434,782.987122,781.396912,34.461552,1087.370850,929.593689,154.683517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,915.417419,795.332642,66.838760,1184.259766,905.494934,347.129852,844.959473,738.422485,32.353409,782.965515,781.479004,34.459316,1086.798096,929.794434,155.035263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,915.512695,795.349854,66.867882,1184.158936,905.608887,347.190216,844.971069,738.431580,32.368496,782.938293,781.494568,34.495766,1087.069702,929.802246,154.909119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,916.160339,795.726135,66.496590,1184.218262,905.621094,347.264038,844.970825,738.420654,32.379513,782.998352,781.467834,34.551979,1087.331909,929.762390,154.707413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,915.763550,795.532043,66.747620,1184.175781,905.661804,347.222778,844.971069,738.506470,32.370110,782.974365,781.475952,34.594193,1087.332275,929.737976,154.567001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,915.474854,795.494507,67.111298,1184.070923,905.746765,347.127655,844.958740,738.520325,32.473820,782.959839,781.475342,34.592045,1087.403564,929.859009,154.606903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,915.295288,795.512512,67.260376,1184.010620,905.833618,347.108978,844.885254,738.524963,32.468689,782.882019,781.471130,34.634331,1087.335083,929.981506,154.617462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,915.366699,795.493774,67.439003,1183.963257,905.860657,347.057678,844.869263,738.527832,32.453487,782.811829,781.569641,34.698429,1087.312378,929.935120,154.585007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,915.307495,795.502075,67.593010,1184.006592,905.909302,347.120178,844.769043,738.674377,32.679024,782.737671,781.600403,34.678127,1087.350586,930.010071,154.519287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,915.211609,795.674683,68.067886,1183.942993,905.912354,347.013031,844.657959,738.664795,32.573250,782.744629,781.709229,34.660877,1087.231201,930.113647,154.454178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,915.018066,795.707581,68.431007,1183.846558,905.908752,346.923401,844.543091,738.794495,32.717953,782.716492,781.806396,34.689823,1087.375854,930.137268,154.449249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,914.975830,795.783020,68.767288,1183.592041,906.031250,346.621735,844.390564,738.840515,32.763935,782.709778,781.931335,34.705860,1087.436890,930.192200,154.359955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,914.930542,795.903687,69.014641,1183.406250,906.047485,346.527222,844.265442,738.960571,32.907421,782.669495,782.064819,34.820229,1087.407227,930.400452,154.277161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,914.889282,796.090698,69.317047,1183.378662,906.000793,346.413361,844.134460,739.118469,32.962826,782.585022,782.279846,34.919586,1087.406982,930.607605,154.174149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,914.771118,796.268311,69.528923,1183.312134,906.064514,346.287506,843.991455,739.232361,33.054878,782.565308,782.578552,35.351124,1087.567871,930.691284,154.094910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,914.590759,796.691162,70.123161,1183.230835,906.093506,346.192627,843.834106,739.370850,33.116268,782.468872,782.825867,35.652813,1087.553711,930.876160,153.961365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,914.309021,797.153748,70.786057,1183.075684,906.043823,346.048279,843.750183,739.528259,33.138451,782.463135,783.153687,35.847160,1087.631958,930.966187,153.833115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,913.927795,797.855835,71.624275,1183.044067,906.083008,345.983704,843.747131,739.643372,33.266392,782.575317,783.416443,36.034412,1087.639771,931.143555,153.763474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,913.744629,798.432739,72.200455,1182.967896,906.046814,345.892670,843.688843,739.704590,33.610722,782.739380,783.609924,36.398254,1087.787598,931.217896,153.737061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,913.620056,799.008911,72.845200,1182.788330,906.059509,345.749939,843.868286,739.516052,33.891174,782.681396,783.828918,36.888420,1087.917358,931.230225,153.659561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,913.809937,799.367554,74.232056,1182.511719,906.137939,345.621826,844.199646,738.861084,34.958183,782.414246,783.821716,38.355686,1087.974121,931.314087,153.630661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,913.535217,800.053101,75.765160,1182.411377,906.173340,345.492065,844.780334,737.813293,36.435066,782.649902,783.886230,40.588825,1088.015137,931.522522,153.666809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,912.953064,800.968384,76.913177,1182.322388,906.183350,345.403870,846.282288,736.303406,37.995525,782.465576,784.088440,42.758221,1088.156616,931.669922,153.705505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,912.678406,802.423157,78.495415,1182.141846,906.203125,345.227142,847.293823,735.090637,40.676048,782.151062,784.050964,45.659222,1088.410889,931.810913,153.751236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,912.559998,803.428162,79.764366,1182.137573,906.282959,345.186798,848.347839,733.902771,43.446468,781.407593,784.398438,48.601139,1088.544067,932.128479,153.837112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,912.538086,804.283203,80.640053,1182.171143,906.300903,345.200317,849.044067,732.196594,47.498299,781.378540,784.114990,52.249996,1088.808594,932.323242,153.994064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,912.330261,805.468872,82.042297,1182.215698,906.344421,345.125580,850.123169,730.210388,51.618645,781.178467,784.280701,55.699726,1089.156250,932.629456,154.173706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,911.870483,806.780945,84.173042,1182.194214,906.377136,345.064819,851.609253,728.500122,55.633827,780.711853,784.282898,59.032291,1089.607422,932.844666,154.350418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
