Grasp30
Date:,2025/04/16
Time:,10:56:10
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
69,859.486023,492.070221,76.558983,912.418030,554.453064,172.881485,,,,899.278748,478.825287,101.996086,1053.031006,770.360107,440.037567,,,,1055.930176,787.966614,273.134735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,863.362122,497.316406,76.131020,914.390137,557.807190,174.358551,,,,901.958496,482.291168,103.398712,1055.474487,771.564209,440.670319,,,,1059.261963,790.728210,274.730652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,867.121460,501.325928,77.131775,915.756592,561.332764,176.323654,,,,904.066528,486.282715,104.716858,1057.386841,772.689880,441.242493,,,,1064.896118,792.733582,275.849304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,869.870911,506.251617,77.462273,917.642578,564.767456,178.108002,,,,906.823975,490.445099,105.864571,1059.336060,774.070435,441.901642,,,,1068.776001,795.131836,276.755005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,872.946289,511.310669,77.639450,919.445374,568.624512,179.500412,,,,908.897339,494.916016,106.442154,1061.374512,775.179871,442.650757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,875.514832,516.807861,77.902077,921.359497,572.249146,181.238266,,,,910.959839,499.350128,106.881287,1063.213623,776.517822,442.944855,,,,,,,1077.656860,799.224365,279.361084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,878.221252,522.212158,78.291931,922.909790,575.894897,182.348648,,,,912.985046,503.496002,107.707886,1065.746826,777.792053,443.544525,,,,,,,1081.402344,801.452942,280.790222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,880.105347,527.764709,78.029465,923.841309,580.076721,183.756744,,,,913.992004,508.754303,107.577972,1068.058472,778.630127,444.174622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,881.484192,533.941467,77.436447,925.986145,583.792664,184.666748,,,,915.354675,513.926025,107.446915,1070.669312,779.511780,444.617920,,,,,,,,,,1090.483276,804.686707,283.524597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,883.438660,540.135925,77.068405,927.819397,587.689880,184.977234,,,,917.605652,518.319153,107.613892,1072.820068,780.349548,445.112579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,884.951843,546.550354,76.512878,929.033630,591.902039,186.118881,,,,919.009399,522.411926,107.862717,1075.660034,781.207397,445.499237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,930.373474,596.002075,186.411133,,,,920.269531,526.846008,108.169716,1077.771973,781.799255,446.022461,,,,,,,,,,,,,1103.510132,808.910706,288.128662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,931.125183,600.434204,187.219742,,,,921.042114,531.916809,107.689293,1079.792114,782.518372,446.944397,,,,,,,,,,,,,,,,887.308777,559.975403,74.508911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,932.610596,604.433411,187.596924,,,,920.927856,536.975464,106.700790,1081.678833,784.013000,447.668884,,,,,,,,,,,,,,,,887.943420,567.042419,74.593292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,934.115051,608.587097,187.916702,,,,920.711548,542.740173,106.312325,1084.270020,783.886475,448.363922,,,,,,,,,,,,,,,,888.061462,574.504944,75.130020,1114.580200,812.458374,292.540436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,934.969482,613.039368,188.019791,,,,920.511536,548.210693,106.078583,1085.858643,784.203308,448.717377,,,,,,,,,,,,,,,,888.831848,581.442322,74.419899,1118.970703,812.990662,293.990479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,936.134705,617.217346,188.424530,,,,920.659546,553.076782,105.398972,1088.231567,784.953613,449.411041,,,,,,,,,,,,,,,,889.578125,588.793945,74.107559,1122.971924,813.627869,295.449249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,937.018921,621.271790,188.221985,,,,920.766785,558.375366,104.927208,1089.702759,785.587402,449.717102,,,,,,,,,,,,,,,,,,,1126.368896,814.772888,296.480713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,937.126953,625.625305,188.451874,,,,920.545898,563.696838,104.315224,1091.569702,786.312683,451.174072,,,,,,,,,,,,,,,,,,,1130.201416,814.961731,297.699219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,937.861206,630.017883,188.565247,,,,920.434937,568.818237,103.461548,1093.542236,787.626160,451.859497,,,,,,,,,,,,,,,,,,,1133.210205,815.754822,299.088165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,939.048035,634.163757,188.293808,,,,920.266418,573.828125,103.314049,1095.582275,787.604004,452.068695,,,,,,,,,,,,,,,,,,,1136.519653,816.452332,300.354340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,939.862549,638.627686,188.258728,,,,919.762146,578.551758,103.291397,1097.590698,787.096375,452.715057,,,,,,,,,,,,,,,,,,,1140.200684,817.723816,301.790283,890.269104,625.960144,70.632080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,940.263916,642.662231,188.318619,,,,919.208374,583.265259,102.856079,1098.995483,786.555420,452.548950,,,,,,,,,,,,,,,,,,,1143.633545,818.904663,302.954346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,940.702148,646.441589,188.548080,,,,918.880920,588.119019,102.657898,1100.822510,786.448059,453.480927,,,,,,,,,,,,,,,,,,,1146.781738,818.791016,304.032867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,940.966614,650.311096,188.870148,,,,918.351501,592.794678,102.761711,1102.373413,786.814392,454.145142,,,,,,,,,,,,,,,,,,,1149.422363,818.640564,304.878967,,,,887.641663,647.434998,70.452415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,941.068054,654.332886,188.771301,,,,917.628906,597.323059,102.816872,1103.493530,787.158752,454.599030,,,,,,,,,,,,,,,,,,,1152.525757,818.447937,306.044434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,941.411743,658.184692,188.602432,,,,916.533325,601.627197,102.541145,1104.883545,787.504639,455.388031,,,,,,,,,,,,,,,,,,,1154.892212,818.261169,306.151489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,941.561096,661.813416,188.929764,,,,915.399170,605.810791,102.841438,1106.618286,788.416870,455.534546,,,,,,,,,,,,,,,,,,,1157.267822,818.121155,307.119385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,941.503174,665.471497,189.090622,,,,914.197510,609.737488,103.232315,1107.870483,788.487732,455.649048,,,,,,,,,,,,,,,,,,,1159.113037,818.171387,307.901581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,941.723389,669.110718,188.970718,,,,912.762329,613.512268,103.717636,1108.893555,788.362427,456.159576,,,,,,,,,,,,,,,,,,,1161.511841,817.646851,308.339355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,941.739807,672.513733,188.923981,,,,911.165344,617.164551,103.847313,1110.213379,787.873230,456.431396,,,,,,,,,,,,,,,,,,,1163.373169,817.377502,308.635315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,941.440247,675.471619,189.082687,,,,909.779968,620.448853,104.351051,1111.560669,788.380127,456.209625,,,,,,,,,,,,,,,,,,,1164.182129,817.518921,309.000641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,941.253479,678.327759,188.696289,,,,908.169006,623.280884,104.981880,1112.299438,788.617859,456.002167,,,,,,,,,,,,,,,,,,,1165.631958,817.188293,309.023224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,941.158630,681.348083,188.470688,,,,906.321106,626.009399,105.449516,1112.930176,788.453308,456.245819,,,,,,,,,,,,,,,,,,,1167.239136,816.995789,309.039276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,940.982727,684.043640,188.513519,,,,904.468750,628.614136,106.155449,1113.542725,787.953247,456.717072,,,,,,,,,,,,,,,,,,,1167.998657,816.964661,308.851044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,940.709595,686.168579,188.312592,,,,902.533691,630.594604,107.091072,1114.032959,787.629944,456.892029,,,,,,,,,,,,,,,,,,,1168.425293,816.840149,308.780273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,940.364319,688.459106,187.929626,,,,900.619385,632.744385,107.536896,1114.293579,788.011169,456.543671,,,,,,,,,,,,,,,,,,,1169.142700,816.659119,308.540222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,939.532654,690.713806,187.319000,,,,898.674988,634.398193,108.122429,1115.124023,787.755920,455.987305,,,,,,,,,,,,,,,,,,,1169.843506,816.331543,307.949341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,939.192627,692.657959,187.139221,,,,896.822021,636.081482,108.976906,1115.779419,787.363953,455.724243,,,,,,,,,,,,,,,,,,,1170.648438,815.956543,307.333679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,938.068604,694.499878,186.805649,,,,895.020996,637.650146,110.097481,1116.039307,787.074158,455.286407,,,,,,,,,,,,,,,,,,,1171.067261,815.661804,306.796570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,937.498474,696.242737,185.651917,,,,892.752991,638.643738,110.613091,1116.387085,786.700806,454.681122,,,,,,,,,,,,,,,,,,,1171.045532,815.432068,306.280853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,937.117004,697.426636,185.118912,,,,891.164673,639.341370,111.000549,1116.671875,786.730408,454.298981,,,,,,,,,,,,,,,,,,,1170.784302,815.197937,305.721741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,936.355408,698.669739,184.421097,,,,889.642822,640.036377,111.535927,1116.718384,786.614014,453.793304,,,,,,,,,,,,,,,,,,,1170.290649,814.982727,305.036896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,935.134216,700.018127,183.802933,,,,888.041199,641.096191,110.883896,1116.722900,786.285889,453.365265,,,,,,,,,,,,,,,,,,,1169.474976,815.004700,304.019104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,934.187622,701.051514,182.986816,,,,886.360779,641.877563,110.926964,1116.557129,785.809448,452.795044,,,,,,,,,,,,,,,,,,,1168.539673,814.921204,302.632416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,933.315918,701.810120,182.160767,,,,884.642456,642.218140,111.296555,1116.484497,785.276733,452.372955,,,,,,,,,,,,,,,,,,,1168.153442,814.709778,301.691589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,932.350220,702.331238,181.268768,,,,882.979980,642.297791,111.694130,1116.341064,784.849365,451.682587,,,,,,,,,,,,,,,,,,,1167.493042,814.388916,300.606476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,931.120239,703.176514,179.817184,,,,880.866028,642.395935,112.001503,1115.765381,784.487488,450.914124,,,,,,,,,,,,,,,,,,,1166.642578,814.217957,299.638397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,930.081787,703.771973,178.778091,,,,878.741028,642.316101,112.283302,1115.373413,784.381165,449.893951,,,,,,,,,,,,,,,,,,,1165.550903,814.197266,298.465729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,928.262756,704.631409,178.285950,,,,876.601196,642.051697,113.351913,1114.959473,784.217590,449.063019,,,,,,,,,,,,,,,,,,,1163.929077,814.265198,297.054932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,926.605469,705.069092,177.582092,,,,873.504089,641.453552,114.599716,1114.755981,783.963623,448.356049,,,,,,,,,,,,,,,,,,,1162.156494,814.257446,295.711700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,925.664734,705.198853,175.967697,,,,871.671021,641.458740,114.567818,1114.497314,783.702454,448.004242,,,,,,,,,,,,,,,,,,,1161.116577,813.856995,294.520325,,,,,,,807.041199,745.531311,114.705467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,924.649353,705.604004,174.784439,,,,869.630188,641.382874,114.869698,1113.670410,783.197449,447.558258,,,,,,,,,,,,,,,,,,,1159.487427,813.883240,293.235352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,923.318665,705.955261,174.221954,,,,867.506042,641.183777,115.147957,1112.875854,782.842651,446.737762,,,,,,,,,,,,,,,,,,,1157.635010,813.649902,291.941406,,,,,,,,,,801.451843,744.754028,117.295448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,921.598938,706.146912,173.057007,,,,864.774902,640.770630,115.875328,1112.157715,782.691711,446.188751,,,,,,,,,,,,,,,,,,,1155.967163,813.441956,290.558014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,920.167419,706.267334,171.811356,,,,862.736267,640.480530,116.463615,1111.584839,782.512573,445.833649,,,,,,,,,,,,,,,,,,,1154.214966,813.436157,289.076752,,,,,,,,,,,,,796.772827,743.704468,118.993477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,918.248840,706.781006,170.961899,,,,860.134949,639.457764,117.571930,1110.838867,782.174500,445.273285,,,,,,,,,,,,,,,,,,,1151.847290,813.490051,287.519348,,,,,,,,,,,,,794.016846,743.242432,119.902359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,916.601685,706.883240,170.266602,,,,857.887146,638.888062,118.347702,1109.962158,781.875427,444.532166,,,,,,,,,,,,,,,,,,,1150.615601,813.248596,286.705627,,,,,,,,,,,,,790.962708,743.327881,120.624062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,915.541992,706.546204,169.019760,,,,855.507324,638.890625,118.658234,1108.848022,781.743530,443.652405,,,,,,,,,,,,,,,,,,,1147.985352,813.462280,285.486420,,,,,,,,,,,,,788.598816,742.554321,122.071152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,913.685669,706.573547,167.786301,,,,853.469971,638.093262,118.808685,1108.275879,781.655151,443.152740,,,,,,,,,,,,,,,,,,,1146.063599,813.245605,284.471497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,911.712830,706.450195,167.391586,,,,851.847778,637.050842,118.834785,1107.407959,781.434143,442.574768,,,,,,,,,,,,,,,,,,,1144.440674,812.932861,283.297058,,,,,,,,,,,,,,,,784.286255,740.554443,123.547859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,910.048706,705.964661,166.624710,,,,850.085449,636.661316,118.250748,1106.562866,781.428467,442.004913,,,,,,,,,,,,,,,,,,,1142.574829,812.795959,281.984924,,,,,,,,,,,,,,,,782.292603,739.674438,124.220230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,908.776062,705.394348,164.936554,,,,848.073792,636.204956,117.596413,1105.943115,781.189331,441.877014,,,,,,,,,,,,,,,,,,,1140.605103,812.572021,280.984253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,907.130798,705.012695,163.636627,,,,846.920288,635.107971,117.182915,1104.732178,781.394775,441.113708,,,,,,,,,,,,,,,,,,,1138.442871,812.480591,280.352936,,,,,,,,,,,,,,,,,,,777.095886,737.129761,125.790543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,904.864014,704.839050,163.260544,,,,846.335205,633.892700,116.691078,1103.354492,781.356079,440.465027,,,,,,,,,,,,,,,,,,,1136.151733,812.219055,279.484070,,,,,,,,,,,,,,,,,,,775.096741,735.994263,125.980125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,903.573669,704.234436,162.031372,,,,844.613708,633.223938,115.861351,1102.246704,781.185547,439.955475,,,,,,,,,,,,,,,,,,,1134.593872,812.110046,278.441498,,,,,,,,,,,,,,,,,,,772.247803,734.618164,126.393074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,902.704834,703.407288,160.821686,,,,842.705383,631.976868,115.983925,1101.168091,780.859802,439.887390,,,,,,,,,,,,,,,,,,,1132.396484,811.823914,277.609833,,,,,,,,,,,,,,,,,,,770.398315,732.791321,126.469002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,900.800171,702.760742,160.070541,,,,841.554321,630.793579,115.720634,1100.530273,780.546265,439.842957,,,,,,,,,,,,,,,,,,,1130.171753,811.678162,277.528351,,,,,,,,,,,,,,,,,,,768.692627,730.776733,126.627052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,899.228149,702.436768,159.450272,,,,840.699585,630.194763,114.493652,1099.244019,780.448303,439.539612,,,,,,,,,,,,,,,,,,,1128.364624,811.385315,276.663879,,,,,,,,,,,,,,,,,,,767.117798,729.018616,126.679497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,897.100708,701.995972,158.900009,,,,839.846252,629.414124,113.276337,1097.813721,780.404541,438.961456,,,,,,,,,,,,,,,,,,,1126.436401,811.095581,275.571136,,,,,,,,,,,,,,,,,,,764.856262,726.818909,126.929543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,895.777832,701.115845,158.118027,,,,838.132874,628.521851,113.094566,1096.717163,780.165466,438.620392,,,,,,,,,,,,,,,,,,,1124.380127,810.955017,274.884094,,,,,,,,,,,,,,,,,,,763.684570,724.621826,126.688141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,895.096191,700.436157,157.654099,,,,836.189636,627.783447,113.320946,1095.712280,779.723572,438.807800,,,,,,,,,,,,,,,,,,,1122.427979,810.749573,274.690948,,,,,,,,,,,,,,,,,,,762.194092,722.057495,126.582542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,893.840637,699.879028,156.826111,,,,834.371155,627.395203,112.957001,1094.793213,779.319885,438.660156,,,,,,,,,,,,,,,,,,,1120.520630,810.679688,274.039276,,,,,,,,,,,,,,,,,,,760.715149,719.445923,126.041153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,891.825378,699.541504,156.586777,,,,833.008057,627.311096,111.298157,1093.726196,778.948425,438.446533,,,,,,,,,,,,,,,,,,,1119.109497,810.481384,273.449493,,,,,,,,,,,,,,,,,,,759.096191,716.939026,125.978622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
