Grasp121
Date:,2025/04/24
Time:,15:38:40
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
95,1120.183105,853.568604,449.106354,874.887024,759.942078,142.080750,,,,,,,,,,,,,,,,879.062256,662.583069,144.202637,,,,1080.654907,896.156555,263.716736,,,,751.077332,701.940002,119.629280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1119.945068,853.684143,448.415924,875.898743,757.855225,140.222244,,,,,,,,,,,,,,,,880.622986,660.559021,141.496613,,,,1080.833130,895.315613,262.761292,,,,752.176453,700.103943,117.982872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1119.961304,853.657898,447.801605,876.915649,756.368713,137.948395,,,,,,,,,,,,,,,,881.806458,658.375854,139.035873,,,,1080.595459,894.323730,261.574371,,,,753.328918,698.021179,116.982185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1119.776611,853.783203,446.915558,878.556030,753.862976,135.522354,,,,,,,,,,,,,,,,882.507141,656.271301,136.820663,,,,1080.333740,893.214294,260.707367,,,,754.053650,696.253113,115.762253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1119.669189,853.401855,446.566071,879.151672,751.912842,134.473068,,,,,,,,,,,,,,,,883.352356,653.737488,133.865433,,,,1079.839600,892.150513,259.649292,,,,754.774963,694.188843,114.737740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1119.356323,853.237000,445.672638,880.128052,749.396240,132.627365,,,,,,,,,,,,,,,,883.633301,651.363159,132.281754,,,,1079.531860,891.237732,258.567322,,,,755.578918,692.439636,113.775101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1118.768677,853.129456,444.808258,880.533691,747.362915,131.549149,,,,,,,,,,,,,,,,883.762024,649.043152,130.399216,,,,1079.069458,890.043213,257.317566,,,,756.253540,690.582947,112.700188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1118.826538,852.690063,444.103333,881.484192,744.992249,129.720108,,,,,,,,,,,,,,,,883.921509,647.133118,128.785873,,,,,,,,,,756.806030,689.042542,111.561104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1118.258911,852.572693,443.415314,882.374268,742.688721,128.151810,,,,,,,,,,,,,,,,884.729004,644.268799,126.078316,,,,,,,,,,757.283325,687.398621,110.655411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1117.268188,852.480957,442.401642,882.578308,740.722717,126.989952,,,,,,,,,,,,,,,,884.383606,641.941650,123.271362,,,,,,,,,,757.538818,686.070068,109.670334,1078.056274,886.682129,254.029022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1116.523071,852.340454,441.506409,883.469299,738.270264,125.545395,,,,,,,,,,,,,,,,882.301086,639.807495,121.365372,,,,,,,,,,757.851990,685.119324,108.934624,1077.150269,885.429565,252.528900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1116.155396,852.133728,440.876343,883.861511,736.082886,124.365891,,,,,,,,,,,,,,,,881.313293,637.703491,119.226097,,,,,,,,,,757.693604,684.074036,107.485016,1076.369141,884.636047,251.262512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1116.040527,851.997375,440.322632,883.975769,734.099670,123.461876,,,,,,,,,,,,,,,,879.581177,635.276672,116.426666,,,,,,,,,,757.833435,683.279297,106.185730,1075.958252,883.787476,250.364014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1115.680786,851.869263,439.301117,884.893005,731.786926,121.756226,,,,,,,,,,,,,,,,878.889587,632.550537,113.435921,,,,,,,,,,758.091187,682.695190,105.079567,1075.391357,882.501648,249.221344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1115.302979,851.631653,438.210632,885.599365,729.693481,119.879196,,,,,,,,,,,,,,,,876.654053,630.437195,110.298134,,,,,,,,,,758.367859,682.252869,104.060349,1074.416870,881.279358,248.374374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1114.939331,851.548584,437.428040,885.094238,728.137756,119.434166,,,,,,,,,,,,,,,,873.869751,628.534668,107.586662,,,,,,,,,,758.643555,681.558289,103.149399,1073.393311,880.350586,247.713684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1114.675659,851.478149,436.844727,885.537109,726.443604,117.487564,,,,,,,,,,,,,,,,871.161743,627.033386,106.356071,,,,,,,,,,758.822266,680.649353,102.336479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1114.146606,851.278992,436.096619,886.053650,724.472290,115.672226,,,,,,,,,,,,,,,,869.635681,625.676819,104.098564,,,,,,,,,,758.940857,679.860474,101.684723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1113.308716,851.090820,435.090637,886.340576,723.035706,115.371010,,,,,,,,,,,,,,,,867.708130,624.030701,102.273125,,,,,,,,,,759.145325,679.277405,101.380745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1112.714233,850.992432,434.122467,885.743835,721.818176,114.351418,,,,,,,,,,,,,,,,866.116516,622.255371,101.379906,,,,,,,,,,759.201111,679.041748,101.259506,,,,1071.332275,876.241821,242.647919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1112.374023,850.825867,433.437073,885.792358,720.611755,113.603577,,,,,,,,,,,,,,,,863.999878,621.025757,99.904755,,,,,,,,,,759.287842,678.749756,101.211670,,,,1070.809204,875.177551,241.349777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1111.760376,850.530457,432.609528,885.848511,719.641113,113.085777,,,,,,,,,,,,,,,,861.445251,620.699707,98.479904,,,,,,,,,,759.233643,678.407898,101.154976,,,,1070.406372,874.364868,240.373840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1110.963135,850.396362,431.745483,885.615479,718.638123,112.567650,,,,,,,,,,,,,,,,858.751343,619.867249,97.144005,,,,,,,,,,759.237976,678.064209,101.027634,,,,1070.043945,873.567871,239.707138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1110.380249,850.258911,431.143372,885.523743,717.656128,112.205864,,,,,,,,,,,,,,,,856.666931,618.713684,95.388260,,,,,,,,,,759.282349,677.614807,100.947929,,,,1069.535156,872.876038,238.855362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1109.656006,850.151245,430.471527,885.489502,716.764404,111.901886,,,,,,,,,,,,,,,,853.051636,618.793518,93.954597,,,,,,,,,,759.331970,677.177246,100.853188,,,,1068.885498,872.000671,238.104950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1108.756958,849.933777,429.596313,885.131042,715.847778,111.633080,,,,,,,,,,,,,,,,850.656982,618.015747,92.881310,,,,,,,,,,759.373840,676.702393,100.722916,,,,1068.367798,871.414856,237.323044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1107.881348,849.871643,428.874420,884.731628,714.780640,111.485771,,,,,,,,,,,,,,,,847.212097,618.067505,91.729416,,,,,,,,,,759.457092,676.101440,100.828102,,,,1067.969849,870.892944,236.783142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1107.263916,849.802795,428.347321,884.281677,713.671265,111.171715,,,,,,,,,,,,,,,,844.623169,618.257996,90.218201,,,,,,,,,,759.670410,675.527954,101.243340,,,,1067.644531,870.556091,236.340363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1106.895020,849.826172,428.026184,883.982727,712.731995,111.135147,,,,,,,,,,,,,,,,841.812805,618.007019,89.066628,,,,,,,,,,759.792786,674.802917,101.815170,,,,1067.586182,870.124756,235.821075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1106.182251,849.926270,427.486053,883.837341,712.188843,111.392441,,,,,,,,,,,,,,,,839.717407,618.337036,88.383865,,,,,,,,,,759.872131,673.879578,101.964043,,,,1067.557617,869.633911,235.264420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1105.468018,849.928284,426.878967,883.520996,711.799194,111.624077,,,,,,,,,,,,,,,,839.455017,618.686340,87.848549,,,,,,,,,,759.976624,672.720764,102.034073,,,,1067.533813,869.222961,234.454926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1104.673828,850.003967,426.173431,883.180298,711.186035,112.034081,,,,,,,,,,,,,,,,839.500977,618.375671,88.031136,,,,,,,,,,760.051086,671.466980,102.405556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1104.117798,850.109802,426.060455,882.923340,710.454712,112.505127,,,,,,,,,,,,,,,,838.551514,617.379089,87.637146,,,,,,,,,,760.212463,670.109497,101.752823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1103.700684,850.189514,425.871399,882.486816,709.808655,112.939690,,,,,,,,,,,,,,,,837.677917,616.638184,87.698853,,,,,,,,,,760.009155,669.769409,101.800560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1102.728271,850.406860,425.703186,882.058044,709.264526,113.189590,,,,,,,,,,,,,,,,837.000183,616.372009,88.000702,,,,,,,,,,759.720215,669.384949,102.066452,,,,,,,1067.129272,869.000305,232.339523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1101.842163,850.618958,425.529694,881.574097,708.987610,113.427650,,,,,,,,,,,,,,,,836.554565,616.222900,88.529762,,,,,,,,,,759.445740,668.940491,102.320503,,,,,,,1066.255615,869.606323,232.615402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1101.423828,850.807129,425.264221,880.948364,708.955200,113.726593,,,,,,,,,,,,,,,,836.084412,615.642151,89.267303,,,,,,,,,,759.215210,668.504089,102.448463,,,,,,,1065.596191,869.989014,232.679688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1100.429321,851.185669,425.211365,880.495239,709.093628,113.969727,,,,,,,,,,,,,,,,835.642700,615.203979,90.143349,,,,,,,,,,759.081604,668.367920,103.194221,,,,,,,1064.844604,870.476685,232.854965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1099.912598,851.487305,425.097321,879.593689,709.408752,114.793205,,,,,,,,,,,,,,,,835.246887,615.105530,90.810677,,,,,,,,,,758.630859,668.108093,104.115471,,,,,,,1064.397827,870.973083,232.727219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1099.462524,851.748108,425.164093,878.823425,709.706055,115.557945,,,,,,,,,,,,,,,,834.709045,615.330627,91.619888,,,,,,,,,,758.154358,668.134644,105.229691,,,,,,,1064.351440,871.215515,232.585281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1098.687988,852.180603,424.985413,878.725281,709.849792,116.304604,,,,,,,,,,,,,,,,834.232666,615.619873,92.727570,,,,,,,,,,757.610657,668.042114,105.665771,,,,,,,1064.206787,871.434875,232.565033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1097.351318,852.564819,425.232513,878.342163,710.124573,116.902260,,,,,,,,,,,,,,,,833.384155,615.983704,94.338585,,,,,,,,,,757.127625,668.123108,106.359848,,,,,,,1063.687744,871.701233,232.547607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1095.910400,852.962158,425.337036,877.779053,710.470337,117.716560,,,,,,,,,,,,,,,,832.720764,616.191162,95.545914,,,,,,,,,,756.322083,668.392090,107.255318,,,,,,,1062.916016,872.308777,232.691467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1094.860840,853.206238,425.301849,877.136353,710.700562,118.482933,,,,,,,,,,,,,,,,831.918457,616.780518,97.129646,,,,,,,,,,755.547546,668.743469,108.219391,,,,,,,1061.491943,873.394897,233.117630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1093.908203,853.546692,425.232117,876.221863,711.077698,119.593521,,,,,,,,,,,,,,,,831.360718,616.910583,99.757118,,,,,,,,,,754.633789,669.102295,109.678032,,,,,,,1060.482666,874.401794,233.667831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1092.880737,853.916687,425.428192,874.457947,711.951233,121.074776,,,,,,,,,,,,,,,,830.617249,616.919861,101.318787,,,,,,,,,,753.950623,669.406677,111.202271,,,,,,,1060.275269,874.969666,233.840820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1091.484741,854.348511,425.685242,873.534119,712.428711,122.419907,,,,,,,,,,,,,,,,829.520386,617.713989,103.036224,,,,,,,,,,753.055969,669.763428,112.506126,,,,,,,1060.111938,875.107056,234.082397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1090.138550,854.562256,425.834656,872.876038,712.779846,123.010109,,,,,,,,,,,,,,,,828.510925,618.576782,104.994087,,,,,,,,,,751.787354,670.145325,113.636589,,,,,,,1058.437256,876.265686,234.472412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1088.600708,855.212341,425.497986,871.818420,713.322144,123.790268,,,,,,,,,,,,,,,,827.276611,618.885742,106.427460,,,,,,,,,,750.297485,670.575073,115.357407,,,,,,,1057.050537,877.312317,235.146393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1087.238525,855.659058,425.983398,869.805176,714.016785,125.319710,,,,,,,,,,,,,,,,825.524292,619.273010,108.307854,,,,,,,,,,749.110535,670.994263,116.978439,,,,,,,1056.507324,877.631836,235.770935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1086.067261,856.077881,426.642975,868.436829,714.712646,127.099686,,,,,,,,,,,,,,,,824.123840,619.721802,110.188248,,,,,,,,,,747.532227,671.296753,118.771133,,,,,,,1054.941284,878.452698,236.401978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1084.598511,856.408569,426.531586,866.837280,715.251282,128.286514,,,,,,,,,,,,,,,,822.715088,619.830383,111.561279,,,,,,,,,,745.494080,671.706665,120.343452,,,,,,,1053.196899,879.242371,236.733047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1082.785522,856.840820,426.780060,864.719604,715.713562,130.070160,,,,,,,,,,,,,,,,820.641357,620.193054,112.968285,,,,,,,,,,743.711365,671.972656,122.239319,,,,,,,1052.207642,879.682678,237.070724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1081.066406,857.294006,426.882324,862.810791,716.083496,131.553864,,,,,,,,,,,,,,,,818.736511,620.806824,114.593338,,,,,,,,,,741.854797,672.463318,123.750504,,,,,,,1051.119385,880.446899,236.935638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
