Grasp121
Date:,2025/04/24
Time:,15:38:40
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
41,1092.740845,837.330383,458.045044,856.674072,625.760193,248.063080,767.828552,520.664307,257.326904,,,,,,,,,,,,,861.870361,520.308411,232.651443,1011.838135,852.713806,284.905121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1093.828613,837.677734,458.275208,854.976257,630.377991,249.315582,764.780762,526.379639,260.395782,,,,,,,,,,,,,861.747620,524.486328,236.930206,1013.923279,854.738037,284.698608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1094.606445,838.176025,458.485474,852.765869,635.209656,250.676468,761.840576,532.443970,263.333832,,,,,,,,,,,,,860.058777,530.785645,240.676117,1016.266602,856.155884,284.782104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1095.646118,838.623230,458.551666,850.607178,640.263855,251.976517,758.928101,538.689697,265.743256,,,,,,,,,,,,,859.835205,535.963989,244.269958,1018.660461,857.943848,284.888275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1096.796997,838.935059,458.462372,849.571899,645.221741,252.572601,755.840393,545.195190,268.021942,,,,,,,,,,,,,859.513184,541.699951,247.280670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1097.853027,839.319031,458.390869,848.513184,650.184814,253.631699,752.724731,551.956299,270.084869,,,,,,,,,,,,,858.730103,547.640930,250.312668,,,,1023.030823,861.562805,284.477142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1098.785156,839.674744,458.403015,846.835083,655.272583,254.282959,749.894653,558.720337,271.708618,,,,,,,,,,,,,858.646118,553.415344,253.259979,,,,1025.133667,863.279724,284.409821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1099.729370,840.203735,458.364227,845.227173,660.441284,254.044800,746.893921,565.444397,272.713196,,,,,,,,,,,,,858.094666,558.447266,256.588226,,,,1026.876831,865.260742,284.421356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1100.722412,840.606018,458.594055,843.979797,665.849304,254.340820,744.132080,572.183472,273.390320,,,,,,,,,,,,,856.736633,564.807678,257.914795,,,,1029.387329,866.770508,284.196777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1102.030151,840.927734,458.761902,843.017883,670.954285,253.745422,741.547363,579.107239,273.727448,,,,,,,,,,,,,855.768433,570.467651,259.059906,,,,1032.090698,868.492310,284.171265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1103.056641,841.413147,458.687347,841.707092,675.989136,253.913742,738.824097,585.931030,273.905304,,,,,,,,,,,,,854.432190,575.932068,260.834839,,,,1033.803345,870.017212,284.154907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1103.889771,841.887695,458.477600,841.065735,680.962708,253.164474,736.099182,593.008728,273.685608,,,,,,,,,,,,,853.764771,581.279785,261.899200,,,,1035.504272,872.262634,283.820862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1104.496094,842.341614,458.312042,840.327515,686.424622,251.530792,733.830750,599.866516,272.713837,,,,,,,,,,,,,852.897644,586.524963,261.941406,,,,1037.787720,873.882813,284.085663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1105.014282,842.780762,458.495941,839.627502,691.082153,250.942047,732.035156,606.530151,271.329926,,,,,,,,,,,,,851.798279,592.511475,261.534729,,,,1039.728149,875.270447,284.090179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1106.117798,843.214111,458.387726,838.859680,696.081116,249.447723,730.242493,613.009827,269.832825,,,,,,,,,,,,,850.948730,598.051392,261.458038,,,,1042.414429,876.898804,283.498566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1107.256470,843.488525,458.384247,838.779663,701.020203,247.938309,728.368958,619.293457,268.241943,,,,,,,,,,,,,850.331238,602.925598,261.320953,,,,1044.683960,878.218872,283.282776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1108.674805,843.650635,458.371155,837.988403,705.692871,246.348068,726.605103,625.652710,265.982300,,,,,,,,,,,,,850.801636,607.934082,259.156860,,,,1046.549805,879.982239,283.314453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1109.666382,843.962097,458.437408,838.200317,710.609253,244.606003,724.964417,631.989746,263.210571,,,,,,,,,,,,,849.813293,613.288147,257.889099,,,,1047.944824,881.814453,283.243103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1110.147705,844.419067,458.652435,837.195374,715.244690,242.380295,723.821411,637.904907,260.286530,,,,,,,,,,,,,849.738770,617.880310,255.157196,,,,1050.335449,883.053345,282.936432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1110.684448,844.700195,458.646027,837.555298,719.700745,239.978241,722.541504,643.833191,256.954529,,,,,,,,,,,,,849.192200,622.706665,253.203674,,,,1052.875854,884.225098,282.512695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1111.448242,845.011169,458.407501,837.862061,724.120178,237.372040,721.119751,649.549194,253.932571,,,,,,,,,,,,,848.278687,627.322815,251.536530,,,,1055.125977,885.359009,282.150909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1112.388184,845.427429,458.141876,837.493591,728.405701,235.574738,720.354919,655.245911,250.027054,,,,,,,,,,,,,847.951660,631.906433,248.845352,,,,1056.358032,886.828491,281.850739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1113.239014,845.788452,457.946106,837.508606,732.713867,233.005249,719.872742,660.924500,245.421860,,,,,,,,,,,,,847.625793,636.402832,246.210526,,,,1058.297852,888.121704,281.861084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1113.721802,845.969727,457.905762,838.306335,736.494446,230.336655,718.784485,666.266663,241.090439,,,,,,,,,,,,,848.250916,640.059448,243.459137,,,,1060.080078,889.135803,281.941925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1114.123047,846.315125,457.909668,839.042969,740.382935,227.205994,718.368591,671.636963,237.037537,,,,,,,,,,,,,848.113892,644.481384,239.854584,,,,1062.255737,889.912842,281.616394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1114.674072,846.664001,457.885864,839.401611,744.074280,223.536713,717.994568,676.936890,232.587494,,,,,,,,,,,,,848.781494,647.954224,236.970749,,,,1064.129761,890.846863,280.998749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1115.400146,846.936218,457.811218,840.067993,747.900940,220.731522,717.525940,681.945374,228.101791,,,,,,,,,,,,,847.844055,651.975037,234.893356,,,,1065.984009,892.195679,280.825653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1116.021729,847.234253,457.758728,840.605774,751.320190,218.073730,717.350037,686.679504,223.392166,,,,,,,,,,,,,847.512939,656.125244,232.189728,,,,1067.050903,893.336792,280.945007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1116.687622,847.575012,457.476563,841.499268,754.365784,214.876419,717.543457,691.248840,219.036499,,,,,,,,,,,,,847.776062,659.461121,229.617065,,,,1067.830322,894.330139,281.031433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1117.338379,847.865601,457.153778,841.896545,757.528564,211.397781,717.939758,695.517944,213.540543,,,,,,,,,,,,,847.637146,662.161804,226.030655,,,,1069.068604,895.358582,280.780273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1117.917236,848.218262,457.284210,842.956421,760.647949,208.592957,718.155823,699.471436,209.181274,,,,,,,,,,,,,848.597473,664.534241,222.693924,,,,1070.291260,896.232605,280.536865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1118.320190,848.638428,457.477234,843.549622,763.332214,204.847122,718.390991,703.172241,204.730988,,,,,,,,,,,,,848.816223,667.456421,219.937531,,,,1072.244019,897.041382,279.592926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1118.626221,848.890808,457.488983,845.171387,765.532898,201.593338,719.016785,706.342102,199.441040,,,,,,,,,,,,,848.355225,670.164368,216.883865,,,,1073.863403,897.530640,279.338531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1118.790161,849.191345,457.426025,846.324707,767.572510,197.995163,720.343140,709.326599,194.610733,,,,,,,,,,,,,849.453491,672.375610,213.144638,,,,1074.439941,898.032288,279.581543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1119.034790,849.568115,457.073547,847.485474,769.337280,195.140274,721.321472,711.735962,189.631729,,,,,,,,,,,,,850.230286,673.664612,208.550735,,,,1074.604370,899.107117,279.058228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1119.360718,849.879272,456.849396,848.904480,770.994202,191.146317,722.497986,713.760864,184.868805,,,,,,,,,,,,,852.059204,675.150818,204.086639,,,,1075.489136,899.839600,278.482666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1119.621826,850.144409,456.708984,850.213135,772.577087,187.614868,723.722778,715.068237,179.969360,,,,,,,,,,,,,853.511353,676.351807,200.382828,,,,1077.006958,900.255737,277.508423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1119.969360,850.327637,456.565887,851.959717,773.438721,184.466476,725.675110,716.114685,174.808563,,,,,,,,,,,,,854.203674,677.372375,197.206161,,,,1077.763428,900.577087,277.033051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1120.337036,850.643372,456.171539,852.364075,774.408264,181.662415,,,,,,,,,,,,,,,,855.700317,678.216431,193.001038,,,,1078.050903,901.016541,276.552124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1120.754639,850.863953,455.807617,854.048279,774.908386,178.203033,,,,,,,,,,,,,,,,857.466125,678.433350,189.613174,,,,1078.476318,901.309509,276.138916,728.662292,717.430420,166.568802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1120.916260,851.206177,455.545410,856.125305,775.317078,175.514587,,,,,,,,,,,,,,,,859.479492,678.346619,185.340363,,,,1079.669434,901.347046,275.394012,730.130249,717.569092,161.557007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1120.892944,851.483154,455.234467,857.789429,775.155151,172.049911,,,,,,,,,,,,,,,,861.230591,678.852539,181.363144,,,,1080.645142,901.424377,274.718140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1120.857178,851.666504,454.921204,858.767090,775.211914,169.538574,,,,,,,,,,,,,,,,862.521301,678.649963,178.672195,,,,1081.228516,901.308899,274.193359,,,,733.959717,717.389526,153.485336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1120.812012,851.881592,454.654083,860.191711,775.025574,166.495621,,,,,,,,,,,,,,,,864.499695,677.796448,174.783463,,,,1081.609619,901.112549,273.628845,,,,735.121826,716.738525,149.580856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1120.865723,852.025391,454.389984,862.106384,774.344543,163.688232,,,,,,,,,,,,,,,,866.073547,677.627075,171.674484,,,,1081.781982,901.162964,272.596649,,,,736.899109,716.069763,145.731003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1120.829956,852.334473,453.771820,863.535767,773.357910,161.496689,,,,,,,,,,,,,,,,867.095642,676.914185,168.970169,,,,1081.579712,901.326843,271.644623,,,,739.123901,715.177979,142.188644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1120.726196,852.709656,453.121460,864.512207,772.799927,159.050201,,,,,,,,,,,,,,,,868.707214,675.719727,166.183640,,,,1082.083496,901.000122,270.670013,,,,740.846436,714.386963,138.930557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1120.669312,852.893799,452.488983,866.258850,771.675293,156.349960,,,,,,,,,,,,,,,,870.671692,674.692932,162.476120,,,,1082.394897,900.511719,269.856171,,,,741.775330,713.022949,136.137253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1120.710815,853.075928,452.066895,867.461487,770.404053,154.241333,,,,,,,,,,,,,,,,872.587097,673.459106,159.213776,,,,1082.259521,900.015747,269.284729,,,,743.069519,711.626587,133.266312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1120.858032,853.154114,451.704681,868.804871,768.917236,151.830231,,,,,,,,,,,,,,,,873.477966,672.246643,157.223267,,,,1081.990479,899.494568,268.838440,,,,744.911072,710.678223,130.369888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1120.978394,853.271729,451.311707,870.182373,767.350098,149.121490,,,,,,,,,,,,,,,,874.037964,670.267578,155.139404,,,,1081.575073,899.147461,268.286407,,,,746.731567,709.014343,127.363487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1121.076172,853.383301,450.964722,870.872681,765.751282,147.483597,,,,,,,,,,,,,,,,875.450989,668.516479,152.002396,,,,1081.040283,898.930420,267.125641,,,,747.723083,707.553711,125.812889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1121.040283,853.339722,450.394562,872.284424,763.832153,145.526306,,,,,,,,,,,,,,,,876.845886,666.501709,149.101883,,,,1080.711304,898.011230,266.075745,,,,748.639587,705.537598,123.794418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1120.657837,853.328247,449.823059,873.601746,761.971680,143.782181,,,,,,,,,,,,,,,,878.054260,664.460144,146.887924,,,,1080.728149,897.137939,264.865875,,,,749.890808,704.054443,121.888451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
