Grasp125
Date:,2025/04/23
Time:,14:06:36
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
63,896.536499,509.873016,171.133469,865.416626,416.677856,131.035248,775.227417,461.795288,124.636177,,,,1021.302246,773.128052,255.515060,1095.846558,820.901550,395.481049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,895.345032,511.279846,176.254272,865.088684,417.184235,137.473190,774.452515,460.929688,131.632614,,,,1021.707092,774.912354,255.380066,1096.353271,821.576721,395.287354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,894.466064,512.886719,181.382492,864.616394,417.762329,144.222778,773.661621,460.537659,138.685928,,,,1022.419922,776.555054,255.397400,1096.635986,822.230469,395.253510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,893.632629,514.840637,185.882416,863.698120,418.632507,151.221786,772.637817,460.418610,145.333633,,,,1022.940369,778.514771,255.489212,1096.798828,822.844482,395.225281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,892.815369,516.864746,190.359756,862.726990,420.091980,157.895767,771.753418,460.686829,152.841705,,,,1023.248169,780.134399,255.784653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,892.088013,518.911072,195.448685,861.953430,421.875824,164.534500,770.857239,461.276672,159.795959,,,,1023.661316,781.698792,255.827744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,890.832947,521.390625,200.085648,861.251709,423.231201,170.898575,769.633667,462.425415,166.918030,,,,1024.774536,783.685852,255.937698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,889.936890,523.679199,204.645721,860.240662,425.297058,177.647720,768.889893,463.810669,173.825104,,,,1025.417603,785.295593,255.910538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,888.915039,526.223083,209.635818,859.394165,427.200592,184.107437,767.710266,465.483093,180.826340,,,,1025.846436,787.337646,255.953094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,887.960754,528.967896,213.977310,858.074158,429.852356,190.684967,766.377808,467.513275,187.998383,,,,1026.517822,789.360535,255.625824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,886.949219,532.170166,218.280685,857.142273,432.149109,196.799377,765.008789,470.471344,195.239746,,,,1027.409668,791.520386,255.317963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,886.350891,535.325317,222.601639,855.766357,435.078674,202.913376,763.650024,473.237335,202.264496,,,,1028.255981,793.298706,255.588806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,885.180420,538.613220,226.716965,854.917114,438.064514,208.618408,762.690186,475.875427,208.604568,,,,1029.316284,795.578003,256.015686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,884.311890,542.183472,230.798660,853.741150,441.239838,214.931168,761.648071,478.967987,215.102570,,,,1029.921265,797.469910,256.262146,,,,1104.576538,830.349609,394.134399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,883.020569,545.679016,234.788651,852.842346,444.527710,220.578003,760.774170,481.913391,221.091736,,,,1030.792236,799.419312,256.264252,,,,1105.802124,830.906677,393.564606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,881.841736,549.652039,238.520477,851.856323,447.994385,225.952469,759.536743,485.091736,226.851151,,,,,,,,,,1106.669556,831.625793,393.226837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,880.888977,553.563110,242.248306,850.688416,451.830750,231.138733,758.211731,488.733337,232.819580,,,,,,,,,,1107.050781,832.419067,392.908295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,879.693420,557.633728,245.833862,850.203857,455.613068,236.121964,757.434998,492.565369,238.484146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,878.669556,561.915100,249.130569,848.595581,460.187256,241.700317,756.334473,496.705566,243.910568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,877.517822,566.269592,252.092880,847.289551,464.854584,246.460159,755.300354,500.887543,248.761902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,876.507385,570.688354,254.339859,846.957458,469.214996,250.893509,754.064270,505.130219,253.631378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,875.316956,575.294128,257.117920,846.286255,472.893005,255.149170,752.898621,509.697632,257.796448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,874.070374,579.932739,260.008118,845.575989,477.448547,259.247559,751.833130,514.226990,261.765076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,873.231018,584.515930,262.250092,844.524963,481.981812,262.737518,750.610657,518.942505,265.714111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,872.129822,589.227295,264.159546,842.959717,487.305054,266.966522,749.316711,524.598999,269.170471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,870.984741,594.135437,265.822388,841.414063,492.975372,270.292328,747.933960,530.079956,272.303741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,869.764282,598.831299,267.585297,840.348450,498.468750,272.813995,746.575439,535.218750,274.623322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,868.826599,603.690369,268.783752,839.762390,502.877655,275.292755,745.296509,540.949890,276.737305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,867.806152,608.693420,270.077515,839.288208,506.934448,278.144623,743.675415,546.887329,278.803406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,866.557251,613.594299,270.839447,838.321777,511.823242,280.414978,742.010803,553.235107,280.393188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,865.856445,618.544250,271.520203,837.045593,517.159180,282.217133,740.425476,559.405762,281.353577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,865.114014,623.591370,271.539154,835.959595,522.702637,283.759674,739.133362,565.607727,282.738586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,863.793884,628.655579,272.138153,834.737122,528.207581,285.849243,738.098816,571.998352,283.134064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,862.640320,633.756470,272.098358,833.721619,533.422119,286.513977,736.413391,578.359009,283.282135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,861.938477,639.130493,271.536011,832.133484,539.326111,287.790802,735.216064,584.361084,283.212372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,860.962158,644.108459,271.066040,831.378235,544.626099,288.284973,734.018494,590.364868,283.397614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,859.919861,649.130188,270.529449,831.010315,549.735474,287.989410,732.853455,596.539429,282.671509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,859.327332,654.702698,269.284485,830.180725,555.274292,288.873230,731.617432,602.550781,282.115234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,858.127563,659.509399,268.244293,828.983337,560.887390,288.606476,729.841309,608.427856,281.309174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,857.310364,664.698853,267.211060,828.482544,566.430847,287.165405,728.953186,614.399902,279.341003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,856.640137,669.739441,265.602448,827.694824,571.486938,286.720215,727.900757,620.212402,277.675323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,855.789551,674.726807,263.577393,826.548035,576.914734,285.490906,726.622009,626.234009,276.241119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,855.063904,679.653320,261.644623,825.949280,582.390808,283.877625,725.724731,631.918762,273.548920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,854.713379,684.214661,259.863861,825.247131,586.822571,282.426331,725.226929,637.411987,270.669983,,,,,,,,,,,,,1138.343384,858.281250,390.385925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,853.931763,688.798645,257.723816,824.123535,592.096313,280.050262,,,,,,,,,,,,,,,,1138.944214,859.370728,390.663300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,853.321350,693.294617,255.366928,823.641968,596.621643,277.821869,,,,,,,,,,,,,,,,1140.076904,860.438599,390.813263,723.729492,648.405090,264.689270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,853.224731,697.301147,252.911316,824.191650,600.629700,274.565369,,,,,,,,,,,,,,,,1141.037476,860.387695,390.946411,722.458740,654.470581,262.068817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,852.584839,701.823486,250.237167,823.077454,605.171631,271.763123,,,,,,,,,,,,,,,,1142.079590,861.487061,391.199066,721.102661,659.817688,258.316711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,852.555481,705.511047,247.942047,823.239258,609.162170,268.559326,,,,,,,,,,,,,,,,1142.699341,862.459229,391.450623,720.969299,664.793396,254.763351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,852.198425,709.321777,245.475479,823.121094,613.228577,265.152008,,,,,,,,,,,,,,,,1144.015625,863.586426,391.361542,721.133240,669.463013,250.746353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,852.390320,713.253662,242.322083,822.881958,616.729797,261.808380,,,,,,,,,,,,,,,,1144.986450,864.120117,391.339722,720.425903,674.317993,246.461060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,852.271606,716.939941,239.388107,823.377869,620.367920,257.326782,,,,,,,,,,,,,,,,1145.666626,864.477905,391.355042,720.084839,679.032410,242.262009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,852.568970,720.214966,236.448624,823.097107,623.732056,254.324417,,,,,,,,,,,,,,,,1146.425293,864.935425,391.453400,719.785889,683.321106,238.067520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,852.186951,723.838806,233.496780,823.850464,626.985535,250.725723,,,,,,,,,,,,,,,,1147.405640,865.668884,391.771790,719.597534,687.252686,234.300919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,852.461853,727.002136,230.988098,824.484375,629.913635,246.689194,,,,,,,,,,,,,,,,1148.742920,866.661072,391.593964,719.449951,691.119202,230.419479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,852.979797,729.917175,227.767944,824.991882,632.834167,242.924713,,,,,,,,,,,,,,,,1149.526245,867.089966,391.570129,719.957825,694.485840,226.271790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,853.327881,733.116516,224.497772,825.498657,635.826111,239.108994,,,,,,,,,,,,,,,,1149.940918,867.273987,391.671600,719.659180,698.130310,221.811935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,853.483948,735.916382,221.517761,826.074158,638.484436,235.690338,,,,,,,,,,,,,,,,1150.299561,867.714600,391.704895,720.263977,700.987122,217.254517,1095.469727,885.127563,253.332031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,854.211548,738.843262,218.655624,826.699341,640.930542,231.973801,,,,,,,,,,,,,,,,1151.117920,868.383118,391.624390,721.384033,703.523254,212.172897,1097.062134,886.849365,253.007202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,854.733398,741.123779,215.822662,827.572327,643.360718,228.423737,,,,,,,,,,,,,,,,1152.047485,868.960083,391.525177,721.601990,706.989136,207.985367,1098.463257,886.789429,252.595169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,854.821960,743.385254,212.955673,828.490479,645.695313,224.748306,,,,,,,,,,,,,,,,1152.815552,869.495728,391.325958,721.888550,709.236755,203.442383,1099.691284,887.855652,252.039597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,855.557861,745.964478,209.787231,829.380615,647.844849,220.984177,,,,,,,,,,,,,,,,1153.329468,869.956055,391.390472,723.003052,711.222351,199.107117,1100.423218,889.781860,252.024155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,856.571533,747.720337,206.278870,830.354675,649.648010,217.292145,,,,,,,,,,,,,,,,1153.786011,870.514709,391.509186,724.366272,712.822449,194.369339,1100.788940,890.856140,252.194794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,857.285828,749.247192,203.685333,830.692017,651.333252,214.051666,,,,,,,,,,,,,,,,1154.293335,870.868530,391.743713,,,,1101.420898,891.761475,252.224335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,857.951477,751.037354,200.682281,831.663757,652.992798,210.039612,,,,,,,,,,,,,,,,1154.689941,871.198669,391.795898,,,,1102.564819,892.695435,251.785965,725.906128,716.612793,186.755051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,858.587524,752.672119,197.381058,832.877930,654.278687,206.426697,,,,,,,,,,,,,,,,1155.320435,871.599792,391.626038,,,,1103.330200,893.824402,251.600739,726.498230,717.861877,182.422668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,859.306763,753.767883,194.993256,833.495850,655.024841,203.090439,,,,,,,,,,,,,,,,1155.872192,871.932495,391.506989,,,,1103.876953,894.576355,251.555450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,860.140442,754.987427,192.283798,835.531738,655.808350,199.394348,,,,,,,,,,,,,,,,1156.242310,872.185791,391.430054,,,,1104.600830,894.869751,251.471436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,861.013000,755.969849,189.437225,836.947571,656.805420,196.299622,,,,,,,,,,,,,,,,1156.520752,872.449280,391.295288,,,,1105.455200,895.235840,251.161331,,,,729.951904,720.814880,170.072983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,861.870911,756.692810,186.796677,838.535156,657.232605,192.698029,,,,,,,,,,,,,,,,1156.829956,872.755249,391.206635,,,,1105.861938,895.736267,250.926727,,,,730.306274,728.167297,171.825943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,862.601746,757.278076,184.071747,840.232727,657.409424,189.199982,,,,,,,,,,,,,,,,1157.244995,872.871216,390.876648,,,,1106.238403,896.270874,250.762024,,,,731.530212,731.449890,169.075104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,863.554138,757.836426,181.767456,841.483521,657.682129,186.455353,,,,,,,,,,,,,,,,1157.503540,873.094788,390.796173,,,,1106.566406,896.699219,250.445877,,,,732.987061,730.039551,165.442993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,864.214905,758.201843,179.378448,843.324097,658.103210,182.851425,,,,,,,,,,,,,,,,1157.506104,873.397034,390.759857,,,,1106.841919,896.945435,249.981964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,864.947144,758.498047,176.825363,845.520325,657.782654,180.136749,,,,,,,,,,,,,,,,1157.577026,873.695862,390.709961,,,,1107.414673,896.842407,249.144302,,,,,,,735.468201,720.169067,154.635468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,865.531616,758.452454,174.749924,847.273071,657.321533,176.921890,,,,,,,,,,,,,,,,1157.668579,873.885620,390.618805,,,,1107.638794,896.808655,248.730881,,,,,,,736.541382,719.702576,151.847610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,866.549683,758.568604,172.313034,848.512085,657.352051,173.941315,,,,,,,,,,,,,,,,1157.659790,874.207153,390.326904,,,,1107.630005,896.896729,248.490997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,867.781250,758.089355,170.475220,850.336914,656.620361,171.037827,,,,,,,,,,,,,,,,1157.672241,874.409912,390.172638,,,,1107.576904,896.859924,248.255844,,,,,,,,,,739.055969,717.818420,147.802536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,868.701599,757.578247,168.414001,851.920532,656.024048,168.508804,,,,,,,,,,,,,,,,1157.620728,874.589844,389.968018,,,,1107.502930,896.889343,248.020752,,,,,,,,,,739.576538,716.833740,145.405579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,869.515076,757.300354,166.056229,853.407532,655.832336,165.107712,,,,,,,,,,,,,,,,1157.604126,874.710327,389.810364,,,,1107.732178,897.394775,247.393341,,,,,,,,,,740.886902,715.517639,142.912094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,869.964478,756.832642,164.318405,855.489380,654.920959,162.917007,,,,,,,,,,,,,,,,1157.432251,874.932373,389.677765,,,,1108.073608,897.639282,246.437286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,870.873596,755.936279,162.708008,856.121155,654.020325,160.765854,,,,,,,,,,,,,,,,1157.262451,874.999451,389.496368,,,,1107.939819,897.211609,246.295364,,,,,,,,,,,,,743.012207,712.827637,139.282089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,871.535461,755.285461,160.980042,857.059631,653.264587,158.699493,,,,,,,,,,,,,,,,1156.792603,875.116577,389.015533,,,,1108.225220,896.360962,245.638962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,872.223511,754.677490,159.214523,858.281738,651.983215,155.881760,,,,,,,,,,,,,,,,1156.688843,875.125549,388.622589,,,,1108.315308,895.929504,245.129425,,,,,,,,,,,,,,,,745.216980,710.183228,135.556396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,872.959167,753.836670,157.548874,859.686768,650.797424,153.929886,,,,,,,,,,,,,,,,1156.506592,875.093323,388.364349,,,,1108.034180,895.594299,244.736771,,,,,,,,,,,,,,,,746.052307,708.791870,133.767761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
