Grasp127
Date:,2025/04/23
Time:,16:09:29
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,719.313538,502.135498,28.230814,854.046570,519.115112,60.978580,792.171387,451.845581,27.923595,1109.976196,714.180237,383.526764,1052.577637,703.685791,237.863586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,719.399902,502.230591,28.290655,854.098938,519.154358,61.116402,792.196960,451.922119,27.967812,1110.313477,714.084595,383.419189,1052.762329,703.994324,237.730988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,719.518188,502.199860,28.399437,854.118713,519.258057,61.240974,792.201233,452.066650,28.034618,1110.482910,714.049500,383.135956,1053.181641,704.260132,237.518021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,719.681763,502.272003,28.446554,854.032715,519.353210,61.672401,792.289612,452.183441,27.964428,1110.544922,714.018188,383.016235,1053.740356,704.630188,237.183319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,719.882202,502.287598,28.476244,854.173096,519.570068,62.399681,792.366699,452.345734,27.961695,1110.659424,713.970093,382.812622,1054.681519,705.212952,236.878876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,720.196289,502.336304,28.553711,854.279358,519.805969,63.269978,792.448242,452.277435,28.459505,1110.737793,713.985962,382.752869,1056.368530,705.680176,236.304108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,720.523865,502.432556,28.677572,854.487976,520.178345,64.402878,792.651123,452.679108,28.275637,1110.871338,713.912048,382.540131,1057.988403,706.204590,235.709320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,720.951172,502.517822,28.719658,854.688232,520.661377,65.489273,792.893494,453.201874,28.362926,1111.049805,713.897217,382.355377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,721.702576,502.590332,28.721550,854.788879,521.051575,66.356506,793.284729,453.775726,28.492743,1111.607422,713.832825,382.042542,,,,1060.207764,707.892090,234.276474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,722.694092,502.637207,29.018084,855.135498,521.648254,67.551598,793.949951,454.435089,28.345503,1112.118652,713.752502,381.682831,,,,1061.170166,709.472595,233.635376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,723.640991,502.719421,29.145536,855.841187,522.317078,68.979172,794.761841,455.133698,28.394335,1112.540527,713.782349,381.230865,,,,1061.859741,710.722351,233.405487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,724.625366,502.965851,29.378141,856.361328,522.809814,70.540993,795.867798,455.785522,28.759916,1113.119751,713.842773,380.704895,,,,1063.441040,711.911255,232.645248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,725.933655,503.226044,29.496778,856.937500,523.549377,72.116623,796.940552,456.520691,28.771885,1113.628540,714.000122,380.594147,,,,1065.289917,712.898926,231.884491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,727.586426,503.625336,29.994043,858.205872,524.554749,73.311226,798.466187,457.468811,28.785633,1113.838257,714.461914,380.369385,,,,1067.686035,714.156067,230.831848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,729.536560,503.918915,30.462011,859.275024,525.866577,75.069405,800.202148,458.226898,29.089458,1114.177002,714.811340,380.296143,,,,1070.329956,715.013489,229.895096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,731.491272,504.227936,30.718714,860.729736,526.437256,76.747681,801.932190,458.289093,29.620644,1115.037109,715.026978,380.514008,,,,1071.530029,717.078613,229.796646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,734.011353,504.274200,31.014879,862.526306,527.610901,78.188538,804.372192,458.390228,30.238083,1115.850586,715.419495,380.345551,,,,1072.997559,718.609314,229.849091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,736.581848,504.473053,31.055826,864.486206,528.753845,79.474976,806.673096,458.279968,31.075167,1116.800171,715.801819,379.998688,,,,1075.586670,719.985535,229.488632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,739.605896,504.508728,32.515892,866.372864,529.647583,81.952377,809.344788,458.249420,32.448929,1117.641479,716.480164,379.861267,,,,1078.865356,721.116577,229.635254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,742.524414,504.676971,33.732845,868.472534,530.968689,83.050766,812.107178,458.087830,34.043854,1118.812256,717.031860,380.149780,,,,1080.908325,722.773682,229.078064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,745.426575,504.671783,35.300167,871.165771,532.311523,84.661346,815.332764,458.441467,35.751095,1119.980225,717.478455,380.716888,,,,1083.166504,724.599365,228.871933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,748.779175,504.737823,36.998219,873.514648,533.474915,86.732994,818.325806,458.766113,37.336323,1121.505249,718.013855,380.944183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,751.825256,504.701050,39.487053,876.581360,535.185974,87.789063,821.397888,459.537750,39.579460,1122.845825,718.525452,380.794800,,,,,,,1089.077393,727.355469,228.911530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,755.241760,504.742615,41.859409,879.340637,536.790344,89.252609,824.678711,460.318542,42.113415,1123.911133,719.039856,380.935547,,,,,,,1091.787476,729.378906,229.123856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,758.795593,504.784760,44.399017,882.218323,538.300110,90.892700,827.718262,461.104340,44.223759,1124.899292,719.722656,381.452728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,762.268127,504.862457,47.431889,885.727173,540.087830,92.159821,830.884399,462.165680,46.747513,1126.804932,720.277771,382.204681,,,,,,,,,,1097.998535,732.354614,229.415405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,765.683716,505.280365,50.455986,889.234314,541.891235,93.878784,834.056702,463.226379,49.254551,1128.392456,720.869751,382.248657,,,,,,,,,,1101.326660,733.527954,229.599518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,769.587891,505.724457,53.136559,892.606812,543.635681,95.172188,837.468140,464.601868,52.000488,1129.639648,721.420593,382.293396,,,,,,,,,,1103.225830,735.817688,230.352402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,773.569824,506.510132,55.496513,895.842529,545.257690,96.976082,841.199280,465.748444,53.622616,1131.144531,721.935181,383.037903,,,,,,,,,,1106.551392,737.273132,230.845474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,777.779846,507.288544,58.251617,899.411865,547.355103,98.096809,844.878967,467.224548,55.359928,1132.522949,722.555603,383.621094,,,,,,,,,,1110.619995,739.440613,231.235001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,781.778137,508.266357,61.106827,902.885315,549.272949,99.494980,848.598022,468.386353,57.484463,1134.260986,723.094055,383.990814,,,,,,,,,,1114.304810,742.050110,231.581863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,785.920349,509.542023,63.245296,906.674377,551.534363,100.620087,852.055542,469.914734,59.408768,1135.939087,723.857666,384.368958,,,,,,,,,,1118.345581,743.448669,231.669006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,790.217773,510.901062,65.604057,910.531067,553.646240,102.319023,855.585632,471.573700,61.262821,1137.385498,724.490845,384.775970,,,,,,,,,,1120.683105,745.532288,232.292465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,794.507874,512.652283,67.507080,914.193481,555.372925,103.456551,859.223816,473.626892,62.973404,1138.766968,725.074341,385.375427,,,,,,,,,,1124.237549,746.626465,232.938385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,798.869629,514.370422,69.145409,917.923401,557.789490,104.102348,862.808716,475.602234,64.843445,1140.967773,725.523010,386.194672,,,,,,,,,,1127.782471,748.133850,233.239365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,803.336670,516.241821,71.392532,921.534668,560.129333,105.006073,866.007996,477.486603,66.427292,1142.225708,726.330139,386.387604,,,,,,,,,,1131.351196,749.203796,234.106262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,807.097778,518.809021,73.404037,924.629761,562.305359,105.876694,869.639221,480.084564,66.919067,1143.807617,726.974548,386.749695,,,,,,,,,,1134.645264,750.738403,234.383087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,811.443420,521.103516,75.217064,928.422974,564.777405,106.747253,872.335144,482.167389,69.520866,1145.636475,727.574463,387.400269,,,,,,,,,,1137.773926,751.880493,235.049561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,815.683350,523.492554,76.870056,931.993286,567.234741,108.152565,875.391907,484.305359,71.237152,1147.328735,727.994385,388.328125,,,,,,,,,,1141.663208,752.842896,235.816315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,819.456604,526.102966,78.323013,935.067261,569.672607,108.772415,878.920105,487.535828,71.641983,1148.738037,728.766724,388.822601,,,,,,,,,,1145.414307,754.007324,236.894760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,823.689697,529.193359,79.257492,938.288208,572.103394,109.632057,881.409668,489.961945,74.282089,1150.406982,729.307800,389.244324,,,,,,,,,,1148.425415,755.377136,237.210449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,828.059814,532.602966,80.510529,941.603943,574.973206,110.451958,883.629761,492.375092,77.006706,1152.274414,729.691650,389.684113,,,,,,,,,,1152.107178,756.131409,237.901352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,832.261414,536.037964,82.050446,944.729431,577.926697,110.908531,885.952393,495.179932,78.518181,1154.069458,730.243530,390.585510,,,,,,,,,,1155.244507,757.246460,238.920532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,836.022339,539.626709,83.569435,947.260254,580.814331,111.179298,888.327087,498.880920,79.630615,1155.026367,730.883545,391.165619,,,,,,,,,,1158.969116,758.109436,239.497360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,839.405884,543.523010,85.086456,950.601746,583.146790,111.523003,890.033142,502.491669,80.292854,1156.377930,731.340637,391.546814,,,,,,,,,,1162.103394,758.949829,240.416443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,842.890381,547.965515,86.447075,953.710815,586.299866,112.361328,891.069092,506.021515,82.376793,1158.619019,731.606689,392.347778,,,,,,,,,,1165.562134,759.565247,241.035400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,845.833618,552.931274,88.018440,956.606628,589.523804,112.903732,891.665833,509.891052,84.505615,1160.268921,731.803162,392.824463,,,,,,,,,,1168.401733,760.152527,242.295563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,848.478210,558.121887,89.769791,958.922546,592.445679,113.173592,892.481018,514.065308,85.820236,1161.060059,732.421753,393.342194,,,,,,,,,,1171.557007,760.757690,242.767929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,851.246765,563.766357,91.569931,961.451477,596.006592,113.274185,893.101990,518.572571,87.848793,1162.378296,732.872681,394.109283,,,,,,,,,,1174.466675,761.189270,243.825409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,853.423340,569.536316,93.244560,963.268738,599.364685,113.629669,893.863953,522.910828,88.716537,1163.522339,733.214844,394.688232,,,,,,,,,,1177.164795,761.915039,244.139832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,855.060974,575.740479,95.123070,965.562866,602.622314,113.562881,894.065979,527.318115,90.429504,1165.090088,733.328308,395.118988,,,,,,,,,,1180.292480,762.141663,245.042755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,857.034424,582.049316,96.670578,967.262390,605.675354,114.151627,894.359375,531.971008,91.989021,1166.517578,733.755188,395.621246,,,,,,,,,,1183.117676,762.494507,245.871872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,858.552368,588.556580,98.083580,968.213684,609.269470,114.998123,894.461914,536.332703,93.280952,1167.384521,734.325439,395.773376,,,,,,,,,,1186.213135,762.417480,246.573715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,859.422974,595.543152,99.378914,968.981812,612.641418,115.633453,894.464661,541.013062,94.715576,1168.438477,734.547974,396.265656,,,,,,,,,,1188.498657,762.794250,247.067856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,859.741394,602.842529,100.840439,969.875977,616.248718,116.552582,894.373291,545.493652,96.109978,1169.474243,734.776001,396.848785,,,,,,,,,,1191.503174,762.815918,247.402664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,860.823853,610.213074,102.074387,971.269653,619.746216,116.754280,893.701416,550.404419,98.069656,1170.921997,734.948730,397.511810,,,,,,,,,,1193.749146,763.053955,248.481934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,861.555054,617.798157,103.578629,972.074402,623.817383,116.733833,893.497192,555.308289,99.329079,1171.979980,735.213928,397.869904,,,,,,,,,,1196.513794,762.902344,248.917282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,861.686951,625.501099,104.739410,971.999573,627.714050,117.943558,892.680481,560.692871,100.320374,1172.821899,735.520752,397.841431,,,,,,,,,,1198.732178,762.905273,249.462494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,862.374878,633.325073,105.407646,972.275635,631.323059,118.548981,891.506348,565.815491,102.699135,1173.469727,735.884644,398.009674,,,,,,,,,,1200.671021,762.796326,249.819901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,862.994629,641.040649,106.358215,972.049927,635.301819,119.157288,890.769775,570.871826,104.963974,1174.383911,736.067627,398.229095,,,,,,,,,,1203.194702,762.534241,250.296265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,863.500244,648.607422,107.212448,972.014587,638.944824,119.634933,889.670227,576.212219,105.923927,1175.650146,736.200562,398.662933,,,,,,,,,,1204.920898,762.224060,251.043610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,863.654114,655.826660,107.932442,972.707764,642.225403,119.623039,888.491455,581.436096,107.105179,1176.547974,736.449341,398.838837,,,,,,,,,,1206.683350,761.846436,251.233078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,863.989685,662.994995,107.626640,972.385986,645.868591,120.619980,887.618896,586.270874,108.228104,1177.261475,736.612488,399.020294,,,,,,,,,,1208.763062,761.485657,251.271210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,863.893250,669.261963,108.153549,972.001038,648.816895,120.993019,886.863220,590.821533,109.577507,1177.840576,736.802979,399.259369,,,,,,,,,,1210.045898,761.114441,251.761154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,971.593323,652.223511,121.201546,886.138000,594.916077,110.076637,1178.572510,736.892944,399.267822,,,,,,,,,,1211.300903,760.703857,251.787506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,971.780701,655.868958,121.541229,884.904419,599.087524,110.839485,1179.367554,736.987793,399.213104,,,,,,,,,,1212.762451,760.330933,251.358200,863.705566,680.444946,109.650223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,972.029846,658.309692,121.204285,884.893738,602.419312,110.605850,1180.398682,737.091248,399.246582,,,,,,,,,,1214.036133,759.988464,251.674530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,971.318481,660.826416,121.530220,884.602173,605.236755,111.793739,1181.224609,737.245361,399.270050,,,,,,,,,,1215.223999,759.334045,252.321518,,,,862.747009,689.971497,111.699234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,970.609741,663.434082,122.213562,884.109253,607.837402,113.001595,1181.752686,737.373413,399.544525,,,,,,,,,,1216.125610,758.897766,252.382935,,,,862.371155,694.069824,112.770920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,969.742249,665.905396,122.669968,883.804077,609.879578,113.155815,1182.254639,737.415955,399.600372,,,,,,,,,,1216.654541,758.517639,252.069565,,,,861.392822,697.837585,114.149757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,969.255554,668.211365,122.548409,883.140808,611.963745,113.605171,1182.672241,737.470825,399.611450,,,,,,,,,,1217.147949,758.069275,251.727264,,,,860.217041,701.550415,115.694366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,968.870605,670.411560,122.471657,882.516663,613.841858,114.449753,1182.922852,737.536072,399.412628,,,,,,,,,,1217.642700,757.716614,251.562149,,,,858.631958,705.222717,117.508301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,968.033142,672.026001,122.618675,881.783264,615.546265,114.608635,1183.398315,737.781494,398.679901,,,,,,,,,,1217.914551,757.394531,251.253952,,,,857.450134,708.458862,118.364792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,967.044312,673.822510,123.052147,881.480896,616.678650,114.461082,1183.713623,737.998413,398.109222,,,,,,,,,,1217.735596,757.447754,250.943741,,,,855.382813,711.287292,119.550873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,966.374207,675.196533,123.095856,881.275146,617.608582,114.351044,1184.122681,738.088440,397.794098,,,,,,,,,,1217.491943,757.569824,250.602661,,,,853.571594,713.991211,120.683495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,964.323792,676.605713,122.980064,880.802979,618.548950,114.480278,1184.510742,738.139160,397.575287,,,,,,,,,,1217.178345,757.757629,250.250595,,,,852.147278,716.786194,122.042290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,963.247803,678.181824,123.286369,880.144836,619.081055,114.518089,1184.656250,738.361816,397.289856,,,,,,,,,,1216.645996,757.994324,249.580170,,,,850.090637,719.005005,123.175751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,962.590271,679.262512,123.151146,879.501282,619.254089,114.295631,1184.714233,738.517944,396.898346,,,,,,,,,,1215.959473,758.393311,248.714462,,,,847.870300,721.068359,123.640831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,960.814514,680.423889,122.765450,879.056091,619.336060,114.350876,1184.760132,738.636353,396.312988,,,,,,,,,,1215.597656,758.737610,248.127426,,,,845.232300,722.863342,125.000626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,959.511047,680.932312,122.911728,878.285583,619.052979,114.410950,1184.619995,738.780945,395.560425,,,,,,,,,,1215.016968,759.124817,247.682831,,,,842.523804,724.581726,126.240677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,957.358337,682.004028,122.922699,876.771545,618.895325,114.790047,1184.458496,738.951782,394.702362,,,,,,,,,,1214.023438,759.508972,247.011169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,955.285217,682.970764,122.800858,875.500671,618.489075,114.612999,1184.427368,739.014771,394.186951,,,,,,,,,,1212.748901,760.109497,246.021454,,,,,,,837.153320,726.726379,127.315308,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,954.228638,683.606262,122.212051,875.054871,617.879639,114.525993,1184.174438,739.149780,393.609802,,,,,,,,,,1211.491455,760.556824,245.377457,,,,,,,834.922607,727.726807,126.938286,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,952.133240,684.273621,122.346115,874.453979,617.132141,114.065445,1183.700195,739.441040,392.894043,,,,,,,,,,1210.381714,760.796631,244.919739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,949.747131,684.325317,122.162842,873.413696,616.339722,113.736954,1182.995117,739.670593,392.156036,,,,,,,,,,1208.425903,761.197327,244.082245,,,,,,,,,,829.090271,728.844177,127.103546,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,947.542175,684.806641,121.790459,871.997864,615.629395,113.322044,1182.404785,739.828491,391.488373,,,,,,,,,,1206.913208,761.519897,243.022995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,945.665039,685.052673,121.206848,871.490601,614.202881,113.020836,1181.934814,739.928711,390.787964,,,,,,,,,,1205.624390,761.791687,241.898773,,,,,,,,,,,,,822.184937,728.909058,128.195984,,,,,,,,,,,,,,,,,,,,,
98,,,,944.082031,684.831116,120.773430,870.980957,613.004944,112.333893,1181.123413,740.250916,390.126831,,,,,,,,,,1204.238403,761.999695,241.022247,,,,,,,,,,,,,819.433167,728.128174,127.410378,,,,,,,,,,,,,,,,,,,,,
99,,,,941.504395,685.349304,120.345413,870.024719,612.105164,110.946449,1180.679810,740.322571,389.274170,,,,,,,,,,1202.635620,762.307861,240.267776,,,,,,,,,,,,,816.753723,727.628418,127.427841,,,,,,,,,,,,,,,,,,,,,
100,,,,939.374695,685.112732,120.565483,869.032227,611.044067,110.396072,1179.997192,740.466919,388.562164,,,,,,,,,,1200.423950,762.676880,239.285629,,,,,,,,,,,,,814.044617,727.350281,127.615707,,,,,,,,,,,,,,,,,,,,,
101,,,,937.170288,685.098572,120.131912,868.123352,609.678528,110.672684,1178.808960,740.794739,387.693237,,,,,,,,,,1198.538818,762.901917,238.667999,,,,,,,,,,,,,811.012085,727.298950,127.750183,,,,,,,,,,,,,,,,,,,,,
102,,,,935.086914,685.086121,119.516052,867.022949,609.042603,109.496994,1177.730713,740.913086,387.112701,,,,,,,,,,1196.927368,763.020386,237.606506,,,,,,,,,,,,,808.123230,727.429504,128.023422,,,,,,,,,,,,,,,,,,,,,
103,,,,933.236938,684.976685,118.372902,864.949768,608.565735,108.524483,1176.750610,740.924194,386.304352,,,,,,,,,,1194.820801,763.502380,236.264038,,,,,,,,,,,,,805.806946,726.280762,127.994980,,,,,,,,,,,,,,,,,,,,,
104,,,,930.928589,685.079224,118.312706,863.700195,607.850769,107.959465,1175.792603,740.930481,385.564331,,,,,,,,,,1193.225952,763.677124,235.865814,,,,,,,,,,,,,803.456055,725.350464,127.324165,,,,,,,,,,,,,,,,,,,,,
105,,,,928.377380,684.962646,118.250916,862.474976,606.934021,107.304436,1174.623291,741.136597,385.016418,,,,,,,,,,1191.158569,763.927185,235.220886,,,,,,,,,,,,,801.019714,724.662598,127.250954,,,,,,,,,,,,,,,,,,,,,
106,,,,926.291687,684.974548,118.139664,860.401306,606.267578,106.567650,1173.311523,741.278442,384.308105,,,,,,,,,,1189.027710,763.884277,234.046021,,,,,,,,,,,,,797.700256,724.793457,128.040894,,,,,,,,,,,,,,,,,,,,,
107,,,,923.610596,684.897827,118.140198,859.333496,605.303528,106.536652,1171.919067,741.276489,383.657043,,,,,,,,,,1187.908569,763.821716,233.427170,,,,,,,,,,,,,795.443970,724.477661,127.975929,,,,,,,,,,,,,,,,,,,,,
108,,,,921.409912,684.336487,118.276558,857.654175,604.836060,105.852753,1170.822876,741.326355,382.999695,,,,,,,,,,1185.258057,764.208191,232.304596,,,,,,,,,,,,,792.989319,722.450684,127.591652,,,,,,,,,,,,,,,,,,,,,
