Grasp120
Date:,2025/04/24
Time:,15:38:28
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
63,883.480225,707.144592,112.440407,,,,,,,1093.027832,855.422668,440.227875,836.734497,614.491943,87.813721,,,,755.840576,674.612549,108.586823,,,,1048.760010,872.276367,244.756058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,882.315308,705.990295,112.572632,,,,,,,1091.788086,855.099915,440.373322,835.659912,613.283875,87.590416,,,,755.711121,671.880981,108.243294,,,,1047.610718,871.630676,244.541763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,881.059387,704.970703,113.373398,,,,,,,1090.177979,855.002869,439.800781,834.327209,612.243591,87.854607,,,,755.467712,669.277039,107.756821,,,,1046.638672,871.144287,244.350601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,879.920410,704.217285,113.947021,,,,,,,1088.852905,854.919006,439.231628,832.941223,611.372314,88.399521,,,,755.290771,667.216370,107.570168,,,,1046.201050,870.532898,244.262253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,878.741577,703.438782,114.737617,,,,,,,1088.107178,854.809814,439.079407,831.720825,610.730347,89.205559,,,,755.171082,665.419495,107.392090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,877.502869,702.606323,115.586922,,,,,,,1086.587036,854.656006,439.025177,830.129089,609.721924,90.308548,,,,754.634888,663.928589,107.555573,,,,,,,1044.617554,870.132751,243.334366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,876.115051,702.073853,116.545990,,,,,,,1084.972046,854.600708,438.800140,828.735718,609.326721,90.697037,,,,753.256348,662.864441,107.392227,,,,,,,1043.382080,870.265259,243.293854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,874.384033,701.873596,117.406120,,,,,,,1083.585205,854.691467,438.563171,828.193542,609.772461,91.604233,,,,752.456604,661.956665,108.465149,,,,,,,1042.443726,870.108948,243.129868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,873.104858,701.650635,117.690041,,,,,,,1082.741089,854.768494,438.259125,827.278381,610.085938,92.501099,,,,750.885742,661.070679,109.245834,,,,,,,1041.761108,870.064453,242.961487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,871.778442,701.485962,118.011902,,,,,,,1081.304077,854.724548,438.018280,825.709595,609.875427,93.765701,,,,749.287659,660.625916,109.662857,,,,,,,1041.304565,870.084045,242.829559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,870.373413,701.070679,118.757347,,,,,,,1079.667236,854.838989,437.788971,824.382996,609.784851,95.381393,,,,748.277161,660.163452,110.382195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,868.641846,701.120667,119.782005,,,,,,,1078.508179,854.994690,437.917114,823.103149,609.109131,97.142693,,,,747.051941,659.869751,110.918663,,,,,,,,,,1038.327637,870.266907,242.887024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,867.167542,701.222778,120.793289,,,,,,,1077.515381,855.037109,437.920959,821.459412,606.327454,99.247604,,,,745.431030,659.728882,111.634094,,,,,,,,,,1037.270752,870.509827,242.824753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,865.925171,701.221436,121.868996,,,,,,,1076.261963,855.013306,437.759552,819.735535,605.185974,102.259949,,,,744.125793,659.403381,112.663155,,,,,,,,,,1036.491577,870.664673,242.752884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,864.841370,700.861572,122.651268,,,,,,,1074.535278,855.217102,437.524078,818.453735,605.609924,104.372383,,,,742.933411,659.313965,113.752678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,862.487427,701.159241,123.875519,,,,,,,1072.935059,855.413330,437.669830,816.881104,605.800964,106.187332,,,,740.991516,659.364807,115.566597,,,,,,,,,,,,,1033.302979,871.362183,242.947464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,860.011108,701.432922,124.719154,,,,,,,1071.928711,855.536804,437.748230,815.336487,605.767151,108.137070,,,,739.112732,659.090332,117.515015,,,,,,,,,,,,,1031.658936,871.640686,243.239304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,858.583496,701.444580,126.360321,,,,,,,1070.691528,855.521790,437.555878,813.606934,605.851929,110.243370,,,,737.572815,658.888977,118.764267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,856.722778,701.541870,127.420776,,,,,,,1068.713867,855.825195,437.510376,811.752014,605.711060,112.108017,,,,735.537292,658.753906,119.774551,,,,,,,,,,,,,,,,1028.591187,872.666199,243.409241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,854.770264,701.622925,128.175705,,,,,,,1067.244019,856.025513,437.577454,809.786926,605.718506,113.230614,,,,733.665344,658.688721,121.128098,,,,,,,,,,,,,,,,1026.601440,872.907288,244.003006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,853.396118,701.458801,129.079758,,,,,,,1066.283203,856.075195,437.678955,807.504150,605.776917,115.190155,,,,731.319519,658.666931,122.864700,,,,,,,,,,,,,,,,1025.354004,873.175720,244.283722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,850.499756,701.796265,130.687347,,,,,,,1064.377808,856.223267,437.693604,805.666687,605.644775,116.940796,,,,729.162170,658.475830,125.259430,,,,,,,,,,,,,,,,1023.894287,873.767883,244.290848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,848.325073,701.808350,131.927307,,,,,,,1062.560913,856.512207,437.748047,803.249817,605.735352,117.996376,,,,726.790710,658.217590,127.030960,,,,,,,,,,,,,,,,1022.001892,874.044678,244.292252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,845.163696,701.691345,133.566895,,,,,,,1061.293091,856.506653,437.640961,800.907898,605.699951,118.775574,,,,724.637207,658.269409,128.780365,,,,,,,,,,,,,,,,1019.702881,874.517761,244.704041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,843.127197,701.856934,135.321808,,,,,,,1059.799683,856.588379,437.910797,798.232605,605.922363,119.844490,,,,721.962341,658.319580,130.571716,,,,,,,,,,,,,,,,1017.483154,874.844238,245.394028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,840.469543,701.827698,136.175446,,,,,,,1058.007568,856.776001,438.035400,795.544006,606.102600,121.671715,,,,719.322266,658.385071,132.755142,,,,,,,,,,,,,,,,1015.058105,874.797363,246.020477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,837.388245,702.065247,137.610703,,,,,,,1056.475464,856.788452,437.712036,792.548828,606.160461,123.070610,,,,716.200378,658.516296,134.508469,,,,,,,,,,,,,,,,1013.040649,875.154846,246.295517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,834.755554,702.224609,138.902054,,,,,,,1054.393311,856.921204,438.022003,789.349243,606.490112,124.659531,,,,713.692871,658.583130,136.178406,,,,,,,,,,,,,,,,1011.033020,875.264404,246.587433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,831.878906,702.398132,139.701324,,,,,,,1052.476807,857.056274,438.255920,786.490906,606.428833,125.925453,,,,710.650879,658.905029,137.861313,,,,,,,,,,,,,,,,1008.411743,875.936096,246.744461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,828.604004,702.890259,141.332855,,,,,,,1050.879761,857.030334,438.152405,782.992554,606.891968,127.222977,,,,706.979248,659.337952,139.956940,,,,,,,,,,,,,,,,1006.296143,875.872803,247.338287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,825.476074,702.901855,143.044418,,,,,,,1048.636719,857.123596,438.227234,779.328918,607.333252,128.982224,,,,703.770325,659.553650,142.107071,,,,,,,,,,,,,,,,1003.327148,876.451111,247.871338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,821.797241,703.580444,143.727142,,,,,,,1047.135132,857.069275,438.356781,775.661438,607.678284,130.098419,,,,700.200195,659.947937,143.522018,,,,,,,,,,,,,,,,1000.701294,876.564941,248.218826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,817.942322,704.003235,145.416931,,,,,,,1045.257446,856.961243,438.392029,772.161865,608.227600,131.861145,,,,696.480591,660.583252,145.219330,,,,,,,,,,,,,,,,998.176575,876.847473,248.421387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,814.357910,704.144226,146.598175,,,,,,,1042.919556,856.946838,438.574799,768.169373,608.568665,133.706985,,,,692.788513,661.303833,147.086639,,,,,,,,,,,,,,,,995.297241,877.122070,248.448212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,810.982605,704.968262,147.815048,,,,,,,1041.692261,856.879578,438.526520,764.310486,608.959229,135.564255,,,,688.803467,662.106873,148.886292,,,,,,,,,,,,,,,,992.168457,877.470520,248.976868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,806.537659,705.413147,149.243271,,,,,,,1039.160400,856.985840,438.409637,760.119263,609.647339,136.723633,,,,684.496704,662.971191,150.626129,,,,,,,,,,,,,,,,989.419861,877.420776,249.327866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,802.570801,705.487549,150.288422,,,,,,,1036.936646,857.023804,438.289276,755.679077,610.160217,138.647339,,,,680.590759,663.822510,152.122360,,,,,,,,,,,,,,,,986.912659,877.486389,249.291870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,798.794128,706.059753,151.572998,,,,,,,1035.424927,856.746948,438.352783,751.275330,610.785950,140.153061,,,,676.484497,664.768433,153.459763,,,,,,,,,,,,,,,,983.312195,877.797668,249.688446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,794.841797,706.889709,152.760742,,,,,,,1032.895752,856.872620,438.255524,746.814026,611.627686,141.752060,,,,672.245544,665.639587,154.882828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,790.597900,707.406372,154.162415,,,,,,,1031.067139,856.723877,438.304047,742.395264,612.558228,143.263794,,,,667.919739,666.756409,156.704391,,,,,,,,,,,,,,,,,,,977.131470,877.484802,250.658508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,786.356445,707.599915,155.276581,,,,,,,1029.183838,856.539246,438.477844,737.910217,613.259888,144.201218,,,,663.932251,667.536194,158.004562,,,,,,,,,,,,,,,,,,,973.767212,877.357117,250.908798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,782.432800,707.970032,156.086365,,,,,,,1026.917725,856.517944,438.387299,733.127991,613.838074,145.200378,,,,659.444946,668.425659,159.168640,,,,,,,,,,,,,,,,,,,970.937744,877.304504,250.881683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,778.151001,708.651733,157.290359,,,,,,,1025.104370,856.184021,438.375610,728.443604,614.370056,146.253952,,,,655.028931,669.529358,160.768875,,,,,,,,,,,,,,,,,,,967.268860,877.203430,251.727036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,773.551514,708.989197,158.453644,,,,,,,1022.782654,856.255981,438.384674,723.544678,615.084717,147.739273,,,,650.432922,670.448975,162.019852,,,,,,,,,,,,,,,,,,,963.424622,876.840271,252.059708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,768.848816,709.446716,158.958176,,,,,,,1020.409790,856.017029,438.195587,718.857971,615.831482,148.692230,,,,645.774414,671.357056,163.474579,,,,,,,,,,,,,,,,,,,960.511169,876.885803,251.900620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,764.832825,709.554688,159.752304,,,,,,,1018.986389,855.750427,438.443817,714.117310,616.632080,149.432983,,,,641.049988,672.432129,165.295410,,,,,,,,,,,,,,,,,,,957.185730,876.659668,252.112885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,760.269165,709.910583,161.041885,,,,,,,1016.101807,855.918762,438.168152,708.843872,617.382996,150.121964,,,,636.154236,673.245789,166.350296,,,,,,,,,,,,,,,,,,,953.518066,876.336426,252.182297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,755.371704,710.446411,161.901245,,,,,,,1014.125977,855.643372,437.943298,703.684875,618.061890,150.755722,,,,631.622314,674.410217,166.660858,,,,,,,,,,,,,,,,,,,950.080322,876.166382,252.405182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,750.709595,710.617615,162.681961,,,,,,,1012.448425,855.377319,437.951782,698.571716,618.808472,151.514313,,,,627.200928,675.248535,167.516174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,746.228577,711.347839,162.698532,,,,,,,1009.794678,855.162598,437.670563,693.406860,619.386414,152.459015,,,,622.595032,676.168640,168.232025,,,,,,,,,,,,,,,,,,,,,,942.683655,875.729187,253.206497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,741.778381,712.158936,163.387024,,,,,,,1008.380066,854.886169,437.582733,688.677002,620.004822,152.956589,,,,617.898132,677.123474,169.070251,,,,,,,,,,,,,,,,,,,,,,939.186707,875.106812,253.344971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,737.504883,712.348633,163.561340,,,,,,,1005.515076,854.576111,437.316528,684.076904,620.728516,153.245895,,,,612.899780,678.101746,169.904572,,,,,,,,,,,,,,,,,,,,,,936.083313,874.572327,253.464386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,733.271362,712.538879,163.586594,,,,,,,1003.404724,854.407104,437.160004,679.055908,621.532959,153.532410,,,,607.969727,679.001953,170.379578,,,,,,,,,,,,,,,,,,,,,,932.191833,874.636475,253.809891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,728.354370,712.910095,164.267090,,,,,,,1001.331421,854.000000,437.119476,673.967407,622.456360,153.915619,,,,603.120239,680.116943,170.468735,,,,,,,,,,,,,,,,,,,,,,928.398560,874.201355,254.166855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,723.345215,713.496887,165.189957,,,,,,,998.543701,853.882507,436.914307,668.796082,622.974182,154.770538,,,,598.467651,681.109192,170.936813,,,,,,,,,,,,,,,,,,,,,,924.932861,873.832825,254.186264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,718.679626,714.340210,165.265244,,,,,,,997.102661,853.230164,436.821594,663.749573,623.431030,155.415817,,,,594.004028,681.974365,171.422821,,,,,,,,,,,,,,,,,,,,,,921.095520,873.629395,254.178070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,714.193726,714.951538,165.479050,,,,,,,994.400513,853.220947,436.249115,658.803101,624.309387,155.829391,,,,589.254517,682.946716,172.197495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,709.542297,715.232239,165.695480,,,,,,,992.027466,852.961426,436.422363,654.128052,625.179199,155.868408,,,,584.633545,684.004150,172.428085,,,,,,,,,,,,,,,,,,,,,,,,,914.253479,872.333801,254.156830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,705.041748,715.298279,165.685959,,,,,,,990.017273,852.509399,435.861664,649.553711,626.143005,155.483521,,,,580.362366,685.101318,172.479218,,,,,,,,,,,,,,,,,,,,,,,,,910.833008,871.600647,254.164749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,700.626892,715.946106,165.189102,,,,,,,987.126648,852.192993,435.995819,644.687622,626.706238,155.633484,,,,575.837646,685.996033,172.836441,,,,,,,,,,,,,,,,,,,,,,,,,906.837585,870.924927,254.515732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,696.478333,716.630127,165.200668,,,,,,,985.315491,851.711487,435.350128,639.681458,627.268005,155.597824,,,,571.139404,686.964233,173.334305,,,,,,,,,,,,,,,,,,,,,,,,,902.990173,870.667053,255.228943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,691.790833,716.931396,165.325928,,,,,,,982.613464,851.491089,435.286469,634.842285,627.783081,155.367645,,,,566.390442,687.947510,173.587814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,687.367859,717.129089,165.553162,,,,,,,980.055420,851.186890,435.165100,630.188538,628.427002,155.103317,,,,561.957520,688.802551,173.533478,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.886597,870.114197,255.173386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,683.553650,717.411926,165.399918,,,,,,,978.018982,850.705750,434.663330,625.484131,629.098999,155.036926,,,,557.828613,689.724304,173.450745,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.769958,869.095947,255.442505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,679.649231,717.917419,164.769409,,,,,,,975.444458,850.436279,434.409180,620.554016,629.592834,154.839966,,,,553.575012,690.946899,173.129822,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.444763,868.542053,255.032883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,675.102966,718.093262,164.576126,,,,,,,973.010620,849.882568,434.076813,615.868896,630.094727,154.139008,,,,548.940002,691.729858,173.085968,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.759827,868.165649,254.975311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,670.900024,718.531128,163.953476,,,,,,,970.700195,849.593262,433.791229,611.561340,630.883850,153.407593,,,,544.407227,692.312866,172.973404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,667.091309,718.716003,163.949860,,,,,,,968.089050,849.289612,433.657715,607.175293,631.704407,152.799911,,,,540.260742,693.245117,172.292099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.604736,866.987549,255.549637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,662.457031,719.135071,163.535492,,,,,,,965.941711,849.053650,433.275482,602.545044,632.188049,152.158752,,,,536.342468,694.136353,171.919037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,658.343262,719.691467,163.089020,,,,,,,963.291626,848.838379,432.915100,598.188782,632.766541,151.736191,,,,532.163086,695.098938,171.534576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.663696,865.938843,255.868118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,655.003113,719.897949,162.377960,,,,,,,960.930786,848.319275,432.744415,594.277283,633.601440,150.796600,,,,528.018799,695.873108,170.636490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.856628,864.812683,255.742966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,650.708069,720.026306,162.450394,,,,,,,958.630615,847.978638,431.940002,589.688538,634.241516,150.254166,,,,523.805359,696.560913,170.276962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.249634,864.308411,255.763077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,646.819641,720.388184,161.619797,,,,,,,956.108521,847.337585,432.079956,585.224060,634.722107,149.517853,,,,519.959839,697.439392,169.498016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.179077,863.694885,255.467850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,643.256897,720.985168,160.867966,,,,,,,953.728516,847.056824,431.393921,581.004944,636.380737,148.098679,,,,516.199402,698.103210,168.568115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.368713,863.520813,255.385712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,639.371399,721.156189,160.466766,,,,,,,951.859375,846.626099,431.068970,577.305542,636.317200,148.186539,,,,512.393005,698.884277,167.621185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.454407,862.744263,255.825577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,635.500977,721.626221,158.915924,,,,,,,949.360596,846.378662,430.830566,573.201843,636.452881,148.112793,,,,508.664459,699.603638,166.674301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.120850,861.975647,255.702332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,632.199707,721.741272,158.435196,,,,,,,947.154724,846.134277,430.603088,569.307617,637.014526,147.202332,,,,505.071167,700.578247,166.243240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.598450,861.036926,255.752762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,628.589722,722.095703,158.156723,,,,,,,945.099915,845.382385,429.804413,565.453491,637.518433,146.793137,,,,501.376343,701.405884,165.405853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.149353,860.853455,255.645691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,624.969666,722.645020,157.177261,,,,,,,942.900879,844.811646,429.886322,561.993347,637.974426,145.764847,,,,497.886658,702.065491,164.889313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.762817,860.018188,255.802826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,622.019287,722.537720,156.418137,,,,,,,940.346313,844.569275,429.163239,558.550598,638.338501,144.893921,,,,494.524017,702.720215,163.430405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.067627,859.483398,256.151794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,618.548340,723.123718,155.878769,,,,,,,938.999939,844.128357,428.659332,555.115051,638.815674,144.063263,,,,490.919891,703.163208,162.716934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
