PTP-1137
Date:,2025/04/22
Time:,16:45:09
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1
Field #,X,Y,Z
1,880.533875,633.151062,139.305283
2,880.533508,633.255066,139.313171
3,880.472595,633.370728,139.499802
4,880.404297,633.357483,139.592316
5,880.373901,633.472900,139.653656
6,880.352966,633.495239,139.707184
7,880.246582,633.521301,139.856003
8,880.202881,633.513550,140.043610
9,880.140076,633.579712,140.145493
10,880.029480,633.609985,140.279861
11,879.865723,633.574463,140.431992
12,879.789063,633.697815,140.569992
13,879.724854,633.710571,140.758865
14,879.617371,633.700745,140.895874
15,879.465881,633.713440,141.086472
16,879.339172,633.813049,141.244553
17,879.259338,633.812744,141.441986
18,879.130188,633.824158,141.614243
19,879.006470,633.909424,141.849228
20,878.892456,633.848328,142.147064
21,878.649536,633.918213,142.425217
22,878.493103,633.941772,142.732529
23,878.056091,633.902405,143.208618
24,877.732056,633.868408,143.627838
25,877.427612,633.894226,144.086884
26,877.195984,633.817078,144.865616
27,876.750427,633.630615,145.452576
28,876.429626,633.494324,146.093933
29,876.057922,633.412048,146.544846
30,875.757690,633.510803,146.717728
31,875.602173,633.650085,146.725281
32,875.371155,633.699890,147.072922
33,875.061768,633.596130,147.587326
34,874.768799,633.529541,148.078430
35,874.358398,633.479431,148.832245
36,873.871704,633.409668,149.800034
37,873.318665,633.366211,150.586395
38,872.704102,633.133728,151.662094
39,871.857605,632.854248,152.568039
40,871.129761,632.805664,152.896164
41,870.676819,632.960999,153.002106
42,869.995300,633.018921,153.893921
43,869.294922,632.937744,154.826340
44,868.562500,632.786133,155.633926
45,867.663696,632.671387,156.510345
46,866.700623,632.460327,158.192337
47,865.768494,632.495667,158.915009
48,864.898010,632.595886,159.429169
49,863.947937,632.567993,160.246948
50,862.875488,632.450317,161.307785
51,861.711365,632.405151,162.240082
52,860.646729,632.221252,163.840698
53,859.480835,632.433838,164.538040
54,858.064819,632.469543,165.359940
55,856.481628,632.245728,166.590103
56,855.202881,632.536743,166.913742
57,853.978882,632.660034,167.827805
58,852.141113,632.620667,168.969574
59,850.562012,632.786499,169.785446
60,849.639038,632.850769,170.520081
61,847.969116,632.906616,171.630630
62,846.084473,632.775146,173.516495
63,844.396484,633.143616,173.953247
64,842.585266,633.384705,174.686630
65,840.598999,633.187866,175.696991
66,838.822021,633.337708,176.154236
67,837.224060,633.507996,177.377747
68,835.334839,633.900208,177.917648
69,833.473755,634.250488,178.235580
70,831.311401,634.235229,179.749084
71,829.420654,634.603027,180.959579
72,827.383728,634.906311,181.461578
73,825.467712,635.087708,181.748276
74,823.291748,635.329041,182.299255
75,821.402405,635.449646,183.102493
76,819.089355,635.798096,184.056396
77,816.877075,636.101563,184.569962
78,814.892639,636.362610,185.394257
79,812.588440,636.549683,185.830109
80,810.250488,636.887390,186.371262
81,808.287476,637.092468,186.974426
82,805.744629,637.115723,187.825958
83,803.519470,637.563721,188.027771
84,801.544861,637.851440,188.478546
85,799.004639,638.076904,189.007080
86,796.696167,638.470642,189.789337
87,794.259216,638.459229,190.765747
88,791.857605,638.842224,190.539780
89,789.901917,638.914734,191.311600
90,787.280029,639.081360,191.654007
91,785.109436,639.488831,191.798431
92,782.799194,639.540161,192.598190
93,780.237366,639.917908,192.491684
94,778.187256,639.953491,193.402634
95,775.713013,640.314392,193.262451
96,773.612427,640.551453,193.486328
97,771.136169,640.563721,194.275375
98,768.685608,640.847717,194.266617
99,766.500610,640.750549,195.240051
100,763.974976,641.090210,195.036285
101,762.126953,641.396240,194.991821
102,759.817444,641.482361,195.130585
103,757.335449,641.379395,195.681885
104,755.316895,641.580383,195.609940
105,752.717834,641.556702,196.005630
106,750.795288,641.719604,196.305939
107,748.303528,641.994629,196.024826
108,746.339417,641.952637,196.827789
109,744.024109,642.234680,196.509430
110,741.809265,642.452820,196.373672
111,739.765198,642.603516,196.298294
112,737.828735,642.603516,195.735733
113,735.532471,642.668274,196.351303
114,733.491516,642.792725,196.341217
115,731.323975,642.513550,197.009659
116,729.149414,642.777771,196.533127
117,727.575867,642.896179,196.248825
118,725.445557,642.567383,196.702896
119,723.489929,642.668640,196.030258
120,721.886230,642.777832,195.596222
121,719.719543,642.733337,195.390549
122,718.129395,642.531860,195.535141
123,716.082703,642.462952,195.717087
124,714.219177,642.564392,195.046951
125,712.622864,642.643738,194.906998
126,710.835571,642.700134,194.496826
127,709.351990,642.623535,194.223160
128,707.131348,642.415833,194.149658
129,705.613403,642.572937,193.558792
130,704.244263,642.675049,193.224442
131,702.251343,642.617249,193.191833
132,700.641907,642.391785,193.470947
133,699.269836,642.453613,192.653885
134,697.709534,642.622253,191.798798
135,695.956970,642.558228,191.535049
136,694.503418,642.584778,191.147217
137,693.195435,642.505005,190.930237
138,691.427307,642.126465,191.075317
139,689.907288,641.849121,190.725250
140,688.737915,642.071533,189.386185
141,687.243408,642.194885,188.675644
142,685.799561,642.096741,188.544632
143,684.414856,641.927979,187.856552
144,682.931641,641.964355,187.550293
145,681.699829,641.892944,187.135071
146,680.308777,641.567871,186.846909
147,679.007568,641.773315,185.942154
148,677.621460,642.002686,185.472992
149,675.914612,641.863220,185.854782
150,674.997620,641.754395,185.406708
151,673.723267,641.893188,184.577988
152,672.285339,642.101379,183.370758
153,671.276917,642.318848,182.779282
154,670.169128,642.229797,182.286835
155,668.827271,642.232544,181.974274
156,667.536072,642.224243,181.381165
157,666.291809,642.264282,180.663315
158,665.507996,642.236145,180.236954
159,664.392212,641.992371,179.972595
160,662.659546,642.125488,179.061752
161,661.718811,642.420959,178.477921
162,660.816833,642.306458,178.221680
163,659.904053,642.262024,177.803314
164,658.805603,642.278992,177.152191
165,657.606079,642.625977,176.038788
166,656.529114,642.804199,175.212753
167,655.641113,642.600464,175.015167
168,654.718262,642.502991,174.641037
169,653.685608,642.481018,173.891113
170,652.671814,642.585571,173.223877
171,651.864990,642.964355,171.990021
172,650.972107,643.053040,171.373383
173,649.967285,643.012878,171.340179
174,648.989319,642.998718,170.931854
175,648.118286,643.021545,170.156631
176,647.326782,643.513000,168.642487
177,646.796753,643.684448,167.814026
178,646.055908,643.663818,167.236633
179,645.075806,643.712463,166.451309
180,644.270325,643.830261,165.743866
181,643.334229,643.813965,165.152771
182,642.506104,644.040588,164.315308
183,641.988464,644.295471,163.709076
184,641.397949,644.368103,163.382172
185,640.772156,644.433655,162.711029
186,640.183960,644.658752,161.428772
187,639.589172,644.814209,160.675659
188,638.833008,644.822815,160.490128
189,638.058594,644.663452,159.824036
190,637.423889,644.801086,159.235199
191,637.236328,644.836182,158.893219
192,636.613770,644.891174,158.288284
193,636.020874,645.302612,156.700699
194,635.603271,645.597595,155.859924
195,635.282349,645.673035,155.589478
196,634.707703,645.743469,155.165588
197,634.206604,645.820007,154.542130
198,633.820923,645.855957,153.666702
199,633.424255,645.916077,152.729675
200,633.174072,645.696777,152.202011
201,632.686768,645.385132,151.712616
202,632.317261,645.341797,151.212799
203,631.862732,645.469971,150.714661
204,631.556458,645.606995,149.967499
205,631.391785,645.606018,149.254196
206,631.012878,645.546204,147.937698
207,630.698364,645.470093,147.056747
208,630.299683,645.353516,146.534958
209,629.907837,645.230591,146.070908
210,629.607361,645.137024,145.821228
211,629.336060,644.981934,145.016388
212,629.051208,645.118835,143.883179
213,628.825745,645.336182,142.858002
214,628.496765,645.246094,141.948151
215,628.394836,645.238525,141.279205
216,628.347229,645.395630,140.350449
217,628.177551,645.505920,139.309662
218,628.030640,645.553955,138.402008
219,627.726318,645.720825,137.446899
220,627.524658,645.919739,136.903091
221,627.344971,646.121948,136.206009
222,627.445190,646.324463,135.190948
223,627.147217,646.336365,134.352646
224,627.009338,646.520996,133.161713
225,626.924683,646.839539,132.322342
226,626.969849,646.973938,131.939957
227,626.940735,647.062683,131.773544
228,626.658569,647.110229,131.575684
229,626.487793,647.110901,131.327805
230,626.230347,647.056763,131.119766
231,625.939941,646.985901,131.108276
232,625.674377,646.895142,131.084152
233,625.364685,646.824158,130.991104
234,625.201965,646.693726,130.737701
235,624.968506,646.567322,130.639038
236,624.757141,646.561401,130.653549
237,624.503479,646.539429,130.649323
238,624.378967,646.571045,130.511536
239,624.388000,646.591919,130.376648
240,624.281067,646.784851,130.134583
241,624.146973,646.972656,129.917206
242,624.055115,646.998291,129.856918
243,624.073181,647.069153,129.918243
244,624.126038,647.166992,129.850647
245,624.061707,647.189148,129.827515
246,624.070496,647.286621,129.844604
247,623.857849,647.074158,129.862122
248,624.042847,647.239624,129.904465
249,624.109741,647.398560,129.917618
250,624.065430,647.427917,129.929688
251,624.099182,647.410889,129.942719
252,624.114807,647.439636,130.017349
253,624.044006,647.466797,130.068527
254,624.046082,647.551208,130.109558
255,624.048828,647.574707,130.149017
256,624.113281,647.580017,130.228348
257,624.108643,647.579712,130.271057
258,624.064819,647.602722,130.280197
259,624.037231,647.682068,130.315399
260,624.047852,647.715027,130.335068
261,624.047791,647.722107,130.375122
262,624.126099,647.649841,130.515793
263,624.136963,647.643799,130.496872
264,624.202271,647.637817,130.540176
265,624.231628,647.597412,130.604279
266,624.211670,647.639099,130.565765
267,624.259155,647.534729,130.582657
268,624.344604,647.502197,130.620987
269,624.386292,647.511658,130.608994
270,624.482422,647.489136,130.551819
271,624.555298,647.472229,130.486160
272,624.663025,647.366882,130.510757
273,624.834045,647.328186,130.460587
274,624.989014,647.311951,130.367126
275,625.103394,647.187195,130.345215
276,625.257751,647.147949,130.222214
277,625.369568,647.055359,130.191666
278,625.565857,647.010010,130.116898
279,625.740295,646.898438,130.107452
280,625.896362,646.875671,130.021042
281,626.040100,646.771484,129.957764
282,626.148438,646.654602,129.848282
283,626.250061,646.632935,129.736053
284,626.039612,646.627258,130.011658
285,626.301941,646.513794,129.822662
286,626.474915,646.503235,129.619568
287,626.575745,646.516663,129.539474
288,626.577271,646.519592,129.543304
289,626.560364,646.514709,129.562820
290,626.563354,646.504089,129.524490
291,626.571411,646.505676,129.508774
292,626.572754,646.507080,129.508652
293,626.561829,646.514404,129.557541
294,626.475708,646.529968,129.502350
295,626.430115,646.529236,129.510773
296,626.422180,646.528564,129.534698
297,626.310547,646.435364,129.537933
298,626.243347,646.423462,129.566849
299,626.159912,646.437927,129.627625
300,626.066101,646.352173,129.628021
301,625.957825,646.249268,129.695633
302,625.819763,646.225464,129.648010
303,625.733276,646.153198,129.753754
304,625.693054,646.160706,129.516479
305,625.665161,646.075256,129.439758
306,625.563782,646.016174,129.486740
307,625.463196,645.902710,129.578125
308,625.421265,645.869629,129.623184
309,625.354980,645.789001,129.679230
310,625.211121,645.741394,129.844345
311,625.165161,645.677063,129.759445
312,625.173523,645.591980,129.731857
313,625.162903,645.510193,129.886459
314,625.114624,645.480896,129.911621
315,625.075623,645.372864,130.026917
316,625.041809,645.306030,130.082458
317,625.042786,645.278625,130.272003
318,625.030823,645.210938,130.164734
319,625.031860,645.209839,130.135391
320,625.128723,645.234131,130.107147
321,625.139893,645.216614,130.067184
322,625.179565,645.224792,130.075912
323,625.145447,645.206116,130.030319
324,625.215332,645.133789,130.013657
325,625.246582,645.115662,129.906647
326,625.296509,645.109619,129.902771
327,625.337524,645.143921,129.858963
328,625.363342,645.093323,129.764816
329,625.391052,645.043274,129.825134
330,625.381348,644.964783,129.946594
331,625.371521,644.886475,129.858185
332,625.383057,644.884949,129.817078
333,625.427979,644.850159,129.881393
334,625.404785,644.737915,129.896057
335,625.354248,644.681519,129.990494
336,625.355591,644.620117,130.116547
337,625.287598,644.527527,130.144562
338,625.274353,644.515686,130.144287
339,625.280334,644.551758,130.049301
340,625.319824,644.521118,130.095459
341,625.305664,644.469727,130.207001
342,625.254639,644.502747,130.175858
343,625.263367,644.449829,130.168289
344,625.270752,644.508301,130.147202
345,625.291016,644.542236,130.138779
346,625.278381,644.527222,130.136505
