Trial05
Date:,2025/04/01
Time:,13:50:55
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1
Field #,X,Y,Z
1,355.098389,682.969727,101.196465
2,355.133728,682.968445,101.168777
3,355.156799,682.962708,101.157959
4,355.137909,682.967957,101.165436
5,355.147583,682.946106,101.073715
6,355.159912,682.949890,101.053543
7,355.224182,682.940735,101.095047
8,355.239349,682.935120,101.099846
9,355.235016,682.943054,101.121819
10,355.257965,682.954041,101.208092
11,355.312531,682.911316,101.272575
12,355.331116,682.875854,101.271461
13,355.352692,682.832092,101.358322
14,355.352570,682.827637,101.394791
15,355.283905,682.843811,101.541321
16,355.334015,682.758911,101.580826
17,355.296112,682.749695,101.672935
18,355.264740,682.715759,101.651436
19,355.170105,682.670715,101.819695
20,355.045990,682.695068,102.129379
21,354.668091,682.608887,102.691872
22,354.327026,682.530640,103.017586
23,354.094604,682.420044,103.318237
24,353.855652,682.367249,103.704041
25,353.653137,682.264832,103.981339
26,353.400513,682.126587,104.302193
27,353.090271,682.037354,104.770088
28,352.903595,681.925171,105.261749
29,352.688568,681.682495,105.774567
30,352.542603,681.537781,106.298103
31,352.396332,681.370911,106.739784
32,352.357422,681.153992,107.235336
33,352.169708,680.941162,107.642891
34,352.002167,680.677673,108.148705
35,351.795746,680.367371,108.802483
36,351.411957,679.946350,109.670174
37,351.177460,679.502686,110.381020
38,350.779022,679.017212,111.063148
39,350.553223,678.659119,111.934288
40,350.318481,678.092957,112.728065
41,350.027313,677.564209,113.600693
42,349.775177,676.780884,114.448463
43,349.501221,676.002441,115.291733
44,349.182098,675.087341,116.272758
45,348.986633,674.127075,117.564240
46,348.791290,672.648743,118.693871
47,348.494659,671.517273,119.788910
48,348.422546,670.147400,120.671501
49,347.986908,668.481445,121.868805
50,347.526337,666.893555,123.346313
51,347.298767,664.984802,124.796898
52,347.037140,663.065002,126.209488
53,346.519379,661.161560,127.649361
54,346.172333,658.654236,128.918274
55,345.825073,656.535461,130.130508
56,345.577972,654.231506,131.991898
57,345.460815,651.464844,133.187012
58,345.109833,648.649170,134.574402
59,344.833618,645.847046,135.762146
60,344.522583,643.010437,137.195847
