PTP12
Date:,2000/01/01
Time:,00:00:00
Type:,
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1
Field #,X,Y,Z
1,260.048157,669.072388,124.893738
2,260.047546,669.077637,124.908646
3,260.052612,669.073486,124.888512
4,260.054718,669.073242,124.882187
5,260.049286,669.072632,124.891464
6,260.069641,669.075623,124.878326
7,260.052094,669.073120,124.889351
8,260.043549,669.069153,124.907471
9,260.087646,669.069214,124.871826
10,260.077881,669.076233,124.868980
11,260.067383,669.076050,124.881905
12,260.084229,669.001953,124.877869
13,260.117126,668.988403,124.947403
14,260.127289,668.987549,124.942482
15,260.136627,668.989258,124.996506
16,260.116425,668.990662,124.965324
17,260.164368,668.958374,125.025421
18,260.103638,668.877686,124.994583
19,260.113312,668.892273,125.056320
20,260.162445,668.877197,125.067947
21,260.133575,668.856995,125.083069
22,260.133759,668.836243,125.106979
23,260.124084,668.858826,125.116165
24,260.113556,668.842163,125.145279
25,260.111450,668.838013,125.151649
26,260.126556,668.770020,125.164886
27,260.121674,668.826233,125.127808
28,260.118408,668.764893,125.101921
29,260.108673,668.762878,125.151764
30,260.117432,668.768616,125.194901
31,260.111664,668.834106,125.158791
32,260.112976,668.843323,125.144989
33,260.171783,668.827942,125.188652
34,260.190674,668.824707,125.185707
35,260.190247,668.825806,125.180603
36,260.218933,668.809448,125.268005
37,260.260895,668.823914,125.256424
38,260.326630,668.815308,125.377853
39,260.367035,668.800903,125.414459
40,260.382629,668.799133,125.423492
41,260.433777,668.792908,125.497520
42,260.510376,668.785095,125.559944
43,260.588531,668.772400,125.596222
44,260.705719,668.764404,125.610130
45,260.739868,668.678650,125.759209
46,260.758301,668.647644,125.881195
47,260.727539,668.441528,126.090813
48,260.638092,668.229309,126.226913
49,260.627930,667.942871,126.391037
50,260.381836,667.633789,126.601212
51,260.160217,667.265076,126.801979
52,259.895020,666.859131,127.135025
53,259.683746,666.518250,127.430359
54,259.406342,666.063965,127.651176
55,259.193115,665.615540,127.927582
56,258.486359,664.902832,128.844711
57,257.910248,663.971069,129.714996
58,257.350342,663.057129,130.612778
59,256.910675,662.452576,131.001236
60,256.364014,661.554321,131.716690
61,255.458252,660.282288,133.168503
62,254.820587,659.313843,134.218552
63,254.264450,658.054688,135.251938
64,253.855011,656.768066,136.214417
65,253.017166,655.499329,137.596085
66,252.293716,653.731140,138.917603
67,251.865952,652.458618,139.959778
68,251.175369,650.463318,141.294815
69,250.682465,649.003784,142.623550
