PTP204
Date:,2025/04/08
Time:,13:16:57
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1
Field #,X,Y,Z
1,256.162018,672.602661,118.506378
2,256.200714,672.587219,118.497780
3,256.222809,672.594116,118.573410
4,256.217560,672.593994,118.594849
5,256.231598,672.512329,118.733009
6,256.260040,672.492432,118.874123
7,256.257751,672.447754,119.089081
8,256.312164,672.365356,119.322983
9,256.328522,672.250183,119.587212
10,256.293427,672.103943,119.830452
11,256.299103,671.855225,120.107689
12,256.214020,671.481934,120.425705
13,256.087219,671.127136,120.876740
14,255.942581,670.520508,121.119392
15,255.743515,670.005920,121.379333
16,255.462708,669.326782,121.873161
17,255.062424,668.463867,122.633301
18,254.628494,667.342651,123.269829
19,254.300827,666.476624,123.691826
20,254.076950,665.441101,124.104286
21,253.422745,664.057007,125.061371
22,252.929321,662.867554,125.955742
23,252.284210,661.042969,126.937759
24,251.895889,659.445435,127.656136
25,251.183121,657.530273,128.774338
26,250.560104,655.676819,130.066895
27,250.015427,653.496765,131.292374
28,249.504517,651.067566,132.437683
29,248.858414,648.907410,133.833527
30,248.006042,646.353760,135.530838
31,247.395111,643.797852,136.901886
32,246.754074,641.063721,138.415863
33,246.154449,638.254761,140.238922
34,245.933777,635.329895,141.579376
35,245.297974,632.522644,143.325378
36,244.685486,629.569519,145.031967
37,244.205872,626.367615,146.499695
38,243.905151,623.371155,148.475357
39,243.590302,620.059082,150.247986
40,243.154327,616.556580,151.558685
41,242.337677,613.425964,153.130966
42,241.989090,609.757568,155.110840
43,241.899368,606.329224,156.576218
44,241.520966,602.697083,158.107254
45,241.220169,599.156616,159.403152
46,240.690277,595.623291,161.174500
47,240.643616,591.963745,162.305649
48,240.229706,588.154785,163.777023
49,240.035309,584.349609,164.727371
50,240.022171,580.418884,165.609055
51,239.922043,576.894775,166.563110
52,240.000870,573.464661,167.356979
53,239.728699,569.916870,168.292038
54,239.752548,566.186646,169.027451
55,239.877426,562.648804,169.439911
56,240.150162,559.099548,169.977844
57,240.127640,555.645203,170.285233
58,240.142670,552.189575,170.626221
59,240.306381,548.693604,170.741974
60,240.331421,545.332214,171.118896
61,240.567520,541.955200,171.128769
62,240.566956,538.629089,171.071869
63,240.570755,535.355225,171.260406
64,240.741226,532.112183,170.899307
65,240.448380,528.847473,170.595795
66,240.806305,525.587158,170.371140
67,240.903839,522.458618,169.849426
68,240.796951,519.261475,169.626083
69,240.784912,516.318115,169.695633
70,240.885376,513.374878,169.333817
71,241.070053,510.549866,168.762604
72,241.289688,507.824829,168.119202
73,241.352173,505.284698,167.854813
74,241.999176,502.689270,167.234329
75,242.192657,499.824890,166.152298
76,242.298737,497.531433,165.816132
77,242.725174,495.103027,165.486801
78,243.010971,492.586884,164.511612
79,243.134125,490.512909,163.838394
80,243.556122,488.506622,162.970047
81,244.020081,486.027069,161.978043
82,243.917587,483.938995,161.460480
83,244.102661,481.879578,160.994232
84,244.692398,479.753815,160.252686
85,245.136627,477.794800,159.042160
86,245.164139,476.012054,158.416092
87,245.416534,473.981537,157.880692
88,245.793091,471.945892,156.910461
89,245.838211,470.054626,156.322647
90,245.991333,468.666382,155.928558
91,246.438385,466.818665,155.247543
92,246.839218,465.282074,154.000473
93,247.146286,463.389984,153.421783
94,247.229385,462.041565,152.974411
95,247.351959,460.441864,152.353302
96,247.751266,458.973541,151.472504
97,248.164536,457.700958,150.793777
98,248.518311,456.207184,149.995712
99,248.891083,455.139862,149.389099
100,249.267654,453.634064,148.829605
101,249.618576,452.264526,148.230774
102,250.045853,451.406830,147.297058
103,250.453674,450.243164,146.826859
104,250.726212,449.128418,146.266510
105,251.209534,448.134033,145.532730
106,251.707779,446.912048,144.788300
107,251.934052,445.756287,144.119354
108,252.220688,444.731995,143.785995
109,252.501312,444.016937,143.216553
110,252.822845,443.048004,142.548264
111,253.179474,442.061035,141.772644
112,253.708603,441.122467,140.901184
113,254.165314,440.161743,140.200668
114,254.517914,439.317047,139.915558
115,254.799576,438.605042,139.262115
116,255.015930,438.089539,138.336472
117,255.367188,437.282867,137.459229
118,255.922958,436.579498,136.845673
119,256.299133,435.743652,136.464172
120,256.588684,434.859344,135.942322
121,257.080109,434.337769,135.309219
122,257.281525,433.924133,134.907822
123,257.608215,433.357697,134.100494
124,257.987274,432.747711,133.304855
125,258.563232,432.046204,132.729370
126,258.978210,431.332184,131.971939
127,259.219818,430.737396,131.596390
128,259.571320,430.371887,131.125519
129,259.899292,429.940918,130.582840
130,260.256073,429.487640,129.730438
131,260.809784,429.012207,129.107681
132,261.040680,428.610931,128.605179
133,261.452179,428.179657,127.857559
134,261.942444,427.850281,127.287292
135,262.382843,427.436676,126.774879
136,262.740631,427.104858,126.300438
137,263.237671,426.671509,125.507011
138,263.658691,426.238373,124.962280
139,264.068115,425.884766,124.603706
140,264.444580,425.649994,123.586060
141,264.652069,425.559998,123.106873
142,264.806244,425.351532,122.911232
143,265.100281,425.000092,122.827545
144,265.383209,424.715576,122.734299
145,265.827789,424.365112,122.694504
146,266.187927,424.115570,122.700371
147,266.578674,423.763336,122.649384
148,266.974670,423.510925,122.640144
149,267.420441,423.232849,122.685020
150,267.745300,422.955505,122.575554
151,267.850098,422.779205,122.498695
152,267.998383,422.595398,122.478981
153,268.104675,422.395782,122.463036
154,268.167023,422.216461,122.489548
155,268.196167,422.003571,122.503265
156,268.337555,421.757874,122.451286
157,268.420135,421.594421,122.438446
158,268.272797,421.578583,122.549805
159,268.335144,421.436127,122.612686
160,268.372101,421.276794,122.698868
161,268.385223,421.252167,122.685349
162,268.403687,421.221130,122.776787
163,268.418091,421.112701,122.811348
164,268.357422,421.125153,122.794899
165,268.298676,421.137817,122.784485
166,268.312439,421.127319,122.783112
167,268.288544,421.158173,122.839691
168,268.237335,421.223358,122.841080
169,268.173340,421.198792,122.801315
170,268.096710,421.291351,122.773132
171,268.038513,421.353851,122.792023
172,267.927338,421.404877,122.775658
173,267.929901,421.447632,122.823380
174,267.889526,421.454071,122.872513
175,267.874786,421.442169,122.900574
176,267.798035,421.452850,122.854218
177,267.777618,421.387451,122.888565
178,267.754913,421.453003,122.890785
179,267.775085,421.462036,122.925713
180,267.669617,421.517944,122.951324
181,267.648071,421.552521,122.946968
182,267.632690,421.580963,122.984001
183,267.638885,421.668152,122.972054
184,267.589539,421.654938,122.974998
185,267.590485,421.709595,122.963303
186,267.566803,421.753204,122.962936
187,267.579773,421.802795,122.957970
188,267.552124,421.840668,122.972382
189,267.538177,421.872040,122.997734
190,267.533051,421.910858,122.985054
191,267.469391,421.987579,122.946472
192,267.468048,422.042419,122.943039
193,267.445923,422.096405,122.931145
194,267.393188,422.112946,122.891747
195,267.347107,422.184326,122.915733
196,267.342560,422.192688,122.924103
197,267.336639,422.261566,122.876717
198,267.243591,422.269684,122.849594
199,267.193634,422.301788,122.895874
200,267.155701,422.270142,122.859856
201,267.196777,422.286804,122.784821
202,267.207428,422.292419,122.770378
203,267.171875,422.263092,122.814247
204,267.211945,422.249329,122.781570
205,267.198151,422.257416,122.832619
206,267.217560,422.247681,122.837730
207,267.248474,422.187469,122.816727
208,267.229950,422.177765,122.848259
209,267.192078,422.158600,122.843102
210,267.237823,422.148285,122.794998
211,267.225983,422.073914,122.829498
212,267.164673,422.087433,122.779068
213,267.135223,422.094238,122.803062
214,267.112305,422.082336,122.800308
215,267.083313,421.993408,122.714149
216,267.114441,421.993683,122.705551
217,267.114136,421.999420,122.689911
218,267.094635,421.981445,122.673691
219,266.958679,421.961761,122.664566
220,266.943970,421.984497,122.656921
221,266.938416,421.900238,122.682091
222,266.948669,421.870544,122.632713
223,266.952820,421.873383,122.618988
224,266.978271,421.870728,122.631714
225,266.889771,421.822327,122.610832
226,266.901276,421.816711,122.634781
227,266.865936,421.795135,122.571953
228,266.840210,421.783539,122.566391
229,266.865295,421.783356,122.524986
230,266.800415,421.791199,122.501015
231,266.812286,421.794342,122.465935
232,266.810913,421.720673,122.449394
233,266.770966,421.791382,122.406693
234,266.747284,421.812378,122.387512
235,266.745605,421.833679,122.384193
236,266.676910,421.838806,122.363762
237,266.625061,421.813416,122.276176
238,266.602356,421.834869,122.238014
239,266.586792,421.854706,122.269066
240,266.501007,421.847198,122.190346
241,266.541412,421.852112,122.193604
242,266.541534,421.881622,122.195953
243,266.523193,421.875458,122.204994
244,266.520325,421.872345,122.207626
245,266.536621,421.882446,122.198303
246,266.521301,421.913361,122.188416
247,266.536224,421.888184,122.194527
248,266.523926,421.871948,122.205528
249,266.536133,421.881439,122.199165
250,266.548401,421.877808,122.194969
251,266.537292,421.887512,122.169212
252,266.523010,421.875000,122.199760
253,266.536865,421.858795,122.204796
254,266.548370,421.874146,122.197128
255,266.524689,421.873962,122.203987
256,266.536621,421.859802,122.202827
257,266.524963,421.847778,122.210030
258,266.471527,421.859558,122.173683
259,266.487701,421.864166,122.128128
260,266.471832,421.886230,122.155518
261,266.448975,421.869415,122.079987
262,266.398346,421.879822,122.023201
263,266.370667,421.892242,122.028488
264,266.375732,421.887085,122.012238
265,266.395874,421.901886,122.088608
266,266.391541,421.941559,122.088837
267,266.375092,421.930908,122.001610
268,266.398438,421.919159,121.975983
269,266.402283,421.937378,122.044281
270,266.406708,421.935089,122.009697
271,266.428436,421.955017,121.971886
272,266.476990,421.951233,122.028946
273,266.396942,421.954132,121.998299
274,266.420319,421.979980,121.968315
275,266.423431,421.989105,121.985886
276,266.433380,422.061371,122.071686
277,266.428101,422.061432,121.991707
