PTP315
Date:,2025/04/08
Time:,13:38:00
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1
Field #,X,Y,Z
1,233.286209,671.390747,107.224632
2,233.038788,670.934326,107.729729
3,232.836700,670.383911,108.119453
4,232.643600,669.746704,108.445618
5,232.328613,669.161133,108.944633
6,231.994202,668.721436,109.606697
7,231.700790,668.048523,110.206451
8,231.280243,667.101379,110.888123
9,231.207779,666.021423,111.587631
10,231.119904,665.015991,112.132538
11,231.015854,663.834534,112.602768
12,230.948792,662.636230,113.375389
13,231.099991,661.594666,114.050301
14,230.855515,659.983826,115.150291
15,230.659286,658.598633,116.002380
16,230.463470,656.837402,116.589104
17,230.787506,655.082947,117.401657
18,231.117905,653.112122,118.173340
19,231.453888,651.258911,118.932228
20,231.468948,649.142578,119.651207
21,231.373215,646.745178,120.413612
22,231.489838,644.635498,121.600250
23,231.544327,642.105286,122.834488
24,231.525085,639.356934,123.814674
25,231.634872,636.536987,124.310867
26,231.971268,634.035156,124.848602
27,232.447296,631.095398,125.519325
28,232.689316,628.301392,126.201118
29,232.775238,625.333618,126.533203
30,233.007111,622.239990,127.048393
31,233.233307,619.094299,127.867676
32,233.429718,615.977905,129.046417
33,233.311279,612.531738,129.705750
34,233.506897,609.244141,129.868805
35,233.905518,605.953247,130.327118
36,234.397751,602.362610,130.929062
37,234.273254,598.709717,131.585312
38,234.263428,595.091003,131.585175
39,234.759689,591.320313,131.880783
40,235.078049,587.663086,132.277222
41,235.351852,584.006104,132.702682
42,235.459473,580.440613,132.874374
43,235.495178,576.733032,132.988831
44,235.727020,573.157532,133.111786
45,236.250549,569.181824,133.327621
46,236.457367,565.356323,133.328720
47,236.774933,561.435059,133.143250
48,236.664871,557.787598,133.369476
49,236.953918,554.249390,133.198196
50,237.190735,550.466187,132.831665
51,237.511093,546.537781,133.007843
52,237.273483,542.618652,133.600235
53,237.803375,538.759277,133.082123
54,237.710297,535.212219,132.993240
55,237.713577,531.561523,132.872757
56,237.735321,527.947571,132.446289
57,237.872681,524.356812,132.333206
58,237.716049,520.976196,132.488434
59,237.995911,517.397827,132.246292
60,238.369507,513.589905,131.886230
61,238.368988,510.313690,131.982239
62,238.746414,506.806702,131.712860
63,238.698425,503.549683,131.459137
64,238.688690,500.322357,131.332611
65,238.837601,497.143158,130.698181
66,238.817474,494.019501,130.249115
67,238.780960,490.754425,130.119232
68,238.740631,487.898926,129.454773
69,238.800064,484.708008,129.047028
70,238.895859,481.644897,128.837509
71,238.499985,479.078308,128.816360
72,238.475555,475.799225,128.141876
73,238.300125,472.963684,127.999275
74,238.067108,470.329620,128.004776
75,237.774841,467.689850,127.557159
76,237.603348,465.181610,127.200569
77,237.519806,462.589874,127.075768
78,237.207108,460.174591,126.849640
79,237.373199,457.817413,126.393837
80,237.502304,455.920288,125.767105
81,237.537903,453.548767,125.066063
82,237.438660,451.869629,124.789383
83,237.816864,449.852661,124.087830
84,238.116364,447.608398,123.102097
85,238.172318,446.056763,122.794830
86,237.956879,444.357758,122.711349
87,237.890472,442.559265,122.265877
88,237.918640,440.735443,121.456787
89,237.924454,439.104736,121.219757
90,237.923630,437.374176,120.448967
91,237.859131,436.074524,119.884727
92,237.763092,434.450531,119.022354
93,237.742462,432.830048,118.085632
94,237.658463,431.792664,117.271027
95,237.518692,430.297119,116.817604
96,237.675720,428.960724,115.974480
97,237.766403,427.984161,114.772484
98,237.802444,427.077515,114.029221
99,238.050980,426.097443,113.155907
100,238.464447,425.426605,111.653175
101,238.607300,424.832733,110.627266
102,238.845230,424.389099,109.600258
103,238.680313,424.030090,108.443398
104,237.801529,423.576752,107.515411
105,237.443588,422.993164,106.881027
106,237.228943,422.523163,106.421356
107,237.243042,422.200500,105.855766
108,237.218643,422.010895,105.460175
109,237.248596,421.825439,105.133347
110,237.278793,421.706024,104.981300
111,237.347900,421.630524,105.027245
112,237.412109,421.511230,105.070808
113,237.458237,421.409241,105.168198
114,237.607361,421.214233,105.327766
115,237.687714,421.094055,105.429123
116,237.788544,420.934265,105.652473
117,237.921295,420.804962,105.858246
118,237.980423,420.630127,105.983841
119,238.229050,420.479919,106.089828
120,238.308426,420.376495,106.214264
121,238.194214,420.321930,106.249329
122,238.296555,420.273407,106.256363
123,238.317444,420.291962,106.244354
124,238.177231,420.315918,106.247932
125,238.084167,420.302185,106.179375
126,238.024719,420.394867,106.060959
127,237.965042,420.483612,105.944809
128,237.868896,420.519165,105.877808
129,237.934280,420.586060,105.797012
130,237.779037,420.701599,105.633072
131,237.678970,420.818298,105.477692
132,237.611938,420.927460,105.382484
133,237.550995,421.029327,105.274300
134,237.516953,421.082001,105.149231
135,237.442230,421.160980,105.031288
136,237.374756,421.207214,104.948639
137,237.330673,421.312653,104.870552
138,237.297760,421.328918,104.756912
139,237.319687,421.362213,104.690468
140,237.255081,421.380493,104.630424
141,237.231293,421.468292,104.555832
142,237.179550,421.483337,104.474556
143,237.193008,421.558838,104.453293
144,237.191406,421.560333,104.451927
145,237.195984,421.562653,104.458122
146,237.198669,421.549896,104.431549
147,237.083878,421.572784,104.341782
148,237.081436,421.568878,104.331085
149,237.012482,421.578522,104.278442
150,236.987564,421.572266,104.294624
151,237.019775,421.604919,104.266068
152,236.939575,421.596375,104.220627
153,236.935898,421.552185,104.213974
154,236.872803,421.601074,104.179283
155,236.863983,421.657959,104.108162
156,236.803146,421.682220,104.046127
157,236.756271,421.698181,103.980476
158,236.652451,421.766418,103.869507
159,236.595261,421.761322,103.801857
160,236.518997,421.798096,103.746742
161,236.454941,421.815582,103.682220
162,236.341812,421.897003,103.624329
163,236.310562,421.929932,103.581612
164,236.246750,421.955902,103.502747
165,236.230957,421.964905,103.474960
166,236.154083,421.983459,103.477394
167,236.117218,422.022278,103.476280
168,236.119232,422.008942,103.443741
169,236.090378,422.000824,103.456482
170,236.110062,421.979065,103.486191
171,236.163208,421.935913,103.528725
172,236.225967,421.918579,103.536453
173,236.315659,421.853333,103.601700
174,236.374359,421.836151,103.720139
175,236.456390,421.801361,103.839569
176,236.498810,421.751923,103.897751
177,236.568878,421.720642,103.945374
178,236.613083,421.701355,104.038994
179,236.570831,421.615082,104.052315
180,236.498825,421.562012,104.146164
181,236.461212,421.473328,104.224579
182,236.265488,421.400330,104.239288
183,236.164276,421.180481,103.941872
184,235.864426,421.184631,104.240280
185,235.576614,421.022552,104.520638
186,235.239059,420.949005,104.673386
187,234.961441,420.815155,104.794876
188,234.489609,420.737091,105.083031
189,234.092117,420.683533,105.344231
190,233.633011,420.503265,105.616302
191,233.022766,420.243622,106.074097
192,232.522247,419.968475,106.315277
193,231.992493,419.744232,106.417633
194,231.427246,419.558685,106.805138
195,230.805313,419.340668,107.088036
196,229.641922,419.087524,107.756889
197,228.501419,418.656128,108.570305
198,227.741470,418.092346,109.350540
199,226.972183,417.671692,110.049599
200,225.828568,417.486298,110.844147
201,224.677185,417.185547,111.851303
202,223.242233,416.806824,112.530533
203,221.893051,416.093842,113.186119
204,220.552078,415.398163,114.564842
205,219.504623,414.961761,115.288307
206,217.901993,414.091980,116.108215
207,215.922714,413.183105,117.205711
208,214.503311,412.824493,117.993568
209,212.621765,411.944305,119.395454
210,210.608444,410.831238,120.492188
211,208.749756,409.957306,120.893158
212,206.774933,408.841248,122.327179
213,204.557480,407.984558,123.082352
214,202.432755,407.078766,123.941010
215,200.291168,405.861450,124.658279
216,198.127975,404.749359,125.069473
217,195.792648,403.313446,126.311913
218,193.369171,402.549225,126.558037
219,191.041748,401.371002,127.765724
220,188.609131,400.557831,128.182999
221,186.478516,399.071198,128.799255
222,183.857269,398.187042,129.425797
223,181.329132,396.898285,130.036240
224,178.809021,395.980255,130.186325
225,176.042816,394.402405,130.844467
226,173.730728,393.385498,131.246140
227,170.494034,392.104980,131.835098
228,167.948044,390.967407,131.800339
229,165.329681,389.364075,132.373718
230,162.097717,388.067566,132.887222
231,159.534973,386.641907,132.902893
232,156.572418,385.311890,133.417664
233,153.581543,384.126801,133.341232
234,150.478897,382.537231,133.534714
235,147.760437,381.522278,133.643097
236,145.119705,379.834106,133.716568
237,142.077530,378.725067,133.733566
238,139.015442,377.231873,134.164825
239,136.642807,376.131653,134.022369
240,133.812469,374.964630,134.157745
241,130.869827,373.632111,134.198700
242,128.397476,372.296417,134.105026
243,125.907257,371.291718,134.450592
244,123.030304,370.030396,134.304565
245,120.722778,368.662323,133.974106
246,118.143547,367.497711,133.904770
247,115.159149,366.409607,133.918793
248,112.900787,365.145264,134.053009
249,110.635376,364.030975,133.909515
250,107.816689,362.945251,134.240768
251,105.525002,361.865204,134.180725
252,103.006996,360.587158,134.156158
253,100.908035,360.045898,134.113907
254,98.719765,358.819458,134.132156
255,96.442474,358.013947,133.668839
