Sequential23
Date:,2025/04/16
Time:,14:23:40
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1
Field #,X,Y,Z
1,887.890869,662.862671,115.683891
2,887.883362,662.961792,115.497993
3,887.926086,662.990906,115.414581
4,888.001221,663.086121,115.377243
5,887.980408,663.089478,115.351685
6,888.032471,663.113770,115.356834
7,888.095520,663.100525,115.313362
8,888.147827,663.085510,115.249176
9,887.999634,662.931946,115.364532
10,887.934143,662.926086,115.427292
11,888.039856,662.877136,115.225334
12,888.097656,662.953613,115.313637
13,888.110291,662.966187,115.319092
14,888.127014,662.848755,115.122467
15,888.145569,662.850098,114.991371
16,888.194824,662.870911,114.965027
17,888.258057,662.875916,114.950020
18,888.281189,662.907654,114.832771
19,888.259888,662.934631,114.809166
20,888.243591,662.894348,114.932091
21,888.250183,662.878113,114.931519
22,888.193115,662.909607,114.861198
23,888.247864,662.867004,114.842125
24,888.188904,662.875916,114.896996
25,888.173645,662.890625,114.903458
26,888.144714,662.887512,115.016090
27,888.131348,662.879456,115.046860
28,888.180298,663.003784,114.963585
29,888.227234,663.035767,114.884895
30,888.178101,663.004761,114.940430
31,888.114136,662.981384,115.016159
32,888.221924,662.979980,114.963303
33,888.313354,663.003357,114.918076
34,888.216125,663.104736,115.115746
35,888.287292,663.028015,114.968361
36,888.372314,663.012085,114.886620
37,888.335449,663.022583,114.984924
38,888.280273,663.051147,115.247536
39,888.260132,663.085510,115.290527
40,888.204956,663.084717,115.288643
41,888.228210,663.091553,115.304718
42,888.116638,663.053284,115.390862
43,888.094116,663.012695,115.474609
44,888.025024,662.996582,115.573959
45,888.101501,663.089478,115.404510
46,888.188232,663.178772,115.244911
47,888.174805,663.228149,115.342857
48,888.050720,663.192261,115.471352
49,887.991516,663.178467,115.577690
50,887.994629,663.090088,115.868088
51,887.916687,662.938232,116.236244
52,887.783386,662.890625,116.434875
53,887.493164,662.725830,116.845245
54,887.372437,662.719055,117.345116
55,887.308777,662.660950,117.507286
56,887.268188,662.673706,117.645348
57,887.201050,662.695801,117.821121
58,887.017029,662.885925,118.250275
59,886.827454,662.889038,118.607513
60,886.698181,662.984558,118.927872
61,886.552246,663.057983,119.388283
62,886.296936,663.057800,119.809387
63,886.052063,663.293457,119.969139
