Sequential63
Date:,2025/04/24
Time:,14:42:06
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1
Field #,X,Y,Z
1,872.211975,638.354187,132.444305
2,870.308167,638.735291,134.197021
3,868.005981,638.872314,135.768845
4,866.379822,638.808899,136.984543
5,864.547791,639.217163,138.228180
6,862.415710,639.397461,140.727188
7,859.624451,639.769897,141.930389
8,856.884094,639.788818,143.136063
9,854.005737,640.174377,144.681244
10,850.880493,640.345154,147.196533
11,847.704529,640.675110,148.358612
12,844.182556,641.053284,149.994751
13,840.616333,641.333923,152.065125
14,837.181946,641.856445,152.563004
15,833.707458,642.166870,153.723343
16,829.586731,642.595764,155.779007
17,825.244324,643.054382,157.513672
18,820.847656,643.423279,158.768295
19,816.593994,643.767090,159.595688
20,812.577026,644.269531,160.464172
21,808.305969,644.608398,161.434677
22,803.537476,644.797119,162.159668
23,799.286194,645.228210,162.635361
24,794.830139,645.659302,162.678711
25,790.385498,645.929260,162.842819
26,785.858582,646.188965,162.957916
27,781.134155,646.465332,163.411652
28,776.366089,646.930481,163.187637
29,771.622864,647.275330,163.298660
30,766.480103,647.421204,163.416885
31,761.766846,647.670776,163.275650
32,756.909729,648.161133,162.826630
33,752.150146,648.662781,162.136230
34,747.493225,649.184875,161.167282
35,742.849609,649.731018,160.571320
36,738.144958,650.034424,159.915802
37,733.462830,650.520386,158.848953
38,729.024841,650.856201,158.315048
39,724.667419,651.370850,156.929688
40,720.532776,651.628357,156.124908
41,716.071167,651.963928,155.149521
42,711.900208,652.146057,154.000320
43,707.986694,652.305298,153.306671
44,704.128967,652.586365,151.780136
45,700.387878,652.834900,150.861160
46,696.786621,653.111877,149.890549
47,693.032471,653.078674,148.773209
48,689.359131,653.625916,147.863907
49,686.408203,653.963440,146.727982
50,682.869263,653.938843,146.465240
51,679.569885,653.902100,145.829102
52,676.489685,653.917175,145.358292
53,673.750244,654.034363,144.196548
54,670.841980,654.057739,143.223862
55,668.298889,654.019714,142.606689
56,665.593079,654.233887,142.177307
57,663.028625,654.012573,141.696213
58,660.760498,653.962891,141.132690
59,658.469238,653.877441,140.313477
60,656.448059,653.898193,140.066498
61,654.658508,653.815857,139.049545
62,652.537109,653.255371,138.135193
63,650.902405,653.349426,137.591248
64,649.383118,653.424683,136.313904
65,647.584045,652.842041,135.568573
66,645.853821,652.792603,135.065689
67,644.538330,652.755310,134.506836
68,643.186707,652.406982,134.400162
69,641.511536,652.233276,133.820877
70,640.508240,652.439026,132.269211
71,639.804993,652.497437,131.204666
72,638.962708,652.483032,130.521988
73,637.832581,652.089905,130.431824
74,636.621277,651.834167,129.813965
75,635.439209,651.687317,128.844238
76,634.818237,651.832397,128.099655
77,634.347107,651.902954,127.593864
78,633.978882,651.846191,126.695641
79,633.687561,651.530029,126.038528
80,633.259705,651.384277,124.792091
81,632.885071,651.286621,123.963615
82,632.526611,651.088196,123.203705
83,632.052612,650.825317,122.756317
84,631.607910,650.493347,122.236198
85,631.476074,650.259460,121.312622
86,631.481506,650.036255,120.342171
87,631.126038,649.774902,118.983383
88,631.222046,649.722656,117.731407
89,631.503906,649.407471,116.685188
90,631.788635,648.946655,115.822418
91,632.068420,648.854492,115.223419
92,632.231506,648.886230,114.911331
93,632.275879,648.818298,114.616219
94,632.411377,648.728882,114.008018
95,632.447571,648.451477,113.979668
96,632.578918,648.521484,113.772850
97,632.665833,648.793823,113.107773
98,632.746460,648.939331,112.891678
99,632.740295,648.928711,112.844658
100,632.821167,649.012024,112.817879
101,632.872192,649.138550,112.738731
102,632.830811,649.157776,112.806740
103,632.808533,649.238098,112.868774
104,632.873352,649.253540,112.725067
105,632.882080,649.255005,112.786613
106,632.867859,649.224487,112.762543
107,632.827576,649.347412,112.664474
108,632.827576,649.367920,112.627205
109,632.861938,649.382202,112.623276
110,632.816040,649.380981,112.551872
111,632.817688,649.352844,112.550964
112,632.829041,649.347168,112.460701
113,632.827942,649.387329,112.486137
114,632.861328,649.367004,112.422752
115,632.851990,649.372437,112.310760
116,632.874634,649.361511,112.216660
117,632.930054,649.360779,112.161545
118,632.974121,649.430420,112.062538
119,633.000183,649.480713,111.921516
120,633.062012,649.493530,111.852371
121,633.172302,649.497070,111.649750
122,633.215881,649.514099,111.458832
123,633.255615,649.526794,111.380325
124,633.308228,649.571594,111.287483
125,633.367126,649.536682,111.205269
126,633.365234,649.465698,111.011909
127,633.402893,649.464294,110.920937
128,633.451965,649.489258,110.784058
129,633.481934,649.494324,110.724525
130,633.489380,649.484558,110.688995
131,633.504822,649.482666,110.529289
132,633.537964,649.483582,110.453041
133,633.490967,649.531128,110.376099
134,633.502563,649.538574,110.332283
135,633.503540,649.440063,110.320297
136,633.514648,649.415405,110.297539
137,633.522400,649.445740,110.331230
138,633.495239,649.407654,110.389870
139,633.492798,649.425598,110.361488
140,633.488770,649.436890,110.358643
141,633.494934,649.387329,110.340462
142,633.460266,649.311890,110.441727
143,633.424072,649.302795,110.513153
144,633.436462,649.244263,110.620789
145,633.401611,649.216797,110.663017
146,633.409851,649.236572,110.673668
147,633.420715,649.216736,110.994568
148,633.424194,649.223389,111.135590
149,633.364014,649.199158,111.281860
150,633.314941,649.205261,111.521057
151,633.339050,649.294067,111.605896
152,633.297729,649.378967,111.792198
153,633.204590,649.424561,111.995415
154,633.169800,649.490356,112.179634
155,633.195618,649.603882,112.355530
156,633.246826,649.722473,112.556030
157,633.251953,649.913513,112.703712
158,633.204956,650.201660,112.787033
159,633.330688,650.416260,112.978584
160,633.416687,650.752075,113.003151
161,633.442566,651.040100,112.964996
162,633.670654,651.363220,112.991013
163,633.706055,651.496643,113.588020
164,633.682068,651.620239,114.194618
165,633.627502,651.847900,114.575516
166,633.857666,652.238037,114.836739
167,634.154419,652.777893,115.053848
168,634.374634,653.247375,115.476501
169,634.592896,653.732056,115.626869
