Grasp23
Date:,2025/04/16
Time:,11:09:06
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,906.945618,798.606445,68.052177,1192.996338,822.034546,364.002991,775.594360,790.908203,34.945816,1091.769287,880.181274,178.399902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,906.922180,798.610291,68.076744,1193.194946,821.664368,364.321564,775.594360,790.908203,34.945816,1091.592285,880.136658,178.480927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,906.911316,798.614441,68.087234,1193.193970,821.432739,364.456360,775.580017,790.894897,34.984871,1091.507813,880.024963,178.645554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,906.904968,798.603699,68.022324,1193.095947,821.276489,364.546631,775.546265,790.891235,34.991974,1091.485229,879.885071,178.719482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,906.871582,798.628845,67.968483,1193.045044,821.068237,364.645508,775.611328,790.986267,35.002792,1091.547485,879.774780,178.871002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,906.837524,798.639099,67.938515,1192.953125,820.945679,364.912842,775.626648,790.997070,35.028194,1091.497559,879.771057,178.957779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,906.925476,798.630798,67.917763,1192.535278,820.928711,365.090027,775.593201,790.998413,35.075562,1091.576050,879.769958,179.213150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,906.931824,798.626587,67.912308,1192.180664,820.851807,365.198273,775.590759,791.097473,35.063053,1091.504883,879.865662,179.391769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,906.901550,798.724426,67.960907,1191.818115,820.840210,365.279266,775.559265,791.129639,35.007771,1091.413086,879.837097,179.437866,831.178833,752.140198,34.133987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,906.882568,798.846558,68.031921,1191.501953,820.865784,365.424927,775.590210,791.129456,35.074100,1091.374756,879.864258,179.623581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,906.849915,798.864014,68.020798,1191.469238,820.850891,365.648010,775.613159,791.202759,35.076557,1091.288086,879.897400,179.718826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,906.816284,799.027344,68.032349,1190.887207,820.852905,365.352173,775.614197,791.320129,35.108982,1091.154053,880.094116,179.712509,,,,831.915100,749.974792,37.557514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,906.777710,799.167297,68.111282,1190.581421,820.890991,365.355286,775.608887,791.451721,35.123573,1091.162476,880.168457,179.782837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,906.808105,799.297791,68.085243,1190.645142,821.024292,365.978546,775.638428,791.651306,35.208103,1091.318848,880.196289,179.907120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,906.829773,799.515991,68.185684,1190.983398,820.961731,366.288116,775.579285,791.892334,35.356316,1091.277710,880.404724,179.884521,,,,,,,833.267090,746.781921,42.732807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,906.839966,799.757263,68.445473,1191.022217,820.983765,366.399078,775.378906,792.270325,35.417591,1090.724976,880.952209,179.995361,,,,,,,834.591797,746.133179,41.986439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,906.726013,799.958923,68.662506,1190.913940,821.060913,366.524963,775.214172,792.680481,35.566696,1090.830933,881.170776,179.716415,,,,,,,835.977661,744.393494,44.102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,906.750183,800.293518,68.950157,1191.175293,820.958740,366.752808,774.880005,793.177551,35.768547,1090.899536,881.311279,179.467010,,,,,,,836.508728,743.508789,46.470253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,906.646851,800.656433,69.109520,1190.810303,821.336304,366.558411,774.886536,793.592468,35.976257,1090.707520,881.826538,179.142303,,,,,,,837.306946,742.350708,49.469299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,906.631836,801.299866,69.547127,1190.546753,821.614380,366.401703,775.081970,794.289612,36.265324,1090.623169,882.149963,178.972595,,,,,,,838.050781,741.754578,52.133430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,906.520935,801.922668,70.024376,1190.350098,821.886230,366.243408,775.216980,795.038513,36.758854,1090.990723,882.526733,178.784760,,,,,,,838.829529,741.093323,54.291275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,906.440247,802.678040,70.741806,1190.292969,822.169739,366.030548,775.625183,795.429260,37.789387,1092.229370,882.606995,178.058197,,,,,,,840.441589,739.685974,57.117371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,906.393188,803.373474,71.493790,1190.100708,822.420227,366.019135,775.217590,796.176331,39.442970,1092.842407,883.231445,177.395355,,,,,,,841.340942,738.775696,59.501202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,905.690308,803.688721,72.159447,1190.108765,822.775452,365.926849,775.087036,796.795654,40.879490,1092.832886,884.033508,177.228775,,,,,,,842.491638,737.894104,62.564411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,905.344849,804.144653,73.006363,1190.086914,823.240295,365.722656,774.933716,797.364380,43.719440,1092.750610,884.617004,177.379517,,,,,,,843.065674,737.209595,65.708878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,905.377502,805.159851,74.596260,1190.186035,823.630127,365.760406,774.664978,798.410828,46.588951,1092.723755,885.049133,177.508377,,,,,,,844.777039,736.713501,67.548531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,905.146118,806.481079,76.226334,1190.484985,824.067017,365.642303,773.853821,799.292236,49.567371,1092.805054,885.423828,177.474091,,,,,,,846.751404,735.891846,71.205933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,904.227966,807.600952,77.787521,1190.825684,824.401123,365.519165,773.502869,800.264221,53.116108,1093.445679,885.595032,177.312683,,,,,,,848.204102,735.252563,74.725983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,904.469849,807.988525,79.026413,1190.865723,824.890076,365.316498,772.549744,801.658325,57.177692,1094.183716,885.769348,176.893372,,,,,,,850.002502,734.239868,78.326714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,904.567261,808.319214,79.927132,1190.697754,825.536438,365.028900,772.719116,802.515442,60.115986,,,,,,,,,,851.709595,733.582886,81.103279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,904.067078,809.606812,81.380768,1190.737183,826.096497,364.728302,773.085938,803.183838,63.394318,,,,,,,,,,853.655029,733.164673,84.017944,1095.552124,887.228271,175.924759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,904.169006,810.974487,83.232117,1190.745972,826.762878,364.437744,772.817688,805.217896,66.585640,,,,,,,,,,855.851196,732.509644,88.077759,1095.598999,888.165222,176.051849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
