Grasp117
Date:,2025/04/23
Time:,12:58:19
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
54,,,,,,,1152.509399,837.958923,220.402878,1171.503662,811.563843,309.320923,,,,883.384705,664.002502,158.326157,790.477722,744.456482,141.588089,,,,922.886292,745.533691,126.352867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,1150.700806,837.564819,219.994705,1169.440796,811.210999,309.207275,,,,883.154663,663.159729,159.228012,788.744141,743.283752,142.252518,,,,921.819641,744.255615,126.325867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,1149.175293,837.028137,219.344864,1168.348022,810.807800,308.718811,,,,882.400269,661.534424,159.738297,788.123657,741.940552,142.482361,,,,920.634888,743.195129,126.296066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,1147.672852,836.536865,218.866791,1166.875977,810.548218,307.955597,,,,880.990479,660.103516,160.052399,786.251953,740.725708,143.297409,,,,919.099487,741.665039,126.776100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,1145.781006,836.014771,218.768555,1164.992920,810.364441,307.562164,,,,880.485779,658.576843,160.349213,785.089233,739.687439,143.919891,,,,917.703308,740.569519,126.967941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,1144.231323,835.721497,218.260956,1163.477661,810.156616,307.417694,,,,880.141541,657.024780,160.544525,784.458435,738.558533,144.211975,,,,916.317627,739.475830,126.745155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,1142.966675,835.415100,217.753036,1162.252441,809.880615,307.096344,,,,879.257751,656.017334,160.944305,783.564880,737.419189,144.310455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,1141.392700,834.797852,217.412643,1160.633301,809.562378,306.509155,,,,878.830078,655.414612,160.394821,782.084473,736.134155,144.944794,,,,,,,914.200256,736.970459,126.078644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,1139.504883,834.418823,217.033646,1159.263062,809.382935,306.442810,,,,878.483948,653.613037,160.592743,780.897949,734.896301,144.989197,,,,,,,913.309143,735.573303,125.135094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,1137.994263,834.018372,216.487732,1158.050415,809.215698,306.265350,,,,878.092834,652.301819,160.719604,780.021851,733.748962,144.856613,,,,,,,912.115295,734.078796,124.902473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,1136.457397,833.559998,215.992996,1156.053955,809.058105,305.311371,,,,877.824036,651.267273,160.534607,778.821472,732.691895,144.485596,,,,,,,911.094604,733.253784,124.505569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,1135.143921,833.345825,215.334839,1154.916382,808.715393,304.990448,,,,877.420654,650.038391,160.049347,778.050842,731.581909,144.194138,,,,,,,909.942688,732.402832,124.356575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,1133.613647,833.080750,215.080338,1153.928955,808.670654,304.687805,,,,876.372925,648.999084,159.705063,777.457947,730.498718,144.181305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,1131.945068,832.846741,214.947571,1152.524048,808.708435,304.186066,,,,875.514282,648.021729,159.783142,776.101868,729.704346,143.915100,,,,,,,,,,907.533752,730.165894,123.312904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,1130.585205,832.669983,214.431061,1150.905029,808.613464,303.722382,,,,875.421204,646.731140,158.965134,774.598938,728.530334,143.885559,,,,,,,,,,906.407776,729.429077,123.175308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,1129.615845,832.401672,213.820755,1149.721191,808.513916,303.500000,,,,875.332764,645.569580,158.228409,773.781860,727.464355,143.520737,,,,,,,,,,905.313599,728.099792,122.729408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,1128.211304,832.001282,212.993637,1148.665039,808.356079,303.136108,,,,875.197693,644.523987,157.756165,773.267334,726.451416,143.301559,,,,,,,,,,904.240112,726.904663,122.211578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,1126.656616,831.753845,212.366714,1147.708862,808.327271,302.353149,,,,874.904724,643.576294,156.643967,772.504089,725.760803,143.184189,,,,,,,,,,903.649048,726.083740,121.522141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,1125.443237,831.490234,212.096939,1146.630371,808.289673,301.516846,,,,874.880798,642.609131,155.857346,771.557983,724.558228,142.791336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,1124.357788,831.321167,211.833481,1145.413208,808.274170,301.114960,,,,874.322083,641.396118,155.174194,771.032288,723.380493,142.440033,,,,,,,,,,,,,901.680176,724.337708,121.244576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,1123.227173,831.096252,211.284897,1144.458130,808.215027,300.672760,,,,873.866089,640.283936,154.776657,770.423523,722.604797,142.205780,,,,,,,,,,,,,900.406616,723.619568,121.157127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,1121.888306,830.951904,210.656143,1143.435181,808.388184,300.166168,,,,873.647461,639.078430,154.489395,769.767151,721.953857,142.135590,,,,,,,,,,,,,900.092224,722.666504,119.984489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,1120.931641,830.800354,210.194595,1142.580200,808.486633,299.878998,,,,873.926270,638.359863,153.057907,769.180908,720.688293,142.002243,,,,,,,,,,,,,899.897827,722.062317,118.773262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,1120.018188,830.777222,209.760529,1141.764648,808.461304,299.534302,,,,873.838623,637.561340,151.836685,768.863647,719.471619,141.762543,,,,,,,,,,,,,899.237427,721.493042,117.685440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,1118.759033,830.843079,208.873337,1140.598755,808.444336,298.931000,,,,873.522522,636.728821,151.160156,768.721313,718.825623,141.528107,,,,,,,,,,,,,898.598816,720.664856,117.136490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,1117.620605,830.737549,208.519745,1139.484863,808.587830,298.402710,,,,872.807251,635.536987,150.552078,768.239502,718.305481,141.194885,,,,,,,,,,,,,897.816284,719.861084,116.513985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,1116.610229,830.751221,208.004654,1138.854004,808.759888,297.856476,,,,872.189941,634.741516,149.414688,767.492065,717.438293,140.849350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,1115.711304,830.824768,207.722458,1138.270386,808.819580,297.250702,,,,871.672913,634.117310,148.819824,766.612122,716.031006,140.527863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,1114.790161,830.921204,207.125778,1137.523560,808.896057,296.592316,,,,871.523499,633.391968,148.529037,765.924927,715.470703,140.004730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,1114.038696,830.904297,206.577866,1136.779419,809.021851,295.896912,,,,871.252686,632.522705,148.398941,765.586243,715.126648,139.641266,,,,,,,,,,,,,,,,895.736816,717.549133,114.300217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,1113.062256,830.902893,205.743393,1135.995972,809.108643,295.467987,,,,870.789917,631.774780,148.009323,765.560059,714.805603,139.480576,,,,,,,,,,,,,,,,894.784668,716.992554,114.182434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,1112.250732,830.875061,205.226685,1135.279663,809.043030,294.907288,,,,870.015930,631.427979,146.029831,765.376404,714.626770,139.206970,,,,,,,,,,,,,,,,893.891846,716.316589,113.906906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,1111.298218,830.894531,204.492462,1134.439697,809.096069,294.197662,,,,870.286316,631.074158,144.809158,764.900513,714.145752,138.584747,,,,,,,,,,,,,,,,893.330933,715.834106,113.741997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,1110.661865,830.860474,203.994583,1133.524536,809.310608,293.234650,,,,869.988770,630.549072,144.408508,764.409851,713.720825,138.016037,,,,,,,,,,,,,,,,893.051331,715.659119,113.123947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,1110.124634,830.753418,203.421188,1132.756470,809.513428,292.935181,,,,869.349854,630.031860,144.366745,763.937744,713.105408,137.274612,,,,,,,,,,,,,,,,892.838684,715.472961,112.081947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,1109.576294,830.706543,202.992722,1132.179199,809.536133,292.703491,,,,868.806702,629.645020,143.874039,763.640015,712.124573,136.567276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,1108.656128,830.776367,202.292267,1131.613525,809.585388,292.271637,,,,868.313538,628.923706,143.038849,763.149292,711.811157,136.227463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,1107.802856,830.690002,201.532776,1130.668091,809.701355,291.754364,,,,867.977661,628.344055,142.307343,762.734863,711.309204,135.955872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,1107.096802,830.561035,201.033722,1129.694214,809.752136,291.232605,,,,867.651245,627.551331,141.625153,762.292664,710.965637,135.694031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,1106.457520,830.484924,200.491638,1128.803101,809.856812,290.539276,,,,867.527893,626.817444,141.034805,762.070251,710.600708,135.138992,,,,,,,,,,,,,,,,,,,890.809265,712.430176,109.090790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,1105.909668,830.421326,200.078644,1128.180786,809.893616,290.110565,,,,867.335144,626.552673,140.367310,761.772034,710.267700,134.522308,,,,,,,,,,,,,,,,,,,890.024963,712.220703,109.055565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,1105.231201,830.379150,199.506714,1127.452759,809.921326,289.731506,,,,866.373413,626.265076,139.115448,761.363525,710.033203,134.088638,,,,,,,,,,,,,,,,,,,889.463135,711.990173,108.761833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,1104.611206,830.285034,199.102081,1126.511841,810.006409,289.324402,,,,865.152527,625.747314,138.620621,761.003113,709.662415,133.683289,,,,,,,,,,,,,,,,,,,889.221558,711.544556,108.289330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,1104.072876,830.192810,198.704834,1125.868408,810.017822,288.915985,,,,864.217773,625.001831,138.132416,761.080505,709.287537,132.726196,,,,,,,,,,,,,,,,,,,889.031860,711.109802,107.831535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,1103.429810,830.022888,198.316162,1125.365479,809.987549,288.568512,,,,863.751221,624.085510,137.406372,,,,,,,,,,,,,,,,,,,,,,889.137268,710.398315,107.012520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,1102.794312,829.985779,197.744675,1124.743286,809.868469,288.233582,,,,862.993652,623.521790,136.326797,,,,,,,,,,,,,,,,,,,,,,889.167236,709.551147,106.219559,760.661743,708.575012,130.252884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,1102.020142,829.905457,197.328903,1123.864258,809.801392,287.573700,,,,861.694519,622.958069,135.350616,,,,,,,,,,,,,,,,,,,,,,888.867615,708.942200,105.583611,760.019043,708.190125,129.619308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,1101.261353,829.659058,196.793640,1123.090698,809.917175,286.977020,,,,860.675293,622.038391,134.831909,,,,,,,,,,,,,,,,,,,,,,888.539734,708.685791,104.815865,759.447205,707.860779,129.101151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,1100.884521,829.598022,196.291641,1122.581055,809.915039,286.504272,,,,859.475220,621.245361,134.608078,,,,,,,,,,,,,,,,,,,,,,888.377075,708.448425,104.394035,759.212097,707.637512,128.906296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,1100.318359,829.582092,196.016891,1122.136963,809.934753,285.923096,,,,858.943787,620.935425,133.361328,,,,,,,,,,,,,,,,,,,,,,888.385376,707.832947,103.146896,758.915833,707.423462,128.833481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,1099.878784,829.524292,195.646622,1121.651123,809.880249,285.506287,,,,858.203552,620.248108,132.336365,,,,,,,,,,,,,,,,,,,,,,887.831726,707.651733,102.985085,758.774231,707.161011,128.369278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,1099.554932,829.408997,195.275513,1121.052856,809.886169,284.924164,,,,856.830933,620.613708,131.793243,,,,,,,,,,,,,,,,,,,,,,887.153076,707.424866,103.001045,758.722351,706.817810,127.888298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,1099.025391,829.401672,194.691528,1120.405762,809.880615,284.443115,,,,855.895386,619.468018,131.077194,,,,,,,,,,,,,,,,,,,,,,886.762573,706.991455,102.888809,758.685608,706.428467,127.402084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,1098.776611,829.318604,194.048401,1119.815552,809.860657,284.088165,,,,854.932007,618.434387,130.926483,,,,,,,,,,,,,,,,,,,,,,886.721191,706.412598,102.507607,758.633545,706.035095,126.967834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,1098.343994,829.366211,193.295044,1119.241211,809.723999,283.703735,,,,853.460327,618.014893,130.418533,,,,,,,,,,,,,,,,,,,,,,,,,758.541016,705.608459,126.576378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,1097.998291,829.262024,192.907928,1118.718994,809.626343,283.238068,,,,851.797363,617.710205,129.337402,,,,,,,,,,,,,,,,,,,,,,,,,758.415100,705.089600,126.043724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,1097.710571,829.081543,192.472229,1118.242676,809.684448,282.822357,,,,850.952759,616.949524,129.066849,,,,,,,,,,,,,,,,,,,,,,,,,758.423584,704.479187,125.359039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,1097.483643,828.982788,192.116974,1117.666260,809.623718,282.153564,,,,849.717896,616.534485,127.545715,,,,,,,,,,,,,,,,,,,,,,,,,758.432495,704.055603,124.696472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,1097.305664,828.888184,191.440598,1117.146851,809.687256,281.495514,,,,847.855530,616.046387,126.877808,,,,,,,,,,,,,,,,,,,,,,,,,758.314758,703.830078,124.222916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,1096.884155,828.743042,190.764893,1116.718994,809.659485,281.104553,,,,846.557556,615.409851,126.103783,,,,,,,,,,,,,,,,,,,,,,,,,758.328308,703.495728,123.728455,886.314880,704.113647,100.490845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,1096.629517,828.667603,190.364197,1116.408691,809.616760,280.820435,,,,845.141663,614.980469,125.505035,,,,,,,,,,,,,,,,,,,,,,,,,757.905273,702.960754,123.364723,886.243530,703.496094,99.784576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,1096.457031,828.446533,190.008133,1115.961060,809.672913,280.701630,,,,843.228638,615.156433,124.462784,,,,,,,,,,,,,,,,,,,,,,,,,757.529724,702.223999,123.031517,886.128723,702.853271,98.907974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,1096.176636,828.263123,189.662445,1115.529053,809.622803,280.385834,,,,841.213440,614.921875,123.451195,,,,,,,,,,,,,,,,,,,,,,,,,757.202698,701.623901,122.735146,885.203064,703.057617,99.645790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,1095.929077,828.127136,189.247833,1114.989746,809.552307,279.948334,,,,839.563538,614.630554,122.601776,,,,,,,,,,,,,,,,,,,,,,,,,756.790649,700.901123,122.352005,884.462830,702.934814,100.313690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,1095.695801,827.943665,188.927032,1114.249146,809.591125,278.975830,,,,837.160217,614.854736,121.689682,,,,,,,,,,,,,,,,,,,,,,,,,756.286133,700.444946,122.097115,883.603394,702.763000,100.350304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,1095.438477,827.824646,188.499161,1113.794800,809.505615,278.417603,,,,835.268555,614.924988,120.432068,,,,,,,,,,,,,,,,,,,,,,,,,755.732178,699.933167,121.936714,883.266785,702.454651,100.244301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,1095.192871,827.703796,188.145660,1113.513062,809.529358,278.165070,,,,833.812683,615.170410,119.166206,,,,,,,,,,,,,,,,,,,,,,,,,755.428345,699.026367,121.593735,883.395264,702.010742,100.158531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,1095.040161,827.583618,187.612778,1113.239990,809.419128,277.906036,,,,831.970093,615.533447,118.460396,,,,,,,,,,,,,,,,,,,,,,,,,755.126465,698.401428,120.621712,883.440857,701.709900,99.990379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,1094.574951,827.464233,187.034134,1113.087524,809.255981,277.631073,,,,830.683594,615.869141,118.118614,,,,,,,,,,,,,,,,,,,,,,,,,755.319824,697.782898,119.980827,883.474243,701.479980,99.690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,1094.302612,827.244568,186.642105,1112.902100,809.263611,277.431000,,,,829.524658,615.944946,117.655518,,,,,,,,,,,,,,,,,,,,,,,,,755.649658,697.131531,119.508842,883.194946,701.377686,99.506821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
