Grasp33
Date:,2025/04/16
Time:,14:17:13
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,920.759766,845.988953,67.165100,781.032349,831.519043,35.092663,869.819092,773.632996,36.488003,1101.205933,943.537964,299.034363,1121.778564,913.383484,440.377197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,920.763977,846.092896,67.139565,781.014771,831.511536,35.102627,869.849487,773.608887,36.448933,1101.119263,943.511414,299.110870,1121.783936,913.383362,440.380615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,920.764832,846.028870,67.129951,781.009888,831.510010,35.107059,869.810181,773.640808,36.362202,1101.272095,943.493164,298.969574,1121.787598,913.383118,440.382568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,920.840637,846.090393,67.167236,781.029297,831.517944,35.095436,869.849304,773.629822,36.390923,1101.313599,943.525208,298.942596,1121.862793,913.386902,440.434723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,920.803833,846.012146,67.178123,781.038391,831.520813,35.086609,869.791443,773.660828,36.421165,1101.309692,943.496582,298.940308,1121.795044,913.387878,440.390503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,920.774414,845.982056,67.195168,781.038635,831.520691,35.085602,869.760132,773.672546,36.435219,1101.300171,943.525574,298.953979,1121.717163,913.402161,440.297607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,920.778992,846.096008,67.137146,781.058350,831.514343,35.036404,869.794250,773.620239,36.445656,1101.262695,943.566711,298.873413,1121.751953,913.399048,440.335297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,920.805847,846.112793,67.154282,781.139587,831.498901,35.090519,869.777710,773.649963,36.435520,1101.287964,943.537292,298.936646,1121.724243,913.402405,440.300507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,920.802856,846.122070,67.114647,781.072388,831.520569,35.078125,869.786743,773.657227,36.369282,1101.301270,943.528564,298.961060,1121.758911,913.398010,440.341400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,920.791748,846.031189,67.109283,781.152344,831.512573,35.091713,869.799011,773.573181,36.353729,1101.307251,943.586243,298.966187,1121.668701,913.413025,440.245148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,920.781006,846.005493,67.123299,781.135315,831.519348,35.039051,869.831787,773.609497,36.467796,1101.254761,943.583252,298.850281,1121.698608,913.405640,440.277863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,920.776917,846.009155,67.129784,781.106323,831.513123,35.106758,869.796265,773.644470,36.399693,1101.290771,943.592102,298.936523,1121.707764,913.408264,440.290802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,920.778259,846.013428,67.128235,781.035889,831.517212,35.101883,869.773010,773.675476,36.406742,1101.308472,943.592590,298.970490,1121.676270,913.399414,440.290222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,920.780457,846.014526,67.125481,781.051819,831.521912,35.051556,869.765625,773.664185,36.427280,1101.308228,943.591980,298.968414,1121.667969,913.398315,440.288452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,920.797607,846.087036,67.168861,781.077515,831.534302,35.051090,869.731750,773.649719,36.452129,1101.328491,943.629883,298.999634,1121.624634,913.404846,440.235291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,920.782104,846.030579,67.134880,781.049683,831.524292,35.075863,869.768677,773.613464,36.518532,1101.310669,943.597656,298.971588,1121.660034,913.400024,440.277832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,920.790833,846.001526,67.074692,781.062683,831.530701,35.073524,869.834717,773.601074,36.461742,1101.303833,943.590088,298.961182,1121.695068,913.454712,440.295502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,920.793640,846.012939,67.102242,781.055481,831.526917,35.074249,869.812256,773.555115,36.373432,1101.327026,943.629272,298.997711,1121.673584,913.503845,440.302399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,920.783386,846.015686,67.124298,781.038940,831.520630,35.085022,869.801819,773.622131,36.345520,1101.374023,943.593140,298.915100,1121.694458,913.517334,440.301575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,920.791870,846.107300,67.118874,780.998047,831.616821,35.108837,869.779846,773.665222,36.403629,1101.318481,943.588440,298.949707,1121.655640,913.521179,440.247650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,920.789795,846.038513,67.114838,780.963928,831.545349,35.129841,869.750549,773.644897,36.394184,1101.323242,943.629639,299.001190,1121.659912,913.505432,440.290375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,920.773560,846.082458,67.139984,780.979004,831.610413,35.126934,869.748474,773.633057,36.382629,1101.308350,943.598083,298.973877,1121.622192,913.509399,440.250580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,920.789795,846.120056,67.120621,781.062500,831.634705,35.075249,869.787415,773.648987,36.360394,1101.389893,943.623169,298.940216,1121.686401,913.514587,440.291656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,920.780029,846.127991,67.073250,781.006104,831.628540,35.094051,869.802551,773.571716,36.359734,1101.410767,943.628296,298.937592,1121.676025,913.504517,440.304413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,920.780334,846.126770,67.061699,781.007935,831.609253,35.106716,869.852051,773.596008,36.413673,1101.406250,943.627380,298.940430,1121.666382,913.503113,440.302429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,920.762085,846.130920,67.103653,781.024719,831.636780,35.094376,869.827637,773.598022,36.445179,1101.402710,943.627075,298.941040,1121.665161,913.503662,440.300781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,920.796021,846.117371,67.178932,781.003296,831.634644,35.102116,869.791382,773.640625,36.381680,1101.363892,943.642700,298.882782,1121.666016,913.503845,440.300690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,920.800537,846.111877,67.194107,781.003296,831.634277,35.104683,869.799683,773.529907,36.418663,1101.362183,943.637146,298.896362,1121.622192,913.510437,440.247498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,920.802429,846.092957,67.242119,780.977112,831.622925,35.121059,869.791321,773.522217,36.398239,1101.393433,943.642822,298.906952,1121.648560,913.513184,440.263733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,920.791565,846.106384,67.205063,781.063904,831.628479,35.145664,869.841736,773.510193,36.433094,1101.407227,943.700317,298.915161,1121.612061,913.515503,440.243805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,920.863708,846.110657,67.297508,781.093018,831.632141,35.136318,869.824158,773.435181,36.347359,1101.406006,943.708984,298.915741,1121.596802,913.427002,440.200470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,920.807007,846.062134,67.572929,781.086670,831.729004,35.171818,869.950317,773.403687,36.345222,1101.467529,943.701416,298.857758,1121.524414,913.409973,440.141449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,920.736023,845.938293,67.763733,781.070068,831.858948,35.186054,869.994202,773.302856,36.359753,1101.532227,943.824768,298.923370,1121.552490,913.408325,440.186127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,920.738525,845.993469,67.822876,781.069824,831.848511,35.257221,869.980469,773.255737,36.319237,1101.540405,943.843567,298.944977,1121.546265,913.352417,440.197083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,920.586670,846.014832,67.845596,781.045898,831.948608,35.325527,870.118164,773.144531,36.297321,1101.541138,943.895630,298.949036,1121.451660,913.294800,440.132416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,920.742432,845.931274,68.175568,781.040344,832.054810,35.453278,870.363831,773.011353,36.154999,1101.586792,943.935303,299.007935,1121.214111,913.239014,440.169281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,920.740906,845.895508,68.273659,780.996033,832.180115,35.479595,870.493835,772.783447,36.013718,1101.630371,944.002747,299.029694,1121.076782,913.181458,440.226471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,920.744385,845.838379,68.558632,780.882019,832.394409,35.581890,870.793701,772.623291,35.965435,1101.697388,943.991089,299.111328,1120.987915,913.082397,440.256195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,920.671204,845.815796,68.718903,780.825439,832.624268,35.741802,870.976501,772.420410,35.980457,1101.770508,944.031250,299.191010,1120.805298,913.016846,440.245514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,920.659302,845.755127,68.949776,780.539795,833.083374,36.237675,871.192322,772.168030,36.050179,1101.816772,944.025940,299.257019,1120.567017,912.874695,440.284149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,920.723328,845.719543,69.171150,780.233459,833.584656,36.933640,871.521179,771.601501,36.640335,1101.926025,944.012878,299.346466,1120.377563,912.807556,440.391846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,920.695496,845.732910,69.350128,779.941101,834.210571,37.904140,871.901123,771.236023,36.999989,1102.036987,943.999146,299.445282,1120.148682,912.668518,440.442322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,920.622498,845.879089,69.404411,779.893311,834.468323,39.210144,872.190308,771.034790,37.132362,1102.282593,944.044495,299.538666,1119.968628,912.557983,440.537659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,920.475769,845.891113,69.761673,779.809998,834.737610,40.102242,872.646118,770.772644,37.245529,1102.551514,944.042114,299.606110,1119.892822,912.459473,440.594147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,920.228088,845.925781,70.199768,779.328186,835.408264,41.447910,873.087891,770.501770,37.329170,1102.778076,944.019531,299.673218,1119.688599,912.366943,440.637360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,920.063477,846.027527,71.187691,779.106018,836.052673,43.001865,873.680176,770.056213,37.425220,1102.982178,944.007813,299.712128,1119.503418,912.221741,440.723450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,919.765015,845.966553,72.164330,778.803345,836.120605,44.563076,873.856201,769.725708,37.132355,1103.299927,943.936829,299.851959,1119.241333,912.134460,440.828735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,919.586182,845.864563,72.766304,778.440979,836.329773,46.469826,874.662720,769.208557,37.324574,1103.707031,943.912842,299.925537,1119.108154,912.077576,440.885590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,919.481995,845.812988,73.166313,778.327820,836.280579,47.826626,875.672302,768.515808,38.017845,1104.202759,943.949585,299.937195,1118.954956,912.032654,440.985901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,919.484436,845.810425,73.476578,778.062805,836.011780,49.440662,876.421143,767.998108,38.937038,1104.705322,943.864380,299.769592,1118.766968,911.942017,440.958313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,919.513123,845.434204,74.583656,777.895691,835.560242,51.011265,876.656860,767.409058,40.035675,1105.100830,943.804932,299.954010,1118.537598,911.888428,441.081665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,919.436768,845.132080,75.388618,777.874390,834.819946,52.455849,877.216431,766.638306,41.641502,1105.543091,943.883118,300.117798,1118.358643,911.909729,440.971130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,919.273071,844.921204,76.233322,777.992859,833.804077,54.440903,877.895569,765.879028,43.023781,1105.940186,944.000305,300.186371,1118.263062,911.884338,440.861084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,919.030029,844.686523,76.942665,778.009338,832.911621,55.738075,878.494873,764.857056,44.011101,1106.081665,944.072754,300.120239,1118.137451,911.941223,440.734436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,918.461975,844.137390,78.381645,777.986145,831.764099,57.034897,879.394226,763.945679,45.350609,1106.214233,944.126221,300.102509,1118.131470,911.969849,440.706757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,918.323059,842.990662,80.016197,777.780945,830.208496,58.930408,879.708313,763.552002,46.024929,1106.430542,944.215393,300.062225,1118.023193,912.037354,440.489929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,918.169556,842.395935,80.864098,777.101440,829.033691,60.743427,880.481140,763.189392,47.852234,1106.637817,944.294495,299.793152,1118.116455,912.093445,440.254272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
