Grasp24
Date:,2025/04/16
Time:,10:31:25
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
12,901.217407,887.231079,90.101257,1058.489258,969.201294,350.666016,767.432129,864.637878,75.763741,1074.312988,1021.218872,217.886978,847.405151,800.885864,70.860710,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,900.836975,885.318115,91.391670,1058.181396,969.225647,350.627319,766.271851,862.648071,78.285217,1073.478516,1021.077698,217.991730,849.105957,797.921143,73.631241,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,900.560913,883.604248,93.031075,1058.053467,969.125000,350.517700,766.733887,859.833679,80.588493,1072.915039,1020.925537,217.956970,849.827637,795.387268,76.115494,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,900.385986,881.833557,94.050461,1058.179199,968.942993,350.166046,767.166077,856.900757,82.100098,1072.615112,1020.713257,217.802780,851.350220,792.619141,78.023239,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,900.421875,879.777283,95.436859,1058.086304,968.929626,349.963257,765.978333,854.050049,84.379387,1072.108887,1020.433350,217.639771,852.726379,789.960938,80.310486,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,900.339661,877.595764,96.269897,1057.540161,968.893311,349.756073,766.382385,850.540588,86.988693,1071.461426,1019.944397,217.522812,854.268677,787.004883,82.919823,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,899.896545,875.383850,97.014458,1056.944824,968.781189,349.354034,766.720032,847.061584,88.965668,1070.490479,1019.369385,217.440186,856.491699,783.346313,84.829742,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,899.369812,872.812378,98.271652,1056.557739,968.545715,349.038757,766.777222,843.287842,90.830719,1069.343384,1018.778198,217.098755,857.677429,780.684753,86.660683,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,899.531372,870.539185,99.274704,1056.123047,968.117004,348.861115,766.268616,839.711487,93.391846,1068.178345,1018.048096,217.320709,859.524414,777.874878,88.731758,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,899.615845,867.827698,100.867851,1055.045044,967.797913,349.084869,766.709290,835.293884,95.924278,1067.443115,1017.266724,217.211502,861.464478,774.119202,90.805679,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,898.985596,865.117920,101.636711,1054.270996,967.422302,349.116882,766.518555,831.328491,97.554878,1066.314209,1016.555969,216.920410,862.892700,771.248352,92.445473,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,898.548218,862.531250,102.661530,1053.864502,966.983643,348.980133,767.466797,826.729797,98.972664,1065.419556,1016.070679,216.617462,863.760559,768.730530,94.014313,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,898.658081,859.669922,103.551826,1053.255737,966.722046,348.830170,767.756104,822.092163,100.808090,1063.830444,1015.531677,215.858688,865.395203,764.870117,96.018127,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,898.708801,856.771423,104.262604,1052.456787,966.341248,348.577576,767.553162,817.707336,103.129372,1062.400269,1014.656616,215.552597,867.199402,761.622803,97.638092,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,898.392151,853.658752,105.443764,1051.533081,965.944580,348.447144,768.141846,813.375000,104.885002,1061.042114,1013.783997,215.076218,868.959290,757.921692,98.802979,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,898.100281,850.684570,105.992096,1050.644653,965.559143,348.006500,767.558594,809.122620,106.260513,1059.620239,1012.787720,214.533783,870.506592,754.235168,100.228256,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,897.710693,847.329529,106.882027,1049.744141,965.174988,347.788239,768.363342,804.399231,107.517975,1057.695679,1012.126709,214.197693,872.096558,751.019775,101.515442,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,897.532043,844.253235,107.434593,1049.018188,964.847351,347.809143,768.255310,800.147522,108.926285,1056.242065,1011.256775,214.020828,872.662598,747.960510,102.346550,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,897.296204,841.105530,108.419571,1048.538940,964.086914,347.829895,768.497681,795.436035,109.747124,1054.323608,1009.783081,213.404404,874.804199,744.334106,103.739342,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,896.723145,837.904358,109.479973,1046.819336,963.210510,347.755371,769.004944,790.865295,110.863358,1053.083008,1008.622925,212.995392,875.953308,740.954590,104.696556,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,897.008057,834.744446,109.823898,1045.839478,962.393860,347.303497,768.298645,786.852844,112.181335,1051.559448,1007.287964,212.750839,876.871948,737.683777,106.056633,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,897.101563,831.380737,110.818932,1044.972778,961.924988,346.746185,768.662598,782.173340,113.028893,1049.919067,1006.135803,212.002228,878.190063,733.908691,106.829315,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,896.486023,828.099426,111.147911,1044.296997,961.221924,346.547882,768.824707,777.825684,114.325722,1047.952759,1004.744812,211.693008,879.879944,729.905273,107.410271,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,895.887756,824.719238,111.455383,1042.877197,960.439209,346.368378,769.218140,773.266968,114.863708,1046.247681,1003.830383,211.342041,880.850708,726.553650,107.833855,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,895.399902,821.537659,112.036522,1041.586304,959.840515,346.001587,769.206726,768.758728,115.650711,1043.950928,1002.388062,210.998322,881.584290,723.594849,108.238770,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,895.207764,818.592041,112.211517,1040.799072,958.986633,345.314941,769.042053,764.585876,116.503418,1042.165405,1000.961914,210.531799,882.379883,719.963867,109.467873,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,894.702637,815.365112,112.736176,1039.535645,958.301514,345.351685,768.612732,760.705688,117.601982,1040.385620,999.311096,210.198044,882.852417,716.613281,110.324478,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,893.977173,811.982056,113.453415,1038.014404,957.761963,345.153229,769.118225,756.532104,118.374542,1039.116821,997.732727,209.442276,883.456604,713.556335,110.915672,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,893.613647,809.035217,113.312553,1036.242432,956.638794,344.832489,768.614746,752.774597,118.850540,1037.133057,996.548340,209.051453,884.094604,710.818481,111.392738,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,893.208435,805.976135,113.672661,1035.138428,955.583313,344.096466,768.634827,748.662415,118.927284,1034.518555,995.423889,208.299591,884.117737,707.770264,112.060287,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,892.599609,802.902832,114.200218,1034.325317,954.902161,343.992767,768.138977,745.170959,119.421486,1032.347412,993.811707,207.794693,883.643860,704.624451,112.572884,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,892.038513,800.057251,114.362144,1033.249023,953.945862,343.985718,767.784302,741.208923,120.555557,1030.775879,992.376770,207.314255,883.592529,701.421143,113.446968,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,891.056519,797.081909,114.161034,1032.038940,952.583984,343.566010,767.460999,737.925720,120.596428,1030.455933,989.787964,206.534241,883.982178,698.701782,113.731773,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,890.381958,794.356506,114.399178,1030.952515,951.535767,343.126617,766.743896,734.700867,120.545357,1028.101196,988.532043,205.994003,883.712708,695.821350,114.247749,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,889.871521,791.477234,114.577934,1029.215454,950.769531,342.933075,766.619507,731.145325,120.889824,1024.937622,987.438599,205.697281,883.504639,692.914978,114.957413,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,889.130249,788.586182,114.283585,1027.832397,949.926819,342.827789,766.407776,728.144592,121.048927,1022.317932,985.900757,205.609070,883.269592,690.310913,115.513512,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,888.624084,786.009766,114.136841,1026.239624,948.898010,342.822479,765.159241,725.673462,120.698181,1020.406494,984.533508,204.953430,882.511292,687.781555,115.765587,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,887.592712,783.569214,114.306274,1024.623779,947.763672,342.637390,764.449951,722.907166,120.406303,1019.272400,982.231018,204.092575,881.389526,685.286560,116.021812,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,887.091736,781.106506,114.016586,1023.931274,946.917236,342.373718,764.364746,719.778381,120.490265,1018.758606,980.218445,203.544220,881.000854,682.804565,115.915276,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,886.222473,778.607300,113.861359,1022.872314,945.853943,342.147095,763.379456,717.169861,120.278984,1015.628052,979.124512,203.007202,880.669189,680.200867,115.853920,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,885.088318,776.201599,113.723763,1021.049866,944.565796,341.639496,762.974976,714.813232,119.972023,1012.836243,977.914185,203.070313,879.810059,677.507813,115.592232,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,884.440857,773.853577,113.423836,1019.932617,943.564453,341.361145,761.755493,712.632446,119.862595,1010.882263,976.425720,202.589432,879.453613,675.133789,115.480278,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,883.637695,771.535034,113.149139,1018.699829,942.775269,341.465210,760.527344,710.524231,119.368156,1009.663025,974.692078,202.112518,878.754272,673.050415,115.499107,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,882.696167,769.362244,112.770683,1017.005737,942.189331,340.986145,760.133606,708.340454,118.600258,1007.878418,973.296936,201.830139,877.449158,670.674866,115.658195,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,882.306702,767.275635,112.438431,1015.968689,941.022461,341.214111,759.889099,705.640320,118.400703,1005.900940,971.608948,200.856598,877.319092,668.521545,114.537888,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,881.481628,765.220337,111.974449,1014.586609,939.908325,341.095032,759.235474,703.421204,117.770554,1004.221497,970.138062,200.369751,876.816895,666.160339,113.756805,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,880.458740,763.185547,111.142494,1013.560059,939.076965,340.891876,759.054993,701.225952,116.642555,1002.888489,968.928955,199.928574,875.553772,664.273926,113.555374,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,880.075439,761.540833,110.514595,1012.601929,938.268738,340.708679,758.084778,699.459412,116.538185,1001.367432,967.395935,199.489120,874.751404,662.443970,112.718704,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,879.796082,759.420776,110.023338,1011.110779,937.209900,340.464325,757.103210,697.550659,116.177162,999.413330,966.117737,198.982651,874.654419,660.338562,111.506172,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,879.048645,757.618774,109.267715,1009.859558,936.062561,340.233124,756.503357,695.434204,115.243317,997.147339,965.166321,198.755188,874.221741,658.467896,110.682602,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,878.659302,755.838013,108.834061,1009.259155,935.485596,340.013916,756.828552,693.423889,114.353706,995.643677,963.759338,198.475967,873.563293,656.605713,109.980400,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,878.333313,754.342834,107.974098,1008.835632,934.339172,340.280670,756.827026,691.673157,113.581711,994.297424,962.223389,198.165558,873.208374,654.989746,108.899940,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,877.754944,752.730957,107.467506,1006.980774,933.799927,339.956451,756.567810,689.957397,113.546585,994.269226,960.911438,196.917801,872.402954,653.640930,107.707329,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,876.784363,751.147827,106.854828,1005.694824,933.114136,339.715881,755.823059,688.729797,112.555222,992.576416,959.836182,196.516998,871.683289,651.904236,107.603851,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,876.344238,749.804504,106.465446,1004.092834,932.502197,339.409058,755.240784,687.892334,111.734276,990.233948,958.941101,197.004745,871.179871,650.369141,107.076271,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,876.350098,748.481140,105.891319,1002.898438,931.804871,339.463684,754.745178,687.304749,111.051361,988.317627,958.384644,197.298309,870.054077,649.074158,105.552094,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,876.384094,747.452332,105.353920,1002.181641,931.207092,339.507629,754.386414,686.741882,110.294792,986.362488,957.619568,197.078903,868.850037,647.971619,104.184410,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,875.852417,746.404785,104.510483,1001.615784,930.373169,339.237091,754.091675,686.216553,110.149231,985.205017,956.436035,196.581390,867.526855,646.714233,104.062111,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,875.171997,745.426636,104.048225,1000.775269,929.454407,339.196014,753.525635,685.533081,109.866112,985.005005,955.162170,195.954163,866.021423,645.608704,103.450584,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,874.620605,744.584045,103.628609,999.749695,928.564819,339.057587,753.181274,684.749023,109.197479,984.319519,954.074646,195.681229,864.555298,644.278748,102.553345,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,874.288269,743.783508,103.332306,999.077637,928.094788,338.779999,752.834290,684.067993,107.701363,983.685364,953.141296,195.162872,862.902161,643.079590,102.205330,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,874.009766,743.029297,102.895378,998.518799,927.679749,338.573975,752.658447,683.589111,106.358093,982.052673,953.147156,194.914795,861.634460,642.164551,101.127022,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,873.726501,742.099487,102.200966,997.567810,927.164734,338.537415,752.489014,683.305969,105.370201,980.091736,952.752380,194.909317,859.744263,640.818542,100.569542,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,873.468628,741.336304,101.389717,995.745544,926.536438,338.564789,752.309082,682.843018,104.410210,978.469360,952.002625,195.121002,858.271851,640.234192,99.836044,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,873.151184,740.859131,100.826561,994.642395,926.124084,338.336243,752.152344,682.320984,103.019440,977.345337,951.405396,194.840820,856.690552,639.583923,98.089073,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,872.665222,740.472656,100.720306,993.983276,925.697876,337.994629,752.444214,681.676392,101.663116,977.158203,950.858521,194.229599,854.285522,639.272522,96.546455,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,872.382629,739.987183,100.408310,993.146362,925.242188,337.707794,753.137207,680.882568,100.050026,976.745117,950.483948,193.594177,852.485291,639.085022,95.054863,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,872.034119,739.600891,99.936981,992.337830,924.743958,338.038391,753.822266,680.171265,98.594810,976.039856,949.999451,193.673340,850.376465,639.298767,92.777138,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,871.801025,739.190613,99.330711,991.628418,924.358521,337.984619,754.504089,679.374451,97.113373,975.316895,949.565613,193.603348,848.086182,639.686829,91.355705,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,871.636475,738.706116,98.597870,991.316223,923.823486,337.898132,755.740295,678.667603,96.283714,974.514771,949.292236,193.327148,846.667969,639.518677,89.434288,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,871.594910,738.338196,98.182838,990.639771,923.373718,337.278198,756.688232,678.182129,95.689095,973.723083,948.935303,192.846710,846.122864,639.775146,88.810066,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,871.718628,738.092346,97.882439,989.710510,922.953918,336.971039,757.154480,677.796570,95.745789,972.573059,948.712646,192.666290,846.074524,640.053711,89.095856,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,871.706909,737.920532,97.633926,988.490479,922.616882,336.935852,757.382507,677.545044,96.058899,971.781616,948.177673,193.034225,846.007080,639.671997,89.435127,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,871.723145,737.736267,97.576843,987.934265,922.189819,337.004059,757.507751,677.424133,96.049294,971.004578,948.080811,192.804779,846.154663,639.110535,89.351387,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,871.655518,737.581238,97.471153,987.579285,921.786804,336.830719,757.797607,677.315369,95.716583,970.397156,948.041077,192.552872,845.982117,638.771240,89.169487,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,871.593628,737.450623,97.446510,987.186035,921.593628,336.639496,758.123657,677.161255,95.616669,970.765686,947.808716,192.156570,845.385132,638.861511,88.942665,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,871.580688,737.295898,97.395973,986.475525,921.440247,336.518158,758.433594,676.915222,95.738693,970.679749,947.752136,191.802216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,871.554016,737.265930,97.400299,985.469788,921.181091,336.404205,758.837341,676.615906,95.741318,970.227112,947.776978,191.675827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,871.491516,737.182495,97.468636,984.396057,920.863892,336.121002,759.290588,676.399231,95.717773,969.493164,947.806030,191.685287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,871.432190,737.054871,97.547165,983.850464,920.529297,336.045685,759.561035,676.144958,95.707642,968.837891,947.599304,191.854858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,871.377380,737.028687,97.650482,983.615601,920.206970,336.067841,759.684204,675.981018,95.703476,967.890747,947.664856,192.168991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,871.338623,736.920471,97.794106,983.273804,920.117004,336.012329,759.860962,675.730347,95.922371,966.599976,947.908264,192.606079,,,,843.103577,640.547974,88.548874,,,,,,,,,,,,,,,,,,,,,,,,
94,871.163818,736.793030,97.921036,982.559143,920.198242,336.148865,759.952942,675.666260,96.057938,965.539917,948.178223,192.828674,,,,843.134521,640.272644,88.720795,,,,,,,,,,,,,,,,,,,,,,,,
95,870.879761,736.740540,98.199730,980.960693,920.529358,336.428436,759.959351,675.521973,96.148064,965.395813,948.144592,192.804001,,,,843.195007,639.894714,89.045448,,,,,,,,,,,,,,,,,,,,,,,,
96,870.511169,736.643677,98.907410,979.486694,920.396362,336.556244,759.949097,675.276062,96.238441,965.556885,948.178162,192.391525,,,,843.194458,639.514099,89.696548,,,,,,,,,,,,,,,,,,,,,,,,
97,870.011719,736.575623,99.513336,978.467529,920.273560,336.648712,759.856262,675.038391,96.335106,965.380798,948.358276,192.361389,,,,843.079529,639.028809,90.433853,,,,,,,,,,,,,,,,,,,,,,,,
98,869.671570,736.650513,100.012672,977.893555,919.844299,336.759247,759.728516,674.875732,96.583435,964.606445,948.619873,192.399658,,,,842.947510,638.604004,91.009354,,,,,,,,,,,,,,,,,,,,,,,,
99,869.388000,736.734619,100.513565,977.817383,919.571289,336.439392,759.517700,674.625793,96.842873,963.649780,948.962158,192.698792,,,,843.200867,637.948853,92.213623,,,,,,,,,,,,,,,,,,,,,,,,
100,869.080872,736.993774,100.532204,977.823425,919.410339,336.073242,759.243530,674.460327,97.083015,962.873962,949.174316,192.853638,,,,842.972168,637.808289,94.008179,,,,,,,,,,,,,,,,,,,,,,,,
101,868.476440,737.006775,101.398315,977.037598,919.309570,336.425079,758.956482,674.278442,97.266235,962.010254,949.473450,193.054901,,,,842.546021,637.659790,95.025993,,,,,,,,,,,,,,,,,,,,,,,,
102,867.759094,736.997864,102.131783,975.509155,919.096680,336.376984,758.589478,674.123108,97.606880,960.886292,949.732422,193.489136,,,,842.219421,637.764893,95.587288,,,,,,,,,,,,,,,,,,,,,,,,
103,867.201538,737.048706,102.492928,974.288391,918.888428,336.376831,758.157898,673.916260,98.308662,960.747803,949.643188,193.455505,,,,841.827515,638.192322,96.265495,,,,,,,,,,,,,,,,,,,,,,,,
104,866.622559,737.222656,103.104233,973.622314,918.852722,336.306885,757.313538,673.809387,99.500572,960.370972,949.838867,193.635391,,,,841.362366,638.726990,96.699791,,,,,,,,,,,,,,,,,,,,,,,,
105,865.659180,737.366150,103.990372,973.095093,918.726257,336.040161,756.450684,673.613037,100.396149,959.803833,950.014832,193.831711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,864.819214,737.345276,104.687752,972.646057,918.148499,335.752838,755.737183,673.477112,101.818443,958.747131,950.218323,194.053314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,864.035706,737.384888,105.610558,971.995728,917.648010,335.885803,754.844543,673.392090,102.993568,957.484375,950.353943,194.835220,,,,,,,838.979675,639.400024,101.136383,,,,,,,,,,,,,,,,,,,,,
108,862.872986,737.213928,106.615524,970.730164,917.413147,336.007690,754.003357,673.238892,103.998512,,,,,,,,,,837.988220,637.815063,103.001579,,,,,,,,,,,,,,,,,,,,,
109,861.470337,737.267334,107.893105,969.688538,917.587952,335.854889,752.837463,673.185120,105.124184,,,,,,,,,,836.812805,637.362915,104.554810,956.695618,950.108765,194.818405,,,,,,,,,,,,,,,,,,
110,859.794617,737.154053,109.031708,968.528137,917.688660,335.828918,751.112671,673.306702,106.880989,,,,,,,,,,,,,955.665649,950.217163,194.871490,,,,,,,,,,,,,,,,,,
111,858.051392,737.253906,110.209198,967.068359,917.679504,335.610260,749.601624,673.355835,108.233070,,,,,,,,,,,,,953.901428,950.556274,195.202896,833.802734,638.409729,107.624405,,,,,,,,,,,,,,,
112,856.591980,737.243408,110.847206,966.099976,917.280151,336.095276,748.195801,673.143921,110.072884,,,,,,,,,,,,,952.655273,950.710022,195.588745,832.057861,638.675659,108.211067,,,,,,,,,,,,,,,
113,854.863586,737.212097,111.832275,966.067810,916.555481,336.131439,746.157471,673.133728,111.726120,,,,,,,,,,,,,951.100342,950.868652,196.294128,,,,,,,,,,,,,,,,,,
114,852.628601,737.204407,113.585815,965.687805,916.282715,336.016174,744.094910,673.124329,113.499161,,,,,,,,,,,,,950.544800,950.469177,196.541245,,,,828.093323,638.139587,112.580467,,,,,,,,,,,,
115,850.885315,737.109436,115.156281,964.545837,916.280212,335.761261,741.828247,673.352417,115.757607,,,,,,,,,,,,,949.476746,950.356689,196.580322,,,,,,,,,,,,,,,,,,
116,848.600952,736.695374,116.764458,962.712585,916.057556,336.015320,739.528503,673.387573,116.858994,,,,,,,,,,,,,947.651184,950.348938,197.033844,,,,,,,823.208923,638.147644,115.587799,,,,,,,,,
117,845.991882,736.821594,118.171227,961.453796,915.856873,336.215576,737.087708,673.283325,118.872536,,,,,,,,,,,,,945.910095,950.175720,197.595734,,,,,,,819.947510,641.026794,114.752335,,,,,,,,,
118,842.892761,736.842224,119.629425,960.698486,915.573364,336.186798,734.424866,673.259705,120.835190,,,,,,,,,,,,,944.840149,949.909668,197.821228,,,,,,,817.645691,641.636902,116.682877,,,,,,,,,
119,840.845642,736.719055,120.441742,960.080627,915.050659,336.024994,731.461487,673.531067,122.982613,,,,,,,,,,,,,943.572754,949.765747,198.145340,,,,,,,,,,,,,,,,,,
120,838.090454,736.558777,122.044601,959.298889,914.173645,336.206635,728.320251,673.703064,124.821800,,,,,,,,,,,,,941.132019,949.449951,198.978271,,,,,,,,,,811.956116,638.570374,121.640091,,,,,,
121,834.818726,736.456238,123.522598,957.914429,913.696777,336.485840,725.318237,673.731201,126.460075,,,,,,,,,,,,,939.954468,948.992981,198.983734,,,,,,,,,,808.483521,637.526001,123.996193,,,,,,
122,831.805969,736.302185,125.015465,956.508850,913.462097,336.763611,722.332825,673.774780,128.672745,,,,,,,,,,,,,938.507202,948.947998,199.288330,,,,,,,,,,,,,,,,,,
123,828.180115,735.910400,127.059349,955.193970,913.283691,336.813232,718.322571,674.152100,130.866211,,,,,,,,,,,,,935.605774,948.864929,200.027084,,,,,,,,,,,,,801.040344,638.737488,126.727859,,,
124,824.732300,735.850647,128.387634,953.769958,912.702454,336.793243,714.608887,674.269043,132.604645,,,,,,,,,,,,,934.907104,947.720947,199.739944,,,,,,,,,,,,,797.985229,636.838379,129.680359,,,
125,821.687134,735.890564,129.705582,952.917297,912.238708,337.208466,711.056824,674.548767,134.125229,,,,,,,,,,,,,932.871887,947.211609,200.243988,,,,,,,,,,,,,794.233948,635.717773,132.341873,,,
126,817.482788,735.707275,131.150497,951.784729,911.535583,337.168945,707.200256,674.857117,136.347778,,,,,,,,,,,,,930.172607,947.220398,200.830536,,,,,,,,,,,,,790.201416,635.700012,134.176697,,,
127,813.517822,735.511108,132.991608,950.362305,910.496826,337.725739,703.011047,675.236328,138.473419,,,,,,,,,,,,,928.040527,946.453369,201.467026,,,,,,,,,,,,,,,,,,
128,809.827759,735.607239,134.380463,948.682312,909.953979,337.631744,698.523254,675.612122,140.326599,,,,,,,,,,,,,925.540161,946.095886,201.721954,,,,,,,,,,,,,,,,,,
129,805.987732,735.402832,135.687241,947.033936,909.720032,337.888763,694.107666,675.970825,141.963989,,,,,,,,,,,,,923.056885,945.318604,202.428757,,,,,,,,,,,,,,,,775.956299,638.857971,137.032440
130,801.763916,735.334290,136.563507,945.326050,909.103882,338.508209,689.842407,676.571045,143.402191,,,,,,,,,,,,,921.806763,944.683350,202.612869,,,,,,,,,,,,,,,,770.527405,640.224426,138.508972
