Grasp48
Date:,2025/04/16
Time:,14:28:33
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
73,936.856201,563.785461,87.655495,881.762207,493.235535,57.313393,811.460449,524.334778,40.810612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,939.740784,564.868469,88.850998,884.927734,493.722443,58.584370,814.616882,524.283875,42.638531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,941.943787,566.212097,90.136086,887.759644,494.082672,61.077293,817.790222,524.203186,44.122982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,944.994202,567.632874,90.881721,890.681641,494.759949,62.906322,821.453735,524.073547,46.091118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,948.007080,568.907043,91.560715,893.937988,495.192017,64.866577,824.979248,524.385315,46.984917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,950.835388,570.384583,93.444115,896.936035,496.102325,66.253189,828.304626,524.897583,49.103497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,953.367432,571.848267,94.826927,899.985046,497.215759,68.093155,831.909912,524.827881,50.954197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,956.744324,573.588867,95.719238,903.614563,497.739014,70.266533,835.496094,525.045898,52.714005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,959.417175,575.082336,97.107422,906.065186,498.903015,72.013504,839.179077,526.039368,54.616028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,962.290771,577.092285,98.561600,908.990845,500.270691,73.622581,842.793091,526.956421,56.410175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,965.212585,578.741699,99.722481,911.730957,501.480591,75.479774,846.576843,527.583191,58.277054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,967.976074,580.814148,100.638283,914.376831,503.173157,77.800034,850.297119,528.967041,60.478004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,970.799805,582.828003,101.776176,917.382874,504.591125,80.069542,854.342773,530.125916,62.219433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,973.878662,584.984741,102.468819,919.572632,506.666260,82.537605,858.212646,531.452271,64.094627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,976.808105,587.440002,103.455170,922.361572,508.372772,84.373215,861.685791,533.273865,66.690208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,979.312195,589.536499,105.114876,924.523193,510.511353,86.778954,865.730957,534.974670,68.898941,,,,,,,,,,1170.774170,805.469482,381.315857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,982.150146,591.851563,106.184341,926.510559,512.966431,88.884933,869.211914,536.797424,71.574120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,985.073914,594.839294,107.154129,928.734436,515.385742,91.447716,872.833557,539.401123,74.171814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,986.984741,597.427551,108.216660,930.854614,517.730408,94.190422,876.235352,542.199646,76.749756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,989.544250,599.690186,108.825821,933.048645,521.070923,95.953041,878.868347,545.411377,80.075966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,992.220764,602.678528,109.739555,934.798523,523.226501,98.317200,881.201965,548.864441,83.497917,,,,,,,,,,,,,1177.841919,808.127319,383.614960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,994.720032,605.762756,110.607407,936.595337,525.773071,100.901909,883.420410,552.876831,86.565269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,996.535522,608.463074,111.561462,938.058350,528.746521,103.497047,885.243713,557.384583,89.479706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,998.904663,611.219604,112.455269,939.420166,531.749634,105.759140,887.041016,562.007568,93.606232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1000.956299,614.202087,113.031990,940.966125,535.168823,108.548668,888.347839,566.837463,98.187103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1002.847107,617.064453,113.723213,941.620178,538.587219,110.839890,889.163086,572.481812,101.437653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1004.184326,620.213867,114.548477,942.495056,542.029541,113.587090,890.082703,578.218750,104.410774,,,,,,,,,,,,,,,,1184.334229,811.236084,388.015076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1005.780518,622.854736,115.299797,943.411255,545.188354,115.571350,890.740723,583.874084,108.925705,,,,,,,,,,,,,,,,1184.494263,812.516907,389.046051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1006.993225,625.613647,116.084213,944.207275,548.471008,117.384117,890.960510,590.123474,111.788658,,,,,,,,,,,,,,,,1185.883423,813.501831,389.877625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1007.799255,628.719910,116.354080,944.895752,551.868530,118.805847,891.141602,595.892029,115.483345,,,,,,,,,,,,,,,,1186.690063,814.438599,390.711792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1007.796082,631.854248,117.744911,944.856262,555.160645,120.328583,891.322754,602.520935,117.253822,,,,,,,,,,,,,,,,1187.445557,814.750854,391.652496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1008.383972,634.752991,118.077873,944.941467,558.657227,122.229660,891.010559,608.531555,120.217148,,,,,,,,,,,,,,,,1188.179932,814.876648,392.254761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1008.985168,637.618958,119.151176,944.998352,561.832581,123.223335,890.716370,614.827698,121.942055,,,,,,,,,,,,,,,,1188.988525,815.106018,393.010590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1008.648804,640.473389,120.098030,944.769897,565.226013,124.614532,890.206787,620.848877,123.409821,,,,,,,,,,,,,,,,1189.853516,815.427490,393.598938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1008.276672,643.413635,119.877449,943.904175,568.593445,125.330574,889.621094,626.922302,124.095345,,,,,,,,,,,,,,,,1190.702148,816.012756,394.002045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1007.742493,646.576111,121.472160,942.667969,572.195618,127.152359,888.543091,633.341858,124.393829,,,,,,,,,,,,,,,,1191.415771,816.435913,394.341736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1007.312561,649.306152,121.850243,941.466980,575.692810,127.866516,887.317932,638.852722,125.520355,,,,,,,,,,,,,,,,1192.245605,816.601257,395.118317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1006.746399,652.421082,122.679970,940.244629,579.452698,129.267242,886.372620,644.817749,126.247971,,,,,,,,,,,,,,,,1192.959595,816.759583,395.816650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1005.820496,655.237000,123.435158,938.838684,583.003906,130.447449,885.287781,650.632019,125.834763,,,,,,,,,,,,,,,,1193.172363,816.973816,396.065948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1004.517090,657.795715,123.875458,937.127441,586.456726,131.172058,884.221802,656.418884,126.303757,,,,,,,,,,,,,,,,1194.042236,816.946350,396.130524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1003.111755,660.595581,124.453987,935.556152,589.572327,131.790726,882.901550,661.858521,127.050461,,,,,,,,,,,,,,,,1194.840942,817.070190,396.601013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1002.016968,663.275269,125.399353,934.064087,593.001221,132.961884,881.236084,667.310425,126.871727,,,,,,,,,,,,,,,,1195.450806,817.227417,397.020386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1000.721863,665.747314,125.901352,932.421082,596.293152,133.725433,879.525208,672.712036,126.677773,,,,,,,,,,,,,,,,1195.654419,817.437195,397.564758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,999.646118,668.377136,126.013550,930.565430,599.109802,134.012726,878.612549,677.285889,127.039986,,,,,,,,,,,,,,,,1195.981445,817.370422,397.828003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,998.172913,670.773865,126.163986,928.783630,601.995361,134.864792,877.158020,681.764832,127.197136,,,,,,,,,,,,,,,,1196.257813,817.660767,397.997467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,996.571716,673.313049,127.157143,926.619324,604.876221,135.317856,875.614258,686.371521,127.495163,,,,,,,,,,,,,,,,1196.564819,817.793213,398.168091,1174.531250,835.287231,221.534546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,994.884216,675.463013,127.445496,925.383301,607.492493,135.486359,873.877136,690.361389,127.900124,,,,,,,,,,,,,,,,1196.754761,817.874329,398.209595,1174.265991,837.174011,222.300385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,993.545471,677.571045,127.457840,923.753540,609.933044,135.870697,871.749817,694.312988,128.507782,,,,,,,,,,,,,,,,1196.877075,817.957520,398.215118,1174.146362,837.912354,222.525070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,991.334778,679.750427,127.948410,921.880188,612.455811,136.554977,870.269531,697.876709,128.746414,,,,,,,,,,,,,,,,1196.979370,818.056335,398.197998,1174.180908,838.130432,222.501801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,989.814941,681.485718,128.369431,920.577759,614.607422,137.029800,868.695190,701.062073,129.182190,,,,,,,,,,,,,,,,1196.955444,818.122681,398.143768,1173.756470,838.739624,222.926559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,988.248596,683.253662,128.404861,918.753906,616.105164,136.964081,866.278503,704.337280,129.975784,,,,,,,,,,,,,,,,1197.060303,818.123413,397.891266,1173.290771,839.285034,223.145828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,986.721680,685.128235,128.543945,916.965393,617.654724,137.527390,864.183777,707.343567,130.911133,,,,,,,,,,,,,,,,1197.056641,818.164917,397.816315,1172.936157,839.654236,223.300400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,984.630005,686.665955,128.333405,914.827393,619.150696,137.557663,861.953674,709.936096,131.044403,,,,,,,,,,,,,,,,1196.980347,818.189880,397.743378,1172.412109,839.791199,223.247589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,982.662842,688.165222,128.901245,913.456665,620.352112,137.671005,859.204773,712.445313,131.760803,,,,,,,,,,,,,,,,1196.839844,818.275757,397.571594,1171.735352,839.958435,223.106400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,979.764221,689.717285,129.488846,911.926819,621.445007,137.613281,856.860779,714.785400,132.317398,,,,,,,,,,,,,,,,1196.602661,818.270020,397.194794,1170.928833,839.976807,222.876740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,978.304626,690.695679,129.590454,910.286133,622.229065,137.449036,854.260620,716.794373,132.664719,,,,,,,,,,,,,,,,1196.022339,818.190186,396.513031,1169.650146,840.127136,222.989883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,976.833496,691.706848,129.103943,908.792603,622.520996,137.424866,851.871216,718.860962,132.577423,,,,,,,,,,,,,,,,1195.848877,818.340393,396.370972,1168.654419,840.402405,223.104614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,974.278992,692.723145,129.303329,906.885376,622.883057,137.208984,848.809265,720.872437,133.348083,,,,,,,,,,,,,,,,1195.589966,818.369934,396.070923,1167.881104,840.481323,223.098724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,972.065186,693.750549,129.459518,905.192810,623.690430,136.952515,845.932861,722.777588,133.981079,,,,,,,,,,,,,,,,1195.110840,818.299561,395.529114,1166.964844,840.603699,222.565231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,969.724304,694.756165,129.029572,903.656128,624.495850,137.560669,843.146667,724.361877,134.976791,,,,,,,,,,,,,,,,1194.566284,818.255310,394.905548,1165.534668,840.617371,221.648712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,967.377441,695.248718,129.599182,901.281128,624.998291,137.351700,840.878418,726.098755,135.835266,,,,,,,,,,,,,,,,1194.321289,818.169861,394.602753,1163.717651,840.579834,221.905212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,965.198853,695.894165,129.217087,899.243774,625.577820,137.580032,838.348816,728.125488,136.310242,,,,,,,,,,,,,,,,1193.829102,818.035278,394.228302,1162.403198,840.462219,221.976395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,963.695313,696.701782,129.288910,897.409973,625.967163,137.566620,835.915466,729.450012,136.617661,,,,,,,,,,,,,,,,1193.194458,817.971741,393.676178,1161.069580,840.324341,221.426315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,960.919128,697.183350,129.035706,895.583191,626.378113,137.868591,833.315247,731.232910,137.282074,,,,,,,,,,,,,,,,1192.598633,817.942078,393.128082,1159.029541,839.991333,221.354462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,958.940796,698.085449,129.117599,893.543396,626.937439,137.616837,831.651794,732.353882,137.237427,,,,,,,,,,,,,,,,1192.099976,817.837280,392.754486,1157.444824,839.717407,221.268372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,956.670776,698.758667,129.012512,891.751038,627.389221,137.811829,828.489929,733.880005,138.880844,,,,,,,,,,,,,,,,1191.567261,817.733398,392.339569,1156.079712,839.404053,220.609711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,954.353821,699.184631,128.686066,889.359558,627.788696,138.022827,826.315979,734.953064,139.310654,,,,,,,,,,,,,,,,1190.916504,817.676331,391.790863,1154.287109,839.138550,219.521606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,952.443481,699.511902,128.566406,887.657837,627.795410,137.920471,823.770203,736.268005,139.516251,,,,,,,,,,,,,,,,1189.868774,817.612610,391.010223,1152.720947,838.884705,219.644012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,949.889160,699.525208,128.685989,885.405334,627.885925,137.745087,821.760010,736.910706,140.153336,,,,,,,,,,,,,,,,1189.022339,817.290466,390.642334,1150.790161,838.597961,219.213470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,947.757324,699.762085,128.837418,883.154175,628.062988,137.324265,818.819397,737.930359,139.837723,,,,,,,,,,,,,,,,1188.330933,816.997864,390.152557,1149.143677,838.222412,218.706055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,945.206543,700.111450,128.488419,881.537170,627.928833,136.814117,817.198975,737.828918,140.181274,,,,,,,,,,,,,,,,1187.469482,816.587341,389.913513,1147.889038,837.639954,218.386856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,942.466125,700.385193,128.646378,879.458984,627.661316,136.391464,814.019104,738.663818,139.727615,,,,,,,,,,,,,,,,1186.628052,816.095032,389.269257,1145.842407,837.312073,218.056686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,940.471863,700.543091,128.048340,877.505493,627.645569,136.211609,811.985168,738.699097,140.394531,,,,,,,,,,,,,,,,1185.867310,815.674438,388.540619,1143.824829,836.631775,217.771667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,938.031006,700.679382,128.272568,875.306458,627.505371,136.455597,809.173157,738.789429,139.890457,,,,,,,,,,,,,,,,1184.792480,815.749451,388.270294,1142.728149,836.058411,217.285507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,936.057556,700.642761,127.506546,873.773621,626.991760,135.995224,807.045471,738.812866,139.777740,,,,,,,,,,,,,,,,1183.536865,815.615845,387.974579,1141.079224,835.525635,216.254837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,934.277344,700.428345,126.987198,872.031494,626.642395,135.266617,804.657654,738.833862,139.406052,,,,,,,,,,,,,,,,1182.447266,815.407593,387.386475,1138.934937,834.977539,216.532120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,931.927429,700.555542,126.802658,870.171021,626.456055,135.045227,802.817993,739.002258,139.316696,,,,,,,,,,,,,,,,1181.513794,815.189697,386.906464,1137.490723,834.676697,216.273132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,930.106750,700.858643,126.314980,868.623901,626.240845,135.101486,800.667725,738.905212,138.479248,,,,,,,,,,,,,,,,1180.650146,814.631348,386.318634,1135.882568,834.071838,215.569214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,928.204346,700.787231,126.006340,867.174683,626.007019,135.132751,798.750427,739.140991,138.093521,,,,,,,,,,,,,,,,1179.742065,814.437683,385.934540,1134.078857,833.694092,215.234573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,926.113281,700.927490,125.498688,865.941162,625.694031,136.266586,796.247864,739.440857,138.225067,,,,,,,,,,,,,,,,1178.764648,813.987549,385.319244,1132.363647,832.954834,215.434769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,924.706970,701.045898,125.523079,863.895813,625.643982,136.182449,,,,,,,,,,,,,,,,,,,,,,1130.612915,832.298523,214.801987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,922.940186,700.438965,124.959946,862.471313,625.693726,136.112686,,,,,,,,,,,,,,,,,,,,,,1129.245850,831.899170,214.400040,792.638184,739.304871,138.232864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,921.096313,700.367188,124.660912,861.360718,625.690369,136.182938,,,,,,,,,,,,,,,,,,,,,,1127.771240,831.560547,214.532089,790.472778,738.887146,138.162140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,919.753662,700.507385,124.386635,859.885498,625.196899,136.839813,,,,,,,,,,,,,,,,,,,,,,1125.813843,831.049744,214.404587,789.049500,738.167236,138.214783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,918.151306,699.858398,124.234344,858.340759,624.549805,136.478836,,,,,,,,,,,,,,,,,,,,,,1124.500366,830.625916,213.764191,787.673401,736.955261,138.202835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,916.715820,699.523010,123.683891,857.735291,623.833496,135.985657,,,,,,,,,,,,,,,,,,,,,,1123.328369,830.150208,213.084381,786.257385,736.311523,138.161255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,915.708130,699.383789,122.831978,857.099548,622.776489,136.444275,,,,,,,,,,,,,,,,,,,,,,1121.665039,829.466797,213.527145,784.874634,735.638916,137.640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
