Grasp99
Date:,2025/04/22
Time:,17:34:39
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
42,903.397644,834.342957,66.968987,1033.068848,899.784546,250.254608,769.540344,835.835144,33.685410,831.073914,784.611206,33.531414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,903.396362,834.343323,66.970139,1033.085571,899.779968,250.247162,769.553101,835.846924,33.695629,831.066467,784.614746,33.553337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,903.438782,834.341003,67.000229,1033.091431,899.779541,250.242065,769.517029,835.835144,33.699516,831.082520,784.579346,33.682766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,903.404053,834.342346,66.975616,1033.087036,899.870483,250.277542,769.476379,835.838501,33.723984,831.023865,784.595154,33.635643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,903.436340,834.341125,66.998573,1033.089111,899.884033,250.252060,769.486389,835.833923,33.724995,830.995850,784.590820,33.687729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,903.402771,834.342529,66.974976,1033.095215,899.877136,250.239426,769.552185,835.845154,33.677074,830.971252,784.623291,33.602097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,903.357605,834.354797,66.985931,1033.089233,899.882935,250.274048,769.540649,835.836731,33.689259,831.032410,784.576965,33.698830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,903.345581,834.356201,66.997742,1033.079346,899.909363,250.279938,769.510437,835.831665,33.702545,830.994019,784.613831,33.602676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,903.382690,834.343445,66.982536,1033.104492,899.893494,250.246750,769.499084,835.831726,33.711742,831.025391,784.643616,33.516785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,903.399048,834.341858,66.969200,1033.079346,899.964600,250.279343,769.505493,835.834351,33.725384,831.034424,784.611633,33.544495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,903.365112,834.328186,66.986855,1033.081909,900.010437,250.288834,769.478271,835.840149,33.729195,831.051270,784.473450,33.696960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,903.341797,834.236694,67.004517,1033.069092,899.986450,250.291504,769.474121,835.821045,33.769821,830.958313,784.536926,33.771252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,903.377136,834.316895,66.989868,1033.060303,899.892944,250.294067,769.475891,835.817444,33.797619,830.945679,784.466614,33.816551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,903.398010,834.349854,66.969887,1033.092163,899.857544,250.285477,769.485901,835.830811,33.738853,830.929871,784.423523,33.834064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,903.356018,834.357910,66.920486,1033.070435,899.875244,250.289963,769.495239,835.822083,33.763870,830.952698,784.553772,33.770538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,903.390015,834.346863,66.959381,1033.076904,899.884155,250.287369,769.495483,835.830444,33.726765,830.902466,784.629395,33.633522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,903.363281,834.326965,66.993790,1033.075684,899.894104,250.318390,769.510498,835.835083,33.717102,830.980652,784.606445,33.674828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,903.381226,834.336914,66.986557,1033.059204,899.884277,250.302368,769.508972,835.833069,33.704491,831.026367,784.602661,33.611877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,903.395081,834.343445,66.972542,1033.072754,899.871338,250.259918,769.562317,835.847717,33.682251,831.051758,784.515808,33.555485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,903.391907,834.257751,66.970444,1033.055054,899.788391,250.251328,769.566284,835.835083,33.697430,831.068787,784.449341,33.672882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,903.341431,834.244751,66.932312,1033.022583,899.785339,250.328583,769.568420,835.843994,33.665169,830.938904,784.535522,33.771866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,903.383240,834.329651,66.967690,1032.994873,899.701599,250.331604,769.531128,835.836426,33.695393,830.894287,784.582275,33.807507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,903.400269,834.255676,66.939255,1032.993408,899.673157,250.381653,769.539490,835.833984,33.740772,830.933533,784.510071,33.687939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,903.360779,834.223022,66.984085,1032.913208,899.572632,250.425323,769.555420,835.845520,33.685879,831.036011,784.450928,33.705292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,903.326599,834.245178,66.947662,1032.988647,899.539612,250.407120,769.581299,835.850525,33.660786,831.020508,784.555237,33.706047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,903.331604,834.256531,66.927551,1033.012817,899.474060,250.410812,769.560181,835.854553,33.657566,830.994751,784.476257,33.759453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,903.349365,834.232788,66.987862,1032.969971,899.458191,250.431641,769.572510,835.850830,33.669910,830.935364,784.585144,33.643093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,903.332520,834.247620,66.947327,1032.895874,899.383240,250.523804,769.528442,835.835815,33.705498,830.949768,784.634033,33.568462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,903.301331,834.241272,66.944672,1032.870483,899.255249,250.522705,769.472656,835.838379,33.732815,830.979919,784.472168,33.722618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,903.301208,834.238892,67.015579,1032.875854,899.217957,250.515533,769.487549,835.835693,33.742550,830.946655,784.408997,33.829620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,903.298340,834.222229,67.037003,1032.835938,899.149292,250.556671,769.499207,835.832581,33.718140,830.947510,784.424438,33.838558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,903.280090,834.144714,66.976372,1032.853882,899.125427,250.621384,769.513000,835.833923,33.716366,830.934937,784.430542,33.827808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,903.249634,834.114868,66.975777,1032.864502,899.035767,250.594238,769.513733,835.834656,33.719563,830.932556,784.430420,33.822216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,903.279236,834.217041,66.967232,1032.816406,898.991882,250.665482,769.480713,835.839844,33.724899,830.934448,784.429321,33.821190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,903.224609,834.142639,66.989487,1032.785156,898.905273,250.696869,769.466553,835.841370,33.734543,830.919617,784.437927,33.824905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,903.242004,834.104065,66.967148,1032.781982,898.888733,250.698761,769.465881,835.841125,33.737404,830.891968,784.546021,33.804775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,903.247070,834.114136,66.981125,1032.757568,898.912598,250.759705,769.493164,835.833618,33.719555,830.916992,784.506165,33.686180,1117.789429,905.016968,378.703339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,903.269653,834.099915,67.016197,1032.703491,898.899841,250.799469,769.513977,835.833557,33.717186,830.967102,784.436707,33.747929,1117.878662,904.881104,378.769470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,903.289246,834.105652,67.041779,1032.627686,898.759766,250.913361,769.515259,835.834412,33.718723,830.956055,784.418640,33.809105,1117.976807,904.732544,378.743500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,903.290894,834.108704,67.042908,1032.555542,898.798340,251.062393,769.488647,835.819458,33.759018,830.872131,784.438721,33.714626,1118.145874,904.557739,378.697571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,903.247131,834.026062,67.013535,1032.494751,898.822693,251.196640,769.543091,835.822632,33.781567,830.924805,784.436035,33.781666,1118.358887,904.304138,378.705719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,903.167053,834.012878,67.044830,1032.483398,898.831482,251.245407,769.620483,835.837708,33.731815,830.941650,784.429321,33.824688,1118.410278,904.133362,378.610687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,903.226685,833.898682,67.344635,1032.426514,898.925964,251.413712,769.583618,835.836243,33.707851,830.934998,784.427551,33.832508,1118.449097,903.871887,378.832977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,903.149658,833.913635,67.463287,1032.327148,899.029053,251.632187,769.624329,835.838379,33.708305,830.874573,784.588257,33.681129,1118.482056,903.523193,379.102509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,903.121216,833.867737,67.557747,1032.266724,899.154236,251.801376,769.646912,835.841553,33.715466,830.860474,784.594360,33.752544,1118.358154,903.280029,379.345459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,903.015564,833.764221,67.702446,1032.083740,899.431702,251.959930,769.641113,835.932312,33.734795,830.862732,784.578491,33.813335,1118.320679,903.044739,379.590088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,902.836975,833.734070,67.816887,1032.066162,899.689636,252.122452,769.608887,835.938660,33.785538,830.862244,784.540466,33.874695,1118.313721,902.771851,379.651764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,902.779724,833.723694,67.921951,1032.048340,899.901733,252.261200,769.594055,835.931030,33.821358,830.885254,784.539856,33.873573,1118.260986,902.647583,379.689911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,902.771057,833.603027,68.114311,1032.091797,900.089417,252.307693,769.542419,835.914917,33.860123,830.862671,784.575562,33.764347,1118.223877,902.363098,379.854767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,902.683899,833.573486,68.140945,1032.028198,900.426086,252.437088,769.496094,835.869446,34.006741,830.447937,784.547180,34.339012,1118.083862,902.345581,379.951324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,902.692383,833.458008,68.293625,1032.001953,900.865845,252.620514,769.546265,835.806946,33.974442,830.456665,784.552490,34.208618,1118.101807,902.269531,380.072662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,902.605896,833.433838,68.439400,1031.902100,901.346313,252.839050,769.564575,835.827209,34.024044,830.654724,784.575867,33.944630,1118.171753,902.249756,380.032684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,902.521301,833.324890,68.600281,1031.778320,901.976135,252.954132,769.570129,835.756897,34.117916,830.159302,784.592834,34.309147,1118.208496,902.246887,380.144562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,902.433472,833.282166,68.854706,1031.626831,902.654358,253.086792,769.576538,835.730835,34.178776,829.777100,784.559509,34.848095,1118.132813,902.208008,380.325958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,902.327087,833.202026,69.327858,1031.532349,903.305420,253.208862,769.566223,835.667480,34.413391,830.087280,784.558167,34.393116,1118.060547,902.090454,380.716736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,902.154663,833.178711,69.608620,1031.479248,903.704712,253.357361,769.538147,835.586121,34.518372,830.410156,784.603333,33.781437,1118.031128,902.152588,381.080658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,902.009216,833.055725,69.988739,1031.300659,904.085938,253.541763,769.475220,835.556396,34.551579,830.464478,784.637817,33.513138,1118.072998,902.179321,381.268738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,901.660156,833.034058,70.406219,1031.316650,904.550049,253.993774,769.387451,835.579407,34.747486,830.362122,784.580811,33.107834,1118.261353,902.276611,381.330780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,901.461670,832.919067,70.696854,1031.370605,905.187683,254.234436,769.339172,835.343018,35.525776,,,,1118.435425,902.388916,381.424927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,901.288452,832.797058,70.954559,1031.685913,905.710876,254.278427,769.038330,835.334656,35.301186,,,,1118.624634,902.502808,381.500580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,901.086548,832.499023,71.396454,1032.019531,906.259521,254.289841,768.905640,835.324707,35.103203,,,,1118.747803,902.617310,381.498169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
