Grasp117
Date:,2025/04/24
Time:,14:05:36
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
43,859.218567,806.094116,136.298309,866.339233,709.347351,121.718170,757.322083,712.265686,150.464066,889.877808,1051.448853,255.071106,927.603516,1035.190063,462.308624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,858.487183,803.844482,139.560242,866.023376,706.882263,124.841606,757.515137,709.221008,153.222351,889.255554,1050.673462,255.398315,927.499023,1035.298340,462.370544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,858.084534,801.501892,142.861557,865.889465,704.310669,127.464180,757.766174,706.117310,156.749344,888.511047,1050.032837,255.619446,927.533813,1035.287109,462.542938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,857.315002,799.309448,145.823059,865.818909,701.736511,131.039871,757.822876,702.840637,159.732635,887.816589,1049.493896,256.230927,927.555420,1035.170410,462.624207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,856.395569,797.279785,149.276108,865.384583,699.574402,134.662308,758.535828,699.528198,162.172714,887.098694,1048.792480,256.538818,927.613831,1035.022705,462.656891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,855.435852,795.288208,152.699646,865.760071,697.594788,136.683182,758.649597,696.586487,165.167633,886.240601,1047.790894,256.955750,927.502014,1034.904785,462.764008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,855.206055,792.495300,155.796219,865.847656,695.028870,139.444946,758.677734,693.618164,167.668762,885.286316,1046.748657,257.485596,927.305481,1034.777588,462.834595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,854.975586,790.216553,159.031540,865.655151,692.403564,143.069565,759.298096,690.239441,170.008591,884.485535,1045.836914,257.786926,927.207581,1034.489502,462.973419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,854.743713,787.495422,162.027313,865.387390,690.400513,145.763458,759.904602,686.820190,171.800491,884.090698,1045.257690,257.686371,927.026978,1034.226196,463.042053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,853.827820,785.369385,164.728516,866.138489,688.121643,147.058151,760.791565,683.404236,173.870895,883.081360,1044.296265,257.917816,926.847290,1033.916260,463.161957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,853.717712,783.132751,167.900848,865.794189,686.129700,149.726898,760.978149,680.139771,175.491547,881.906006,1043.078857,258.112457,926.133484,1033.713867,463.589569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,853.119751,780.805786,170.634918,865.651550,684.268433,152.033325,761.767090,676.705688,177.486847,881.394409,1041.999390,258.516083,925.580139,1033.486206,463.877655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,853.132263,778.074280,173.317535,866.101929,682.132141,154.262405,762.781433,673.361389,179.136444,880.145081,1041.246948,258.816406,925.436462,1033.201294,464.165314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,852.637512,776.081299,176.022415,866.567932,679.847229,155.719147,763.600281,670.166870,180.536621,878.621155,1039.953247,259.547607,925.204285,1032.743530,464.636780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,852.638733,773.699951,178.356201,866.746277,678.008850,157.744965,764.656677,666.720215,181.347931,877.498230,1038.569702,259.947845,924.810913,1032.429932,464.774933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,852.329346,770.878113,180.727890,866.931763,675.642944,158.966980,765.762268,663.668701,181.798691,876.404907,1037.382813,260.319427,924.763062,1032.226929,464.793182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,852.668579,768.472961,182.812744,867.173218,673.765076,159.565231,766.361877,660.477417,182.265198,875.166321,1036.139526,260.349701,924.636597,1031.889771,464.747742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,852.578796,766.335815,184.861511,867.559570,671.760925,160.196808,767.422302,657.347229,183.057617,874.238647,1034.808594,260.429688,924.124634,1031.418457,464.997589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,852.467163,763.963806,186.919968,868.117676,669.439941,160.882996,768.275146,654.314941,183.902496,872.630859,1033.559204,260.799042,923.580566,1030.914551,465.082794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,852.720154,761.516052,188.422714,868.849426,667.319824,161.565735,769.513245,651.208130,183.764908,871.661011,1032.312256,261.255707,923.082092,1030.481201,465.210785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,852.566528,759.122437,190.322693,869.286133,665.382751,162.078079,770.596436,648.270264,183.733749,870.848633,1030.766724,261.484131,922.634399,1030.027710,465.201965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,852.786133,756.691406,192.105133,869.696411,663.384338,162.093414,771.962585,645.044983,184.066544,869.442383,1029.458862,262.262329,922.232849,1029.590088,465.334015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,853.080078,754.212524,193.492004,870.218445,661.938721,160.969299,772.730164,642.131531,183.617783,867.944580,1028.136475,262.564270,921.889893,1029.084473,465.390106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,852.738647,752.003174,194.693527,870.948730,660.106079,159.791946,773.822693,639.170105,183.627563,866.312073,1026.464844,262.910553,921.395996,1028.734009,465.411285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,853.120056,749.921021,196.143936,871.448730,658.816040,159.212753,775.138428,636.430603,183.043381,865.122375,1025.278198,262.940125,920.676941,1028.280762,465.731567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,853.224121,747.370178,197.085236,872.098206,657.340393,159.090347,776.537720,633.685181,181.891159,864.489685,1023.768250,263.049530,919.632935,1027.770386,465.876343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,853.201416,745.139587,198.438828,873.155457,655.822021,157.612137,777.957703,630.838867,180.922577,863.403931,1022.208496,263.125336,919.198364,1027.107300,466.040649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,853.288086,742.897644,198.999100,874.703247,655.073181,156.943390,779.155579,628.052612,178.815018,862.534241,1021.144470,263.229736,918.798523,1026.412109,465.986084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,853.458557,740.929138,199.592026,875.809937,653.933167,156.194687,780.589111,626.011841,176.804260,861.260986,1019.369812,263.422882,918.337463,1025.822876,465.818817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,853.598389,738.744019,200.533371,877.766235,652.592224,155.117035,781.776184,623.603516,174.342422,859.999573,1017.885620,264.010162,918.126343,1025.302246,465.743195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,853.570374,736.567139,200.838165,878.029663,651.530273,153.728043,782.982056,621.633118,171.588257,858.645935,1016.682007,264.541077,917.606018,1024.845947,465.879272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,853.686646,734.564209,200.819305,878.539734,650.915833,151.423996,784.420532,619.641785,168.888321,857.423584,1015.037781,264.837280,916.863647,1024.351807,466.222565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,853.775940,732.513672,201.702423,877.840515,650.339294,148.670227,785.512573,618.173584,166.427170,856.502930,1013.741333,264.905273,916.035339,1023.737122,466.294312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,854.111694,730.437012,202.043213,878.312012,650.065125,146.644440,786.709839,616.438416,164.416794,855.202576,1012.566895,265.210175,915.520996,1022.935791,466.276367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,854.319397,728.591187,201.993347,878.889343,649.649719,144.626572,787.363403,614.888916,161.535507,853.951294,1011.024902,265.273499,915.469116,1022.317993,466.185852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,854.638367,727.100098,201.945526,879.166870,649.114746,142.561737,787.997375,613.516663,159.262344,853.355408,1009.944824,265.302277,915.240295,1021.730164,466.200409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,855.026855,725.377197,201.575439,879.469910,648.727600,140.119232,789.218933,611.979858,156.685837,852.422424,1008.485107,265.145172,914.663879,1021.160278,466.069519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,855.548035,723.424622,200.770279,879.820496,648.226807,137.899567,789.963440,610.897644,154.485123,851.375244,1006.951965,265.432159,914.097900,1020.612854,466.112823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,855.737183,721.958679,199.965851,879.646301,648.279907,134.872620,790.557983,609.923401,151.846497,850.449036,1005.894409,265.740601,913.567017,1019.914490,466.364441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,855.880493,720.526855,199.636383,879.079163,648.328674,132.249786,791.217468,609.343018,148.917908,849.361084,1004.631104,266.141388,913.166809,1019.292786,466.445038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,855.903687,719.374390,198.994904,878.483704,648.812195,128.730789,791.772095,608.711609,146.218964,848.369873,1003.236755,266.111176,913.007629,1018.776733,466.337311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,856.183228,717.672119,197.728058,877.722046,649.332275,125.736023,792.421204,608.108521,142.767014,847.807434,1002.251831,266.210480,912.786560,1018.256531,466.255066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,856.469604,716.260559,196.676819,877.184326,650.015015,122.531151,793.046204,607.771057,139.221191,847.404175,1001.216064,266.342651,912.364014,1017.630005,466.439728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,856.564941,715.032471,195.789505,875.954285,650.620605,119.149162,793.325562,607.800659,136.116409,846.323669,999.750671,266.348022,911.893494,1017.225830,466.541809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,856.420044,713.858704,194.872925,874.345276,651.207642,115.651840,794.061951,607.862732,132.391647,845.452942,998.750854,266.106964,911.406433,1016.792542,466.633331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,856.257324,712.640869,193.506119,872.804199,652.183594,111.871750,794.848877,607.931213,128.960770,844.611572,998.082458,265.745270,911.135620,1016.395996,466.530396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,856.216614,712.245972,191.777924,871.165466,653.479980,108.458397,795.473999,607.363525,127.577019,843.970032,996.969971,265.814972,910.899902,1015.877136,466.438232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,856.390564,711.464722,190.162460,869.011169,654.825195,105.266800,795.951782,606.624573,127.045967,843.034424,995.804321,265.801910,910.630127,1015.342773,466.301422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,856.179688,710.585022,189.093872,866.687378,655.762878,101.643036,796.394958,605.909729,125.828987,842.303345,994.990234,265.766571,910.409668,1014.843689,466.148804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,855.975586,709.898987,187.903549,864.620422,656.205444,99.339233,796.320923,605.981506,124.327393,841.927917,994.457520,265.659729,910.109619,1014.376526,466.095764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,855.771912,709.616516,186.755508,861.547729,656.023010,97.525337,796.212891,606.587280,123.411011,841.481079,993.887268,265.688324,909.754639,1013.995972,466.078491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,855.518738,709.196899,185.887894,858.865356,655.976379,96.021858,796.143494,606.975525,122.934715,840.637695,992.969727,265.660950,909.350159,1013.636597,466.112213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,855.108276,708.764648,185.309311,857.515320,655.647339,94.636482,795.916748,606.981628,122.233109,839.887207,992.289917,265.799957,908.782532,1013.260437,466.029999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,854.598083,708.499329,185.110992,857.078003,655.133789,94.604683,795.664185,607.130188,121.833366,839.368591,991.781921,265.756622,908.377747,1012.983704,465.994843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,853.913147,708.045227,185.176575,856.539856,654.648621,94.528313,795.723572,607.165527,121.465195,838.982727,991.522949,265.614838,907.948120,1012.580261,465.927673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,853.299988,707.608215,185.271729,855.858154,654.193237,94.570168,795.777771,607.160461,121.311745,839.071167,991.436035,264.917725,907.728821,1012.372803,465.709778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,852.860046,707.220459,185.389465,855.577087,653.737122,94.687080,795.729065,607.184753,121.068726,838.859619,991.195313,264.886353,907.435669,1012.092651,465.580322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
