Grasp119
Date:,2025/04/30
Time:,17:42:13
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,942.185669,757.820740,115.844696,874.401001,679.567688,97.937828,1159.434937,778.802673,488.284607,1131.721802,825.597412,281.592407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,941.017273,756.706604,117.251190,873.996155,677.991455,101.262886,1159.301514,778.817993,488.015961,1131.473511,825.327454,281.356659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,940.069153,755.844421,119.138969,873.388611,676.029358,104.432724,1159.169800,778.797363,487.741974,1131.230103,824.942200,281.413605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,939.088074,754.985657,120.482185,873.838867,673.999084,107.637299,1159.020874,778.845886,487.482574,1130.832764,824.637573,281.381958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,937.860840,753.846802,122.041145,873.732300,671.869202,110.516098,1158.794434,778.936401,487.231567,1130.123047,824.441284,280.867035,,,,804.730774,758.696594,90.093201,,,,,,,,,,,,,,,,,,,,,,,,
16,936.808594,752.359497,123.642372,873.601868,669.873657,113.422646,1158.674438,779.028564,486.837799,1129.406738,824.124634,280.534973,,,,803.399963,756.745544,92.531349,,,,,,,,,,,,,,,,,,,,,,,,
17,936.113831,751.064209,124.483627,873.708069,667.749268,116.513664,1158.447754,779.093811,486.503296,1128.795898,823.828430,280.430542,,,,802.333313,755.116760,95.193481,,,,,,,,,,,,,,,,,,,,,,,,
18,935.051819,749.690552,125.093842,873.844177,665.640198,119.450569,1158.313843,779.132690,486.359741,1128.259644,823.594788,280.086121,,,,800.950867,753.518677,97.642944,,,,,,,,,,,,,,,,,,,,,,,,
19,934.409912,748.193176,126.019012,874.250427,663.357910,122.615776,1158.036865,779.151184,486.027588,1127.568115,823.243713,279.612183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,933.089600,747.005249,127.417870,874.505188,661.599365,124.840073,1157.479248,779.207275,485.416107,1126.823975,822.832764,279.147217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,931.666260,745.377380,128.256531,874.440002,659.440857,127.088837,1157.020142,779.217712,484.855194,1125.987061,822.156372,278.680359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,931.058838,744.095337,128.506638,874.448792,657.503967,129.483047,1156.423950,779.288208,484.366760,1125.414917,821.494202,278.250854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,930.138489,742.744934,128.795273,874.734863,655.701294,132.167694,1155.791382,779.430603,483.915344,1124.737183,820.916931,277.676025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,928.701172,741.378662,129.987228,874.811768,653.836304,134.910202,1155.237671,779.528381,483.754547,1123.950317,820.426636,277.134827,,,,,,,792.065186,743.562195,110.805649,,,,,,,,,,,,,,,,,,,,,
25,927.282288,740.089294,131.054596,875.338562,652.344299,136.830872,1154.812866,779.556519,483.459961,1123.092896,819.945557,276.443176,,,,,,,791.536316,742.136047,111.230476,,,,,,,,,,,,,,,,,,,,,
26,925.567139,738.990906,131.825439,874.948303,650.556213,138.706665,1154.241699,779.649170,482.934113,1121.874512,819.243164,276.048218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,924.288879,737.627197,132.255356,875.059021,649.246948,140.386810,1153.538574,779.692444,482.381256,1120.966797,818.613708,275.743195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,923.512329,736.377563,132.533615,874.615234,647.515381,142.584183,1152.907959,779.766724,481.854614,1119.829224,818.090088,275.238800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,922.234436,735.095825,132.915390,874.160583,645.977356,144.383820,1152.328613,779.768127,481.357574,1118.760620,817.415527,275.417145,,,,,,,,,,786.530640,736.228699,116.023926,,,,,,,,,,,,,,,,,,
30,921.143494,733.574707,133.601410,874.277039,644.695801,145.832230,1151.563110,779.774597,481.012665,1117.487671,816.882019,274.518280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,919.726685,732.090271,134.474258,873.856262,642.868347,146.849304,1150.708740,779.882507,480.233978,1116.644653,816.223511,273.779968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,917.809265,730.528137,134.725815,873.706421,641.483582,147.452759,1149.868896,779.816650,479.567322,1115.717896,815.399170,273.071014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,916.868225,729.039063,134.379333,873.421143,639.751587,148.037338,1149.320923,779.854553,479.050934,1114.500244,814.835876,272.123108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,915.836182,727.803833,134.416275,872.940186,638.143738,148.621658,1148.977539,779.816650,478.725525,1113.660767,814.187317,271.587463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,914.499878,726.230591,134.643570,872.410278,636.497253,149.179535,1148.208252,779.736023,478.078796,1112.674805,813.618652,270.628784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,913.660217,724.980957,134.927612,871.109619,634.579224,149.708374,1147.317139,779.602417,477.071106,1111.461792,812.812439,270.130981,,,,,,,,,,,,,777.465210,725.127380,122.202591,,,,,,,,,,,,,,,
37,912.429993,723.388733,134.483780,870.145325,632.786438,149.378357,1146.414551,779.696411,476.529205,1110.207642,812.069153,269.670471,,,,,,,,,,,,,776.480713,723.230774,122.067581,,,,,,,,,,,,,,,
38,911.171509,721.803101,133.956146,869.637817,630.982544,148.512817,1145.833862,779.639282,476.158142,1109.094604,811.545288,269.093933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,910.534668,720.525391,133.312134,868.996033,629.500427,147.974899,1144.929321,779.603516,475.522980,1108.028442,811.129395,268.422180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,909.390503,718.873535,133.295303,867.868652,627.701538,147.753693,1143.982666,779.572021,474.911346,1106.696167,810.481384,267.791260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,908.218933,717.634094,133.529739,866.903259,626.174683,146.950256,1143.217896,779.541382,474.451447,1105.602051,809.626160,267.132813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,907.050476,716.566101,133.212433,866.161133,624.506653,146.002075,1142.581909,779.572571,474.233704,1104.462769,808.890808,265.960175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,905.898682,714.876831,132.290649,864.965210,623.103699,145.595749,1141.283203,779.563904,473.334442,1103.678467,808.352539,265.439484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,905.051575,713.556213,131.769745,863.952637,621.381042,144.897598,1140.042603,779.618896,472.425018,1102.561646,807.884888,264.653442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,904.658447,712.379028,131.078644,863.212280,620.201294,143.896393,1139.303955,779.636841,472.064209,1101.465698,807.337585,263.782471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,903.582214,711.016724,130.444504,862.327820,618.883789,142.051682,1138.736816,779.629089,471.730835,1100.574707,806.525574,263.106323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,901.978577,709.985229,130.191345,861.376099,617.148254,140.830200,1137.682251,779.529907,470.895569,1099.481445,805.834656,262.047791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,900.923950,709.190063,130.302444,859.887024,615.980713,140.225693,1136.548218,779.544678,470.259186,1098.352173,805.328430,261.292023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,900.220459,707.930237,129.989212,858.382080,614.310913,139.009125,1135.514648,779.501648,469.774597,1097.482178,804.930664,260.578979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,899.167664,706.785400,129.575958,857.087952,612.964905,138.013428,1134.549194,779.459290,469.033966,1096.666504,804.423035,259.908417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,898.146667,705.710266,128.551178,856.016907,612.020752,136.447235,1133.739746,779.477234,468.170319,1095.679077,803.614685,259.187286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,897.574219,704.670654,128.066055,854.489685,610.645508,134.490738,1133.065308,779.478455,467.644592,1094.682983,802.874268,258.372467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,896.873657,703.624146,127.985245,853.249390,609.465027,133.040573,1132.335205,779.443298,467.298187,1093.885376,802.187744,257.731140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,895.845520,702.904297,128.049866,851.896484,608.462830,131.848709,1131.291260,779.437744,466.452698,1093.208984,801.938904,257.201294,,,,,,,,,,,,,,,,761.761353,696.201233,119.229050,,,,,,,,,,,,
55,894.784851,702.141846,127.158134,850.112366,607.148010,130.247467,1129.996948,779.485901,465.528595,1092.339600,801.546021,256.502350,,,,,,,,,,,,,,,,760.209778,695.114014,119.797737,,,,,,,,,,,,
56,894.371094,701.024963,125.757614,849.032410,606.316711,128.355591,1129.384888,779.544128,465.031311,1091.414429,801.005981,255.517761,,,,,,,,,,,,,,,,759.329407,693.830505,119.728714,,,,,,,,,,,,
57,894.003967,700.153259,124.917480,847.774841,605.709961,127.258339,1128.870728,779.533081,464.539398,1090.504517,800.273438,254.719879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,893.450439,699.330811,124.610924,846.204041,604.757202,126.181274,1128.022095,779.552124,463.827026,1089.898071,799.695374,254.192551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,892.197083,698.529724,124.083794,844.860291,603.807922,125.004936,1127.016724,779.607971,463.133087,1089.269409,799.125549,253.546570,,,,,,,,,,,,,,,,,,,757.757019,690.644104,118.145454,,,,,,,,,
60,891.386108,697.837463,123.392235,843.422485,603.637390,123.134880,1126.166016,779.718567,462.840179,1088.581543,798.777344,252.922104,,,,,,,,,,,,,,,,,,,757.037781,690.055664,118.354210,,,,,,,,,
61,890.825439,697.318970,123.019997,841.757935,603.468994,122.103447,1125.261841,779.584595,462.650360,1087.718872,798.501221,252.536484,,,,,,,,,,,,,,,,,,,756.303162,689.501282,118.394310,,,,,,,,,
62,890.128662,696.914490,123.016251,839.937134,603.208740,121.150803,1124.303223,779.516357,461.992493,1086.880615,798.084106,252.071442,,,,,,,,,,,,,,,,,,,755.773193,688.765259,118.202209,,,,,,,,,
63,889.301880,696.579102,123.199562,838.278992,603.380615,120.183136,1123.473877,779.686401,461.232483,1086.556885,797.564270,251.525986,,,,,,,,,,,,,,,,,,,755.363464,687.892456,117.682495,,,,,,,,,
64,888.148804,696.299622,122.993919,836.417114,603.191895,118.432625,1123.024048,779.654358,460.879486,1085.884399,797.096619,250.659103,,,,,,,,,,,,,,,,,,,755.049744,687.048706,117.067558,,,,,,,,,
65,886.900391,696.046509,122.853874,834.635864,603.178711,116.420914,1122.361694,779.680786,460.720367,1085.337158,796.571594,249.976944,,,,,,,,,,,,,,,,,,,754.656555,686.169800,116.003349,,,,,,,,,
66,886.195129,695.851013,122.899033,832.756836,603.232849,115.080376,1121.515503,779.661377,460.281799,1084.850220,796.092712,249.325134,,,,,,,,,,,,,,,,,,,754.257629,685.474426,115.473358,,,,,,,,,
67,885.928528,695.558716,121.892624,830.751709,603.478088,113.607407,1120.467407,779.710938,459.891388,1084.234985,795.723022,249.284897,,,,,,,,,,,,,,,,,,,753.587891,684.696960,115.148933,,,,,,,,,
68,885.806030,695.112366,120.672813,828.634583,604.089478,111.900238,1119.572388,779.764648,459.376953,1083.572998,795.627991,248.818268,,,,,,,,,,,,,,,,,,,752.927673,683.829712,114.214874,,,,,,,,,
69,885.281189,694.874146,119.665039,827.023743,604.624634,109.978081,1119.024780,779.763611,459.116241,1082.784302,795.530334,248.237961,,,,,,,,,,,,,,,,,,,752.919128,682.748535,112.725861,,,,,,,,,
70,884.423523,694.860168,119.436127,825.154419,605.230347,108.192650,1118.649902,779.711975,458.758575,1082.129028,795.470337,247.737152,,,,,,,,,,,,,,,,,,,753.103210,681.821228,111.601143,,,,,,,,,
71,883.436462,694.901062,119.552208,823.012451,605.949829,106.844826,1117.777832,779.809143,458.220734,1081.707275,795.323303,247.442780,,,,,,,,,,,,,,,,,,,753.537781,680.440979,109.986099,,,,,,,,,
72,882.770203,694.789551,119.700943,821.425232,606.721558,105.607147,1116.972412,779.868591,457.624298,1081.334839,795.235779,247.187057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,882.179443,694.741882,119.394081,820.447205,607.088928,104.747765,1116.337769,779.915894,457.320038,1080.904419,795.150513,246.973251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,881.837708,694.824646,119.299629,819.767700,607.119934,104.522270,1115.601440,779.952148,457.285034,1080.401245,795.023376,246.761459,,,,,,,,,,,,,,,,,,,,,,753.864258,676.914673,108.642448,,,,,,
75,881.549377,694.871460,119.034706,819.184753,607.013245,104.782326,1114.878540,779.888428,457.295410,1079.857056,794.890625,246.571960,,,,,,,,,,,,,,,,,,,,,,753.832458,675.727051,108.413300,,,,,,
76,881.080505,694.927246,118.884819,818.575256,607.155396,104.359192,1113.866577,779.897400,457.209534,1079.200562,794.856140,246.132248,,,,,,,,,,,,,,,,,,,,,,753.973083,674.543030,108.272499,,,,,,
77,880.547668,694.796753,118.790024,817.978027,607.308899,103.851097,1112.895996,780.044861,457.031036,1078.565796,794.821899,245.865402,,,,,,,,,,,,,,,,,,,,,,753.955811,673.517822,108.546288,,,,,,
78,880.026672,694.639404,118.576202,817.352844,607.500000,103.499176,1111.912598,780.191406,456.826813,1078.178467,794.878357,245.741699,,,,,,,,,,,,,,,,,,,,,,754.006592,673.205566,107.514160,,,,,,
79,879.461426,694.554688,118.723297,816.561157,607.617493,103.408577,1111.135010,780.322449,456.550354,1077.804443,794.994629,245.579208,,,,,,,,,,,,,,,,,,,,,,754.072754,672.896179,106.845955,,,,,,
80,878.713562,694.493347,119.217369,815.755737,607.796021,103.258789,1110.613281,780.390747,456.562073,1077.378662,795.161255,245.497223,,,,,,,,,,,,,,,,,,,,,,753.738281,672.560486,106.696632,,,,,,
81,877.731812,694.664673,119.988518,814.959961,608.119690,103.282204,1110.086426,780.521118,456.695099,1077.046143,795.361450,245.484283,,,,,,,,,,,,,,,,,,,,,,753.405762,672.393188,106.691017,,,,,,
82,877.050720,694.741272,120.515572,814.138306,608.479797,103.609695,1108.843628,780.655396,456.774841,1076.722656,795.542969,245.568375,,,,,,,,,,,,,,,,,,,,,,752.894287,672.465027,106.725708,,,,,,
83,876.708313,694.980530,120.648521,813.586670,608.721008,103.832359,1107.700317,780.799805,456.726257,1075.978516,795.787354,246.120651,,,,,,,,,,,,,,,,,,,,,,752.431274,672.437256,106.631645,,,,,,
84,876.200928,695.109497,120.786423,813.109131,609.056885,103.747849,1106.985596,781.100037,456.765198,1075.363525,795.973999,246.442337,,,,,,,,,,,,,,,,,,,,,,752.094849,672.457581,106.498352,,,,,,
85,875.940002,695.189514,120.919945,812.448914,609.367004,103.825607,1106.061890,781.449524,456.645782,1074.967285,796.058533,246.632263,,,,,,,,,,,,,,,,,,,,,,751.645386,672.515198,106.330032,,,,,,
86,875.458435,695.327393,121.360939,811.663879,609.687073,103.874458,1105.361328,781.704834,456.428375,1074.605713,796.208069,246.655243,,,,,,,,,,,,,,,,,,,,,,751.077881,672.469299,106.310806,,,,,,
87,874.538452,695.540161,122.061760,810.914307,609.957458,104.029396,1104.340454,781.893127,456.893585,1074.147461,796.497437,246.890686,,,,,,,,,,,,,,,,,,,,,,750.483887,672.418701,106.438286,,,,,,
88,873.422241,695.725220,122.743294,810.413208,610.199768,104.082031,1103.233398,782.151245,457.513062,1073.586914,796.827209,247.122635,,,,,,,,,,,,,,,,,,,,,,749.829407,672.339844,106.691887,,,,,,
89,872.498352,695.796753,123.212433,810.142395,610.441101,104.053139,1102.346558,782.369080,457.796906,1072.653564,797.260437,247.654938,,,,,,,,,,,,,,,,,,,,,,748.972168,672.424438,107.305489,,,,,,
90,871.860962,695.923035,123.329933,809.766418,610.723938,104.123161,1101.780518,782.579773,457.724731,1072.006592,797.684631,248.195389,,,,,,,,,,,,,,,,,,,,,,748.272644,672.431213,107.784981,,,,,,
91,871.537659,696.119080,123.433693,809.176331,611.041809,104.457443,1100.881348,782.821533,457.957336,1071.370117,798.310608,248.242035,,,,,,,,,,,,,,,,,,,,,,747.811768,672.350464,107.508705,,,,,,
92,871.181946,696.258789,123.599724,808.535339,611.402100,104.688988,1099.684937,783.032410,458.353760,1070.804688,798.881409,248.190201,,,,,,,,,,,,,,,,,,,,,,747.439331,672.233215,107.148697,,,,,,
93,870.608704,696.507935,123.630478,807.920593,611.724915,105.040459,1098.444458,783.164307,458.626923,1070.097290,799.458496,248.314346,,,,,,,,,,,,,,,,,,,,,,746.976746,672.240540,107.076462,,,,,,
94,869.315186,697.087646,124.992531,807.242065,611.999939,105.540207,1097.442139,783.367493,458.553375,1069.054199,799.987915,248.964355,,,,,,,,,,,,,,,,,,,,,,746.357483,672.184631,107.119133,,,,,,
95,867.883118,697.341125,126.333107,806.701843,612.192566,106.235565,1096.346191,783.680298,458.731537,1068.077148,800.331360,249.467407,,,,,,,,,,,,,,,,,,,,,,745.624878,672.177979,107.287933,,,,,,
96,866.754944,697.274414,127.249176,806.093445,612.443420,106.892334,1095.233398,783.988220,459.299042,1067.531616,800.736511,249.681335,,,,,,,,,,,,,,,,,,,,,,744.807312,672.078857,107.523064,,,,,,
97,866.060608,697.483459,127.348557,805.521790,612.647766,107.527084,1094.284302,784.310059,459.541107,1066.807495,801.331177,249.804001,,,,,,,,,,,,,,,,,,,,,,743.830078,672.107056,107.938408,,,,,,
98,865.342285,697.865417,127.733185,804.822388,612.898499,108.164513,1093.000244,784.600952,459.787445,1065.822510,802.206055,250.392868,,,,,,,,,,,,,,,,,,,,,,743.096680,672.174927,108.288628,,,,,,
99,864.695740,698.178406,128.170700,804.092957,613.179565,108.545555,1091.355591,784.900879,460.060608,1064.630371,803.087646,251.139694,,,,,,,,,,,,,,,,,,,,,,742.636108,672.290344,108.787338,,,,,,
100,863.749451,698.474670,128.469131,803.404297,613.472778,108.736809,1090.087036,785.142517,460.058685,1063.630859,803.586548,251.167084,,,,,,,,,,,,,,,,,,,,,,742.174194,672.298889,108.880089,,,,,,
101,862.520874,698.747314,128.817245,802.711182,613.682434,108.974304,1088.998779,785.480835,460.048828,1062.442261,804.122681,251.198959,,,,,,,,,,,,,,,,,,,,,,741.223694,672.289734,108.753876,,,,,,
102,861.219177,698.960754,129.365997,801.879822,613.953064,109.284264,1087.682495,785.808411,460.664703,1061.005981,804.728210,251.846619,,,,,,,,,,,,,,,,,,,,,,740.077881,672.118896,109.050034,,,,,,
103,859.937561,699.329102,129.945938,800.916687,614.166016,110.129318,1086.367676,785.999573,461.098267,1059.895752,805.381287,252.223755,,,,,,,,,,,,,,,,,,,,,,738.848755,672.325134,109.520523,,,,,,
104,858.871643,699.909607,130.505997,799.954285,614.406067,110.939484,1085.041260,786.351318,460.777130,1059.078125,806.214172,252.392715,,,,,,,,,,,,,,,,,,,,,,737.793152,672.465515,110.118790,,,,,,
105,858.024719,700.263184,130.728928,798.841919,614.652039,111.974083,1083.423584,786.747803,460.994263,1057.449951,807.028992,253.090866,,,,,,,,,,,,,,,,,,,,,,736.759338,672.668579,110.923431,,,,,,
106,856.778015,700.581482,131.421600,797.515137,615.020142,112.708260,1081.998657,787.030273,461.293518,1055.811279,807.680603,253.355743,,,,,,,,,,,,,,,,,,,,,,735.388794,672.756226,112.069298,,,,,,
107,855.001526,701.099976,133.064499,796.289246,615.397400,113.355164,1080.764771,787.338806,461.353455,1054.522095,808.226868,253.296768,,,,,,,,,,,,,,,,,,,,,,734.110718,672.678284,112.718781,,,,,,
108,853.166748,701.520142,133.621399,794.922607,615.843506,113.882988,1078.920044,787.674561,461.714172,1052.891113,808.848938,253.879211,,,,,,,,,,,,,,,,,,,,,,732.704529,673.014221,113.927963,,,,,,
109,851.648071,701.881287,133.698181,793.506592,616.167358,114.453293,1077.178711,787.898193,461.856781,1051.264893,809.443054,253.886108,,,,,,,,,,,,,,,,,,,,,,731.022766,673.366577,115.110359,,,,,,
110,849.788086,702.084290,134.290298,791.703613,616.700806,114.933495,1075.825317,788.231384,461.660675,1049.585327,810.149963,254.083893,,,,,,,,,,,,,,,,,,,,,,728.716003,673.775635,115.734245,,,,,,
111,847.848816,702.603210,134.920746,789.703125,617.305847,115.751663,1074.219238,788.547729,462.092133,1047.498535,810.940857,254.291611,,,,,,,,,,,,,,,,,,,,,,727.114319,673.828003,116.311577,,,,,,
112,845.894470,703.243042,135.462234,787.788757,617.688782,116.668968,1072.490723,788.708069,462.252808,1046.209473,811.567749,254.424561,,,,,,,,,,,,,,,,,,,,,,725.123535,674.202942,117.542755,,,,,,
113,843.287109,703.960571,136.533752,785.453674,618.205078,117.342079,1070.864380,789.039673,461.800049,1044.200073,812.129089,254.920898,,,,,,,,,,,,,,,,,,,,,,722.895691,674.588318,118.283096,,,,,,
114,841.122925,704.700317,137.363846,783.400940,618.653748,117.863869,1068.938354,789.316772,461.942322,1042.047485,812.633057,254.999619,,,,,,,,,,,,,,,,,,,,,,720.529175,675.109314,119.083847,,,,,,
115,838.628235,705.254578,137.843170,780.966064,619.278076,119.247719,1067.452148,789.511414,462.141418,1040.163574,813.140015,255.214340,,,,,,,,,,,,,,,,,,,,,,718.052429,675.777954,120.689423,,,,,,
116,836.294800,705.972778,138.447281,778.182922,620.056458,120.568184,1065.874023,789.701904,461.697754,1038.017212,813.569458,255.579880,,,,,,,,,,,,,,,,,,,,,,715.396912,676.338806,121.649246,,,,,,
117,833.839722,706.666748,139.524109,775.482361,620.693054,121.884361,1063.750122,789.811890,461.755890,1035.815063,814.009766,255.489548,,,,,,,,,,,,,,,,,,,,,,712.938782,676.867188,122.385666,,,,,,
118,830.976868,707.317932,139.876038,772.821106,621.402222,122.887138,1062.016846,789.912048,461.928650,1033.686035,814.704895,255.978180,,,,,,,,,,,,,,,,,,,,,,710.332581,677.536011,123.519638,,,,,,
119,828.239624,708.264160,140.906693,769.998169,622.079163,123.836571,1060.056152,790.056519,461.725342,1031.405884,815.193848,256.046326,,,,,,,,,,,,,,,,,,,,,,707.146973,678.297485,124.728676,,,,,,
120,825.123596,709.060669,141.913315,766.932007,622.923279,125.298607,1057.778198,790.145996,461.719757,1028.683716,815.791870,256.081482,,,,,,,,,,,,,,,,,,,,,,704.260193,678.921082,126.145676,,,,,,
121,822.053650,709.848022,142.559845,763.573364,623.674377,127.196281,1056.083862,790.293762,461.786560,1026.537109,816.323059,256.042053,,,,,,,,,,,,,,,,,,,,,,701.127197,679.791443,127.778954,,,,,,
122,818.934204,710.468262,143.716110,760.239258,624.412720,128.467392,1054.054321,790.354675,461.223297,1023.708801,816.993164,256.254791,,,,,,,,,,,,,,,,,,,,,,697.641907,680.673035,129.249100,,,,,,
123,815.459473,711.250549,144.716232,756.992798,625.125000,130.022400,1052.085205,790.366455,461.402924,1021.357849,817.371094,256.420319,,,,,,,,,,,,,,,,,,,,,,694.292908,681.588745,130.763626,,,,,,
124,812.281860,712.059692,145.642990,753.384399,625.941650,131.458725,1050.194214,790.528320,461.085632,1018.582520,817.841064,256.600189,,,,,,,,,,,,,,,,,,,,,,690.957703,682.342224,131.853714,,,,,,
125,809.097107,712.668518,146.273102,750.012756,626.724976,132.894562,1048.032227,790.577881,460.744965,1016.008301,818.193848,256.766052,,,,,,,,,,,,,,,,,,,,,,687.638367,683.114624,133.399429,,,,,,
126,805.404358,713.561890,147.848160,746.178894,627.561035,134.700760,1045.963257,790.605408,460.917297,1013.119629,818.549500,256.851563,,,,,,,,,,,,,,,,,,,,,,684.009277,683.981934,135.215942,,,,,,
127,801.564941,714.683960,149.577484,742.441772,628.417847,136.838074,1044.170776,790.660522,460.506775,1009.971436,818.979126,257.066742,,,,,,,,,,,,,,,,,,,,,,680.103088,684.880676,136.847519,,,,,,
128,797.592102,715.316772,150.776077,738.819336,629.155212,137.638748,1041.904175,790.774231,460.136749,1007.169434,819.453308,256.793396,,,,,,,,,,,,,,,,,,,,,,676.264465,685.580383,138.411957,,,,,,
129,794.051392,715.740906,151.704544,735.296814,630.040710,139.184586,1039.778564,790.804932,460.247711,1004.147522,819.702759,257.049622,,,,,,,,,,,,,,,,,,,,,,672.482300,686.237244,139.802734,,,,,,
130,790.370422,716.436462,152.493698,731.049316,630.796753,140.896362,1037.835083,790.798218,459.692261,1001.204346,820.113403,257.071289,,,,,,,,,,,,,,,,,,,,,,668.669739,686.994263,141.557465,,,,,,
131,786.469849,717.264282,153.451767,727.316284,631.578857,142.344482,1035.572876,791.026733,459.598236,998.011963,820.245483,257.377716,,,,,,,,,,,,,,,,,,,,,,664.270325,687.829590,143.452408,,,,,,
132,782.002441,717.988525,154.748047,723.126160,632.128601,143.710007,1033.134766,790.976868,459.399963,994.743225,820.691284,257.376312,,,,,,,,,,,,,,,,,,,,,,660.300598,688.481934,144.953598,,,,,,
