Grasp30
Date:,2025/04/16
Time:,11:09:47
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
81,,,,,,,,,,1175.114014,836.434265,341.276611,,,,,,,,,,,,,,,,,,,1097.759766,840.289917,155.172531,,,,,,,,,,,,,,,,830.374939,754.796204,211.232666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,1175.546143,836.471802,341.183960,,,,,,,,,,,,,,,,,,,1098.472656,841.103210,154.822433,,,,,,,,,,,,,,,,827.482117,756.644226,207.649567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,1175.636841,836.478577,341.177673,,,,,,,,,,,,,,,,,,,1098.365601,842.247925,154.897675,,,,,,,,,,,,,,,,824.697449,758.294128,204.318024,,,,,,,894.702148,649.157654,170.110229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,1175.494507,836.541382,340.832642,,,,,,,,,,,,,,,,,,,1098.039429,843.193298,155.023270,,,,,,,,,,,,,,,,821.200073,759.424683,200.531052,,,,,,,892.919739,650.240723,168.773682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,1175.472656,836.619080,340.831329,,,,,,,,,,,,,,,,,,,1097.490723,844.291565,154.911362,,,,,,,,,,,,,,,,817.897278,760.313354,196.978241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,1175.719849,836.631775,340.903076,,,,,,,,,,,,,,,,,,,1097.067383,845.065002,154.637909,,,,,,,,,,,,,,,,814.182678,760.610840,193.178436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,1175.875977,836.718079,340.920105,,,,,,,,,,,,,,,,,,,1096.747437,845.811890,154.305847,,,,,,,,,,,,,,,,810.786926,760.826843,189.083054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,1176.035278,836.922607,340.951752,,,,,,,,,,,,,,,,,,,1096.560547,846.609497,154.068008,,,,,,,,,,,,,,,,807.124817,761.041199,184.528000,,,,,,,,,,891.006592,658.839905,164.853180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,1176.032593,837.058899,340.912842,,,,,,,,,,,,,,,,,,,1096.672607,847.302429,153.615021,,,,,,,,,,,,,,,,803.948608,760.435852,180.045105,,,,,,,,,,888.234497,657.427917,160.210190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,1176.071655,837.195374,340.919739,,,,,,,,,,,,,,,,,,,1097.118774,847.729492,152.792191,,,,,,,,,,,,,,,,800.226624,759.872498,175.498245,,,,,,,,,,885.804138,656.992554,157.090332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,1175.933716,837.454956,340.599121,,,,,,,,,,,,,,,,,,,1097.250732,847.966064,152.322845,,,,,,,,,,,,,,,,797.278687,758.810974,171.152649,,,,,,,,,,884.349243,657.633484,155.993515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,1175.916382,837.631897,340.438324,,,,,,,,,,,,,,,,,,,1097.121216,848.405029,152.383072,,,,,,,,,,,,,,,,794.196960,758.324585,167.060410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,1175.949219,837.781616,340.331787,,,,,,,,,,,,,,,,,,,1096.590820,849.100464,152.668091,,,,,,,,,,,,,,,,791.636719,757.719971,162.675690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,1176.038208,837.856567,340.289398,,,,,,,,,,,,,,,,,,,1096.069092,849.768433,152.928024,,,,,,,,,,,,,,,,789.928528,756.685181,158.581100,,,,,,,,,,,,,884.087219,661.166809,152.724319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,1175.931885,838.070374,340.201660,,,,,,,,,,,,,,,,,,,1095.556763,850.448364,153.188736,,,,,,,,,,,,,,,,788.306580,755.942200,156.224365,,,,,,,,,,,,,884.927429,658.897522,152.849030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,1175.836060,838.210449,340.000549,,,,,,,,,,,,,,,,,,,1095.211426,850.927979,153.272797,,,,,,,,,,,,,,,,786.542725,755.330261,153.724182,,,,,,,,,,,,,885.150269,657.251526,153.388855,912.518250,739.492004,124.345932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,1175.779175,838.319214,339.904602,,,,,,,,,,,,,,,,,,,1094.977051,851.264404,153.343842,,,,,,,,,,,,,,,,784.911011,754.013550,151.836319,,,,,,,,,,,,,884.339111,656.922485,150.996155,911.563416,738.843689,122.718544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,1175.630127,838.502747,339.912872,,,,,,,,,,,,,,,,,,,1094.833862,851.418518,153.390869,,,,,,,,,,,,,,,,784.216919,753.122864,149.726425,,,,,,,,,,,,,882.929871,657.150940,149.781738,910.621216,738.415161,120.830444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,1175.468750,838.586365,339.734222,,,,,,,,,,,,,,,,,,,1094.455078,851.589539,153.332245,,,,,,,,,,,,,,,,783.193176,751.788208,147.586456,,,,,,,,,,,,,880.899048,656.878357,147.040802,910.764221,737.818848,119.634575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,1175.296265,838.750977,339.578918,,,,,,,,,,,,,,,,,,,1093.602051,851.875549,153.233002,,,,,,,,,,,,,,,,782.031494,750.784241,146.791687,,,,,,,,,,,,,880.571106,655.824951,145.396194,909.815063,737.591248,119.335571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,1175.092163,838.920166,339.606537,,,,,,,,,,,,,,,,,,,1092.723877,852.020142,152.614456,,,,,,,,,,,,,,,,780.775757,749.340454,145.312347,,,,,,,,,,,,,880.348450,654.483032,144.466232,908.760803,737.423645,119.503113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,1174.881470,839.028320,339.475098,,,,,,,,,,,,,,,,,,,1091.659668,852.190308,152.262848,,,,,,,,,,,,,,,,780.309509,747.684143,143.551315,,,,,,,,,,,,,880.675659,652.691162,143.938522,908.373779,736.828064,119.885353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,1174.612061,839.265808,339.342102,,,,,,,,,,,,,,,,,,,1090.771729,852.136047,152.348373,,,,,,,,,,,,,,,,779.418701,746.152283,141.513092,,,,,,,,,,,,,879.669250,651.952271,142.994843,908.542297,736.467102,119.997231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,1174.321655,839.403870,339.189056,,,,,,,,,,,,,,,,,,,1090.217163,852.163635,152.687103,,,,,,,,,,,,,,,,778.241577,744.229187,139.938721,,,,,,,,,,,,,878.757202,651.508850,141.925476,908.907959,735.924988,119.795013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,1174.070679,839.549133,339.100464,,,,,,,,,,,,,,,,,,,1090.137695,852.195862,152.543533,,,,,,,,,,,,,,,,777.317688,742.167664,138.262131,,,,,,,,,,,,,877.524048,650.371643,140.920273,908.283325,735.681091,119.322578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,1173.885010,839.790344,338.777039,,,,,,,,,,,,,,,,,,,1090.153687,852.012512,152.212967,,,,,,,,,,,,,,,,776.583740,740.302673,136.448257,,,,,,,,,,,,,875.980591,649.622925,139.740356,907.795410,735.249451,119.251724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,1174.188110,839.662537,338.908936,,,,,,,,,,,,,,,,,,,1090.101563,851.825745,151.807037,,,,,,,,,,,,,,,,775.241760,738.668884,134.101318,,,,,,,,,,,,,875.756653,649.060974,139.696121,906.863892,734.796997,119.054878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,1174.040894,839.832092,338.808380,,,,,,,,,,,,,,,,,,,1089.821289,851.602539,151.293182,,,,,,,,,,,,,,,,773.625122,737.383667,132.394714,,,,,,,,,,,,,874.561890,648.999329,139.096939,905.913757,734.205566,118.852966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,1173.728027,839.942383,338.679443,,,,,,,,,,,,,,,,,,,1088.934326,851.356445,151.298233,,,,,,,,,,,,,,,,772.495422,736.561890,131.179337,,,,,,,,,,,,,873.069031,648.741272,137.748291,904.481934,734.048950,118.934883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,1173.243652,840.152283,338.510284,,,,,,,,,,,,,,,,,,,1087.979370,851.114624,151.533722,,,,,,,,,,,,,,,,771.616028,735.883484,129.117889,,,,,,,,,,,,,873.088501,647.860779,136.796280,903.940979,734.269165,118.876984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,1173.097900,840.274658,338.142426,,,,,,,,,,,,,,,,,,,1087.501221,850.908020,151.379379,,,,,,,,,,,,,,,,771.189880,734.637939,127.323265,,,,,,,,,,,,,873.029846,646.748108,136.632965,903.106079,735.134888,119.064346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,1172.860474,840.291687,338.154938,,,,,,,,,,,,,,,,,,,1086.811035,850.713013,151.071381,,,,,,,,,,,,,,,,770.353699,733.622620,125.962326,,,,,,,,,,,,,872.409241,645.921753,136.394440,902.718506,734.210388,118.888016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,1172.727661,840.290344,338.010498,,,,,,,,,,,,,,,,,,,1086.520630,850.497498,150.971603,,,,,,,,,,,,,,,,769.939087,733.128235,125.571381,,,,,,,,,,,,,871.180054,645.893555,136.155426,901.478271,733.523987,118.469017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,1172.450195,840.328552,337.703491,,,,,,,,,,,,,,,,,,,1085.458740,850.616699,151.146332,,,,,,,,,,,,,,,,769.323975,732.623352,124.872543,,,,,,,,,,,,,869.450623,645.366760,135.111816,900.579773,732.815613,117.822578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,1172.175537,840.254639,337.400360,,,,,,,,,,,,,,,,,,,1084.717529,850.442444,151.330521,,,,,,,,,,,,,,,,768.760376,731.857727,123.910904,,,,,,,,,,,,,869.060608,644.251526,134.854523,900.503601,731.954224,117.540100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,1171.799072,840.215576,337.037048,,,,,,,,,,,,,,,,,,,1084.200195,850.280945,151.188461,,,,,,,,,,,,,,,,768.197449,731.102600,123.404938,,,,,,,,,,,,,868.548157,643.340698,133.415649,900.247253,731.409790,117.214752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,1171.606201,840.152649,336.763580,,,,,,,,,,,,,,,,,,,1083.441284,849.935791,150.827667,,,,,,,,,,,,,,,,767.868408,730.390076,123.021866,,,,,,,,,,,,,867.327637,643.228455,132.229752,899.815796,731.015686,116.848557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,1171.388428,840.142395,336.557800,,,,,,,,,,,,,,,,,,,1082.660889,849.559082,150.510880,,,,,,,,,,,,,,,,767.544189,729.724548,123.387627,,,,,,,,,,,,,866.115112,642.272766,131.640915,899.240601,730.832397,116.206917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,1171.307007,840.080200,336.368317,,,,,,,,,,,,,,,,,,,1081.809814,849.244751,150.061020,,,,,,,,,,,,,,,,766.982361,729.076172,123.559036,,,,,,,,,,,,,865.168213,641.195374,131.410873,898.612610,730.642212,115.794579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,1171.157227,840.028687,336.231293,,,,,,,,,,,,,,,,,,,1081.379272,849.124268,149.528030,,,,,,,,,,,,,,,,766.729980,727.806519,123.736855,,,,,,,,,,,,,864.540649,640.509155,131.019165,897.981750,730.022766,115.438553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,1170.784790,840.000854,335.985779,,,,,,,,,,,,,,,,,,,1081.833740,848.278870,149.163513,,,,,,,,,,,,,,,,765.822693,726.958374,124.118057,,,,,,,,,,,,,863.495850,639.719116,129.857498,897.712585,729.312622,116.008499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,1170.509277,839.909729,335.769409,,,,,,,,,,,,,,,,,,,1081.981201,847.770691,148.747360,,,,,,,,,,,,,,,,764.835144,726.060059,124.600197,,,,,,,,,,,,,861.988037,639.009094,128.552307,897.349976,728.751648,116.341156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,1170.140747,839.905823,335.577148,,,,,,,,,,,,,,,,,,,1081.747559,847.387573,148.349289,,,,,,,,,,,,,,,,764.300720,724.478638,124.866180,,,,,,,,,,,,,861.358154,638.165222,128.327087,897.074524,727.979736,116.511238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,1169.644531,839.860413,335.277191,,,,,,,,,,,,,,,,,,,1080.781616,847.288757,147.482651,,,,,,,,,,,,,,,,764.589661,723.015991,124.665306,,,,,,,,,,,,,860.705994,637.367920,128.393661,896.502808,727.694397,116.400169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,1168.976563,839.955994,335.003204,,,,,,,,,,,,,,,,,,,1079.808105,847.068176,147.183472,,,,,,,,,,,,,,,,764.438538,721.750244,123.607010,,,,,,,,,,,,,860.002380,637.062744,127.511261,895.970093,727.450439,116.420853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,1168.639282,839.916626,334.769745,,,,,,,,,,,,,,,,,,,1078.033447,847.133667,147.630936,,,,,,,,,,,,,,,,764.291626,720.437988,122.820168,,,,,,,,,,,,,859.338562,636.307495,126.957825,895.320496,727.338806,115.930786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,1168.235840,839.994019,334.538910,,,,,,,,,,,,,,,,,,,1076.847412,846.928345,148.154327,,,,,,,,,,,,,,,,763.458862,719.465454,122.678574,,,,,,,,,,,,,858.359131,635.481079,126.867256,894.720093,727.045410,116.265373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,1167.661865,840.210022,334.127930,,,,,,,,,,,,,,,,,,,1076.594727,846.779541,148.050201,,,,,,,,,,,,,,,,762.305054,718.847534,122.744751,,,,,,,,,,,,,857.301636,634.913574,126.608665,893.538086,726.767029,116.543480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,1167.317993,840.237915,333.875031,,,,,,,,,,,,,,,,,,,1076.475830,846.454102,147.788666,,,,,,,,,,,,,,,,761.502808,718.242676,122.603836,,,,,,,,,,,,,856.604858,634.307983,125.887276,892.371216,726.576355,116.740524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,1166.951782,840.305725,333.596161,,,,,,,,,,,,,,,,,,,1076.328979,846.087646,147.604645,,,,,,,,,,,,,,,,761.212158,717.188416,121.700867,,,,,,,,,,,,,856.808777,633.493103,125.967491,891.720032,726.368713,116.539825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,1166.590698,840.317322,333.437805,,,,,,,,,,,,,,,,,,,1075.857056,845.930420,147.409073,,,,,,,,,,,,,,,,760.983398,716.172546,121.099106,,,,,,,,,,,,,856.631531,632.781372,126.097900,891.423218,726.017151,116.331467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,1166.150879,840.336548,333.136169,,,,,,,,,,,,,,,,,,,1075.200684,845.615662,147.425369,,,,,,,,,,,,,,,,760.221008,715.558472,120.754303,,,,,,,,,,,,,855.598206,632.389893,126.295677,890.957458,725.580078,115.929184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,1165.815430,840.366821,332.943939,,,,,,,,,,,,,,,,,,,1074.301880,845.421143,147.465256,,,,,,,,,,,,,,,,759.225647,715.027100,120.616020,,,,,,,,,,,,,854.464905,631.786194,125.775986,890.452332,725.181763,115.967789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,1165.479370,840.338745,332.884277,,,,,,,,,,,,,,,,,,,1073.703247,845.282898,147.124329,,,,,,,,,,,,,,,,758.432129,714.403442,120.407776,,,,,,,,,,,,,853.703918,631.095642,125.399033,889.803223,724.502502,116.524956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,1164.977417,840.357117,332.682739,,,,,,,,,,,,,,,,,,,1073.635376,844.675659,146.838715,,,,,,,,,,,,,,,,758.208679,713.588806,120.078110,,,,,,,,,,,,,853.314941,630.587280,125.291985,889.241211,723.543091,115.912201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,1164.307251,840.368469,332.720184,,,,,,,,,,,,,,,,,,,1073.548584,844.360779,146.395233,,,,,,,,,,,,,,,,758.200989,712.883545,119.901772,,,,,,,,,,,,,852.918091,629.969604,125.163422,888.858887,722.958435,115.720184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,1164.302368,840.248413,332.700470,,,,,,,,,,,,,,,,,,,1072.760864,844.380249,146.328674,,,,,,,,,,,,,,,,758.903076,711.712585,119.916565,,,,,,,,,,,,,852.032227,629.326904,124.661209,888.455017,722.446533,115.481064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,1163.613037,840.488403,332.427216,,,,,,,,,,,,,,,,,,,1071.577271,844.785950,146.386353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.938843,628.361511,123.436874,888.078796,722.062622,115.341599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,1162.805420,840.621033,332.185364,,,,,,,,,,,,,,,,,,,1070.456543,844.666870,146.173691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.966125,627.830383,122.452713,887.945557,721.688904,114.389130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,1162.404053,840.736877,331.945770,,,,,,,,,,,,,,,,,,,1069.905884,844.599670,145.227203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.652222,627.139771,121.289711,887.699951,720.786377,114.420700,757.828613,708.905884,121.684456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,1162.098755,840.831055,331.778351,,,,,,,,,,,,,,,,,,,1068.927002,844.021179,145.272034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.531555,627.223267,120.320023,887.186340,719.936401,114.702301,757.548828,708.020752,122.395439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,1161.769287,840.859009,331.642120,,,,,,,,,,,,,,,,,,,1068.295532,843.569275,145.547546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.847229,626.534424,118.836334,886.368958,719.434204,115.020668,757.206848,706.961792,122.790421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,1161.316040,840.888550,331.467346,,,,,,,,,,,,,,,,,,,1067.966919,843.192078,145.460114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.914429,624.838989,118.169060,886.016968,718.658630,115.072784,756.987366,705.594055,122.887611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,1160.739746,841.013916,331.338257,,,,,,,,,,,,,,,,,,,1067.780518,842.881775,145.195465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.977417,624.224670,116.460190,886.274658,717.941040,114.847130,756.956482,704.221680,122.091965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,1160.245483,841.046082,331.339752,,,,,,,,,,,,,,,,,,,1067.131104,842.749451,144.959961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.878357,624.555664,115.332977,885.838440,717.530212,114.608627,756.809570,702.937561,121.775223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,1159.616699,841.071045,331.429932,,,,,,,,,,,,,,,,,,,1066.212280,842.699829,144.484238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.770935,624.422180,114.109467,885.102722,717.295349,114.046989,756.311096,701.491455,121.730423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,1158.491089,841.407898,331.070892,,,,,,,,,,,,,,,,,,,1065.124268,842.629211,144.421799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.027649,623.970520,112.767174,884.243958,716.983032,114.219810,755.031189,700.618164,122.015511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,1157.733643,841.518616,331.007111,,,,,,,,,,,,,,,,,,,1064.217163,842.509338,144.777740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.987915,623.090393,111.768616,883.210999,716.519348,114.295380,754.993591,699.128784,121.424126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,1157.187866,841.610901,331.049561,,,,,,,,,,,,,,,,,,,1063.635254,842.559448,144.659378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.821838,622.900085,110.991737,881.976807,716.649963,114.435005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,1156.762817,841.645752,330.885834,,,,,,,,,,,,,,,,,,,1063.223877,842.480652,144.356735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.571899,623.381226,110.175003,881.096985,716.835632,114.445114,,,,755.953735,696.687927,119.280998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,1156.732300,841.698486,331.014709,,,,,,,,,,,,,,,,,,,1062.994141,842.370605,144.192383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.298279,623.963745,109.166214,880.629639,716.611145,114.386513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,1156.126831,841.715149,330.643188,,,,,,,,,,,,,,,,,,,1062.801392,842.347778,143.802170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.168396,623.421021,108.206581,880.257507,716.261963,114.133102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,1156.032837,841.576721,330.622620,,,,,,,,,,,,,,,,,,,1062.285767,842.309143,143.916779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.659790,622.725403,107.047577,879.942932,715.862366,114.049652,,,,,,,754.381287,694.495361,118.926048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,1155.395996,841.691467,330.674591,,,,,,,,,,,,,,,,,,,1061.073486,842.478760,144.080139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.605103,622.247131,105.402405,879.327087,715.437134,114.000008,,,,,,,753.666382,693.832397,119.121040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,1154.570190,841.809021,330.570099,,,,,,,,,,,,,,,,,,,1060.106812,842.822754,143.925903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.342224,622.131897,104.835251,878.844299,714.857544,113.929062,,,,,,,753.689941,692.682068,118.765877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,1153.946289,841.976013,330.662384,,,,,,,,,,,,,,,,,,,1058.899414,843.227844,143.879272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.003479,622.166931,104.299232,878.552246,714.200623,113.788925,,,,,,,754.308044,691.143311,117.894249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,1153.134888,842.134460,330.576721,,,,,,,,,,,,,,,,,,,1057.887939,843.825806,143.551315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.585632,622.871765,103.584633,878.351074,713.706360,113.861603,,,,,,,755.021423,689.572327,117.363838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,1152.471802,842.318298,330.700714,,,,,,,,,,,,,,,,,,,1057.369507,843.843872,143.759918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.285767,622.487549,103.384010,877.982300,713.500366,113.921097,,,,,,,756.051941,687.898926,117.170273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,1151.977417,842.317810,330.826508,,,,,,,,,,,,,,,,,,,1057.698975,843.533447,143.633163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.565125,622.426514,103.280457,878.052063,712.892761,114.394325,,,,,,,757.021484,686.276978,117.284843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,1151.836548,842.249939,330.925049,,,,,,,,,,,,,,,,,,,1057.832153,843.392639,143.298111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.358398,622.606384,102.903152,877.732788,712.500488,114.693588,,,,,,,756.950195,686.026855,117.151733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
