Grasp121
Date:,2025/04/23
Time:,12:58:43
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
112,,,,766.366577,708.100952,132.626511,1106.116211,817.233154,199.030197,1118.314697,799.843506,290.713074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.270935,703.224731,106.866783,855.635132,616.867859,135.991791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,1105.557861,817.062744,198.753235,1117.330811,799.864014,290.478943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.372009,702.568604,106.256973,852.351685,616.334290,134.493042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,1104.834473,816.985901,198.320709,1116.624268,799.830994,290.347473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.872192,701.492615,104.137573,849.754639,615.689453,132.256317,765.688538,706.265442,132.610413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,1104.153809,816.813538,198.095383,1116.226074,799.771179,290.104462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.321533,701.188477,104.048820,847.236633,615.236816,131.304581,764.912415,705.161072,132.555313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,1103.571899,816.611694,197.945190,1115.744751,799.677368,289.846405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.256042,700.930725,103.963730,844.428406,615.208008,129.839294,764.667419,703.896057,132.348770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,1103.010742,816.411499,197.705338,1115.121216,799.568909,289.470886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.110352,700.819275,105.141129,841.243408,615.285522,128.395203,764.467163,703.264893,131.639587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,1102.489868,816.264038,197.607681,1114.312256,799.610107,289.206238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.692749,700.650513,104.809624,838.284180,615.464050,126.389374,764.376709,702.119690,130.879196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,1101.916504,816.107666,197.556641,1113.440063,799.634827,288.787109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.223999,700.402344,104.239014,835.559204,615.736328,124.368782,764.579590,700.668701,130.211594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,1101.425659,816.018982,197.472275,1112.616455,799.546326,288.572174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.025208,699.981812,103.846092,833.335083,616.259094,122.321671,764.955811,699.351868,129.707947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,1100.515015,815.971252,196.899658,1112.169312,799.477478,288.467224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.925781,699.591980,103.555809,831.511414,616.934265,120.845482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,1100.062744,815.879944,196.767441,1111.741699,799.394836,288.568787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.780029,699.253113,103.325439,829.507202,617.589172,119.382706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,1099.702271,815.679810,196.741394,1111.276245,799.363892,288.563385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.705139,698.910461,103.048271,828.482910,617.901367,118.386711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,1099.202393,815.464050,196.751633,1110.668823,799.333740,288.640381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.862976,698.785950,102.937469,828.177856,617.963623,118.222084,,,,765.316162,693.326782,126.526154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,1098.640015,815.285645,196.499283,1109.928101,799.313110,288.242981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.508972,698.674194,102.871651,828.254211,617.789124,118.413918,,,,765.581055,691.951111,125.485550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,1098.163818,815.308899,196.151352,1109.270020,799.326965,287.842957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.177002,698.473328,102.728546,828.402649,617.525879,118.274742,,,,765.996399,690.547424,124.917557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,1097.758301,815.354553,196.004745,1108.641602,799.255615,287.604797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.727356,698.226685,102.693779,828.207275,617.294250,118.054710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,1097.476074,815.280029,195.884018,1108.199219,799.187988,287.436584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.155151,698.084290,102.736267,827.768250,617.248230,117.668861,,,,,,,766.536194,688.615845,124.367081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,1097.173096,815.309937,195.862473,1107.795044,799.182007,287.311920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.595093,697.933838,102.787025,827.323730,617.394165,117.425255,,,,,,,766.711731,688.131775,124.436775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,1096.876953,815.331482,195.756943,1107.406128,799.236694,287.353790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.174988,697.718201,102.954399,827.039612,617.484924,117.273117,,,,,,,766.817505,687.833435,124.135002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,1096.558105,815.351624,195.724365,1106.940063,799.309509,287.458130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.180054,697.416870,103.068436,826.847961,617.456299,117.161766,,,,,,,766.963074,687.619568,123.789955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,1096.012329,815.320740,195.583923,1106.538208,799.380066,287.506042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.269836,697.158203,103.016068,826.581177,617.339417,117.180595,,,,,,,766.980347,687.407288,123.484802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,1095.555664,815.398682,195.581604,1105.987061,799.502991,287.629974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.212402,696.998657,103.020851,826.422363,617.256958,117.185440,,,,,,,767.009033,687.278198,123.307892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,1095.079224,815.464905,195.577423,1105.287964,799.590820,287.414276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.000366,696.943481,103.165840,826.268616,617.308594,117.201561,,,,,,,767.005127,687.234070,123.061699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,1094.568970,815.467468,195.656967,1104.424194,799.668030,287.114349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.684875,696.827332,103.243019,826.066040,617.255554,117.186447,,,,,,,766.965027,687.132385,122.788467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,1094.244385,815.527344,195.787018,1103.769287,799.725403,287.008514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.482117,696.729980,103.328072,825.818176,617.272461,117.202415,,,,,,,766.925293,687.054199,122.479721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,1093.749512,815.592163,195.804672,1103.276123,799.785461,286.929413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.395813,696.575317,103.324036,825.536133,617.292114,117.265739,,,,,,,766.951538,687.052551,122.135521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,1093.291138,815.691833,195.854706,1102.877075,799.878906,286.787323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.335510,696.453796,103.390640,825.163391,617.391052,117.418015,,,,,,,766.961548,687.095398,121.763153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,1092.975586,815.804199,195.933838,1102.397827,799.976929,286.795776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.226501,696.259644,103.417343,824.890503,617.571594,117.434914,,,,,,,766.877625,687.119995,121.473251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,1092.662476,815.919678,196.105011,1101.891479,800.011658,286.936340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.009766,696.084839,103.563560,824.634705,617.737854,117.522026,,,,,,,766.941345,687.142090,121.055946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,1092.415405,816.046204,196.207520,1101.360718,800.078918,287.009888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.499084,695.973389,103.545395,824.426086,617.837402,117.674454,,,,,,,766.829285,687.158630,120.715553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,1092.237915,816.165771,196.340912,1100.810791,800.118286,287.177582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.320007,695.834351,103.699440,824.063232,617.961731,117.985550,,,,,,,766.613708,687.259277,120.399460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,1092.016846,816.345581,196.437500,1100.346069,800.132629,287.283691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.640503,695.700500,104.466667,823.914856,618.133240,118.205902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,1091.744141,816.582031,196.579666,1099.520874,800.237549,287.259216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.298218,695.484680,105.166893,823.606812,618.480164,118.799004,,,,,,,,,,766.063660,687.570068,119.785416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,1091.422241,816.887756,196.868179,1098.788818,800.422974,287.106812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.859497,695.552612,105.563622,823.256226,618.673340,119.356728,,,,,,,,,,765.430176,687.939026,120.333488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,1091.064575,817.182251,197.127563,1098.265747,800.492676,286.999481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.482056,695.539001,106.120918,822.477356,618.157227,119.976555,,,,,,,,,,764.809631,688.204163,120.548599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,1090.614014,817.564758,197.430099,1097.650024,800.600098,286.799164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.024902,695.686523,106.728554,822.074219,618.676575,120.925232,,,,,,,,,,764.510925,688.387695,120.611877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,1090.304077,817.955017,197.652328,1096.993530,800.814026,286.922394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.634338,695.878723,107.433968,821.371155,619.488525,122.787910,,,,,,,,,,764.055664,688.600891,120.911285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,1090.000244,818.304932,197.799591,1096.427368,801.020203,287.024567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.396851,696.311157,108.765038,820.667969,619.742004,123.959457,,,,,,,,,,763.359924,688.867310,121.426529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,1089.733398,818.550354,197.865631,1095.813232,801.302734,287.401764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.914246,696.622803,109.570305,820.324158,619.983032,125.043396,,,,,,,,,,762.729309,689.177795,122.056267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,1089.456055,818.844971,198.011368,1095.106567,801.623047,287.763031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.744324,696.792480,109.892448,819.938232,620.582458,126.438606,,,,,,,,,,762.110962,689.496094,122.512978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,1089.096436,819.226929,198.279892,1094.630127,801.995850,288.077423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.457275,696.906006,110.161201,819.302551,621.154602,128.026733,,,,,,,,,,761.686157,689.760742,123.442596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,1088.727417,819.579956,198.563522,1094.301270,802.258362,288.129517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.105774,697.075317,110.878876,819.170654,621.567200,129.573929,,,,,,,,,,761.415466,690.214050,124.895653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,1088.029785,819.943237,198.705017,1093.967163,802.456177,287.985474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.323242,697.229553,112.399849,818.452759,622.104309,131.294632,,,,,,,,,,760.552734,690.721252,126.319939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,1087.222900,820.383301,198.949280,1093.203369,802.810120,288.139679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.237915,697.338928,114.640884,817.447388,622.644714,132.880783,,,,,,,,,,759.850098,691.296936,127.707558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,1086.656372,820.886353,199.298828,1092.210571,803.162170,288.527313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.047180,697.486084,116.441727,816.526917,622.886475,134.666595,,,,,,,,,,759.155457,691.700745,128.934357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,1086.071411,821.240723,199.599167,1091.080200,803.335876,289.008484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.424683,697.533508,117.332146,815.501099,622.920227,136.497772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,1085.388062,821.598755,199.859818,1090.248169,803.508728,288.950195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.184631,697.721680,117.944763,814.342407,623.005493,138.065964,,,,,,,,,,,,,756.913757,691.803467,133.012482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,1084.522949,822.086792,200.243515,1089.741211,803.642212,288.886414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.965149,698.097656,119.584648,813.151245,623.489258,139.902069,,,,,,,,,,,,,755.733765,692.324707,135.024765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,1083.548340,822.507629,200.916824,1088.999878,803.840393,289.210052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.143250,698.162537,121.944626,811.946838,623.787537,141.811218,,,,,,,,,,,,,755.145630,692.618958,136.776184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,1082.740601,822.793213,201.347626,1088.064209,804.126282,289.765167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.244202,698.431091,123.780891,810.581970,623.566895,143.224472,,,,,,,,,,,,,753.981750,692.608582,138.838638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,1081.897705,823.088501,201.664215,1087.167480,804.219788,290.248322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.048096,699.019775,125.153854,809.029358,623.813660,145.680420,,,,,,,,,,,,,751.915283,692.992920,141.433395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,1080.650757,823.396729,202.231598,1086.477417,804.396118,290.482361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.526550,699.581482,127.042480,807.694946,625.016479,147.335327,,,,,,,,,,,,,750.002136,693.471375,144.245560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,1079.255127,823.709167,202.745346,1085.413086,804.577942,290.883057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.418335,699.695679,129.314117,805.866211,624.761230,149.097260,,,,,,,,,,,,,748.861572,693.896912,146.968124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,1078.005127,823.936584,203.092239,1083.854126,804.724670,291.020813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.704956,700.113953,130.991425,803.925537,624.859741,151.277771,,,,,,,,,,,,,746.734131,694.316528,149.286560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,1076.327026,824.297852,203.502441,1082.532593,804.969727,291.238312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.017822,700.816406,132.824188,802.255920,625.448608,153.400314,,,,,,,,,,,,,744.790039,694.720886,151.917404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,1074.895752,824.863464,204.023911,1081.430420,805.178833,291.412964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.654480,701.248657,134.283859,800.278503,626.038452,155.535614,,,,,,,,,,,,,742.901367,695.179138,154.609421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
