Grasp06
Date:,2025/04/08
Time:,12:52:41
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,168.760574,728.518616,77.723312,147.316635,916.168396,319.183441,119.037415,912.065308,186.109497,165.556625,587.793091,78.570091,254.644821,685.385254,102.679787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,170.186035,728.714600,78.971672,147.286407,916.467651,319.017487,119.292351,912.328003,186.150574,167.919006,587.936035,80.655960,256.663116,686.500610,103.267067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,171.784134,728.907043,80.005333,147.313461,916.802185,319.183868,119.693733,912.839722,186.239517,170.324142,588.327087,83.336647,259.045563,687.666870,105.122787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,173.935349,729.285645,81.159225,147.146332,916.966003,319.292023,120.132256,913.247559,186.183121,173.039825,588.651672,85.575829,261.267303,688.966614,106.458420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,175.722488,729.508545,81.822632,147.191971,917.198669,318.662354,120.564644,913.673828,185.755783,175.624268,588.705200,87.788765,263.198853,690.001282,107.407578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,177.739075,729.736328,83.093742,147.251938,917.322876,318.426361,121.000900,914.072815,184.743790,178.251602,589.028870,90.470795,264.999268,691.248779,108.910751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,179.536530,729.730164,84.528625,147.205383,917.426025,318.381226,121.626419,914.396484,183.951172,180.694717,588.994080,93.154480,267.100647,692.060242,111.166000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,181.062363,729.646362,85.330528,147.199966,917.440002,318.346252,122.148216,914.563660,183.303101,182.914734,589.117004,95.498024,269.063080,692.895691,112.862488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,182.502747,729.731262,87.120941,147.268372,917.458801,318.148468,122.473686,914.463562,184.091949,185.436005,589.217896,98.034805,270.989075,693.949280,114.163383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,184.475815,729.563660,88.392677,147.389679,917.445313,317.782959,122.899994,914.446777,184.268707,187.885895,589.051880,99.669075,272.945953,694.500793,115.214867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,186.210754,729.275574,88.922165,147.498581,917.409485,317.341217,123.486969,914.183960,185.028931,190.385345,589.035645,101.824852,274.947418,694.814453,117.191429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,188.247101,729.151123,90.398087,147.758972,917.265137,316.842438,124.220413,913.964050,184.769257,192.599777,588.948242,103.329056,277.033813,694.963257,118.713425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,190.152115,728.816162,91.274025,147.986237,917.109497,316.255310,124.754692,913.767456,184.152084,194.639359,588.739563,104.948380,278.770447,694.992615,119.424454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,191.731857,728.536072,92.002541,148.155045,916.910278,315.751190,125.345573,913.462585,183.716064,196.882248,588.491028,106.226944,280.837585,695.154907,120.571144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,193.859680,728.132202,92.714874,148.445496,916.622925,315.515930,125.954063,913.138062,183.368576,199.181915,588.114685,106.684898,282.989136,694.966248,121.779106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,195.820450,727.548035,93.172150,148.697891,916.305237,314.963501,126.724991,912.576965,183.309952,202.063156,587.618225,107.730347,284.734467,694.665405,122.187477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,197.685730,727.276917,93.865753,149.013000,916.009766,314.467041,127.922295,912.319336,182.631821,204.563507,587.181091,108.764633,287.702789,694.390381,121.473366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
