Grasp124
Date:,2025/04/30
Time:,17:42:57
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
68,,,,984.991760,721.971008,135.169495,919.066467,640.710876,130.794022,1185.903076,790.005859,481.224487,,,,,,,,,,1172.971436,818.833740,281.212708,,,,852.791992,742.586914,102.613297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,984.367310,724.269287,135.162018,919.707825,642.334839,133.362732,1185.931519,790.341614,481.181030,,,,,,,,,,1173.291870,819.510010,281.220398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,983.349670,726.014099,134.723083,920.072815,643.591736,135.630035,1185.960327,790.673340,481.040894,,,,,,,,,,1173.061401,819.803528,281.414093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,981.777771,727.924194,135.072571,920.000854,645.200623,138.137436,1186.150757,791.017578,480.852600,,,,,,,,,,1172.844482,820.255005,281.268585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,980.317688,729.567993,135.950989,920.395508,646.164551,139.810471,1186.521973,791.527039,480.562531,,,,,,,,,,1172.509277,820.753967,280.914703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,979.550476,730.569458,135.964249,920.406982,646.683472,141.118591,1186.801025,791.924866,480.268402,,,,,,,,,,1172.113281,821.222107,280.639313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,978.295349,731.973145,136.689606,920.004150,647.293762,142.379410,1186.795776,792.304932,479.506592,,,,,,,,,,1171.721313,821.640564,280.357147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,976.731689,732.868469,137.053360,920.078613,647.844788,143.102097,1186.906006,792.513672,478.829987,,,,,,,,,,1171.237305,822.132751,280.111206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,974.857056,733.408203,137.280853,919.913757,648.462585,143.944641,1186.935059,792.711548,478.199646,,,,,,,,,,1170.405640,822.600464,279.438995,,,,,,,842.211365,758.178528,111.492165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,973.139282,734.226807,137.814392,919.592896,648.956787,145.006058,1186.742920,792.996887,477.459442,,,,,,,,,,1169.563110,822.833618,278.780792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,971.911316,734.832642,137.706390,919.285034,648.992798,145.764740,1186.449951,793.267944,476.893860,,,,,,,,,,1168.367676,823.266418,278.163818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,969.941650,735.510193,138.086456,918.706421,649.028320,146.176041,1186.319580,793.521057,476.371704,,,,,,,,,,1166.830811,823.638489,277.512146,,,,,,,,,,836.316895,757.987000,116.321365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,968.011108,735.956482,138.025375,917.906128,649.008057,146.079941,1186.509521,793.746765,475.749756,,,,,,,,,,1165.528931,823.998230,277.160706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,966.381653,736.338074,137.908142,916.851624,648.753540,146.110489,1186.010254,793.967285,474.610626,,,,,,,,,,1164.091919,824.200134,276.756134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,964.260803,736.352722,138.177628,915.612854,648.438232,147.251083,1185.571655,794.109192,473.660187,,,,,,,,,,1162.749878,824.343567,275.859619,,,,,,,,,,,,,830.164673,756.771301,117.732521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,962.096741,736.295898,137.814148,914.405334,648.130188,147.471634,1185.350220,794.363281,472.679901,,,,,,,,,,1161.332764,824.502258,274.728516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,960.082397,736.449463,138.537170,912.991455,647.921143,147.042984,1185.143555,794.642334,472.105225,,,,,,,,,,1160.100220,824.653564,273.805481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,957.356140,736.176880,138.724548,911.357788,647.289856,146.442719,1184.531128,794.937012,471.238403,,,,,,,,,,1158.303711,824.820435,273.376984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,955.407654,735.927795,138.313538,909.540405,647.027771,146.351456,1183.650879,795.182251,470.093506,,,,,,,,,,1156.096558,824.970886,272.917267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,953.208679,735.626526,138.096313,907.991211,646.781677,146.409058,1183.298950,795.382874,469.224396,,,,,,,,,,1154.266479,825.012878,271.954071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,951.332031,735.295715,137.363480,905.825378,646.039185,146.276215,1182.814941,795.651794,468.732758,,,,,,,,,,1152.758179,825.058472,270.639282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,949.165588,735.028687,137.044052,903.626404,645.287476,146.092422,1182.154053,796.018066,467.625427,,,,,,,,,,1150.742065,824.934998,269.802734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,946.805908,734.712036,136.477814,901.867920,644.304871,144.953278,1181.363892,796.384583,466.551483,,,,,,,,,,1148.618896,824.842773,269.245850,,,,,,,,,,,,,,,,812.374390,751.204773,119.614685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,945.126343,734.001221,135.711014,900.679871,643.921265,143.714722,1180.821289,796.772705,465.613007,,,,,,,,,,1146.347046,824.793640,268.323242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,942.600830,733.359314,135.412216,899.017212,643.535889,142.512466,1180.296997,796.962402,464.464600,,,,,,,,,,1144.486328,824.520081,267.072754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,940.605835,732.728333,135.200272,897.062500,642.678894,141.659302,1179.422974,797.256470,463.510651,,,,,,,,,,1142.658569,824.317200,266.096588,,,,,,,,,,,,,,,,,,,805.454102,748.826660,119.406052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,938.319702,732.080688,134.690262,894.930542,641.664673,141.352493,1178.650146,797.543640,462.843353,,,,,,,,,,1140.443970,824.072083,265.387512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,936.540039,731.674927,133.755676,892.715881,640.728699,140.600479,1177.225220,797.793945,461.708466,,,,,,,,,,1137.997681,823.942627,264.289734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,934.127625,731.133423,132.810059,891.881653,640.189392,139.147186,1176.152832,798.127319,460.691620,,,,,,,,,,1136.213501,823.775024,263.354279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,932.270752,730.433044,132.355743,890.108459,639.474915,137.867462,1175.676758,798.300232,459.923950,,,,,,,,,,1134.511353,823.661987,262.075806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,929.735718,729.555908,131.891113,887.938477,638.235229,137.156616,1174.312012,798.516907,458.756775,,,,,,,,,,1132.284424,823.338623,261.204254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,927.884521,728.678040,131.081696,886.069153,637.230164,136.426636,1173.144653,798.824280,457.892303,,,,,,,,,,1129.847290,822.922668,260.228485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,925.912354,728.290222,130.041901,884.624695,636.361633,135.020508,1171.776001,798.986938,457.034576,,,,,,,,,,1128.075928,822.404602,259.416962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,923.809143,727.955383,129.449249,883.769043,635.657776,132.757462,1170.500732,799.182495,455.988922,,,,,,,,,,1126.202637,821.837463,258.344055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,921.905823,727.011658,128.364883,882.035156,634.724243,131.925781,1169.538696,799.361450,455.321533,,,,,,,,,,1124.627197,821.486816,257.234955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,919.696167,726.033264,127.991119,880.083984,633.488953,130.731232,1167.903564,799.640747,453.967651,,,,,,,,,,1122.353760,821.215881,256.420868,,,,,,,,,,,,,,,,,,,,,,784.131409,735.823914,114.413704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,917.647583,725.346191,127.546608,878.349487,632.346375,129.774155,1167.012573,799.764648,453.049103,,,,,,,,,,1120.307617,821.049255,255.739410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,915.928162,724.337952,126.433708,876.018433,631.874878,128.758820,1165.911621,799.797852,452.190277,,,,,,,,,,1118.606689,820.523071,254.739929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,914.150085,723.894592,125.423492,875.082031,631.203003,127.125603,1164.391968,799.997314,450.961487,,,,,,,,,,1116.975586,819.705811,253.694000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,912.186218,723.339111,125.011284,872.925842,630.315857,126.051666,1163.359863,800.131531,450.180298,,,,,,,,,,1115.416382,819.206604,252.438095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,909.994141,722.720093,124.793343,870.601379,629.032776,125.402565,1162.260986,800.244873,449.118866,,,,,,,,,,1114.046021,818.787109,251.396454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,908.509338,721.896423,124.066963,869.071289,628.250977,124.255341,1161.102173,800.326538,448.366058,,,,,,,,,,1111.905518,818.517639,250.657791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,906.742737,721.098206,123.545845,866.839783,627.597351,123.162994,1159.745117,800.537415,447.576416,,,,,,,,,,1110.353760,818.012085,250.105621,,,,,,,,,,,,,,,,,,,,,,,,,771.282288,726.162537,108.525940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,905.205139,720.507751,123.080833,865.179688,626.997375,122.138206,1158.463745,800.648926,446.268829,,,,,,,,,,1109.055908,817.334778,249.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,903.927612,719.968506,122.298546,863.486938,626.190186,121.588745,1157.732422,800.678467,445.637695,,,,,,,,,,1107.386353,816.704773,248.084335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,902.205627,718.951721,121.446526,861.588806,625.242371,121.096657,1156.720581,800.678284,444.965729,,,,,,,,,,1106.229980,816.253906,246.998291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,900.830017,718.498230,120.639526,859.902283,624.532288,120.597412,1155.261353,800.822205,443.833893,,,,,,,,,,1105.206299,815.858398,246.167831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,899.389771,717.986145,120.576759,858.272949,623.768433,119.452515,1154.394897,800.896240,443.184448,,,,,,,,,,1103.997559,815.320190,245.323502,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.558167,720.283325,105.674294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,897.642944,717.378479,120.372360,856.845032,622.871765,119.367485,1153.545044,800.981995,442.339905,,,,,,,,,,1103.040405,814.704224,244.620605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,896.384583,716.713562,120.010551,854.959045,622.683289,119.025085,1152.786621,801.006531,441.284363,,,,,,,,,,1101.870850,814.153015,243.556915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,895.346252,715.707886,119.423470,853.431030,621.737366,118.249184,1152.358398,801.068604,440.665985,,,,,,,,,,1100.904663,813.684326,242.491135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,893.858398,715.036987,118.999344,852.562134,621.011902,117.191704,1151.603149,801.204590,439.658783,,,,,,,,,,1099.950562,813.158630,241.727829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,892.646545,714.518311,118.518150,851.632751,620.182129,116.540207,1150.406616,801.395874,438.519623,,,,,,,,,,1098.882568,812.803711,240.888580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.773743,714.657288,103.326691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,891.848083,714.054199,118.530998,849.752319,619.391296,116.379921,1149.755737,801.470886,437.730591,,,,,,,,,,1098.099609,812.419373,240.067551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,890.566406,713.195374,118.203560,848.635620,618.551270,115.718735,1149.421021,801.509888,437.103241,,,,,,,,,,1097.276855,811.898254,239.414185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,889.547546,712.233337,117.376823,848.011780,617.882935,115.125473,1148.843628,801.597717,436.103394,,,,,,,,,,1096.352173,811.415405,238.509796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,889.034241,711.749756,116.373276,847.032532,617.209717,114.558388,1147.958374,801.784485,434.892609,,,,,,,,,,1095.301025,810.975891,237.415100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,888.583313,711.464355,115.526512,845.643799,616.594299,113.874954,1147.616943,801.898743,434.403595,,,,,,,,,,1094.633667,810.609192,236.616623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,887.927124,710.741455,114.907555,844.520691,615.879761,113.478912,1147.111938,801.936096,433.728119,,,,,,,,,,1094.006714,810.233765,235.998184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,886.601563,710.046326,114.552704,843.455017,615.397034,112.809494,1146.320068,802.159424,432.785187,,,,,,,,,,1093.322388,810.015747,235.167252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,885.310425,709.535889,114.311104,842.672607,614.792419,111.393768,1145.519165,802.355469,431.885620,,,,,,,,,,1092.733765,809.823364,234.393295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,884.692810,709.000549,113.865860,841.723877,614.269409,110.860703,1145.458862,802.495361,431.126801,,,,,,,,,,1092.038208,809.512085,233.446472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,884.336182,708.587463,113.555740,840.854370,613.674500,110.185204,1145.218506,802.513245,430.270569,,,,,,,,,,1091.401733,809.299194,232.618225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.299377,701.385620,100.355103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,883.613586,708.108215,113.315697,839.921875,613.175415,109.455238,1144.519165,802.687622,429.334564,,,,,,,,,,1090.572754,809.004883,231.670029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.744995,699.636780,100.070763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,882.569214,707.663330,113.171944,839.060059,612.649658,108.719765,1143.898560,802.767212,428.464111,,,,,,,,,,1090.034790,808.705444,230.931168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.170837,698.176331,99.786934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,881.516663,707.278748,112.834389,837.777466,612.300537,108.240936,1143.689453,802.891357,428.021332,,,,,,,,,,1089.718872,808.353455,230.276794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.451538,696.540405,99.459694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,881.046448,706.687500,112.127373,836.527344,612.036804,107.160965,1143.019775,803.149231,426.818756,,,,,,,,,,1089.327026,808.121948,229.651566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,881.015869,706.237427,111.347923,835.704590,611.877869,105.792137,1142.185791,803.348206,425.906616,,,,,,,,,,1088.729858,807.909058,228.729431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,880.609192,706.001648,110.654915,835.102112,611.650330,104.617012,1141.511841,803.533325,425.237152,,,,,,,,,,1088.119995,807.771362,227.682892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.591125,691.564880,99.054832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,880.053589,705.774475,110.011589,834.153137,611.455872,103.692848,1141.500122,803.627197,424.711060,,,,,,,,,,1087.729126,807.602112,227.061050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.629578,689.861755,98.842339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,879.411072,705.408142,109.425766,832.959595,611.278564,103.053673,1141.083984,803.860901,423.813232,,,,,,,,,,1087.345825,807.447021,226.437180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.791260,687.886658,98.027222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,878.714355,705.120178,109.251785,831.770081,611.121094,102.590752,1140.402100,804.170837,422.806396,,,,,,,,,,1086.868286,807.279114,225.852539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,878.100159,704.851318,109.221840,830.756409,610.735962,101.745934,1139.670166,804.398499,422.020325,,,,,,,,,,1086.103149,807.212219,224.959763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.114685,684.017761,97.623062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,877.645508,704.512451,108.734406,830.198547,610.406799,100.784538,1139.392944,804.499268,421.682922,,,,,,,,,,1085.918457,807.033936,224.271027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.083679,682.178650,98.450203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,877.356323,704.341492,108.451309,829.671875,610.174011,99.869827,1138.748901,804.653870,421.208008,,,,,,,,,,1085.707520,806.914124,223.482498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.464417,679.816711,98.818466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,877.076294,704.118225,108.164177,829.167908,610.067505,99.172989,1138.034790,804.815430,420.496735,,,,,,,,,,1085.595215,806.786926,222.773788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.896057,677.507019,98.584274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,876.769226,703.865540,107.951973,828.347229,609.969482,98.490150,1137.386963,805.093079,419.775635,,,,,,,,,,1085.458130,806.751038,222.170898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.920776,675.194397,98.186623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,876.420654,703.664795,107.857460,827.371704,609.850647,97.783554,1136.800293,805.282715,419.229431,,,,,,,,,,1085.422119,806.643799,221.672791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.062378,672.249817,98.135918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,876.143311,703.438110,107.698349,826.362305,609.544312,97.257065,1136.526245,805.409729,418.863342,,,,,,,,,,1085.191040,806.554932,221.120483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.260864,669.574829,98.564514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,875.747742,703.100769,107.744537,825.321655,609.444885,96.424980,1136.035400,805.561279,418.354858,,,,,,,,,,1084.872192,806.470093,220.588013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.762695,667.847717,98.380241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,875.155701,702.750488,107.821388,824.592102,609.494202,95.250893,1135.369995,805.807983,417.698761,,,,,,,,,,1084.601318,806.370850,220.138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.670715,667.546692,98.228127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,874.563293,702.384705,108.001724,824.236694,609.349426,94.394600,1134.752686,805.950500,417.099884,,,,,,,,,,1084.436157,806.334167,219.679489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.582214,667.160522,97.783379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,874.097046,702.171082,108.055763,823.850403,609.235229,93.780098,1134.421143,806.113220,416.796661,,,,,,,,,,1084.365112,806.256348,219.376724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.618530,666.478149,97.570641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
