Grasp124
Date:,2025/04/30
Time:,17:42:57
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
151,,,,873.657104,701.932983,108.173317,823.376953,609.200500,93.342537,1134.281738,806.252930,416.640533,,,,,,,,,,1084.128540,806.233948,218.948395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.494751,666.029846,97.544899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,873.306763,701.823364,108.303001,822.848450,609.224304,93.123253,1134.117676,806.459656,416.396942,,,,,,,,,,1083.903931,806.219910,218.525742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.425842,665.620178,97.623749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,873.095032,701.723022,108.374306,822.268555,609.362366,92.787239,1133.563354,806.676758,415.709564,,,,,,,,,,1083.824463,806.317505,218.243088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.400452,665.367859,97.652153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,872.983643,701.628784,108.297928,821.791321,609.510071,92.607597,1132.989624,806.910095,415.165680,,,,,,,,,,1083.770264,806.412720,217.999557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.298706,665.172729,97.548248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,872.950684,701.417725,108.108139,821.314758,609.572144,92.269028,1132.651489,807.031250,414.785583,,,,,,,,,,1083.721802,806.497620,217.756775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.223572,665.043396,97.422546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,872.942566,701.300598,107.991608,820.789856,609.609436,91.939453,1132.271729,807.131042,414.434143,,,,,,,,,,1083.527710,806.601990,217.359665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.115356,664.993408,97.369591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,872.975708,701.158203,107.758720,820.339050,609.695496,91.706772,1131.976318,807.322388,414.158264,,,,,,,,,,1083.425415,806.732666,217.100876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.964844,664.976563,97.236588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,872.993530,700.972839,107.462517,819.985291,609.730896,91.479683,1131.802246,807.456787,414.006897,,,,,,,,,,1083.349243,806.838928,216.873398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.765564,665.009888,96.979324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,872.958496,700.735596,107.394020,819.659058,609.903259,91.201485,1131.779785,807.513977,413.890076,,,,,,,,,,1083.252197,806.948669,216.620621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.684875,665.045349,96.864082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,872.805786,700.699646,107.387527,819.341675,610.105164,90.950455,1131.700317,807.621094,413.810364,,,,,,,,,,1083.214600,807.044006,216.427109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.580017,664.951477,96.742828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,872.554199,700.616394,107.531586,819.243958,610.286926,90.726013,1131.445923,807.708923,413.583008,,,,,,,,,,1083.212280,807.120178,216.129669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.548462,664.944641,96.660545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,872.354431,700.545593,107.801010,819.042175,610.424561,90.554070,1131.062622,807.888245,413.249390,,,,,,,,,,1083.221680,807.224304,215.866165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.544495,664.869812,96.623512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,872.095032,700.581055,107.901070,818.984985,610.523987,90.444626,1130.795532,808.031372,413.016998,,,,,,,,,,1083.143188,807.330383,215.739655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.518677,664.646057,96.668198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,871.889526,700.507935,107.876205,818.918274,610.781433,90.177834,1130.568481,808.162842,412.812469,,,,,,,,,,1083.278687,807.484924,215.600037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.555542,664.532654,96.434166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,871.757263,700.615112,108.036476,818.887085,610.991455,89.915207,1130.208740,808.420593,412.415558,,,,,,,,,,1083.259033,807.617249,215.506332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.597351,664.555359,96.428162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,871.641052,700.658508,108.170227,818.812805,611.147644,89.743576,1129.890381,808.559265,412.237244,,,,,,,,,,1083.096191,807.770813,215.383865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.578491,664.478577,96.415131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,871.398682,700.757996,108.433044,818.803467,611.358398,89.516525,1129.590332,808.723816,412.046906,,,,,,,,,,1082.873535,808.004211,215.408798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.575806,664.428040,96.415092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,871.245361,700.774536,108.569702,818.818298,611.520325,89.268036,1129.353149,808.791748,411.880432,,,,,,,,,,1082.705444,808.163574,215.301971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.576599,664.347290,96.417206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,871.245178,700.834534,108.542122,818.775330,611.759583,89.042549,1129.196167,809.078552,411.710663,,,,,,,,,,1082.442627,808.341492,215.193497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.605774,664.304138,96.353668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,871.093933,700.891785,108.671219,818.722717,612.034241,88.824883,1129.010864,809.220398,411.562225,,,,,,,,,,1082.344727,808.595825,215.136658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.631836,664.390015,96.323761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,871.134155,700.863892,108.778229,818.812378,612.135132,88.258041,1128.721802,809.370667,411.451691,,,,,,,,,,1082.252075,808.861694,215.112701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.573242,664.428101,96.315056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,870.890381,700.898804,108.880325,818.673645,612.576172,88.519997,1128.656128,809.545776,411.414886,,,,,,,,,,1082.107544,809.170105,215.145264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.578552,664.476746,96.103813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,870.780640,700.980591,108.977142,818.604187,612.705994,88.513298,1128.309326,809.745667,411.690216,,,,,,,,,,1081.937622,809.578796,215.133759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.569092,664.644043,96.268860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,870.632874,701.209106,109.172638,818.518799,613.082031,88.738136,1127.901611,809.912292,411.928558,,,,,,,,,,1081.877197,809.945862,215.223175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.437378,664.816711,96.375854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,870.423950,701.266968,109.290955,818.331604,613.396606,88.799751,1127.457397,810.060425,412.144836,,,,,,,,,,1081.768066,810.276306,215.265396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.389771,664.995544,96.555679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,870.477295,701.493896,109.537529,818.447815,613.461792,88.417839,1127.052124,810.234802,412.449005,,,,,,,,,,1081.683716,810.477051,215.282196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.366150,665.187134,96.617470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,870.426819,701.756958,109.699173,818.244568,613.889160,88.669983,1126.461914,810.325256,412.545258,,,,,,,,,,1081.514893,810.718384,215.321884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.324158,665.424072,96.623367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,870.237183,701.922668,109.688835,818.094116,614.345093,88.813004,1125.924072,810.398376,412.575073,,,,,,,,,,1081.381958,810.917664,215.348190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.290588,665.669800,96.633560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,870.134155,702.117676,109.834801,818.043762,614.726318,88.796577,1125.479370,810.526428,412.522644,,,,,,,,,,1081.309448,811.216125,215.463882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.336304,665.881348,96.654236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,869.999451,702.411438,109.938286,817.942993,615.101318,88.766495,1125.168213,810.639099,412.421143,,,,,,,,,,1081.211670,811.516235,215.544220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.212952,666.127869,96.673309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,869.895752,702.765381,110.163994,817.791687,615.487671,88.879929,1124.708252,810.743530,412.465027,,,,,,,,,,1081.073608,811.761475,215.572983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.168701,666.273560,96.367302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,869.637451,703.093384,110.447441,817.681213,615.836853,89.030312,1123.964233,810.867676,412.580597,,,,,,,,,,1081.051636,812.074646,215.712982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.997498,666.607971,96.654808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,869.325073,703.504944,110.892433,817.616211,616.255310,89.279106,1123.128052,811.000183,412.730682,,,,,,,,,,1080.959351,812.379089,215.891327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.766846,666.976196,96.914352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,869.088623,703.844604,111.315819,817.259705,616.625610,89.669411,1122.379639,810.988464,413.002289,,,,,,,,,,1080.873779,812.773865,216.018784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.506042,667.458435,96.963272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,868.878174,704.249451,111.709190,816.833984,616.861023,90.155281,1121.705811,810.968872,413.292877,,,,,,,,,,1080.889038,813.218140,216.182526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.303650,667.817322,97.037575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,868.601440,704.816895,112.379768,816.569641,617.261353,90.955925,1121.219849,810.994873,413.300476,,,,,,,,,,1080.839233,813.675842,216.312546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.170898,668.234680,97.172928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,868.175415,705.460815,113.111343,816.250916,617.867371,92.265594,1121.039307,811.122437,413.388428,,,,,,,,,,1080.512085,814.089600,216.820084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.007019,668.561890,97.476830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,867.749084,705.817749,113.566910,815.834106,618.259644,93.283798,1120.524414,811.235229,413.689850,,,,,,,,,,1080.180542,814.408569,217.194824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.680664,668.966553,97.960197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,867.474915,706.284424,114.316048,815.341125,618.607910,94.328499,1119.796509,811.281250,414.172272,,,,,,,,,,1079.957764,814.671814,217.556961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.385132,669.589783,98.708267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,866.726379,707.004761,115.393066,814.951172,619.244385,96.193336,1118.975098,811.260132,414.601624,,,,,,,,,,1079.711670,814.985107,217.800674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.805908,670.268799,99.924370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,865.912720,707.773376,116.765396,814.186829,619.585815,98.387321,1118.349365,811.292542,414.987762,,,,,,,,,,1079.423096,815.402405,218.047836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.127747,670.943726,101.040245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,865.381531,708.385620,117.659790,813.632202,620.078552,99.841888,1117.885132,811.291138,415.087341,,,,,,,,,,1079.187988,815.869812,218.330933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.480774,671.564148,102.102470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,864.917297,709.012207,118.337914,812.798035,620.843018,102.186455,1117.282837,811.454041,415.230377,,,,,,,,,,1079.093140,816.373291,218.748154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.019104,672.065491,103.235832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,864.341492,709.624878,119.149315,811.761230,621.460266,104.323090,1116.465942,811.631592,415.542145,,,,,,,,,,1078.865234,817.042664,218.987640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.275085,672.782715,104.705994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,863.655945,710.561340,120.589256,810.982971,621.992004,106.536781,1115.607422,811.637085,415.956085,,,,,,,,,,1078.330811,817.621277,219.543060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.386047,673.276917,106.280281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,863.139954,711.132568,121.080879,810.111816,622.359253,108.973534,1114.812256,811.715820,416.287506,,,,,,,,,,1077.449585,818.102661,220.318298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.299377,673.842896,108.042473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,861.899536,711.917419,122.402573,808.665405,622.696106,111.719582,1114.248413,811.800537,416.405640,,,,,,,,,,1076.843872,818.461731,220.736099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.149597,674.599854,110.205574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,859.891724,712.528259,125.379807,807.274109,623.288635,114.127029,1113.317261,811.927185,416.792511,,,,,,,,,,1076.275146,818.979980,221.114883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.946411,674.935181,111.835564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,858.028198,712.936584,127.243637,806.204529,623.801086,116.107536,1112.130615,812.010864,417.320465,,,,,,,,,,1075.385376,819.441895,221.522400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.175964,675.367493,113.645584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,856.951416,713.534607,128.362717,804.783203,624.274414,118.319046,1111.051025,812.133545,417.687286,,,,,,,,,,1074.023682,819.959106,222.500275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.797668,675.695068,116.301636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,802.788391,624.543884,120.870079,1110.488159,812.184204,417.745392,,,,,,,,,,1073.025391,820.546204,223.054520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.110718,675.807739,118.315002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,801.358215,625.045349,123.052933,1109.404541,812.271179,418.160065,,,,,,,,,,1071.965454,821.272400,223.359848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.011719,676.050720,120.751869,853.482910,714.837952,131.861206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,799.664856,625.543579,124.874031,1108.013672,812.344299,418.713715,,,,,,,,,,1070.283813,821.818176,224.304276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.389893,676.188660,123.094292,851.591553,715.449463,133.706985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,797.496094,625.872925,127.333298,1107.078369,812.283264,419.305023,,,,,,,,,,1068.854858,822.150696,224.800110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.067627,676.368103,125.199387,848.939209,715.956421,136.065247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,795.437866,626.093201,129.461090,1106.203613,812.320496,419.602081,,,,,,,,,,1066.910034,822.578430,225.760696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.859802,676.472534,127.926834,846.671753,716.671814,138.167358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,793.290283,626.355835,131.626617,1104.719482,812.349854,420.035400,,,,,,,,,,1065.334106,823.103882,226.311447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.121704,676.581299,130.320297,844.383789,717.217957,139.423904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,790.890198,626.708252,133.797333,1103.279419,812.376587,419.992798,,,,,,,,,,1062.958618,823.605652,227.085220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.674744,676.712891,132.952148,841.926880,717.593262,140.383942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,788.353760,627.068604,136.024612,1101.874390,812.357788,420.347107,,,,,,,,,,1060.794067,824.128479,227.541000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.884033,676.824341,135.333237,838.723328,718.171570,143.587601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,785.495422,627.408936,138.096252,1100.078613,812.384827,420.866180,,,,,,,,,,1058.448730,824.624329,228.538773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.851990,676.936829,137.578552,835.571045,718.809204,145.433044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,782.621399,627.832214,140.374237,1099.102051,812.361206,421.161011,,,,,,,,,,1055.636963,825.011108,229.393066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.826111,677.198547,139.676361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,779.415588,628.141724,141.934143,1097.441162,812.377747,421.749847,,,,,,,,,,1053.230591,825.597961,229.714752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.359985,677.498108,141.960648,,,,829.206848,720.101013,148.380295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,775.828979,628.479858,143.999191,1095.387207,812.291504,421.984406,,,,,,,,,,1050.203247,826.109436,230.564957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.914185,677.683228,144.447388,,,,825.560181,720.860718,150.893570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,772.573059,628.836365,145.580276,1093.886475,812.318054,421.866425,,,,,,,,,,1046.931152,826.828613,231.189590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.244934,677.918152,146.540405,,,,821.489563,721.416931,152.637817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,768.717224,629.297058,147.145142,1091.642334,812.326660,422.582672,,,,,,,,,,1044.123291,827.300781,231.564072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.516541,678.348267,148.610840,,,,818.369934,721.652588,153.604523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,764.849243,629.657349,149.555237,1090.359131,812.262878,422.655548,,,,,,,,,,1040.921509,827.719482,232.292007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.596924,678.734863,150.416641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,760.635376,629.923401,150.845963,1087.974854,812.217957,422.943878,,,,,,,,,,1037.327148,828.335876,232.981339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.647095,679.249817,152.085266,,,,,,,810.340393,722.481934,156.595093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,756.573364,630.499695,152.087677,1085.833862,812.167908,423.016846,,,,,,,,,,1033.533691,828.785522,233.730103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.269714,679.956848,153.846405,,,,,,,805.890320,723.264954,159.238770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,752.029663,630.827576,153.667999,1084.060547,812.103638,423.304443,,,,,,,,,,1030.120361,829.163330,234.424545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.751221,680.765076,156.012512,,,,,,,801.636719,723.843262,160.926727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,747.299133,631.455444,155.258331,1082.173340,811.994141,423.850983,,,,,,,,,,1026.365845,829.563721,234.759750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.098450,681.462402,157.956268,,,,,,,797.377319,724.333435,161.902252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,742.453796,631.831665,156.327530,1079.953613,811.859619,423.694489,,,,,,,,,,1022.589905,829.751526,235.524246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.388916,682.197021,159.303909,,,,,,,793.060486,724.674988,163.186630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,737.507874,632.319885,157.887131,1077.593628,811.785034,424.095032,,,,,,,,,,1018.333923,830.125000,236.211807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.713867,683.133728,160.444824,,,,,,,788.627502,725.230713,164.630356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,732.557983,632.959106,159.443573,1075.358398,811.754272,424.322662,,,,,,,,,,1014.265442,830.514526,236.977448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.839539,684.152771,162.097870,,,,,,,783.812378,725.645569,165.687866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,727.486938,633.505798,160.844040,1073.081299,811.654236,424.460297,,,,,,,,,,1010.082214,830.848755,237.729141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.684631,685.142212,163.945663,,,,,,,779.191772,726.021973,166.758072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,722.287048,634.230347,162.070358,1070.728271,811.650635,424.541901,,,,,,,,,,1005.547119,831.126526,238.366882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.491089,686.283875,165.531357,,,,,,,774.435364,726.416443,168.035782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,716.727905,634.800537,163.425949,1068.627563,811.434509,425.087036,,,,,,,,,,1001.116455,831.418335,239.013855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.557739,687.341187,166.838608,,,,,,,769.657227,726.906311,169.199554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,711.304810,635.474915,164.953400,1065.807861,811.408020,424.866608,,,,,,,,,,996.425903,831.715881,239.510742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.362793,688.346924,167.838623,,,,,,,764.559631,727.360352,169.911942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,706.114319,635.993042,166.100128,1063.468140,811.167297,425.302643,,,,,,,,,,991.840515,831.912781,240.091843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.954773,689.322327,168.803375,,,,,,,759.436890,727.748657,170.701019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,700.594727,636.583862,167.494003,1060.546021,811.080383,425.326752,,,,,,,,,,987.347778,831.914551,240.887665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.258667,690.336914,169.829132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,695.185913,637.112915,168.638336,1058.005615,810.716248,425.373291,,,,,,,,,,982.924500,831.964478,241.619492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.609863,691.386353,170.530502,,,,,,,,,,749.117065,728.764832,172.895187,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,689.490601,637.648132,170.193665,1054.973877,810.331665,425.729858,,,,,,,,,,978.323975,831.889893,242.189026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.257996,692.436279,171.055679,,,,,,,,,,743.590515,729.213806,174.254044,,,,,,,,,,,,,,,,,,,,,,,,,,,
