Grasp37
Date:,2025/04/16
Time:,14:17:38
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
51,798.362183,489.247955,37.958172,889.704895,462.613770,53.299969,915.289978,551.188232,91.598557,1066.283691,806.946533,424.023987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,801.216248,489.493347,39.177952,891.949585,463.992828,55.055027,917.197388,552.876953,92.694229,1067.327637,808.399597,423.498413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,804.007019,490.008484,41.292606,894.323486,465.307373,56.407448,919.025269,554.436951,94.386208,1068.116455,809.585999,423.299622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,806.938660,491.023865,42.623215,896.239441,466.684082,57.956161,921.276245,556.362061,95.589691,1068.844116,810.654541,423.545563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,810.021545,491.778320,44.227516,898.737793,468.343353,59.603245,923.619629,557.970215,96.138390,1069.567993,812.088867,423.643127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,813.043945,492.275269,46.213955,900.925598,469.874176,60.805523,925.848145,560.240356,97.286751,1070.573853,813.242859,423.929932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,816.278809,493.460602,48.231251,903.370911,471.724152,62.182957,928.255249,562.215149,98.653191,1071.518921,814.231445,424.229309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,819.740234,494.251160,50.724636,905.719543,473.639313,63.692841,930.739868,564.205139,99.892166,1072.732422,815.597290,424.226166,,,,,,,1031.152466,799.506165,279.655090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,822.876526,495.192261,52.790298,907.922913,475.465973,65.037247,933.230591,566.326843,100.361519,1073.741577,816.830078,424.057861,,,,,,,1032.959595,801.770996,279.318634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,826.263672,496.000916,54.881386,910.752014,477.366882,66.334084,935.377991,568.469177,102.225319,1074.030884,817.982544,424.247650,,,,,,,1035.397583,804.532715,278.728333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,829.416870,497.166504,57.338032,913.132629,479.351776,67.602226,938.034485,570.762085,102.925842,1075.054932,819.138245,424.636627,,,,,,,1037.372925,807.004944,278.140411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,832.773682,498.033875,59.510868,915.157837,481.520325,68.844223,940.116455,573.096863,103.554047,1076.349854,820.364258,424.674377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,836.376221,499.053009,61.609722,917.358521,483.432587,70.510361,942.539795,575.635864,105.230690,1077.286377,821.328369,424.710022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,839.814270,500.251038,64.301895,920.369141,485.640991,71.599091,945.149170,578.267761,105.808105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,843.476990,501.327637,66.156128,922.628967,488.307922,73.190353,946.969299,580.631897,106.776672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,846.811218,503.220367,68.570564,924.835449,490.915863,74.706711,949.483215,583.356323,108.076881,,,,,,,,,,,,,1079.692993,824.943848,424.957642,1047.495972,820.138672,278.172119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,850.549438,504.224335,70.823738,926.707886,493.365967,76.262016,951.613892,586.352295,108.703186,,,,,,,,,,,,,1081.417969,826.205444,424.778442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,853.501465,506.126892,73.395134,928.817383,495.805328,78.256676,953.729431,589.351074,110.059418,,,,,,,,,,,,,1082.469971,827.489563,424.882446,,,,1052.327881,825.197266,277.264221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,856.946472,508.308319,74.791733,930.936646,498.325928,79.737312,956.121582,591.693176,111.224907,,,,,,,,,,,,,1083.377563,828.548889,425.363770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,859.958679,510.847717,77.059830,932.746033,501.367554,81.897568,958.094482,594.448242,111.770348,,,,,,,,,,,,,1084.615356,829.806274,425.383179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,862.850830,513.247742,79.132690,934.331726,503.759766,83.452599,960.172668,597.451721,113.237061,,,,,,,,,,,,,1085.955078,831.103088,424.991241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,865.462158,516.038574,81.560829,935.673462,506.390228,85.170395,962.327881,600.452026,114.294556,,,,,,,,,,,,,1087.049561,832.157532,424.815460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,867.997559,519.109314,82.421829,936.900146,509.266724,87.078606,964.047485,603.513794,114.318214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,870.148743,522.420776,84.728157,937.689636,512.204285,89.044403,965.992310,606.240784,116.141052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,872.291382,525.667053,86.160599,938.536255,515.345093,91.078583,967.551025,608.786438,117.475021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,874.127869,529.066040,87.617401,939.465698,518.306885,92.248405,969.044067,612.095093,118.635010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,876.192749,532.570862,88.595161,940.171875,521.599915,94.149910,970.872375,615.329712,119.146851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,877.618652,536.364197,90.299606,940.925659,524.651855,95.776161,972.226440,618.358826,119.925461,,,,,,,,,,,,,,,,,,,,,,1095.606934,839.849182,424.934174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,879.249878,539.971802,91.716316,941.003052,527.730164,97.458366,973.391724,621.455200,120.950363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,880.528992,543.821899,92.969048,941.331482,531.000488,99.199501,974.192566,624.215271,122.102966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,881.632996,547.830811,93.783440,941.809631,534.513916,100.561974,975.234436,627.451538,122.996284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,882.632874,552.063843,95.055428,941.878174,537.947632,102.049026,976.173584,630.711365,123.550308,,,,,,,,,,,,,,,,,,,,,,,,,1100.455200,844.025452,426.995514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,883.455872,556.308716,95.870781,941.988525,541.364563,103.209778,977.269287,634.220581,124.255707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,883.847229,560.815247,97.263565,942.057251,544.625305,104.379280,978.047852,637.389648,125.204521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,884.150574,565.282654,98.101349,941.380432,548.171936,105.699234,978.789917,640.516846,125.771484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,884.458984,569.726807,98.984062,941.283142,551.643494,106.795937,979.535095,643.519531,126.200966,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.247681,847.978882,428.700378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,885.034607,574.136780,100.275513,940.766052,555.147095,107.820137,980.306641,646.647156,127.213226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,885.350464,579.107605,101.547722,940.454102,558.945190,108.791397,981.187683,650.079163,127.530167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,885.476868,583.982544,102.622787,939.616089,562.665161,109.874069,981.932861,653.243530,128.079102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,885.279114,588.802368,103.804016,939.110229,566.336914,110.766296,982.683289,656.456482,128.496460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,884.722412,593.512329,105.090088,938.533264,570.013428,111.328125,983.209351,659.311279,129.017441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.854614,851.957214,431.197479,1106.837402,876.177002,286.596313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,884.392273,598.600159,105.735130,938.079956,573.631592,111.961845,983.708496,662.346497,129.090897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.166870,852.636169,431.545959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,883.562317,603.949463,107.151085,937.410889,577.000183,112.732048,984.177612,665.616577,129.156570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.952637,854.463928,432.680817,,,,1111.523315,878.576660,287.888367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,882.424438,608.889587,108.783157,936.749939,580.095337,113.266769,984.290283,668.626221,129.832489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.897827,854.973328,433.493744,,,,1113.559326,880.991394,288.618591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,881.283875,614.369507,109.820930,936.181519,583.583313,114.035988,984.660645,671.100403,130.558838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.740601,855.257141,433.954895,,,,1115.187866,881.314087,289.597198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,880.142456,620.054932,111.354233,935.781921,587.011169,114.416504,985.320374,673.953918,130.396667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.264282,855.422241,433.881226,,,,1117.222046,882.862061,290.296387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,878.362244,626.136536,112.886383,935.204895,590.423828,114.626045,985.738647,676.775452,130.399780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.284912,855.746338,433.828583,,,,1118.922607,884.310242,291.057526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,876.310364,631.994385,114.919464,934.172607,593.769775,115.000778,986.123596,679.348633,129.852448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.486694,857.154663,434.711395,,,,1120.534668,885.567627,291.872803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,874.687805,638.494324,116.693184,933.026917,596.765137,114.996765,986.594116,681.838379,130.337463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.619507,858.170349,435.537628,,,,1122.222900,886.643250,292.641876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,873.319397,644.719299,118.083405,932.182007,599.769531,115.117142,986.561462,684.440491,130.531769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.413330,858.580688,436.340118,,,,1123.828247,886.998840,293.470154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,871.873230,650.817932,119.901138,930.898193,603.241211,116.244308,986.541992,686.440796,130.609009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.543335,858.840637,436.737518,,,,1125.612427,887.755798,293.733948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,870.110535,657.284241,121.347832,929.688538,606.250916,116.350861,986.603210,688.846558,130.730515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.160034,858.995056,437.219391,,,,1126.788330,888.763367,294.041626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,868.338806,663.363586,121.778008,928.129456,609.662476,116.695221,986.671997,691.296509,131.094879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.403198,858.918823,437.410645,,,,1128.152710,889.554504,294.764008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,867.255371,669.583130,122.068642,926.620422,612.954407,117.130608,986.265320,693.512451,131.526520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.692993,859.391724,437.118561,,,,1129.398560,890.052246,295.100830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,865.933899,674.866760,123.367744,925.283691,616.059021,117.542114,985.586304,695.776672,131.421432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.974365,860.030579,436.728455,,,,1130.480225,890.415344,295.476868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,863.824585,680.577515,123.904800,923.376221,619.115356,117.744560,984.881958,697.787415,131.406509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.644531,860.179626,437.295166,,,,1132.017944,890.767090,295.467133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,862.203491,685.871277,124.222694,921.908081,621.767151,117.781647,984.456421,700.020630,131.719986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.971802,860.573547,437.734528,,,,1133.624146,891.118103,295.582947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,860.523621,690.970276,123.740395,920.422607,624.385132,117.751709,983.408630,701.854004,131.907837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.241577,860.724121,438.050079,,,,1134.446777,891.483643,295.709076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,859.068787,696.138123,123.325356,918.748108,626.965820,117.478531,982.238220,703.782166,131.763885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.612915,860.926758,438.312378,,,,1135.364136,891.588257,296.228180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,857.404114,700.930603,122.736610,917.255066,629.072144,117.486015,981.427734,705.511963,131.844131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.755005,861.165161,438.455200,,,,1136.560181,891.750732,296.508972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,854.907593,705.493591,123.006302,915.768311,631.248047,116.989822,980.205750,707.343384,131.674728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.935669,861.159180,438.514709,,,,1137.700195,891.771057,296.478455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,852.604309,710.213257,122.528740,914.358521,633.128296,116.327644,978.889343,709.170593,131.327881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.074585,861.152039,438.549713,,,,1138.781494,891.656311,296.697083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,850.978027,714.438171,122.464264,913.000244,634.997192,115.604347,977.732910,710.240173,131.040726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.231201,861.161804,438.590210,,,,1139.552490,891.462830,296.574951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,911.289795,636.589172,115.216652,976.502747,711.619812,131.152893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.343262,861.172302,438.542114,,,,1140.069336,891.341919,296.730103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,909.560547,637.949463,114.880585,975.189331,713.005859,130.814880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.460938,861.157471,438.540466,,,,1140.171997,891.150085,296.804260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
