Grasp117
Date:,2025/04/23
Time:,11:17:41
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,1119.629639,905.268677,341.396606,917.121399,855.490051,67.605980,848.540771,796.123535,35.389980,781.209778,869.780640,35.897732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1119.818726,905.483582,341.417603,917.083984,855.497070,67.630531,848.557861,796.148499,35.481773,781.029724,869.902222,35.987251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1119.843750,905.742126,341.257355,916.952148,855.511353,67.622536,848.458618,796.078186,35.592037,780.951721,869.948914,36.105473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1119.956299,905.996460,341.222565,916.944702,855.486511,67.761803,848.370117,796.148987,35.522301,781.293457,869.880310,35.809227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1120.195679,906.220825,341.267395,916.858643,855.492676,67.868576,848.241516,796.172668,35.460743,781.049194,869.942078,35.875221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1120.799927,906.491089,341.024109,916.817749,855.485901,67.912689,848.201233,796.141296,35.549053,781.203003,869.909912,35.796001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1121.487549,906.874756,340.715302,916.730042,855.414001,67.971931,848.066162,796.118591,35.562893,780.823730,870.010864,36.066490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1122.006470,907.292297,340.376373,916.614502,855.377319,68.108139,847.922180,796.130859,35.540279,780.594788,870.032837,36.238472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1122.499146,907.571838,340.243774,916.456482,855.337097,68.323586,847.838623,796.179321,35.540150,780.387207,870.147278,36.338055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1123.034790,907.977722,340.101135,916.349731,855.324707,68.508224,847.634399,796.135437,35.533768,780.838562,870.036499,35.991150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1123.367310,908.437988,340.100006,916.271606,855.359436,68.781136,847.490723,796.136353,35.519974,780.589844,870.168030,36.122673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1123.830688,908.765991,340.072418,916.090881,855.372253,68.984940,847.626282,796.264587,35.549606,780.340149,870.294434,36.369904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1124.937500,909.156982,339.973083,916.011597,855.384033,69.530342,847.267212,796.303589,35.426628,780.300720,870.301575,36.420715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1126.000000,909.668091,339.595825,915.796143,855.332214,69.918106,846.884033,796.334961,35.356438,780.155762,870.439026,36.524529,1163.378784,890.008972,522.107361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1126.658691,910.111450,339.169159,915.612366,855.293640,70.221298,846.640625,796.335205,35.363281,779.998901,870.488464,36.533356,1163.821533,890.007202,522.364563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1127.093018,910.718262,339.019958,915.477356,855.157104,70.537560,846.469482,796.301697,35.528389,780.194458,870.505066,36.411186,1163.681519,890.182373,522.104919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1127.562744,911.373230,339.030518,915.158020,855.078857,70.889053,846.241699,796.282654,35.637852,780.589600,870.509766,36.091587,1163.538086,890.259949,521.741638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1128.789551,911.745117,338.998413,914.976318,854.997009,71.361038,845.934998,796.274963,35.642235,780.772949,870.515137,35.912651,1163.355225,890.412292,521.503296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1130.036499,912.210571,338.725525,914.748840,854.852417,71.848969,845.689819,796.312134,35.593437,780.725159,870.608765,35.918377,1163.490723,890.497131,521.516174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1131.212646,912.378845,338.444641,914.437744,854.732422,72.576080,845.507996,796.322876,35.618999,780.639282,870.722656,36.018082,1163.544189,890.590515,521.551331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1131.723022,912.750427,338.467682,914.051880,854.723145,73.337105,845.286499,796.314758,35.633862,780.567383,870.745300,36.095665,1163.663208,890.568054,521.568176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1132.367676,913.411499,338.480652,913.624390,854.675415,74.215591,845.118958,796.206665,35.667183,780.472656,870.842834,36.102966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1133.620605,914.016418,338.561920,913.171875,854.376892,75.584282,844.985229,796.193542,35.679188,780.160950,871.032776,36.329357,,,,1163.667725,890.773621,521.550659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1134.549194,914.450256,338.259155,913.114685,854.073425,76.441063,844.777283,796.218384,35.603001,780.213745,870.980957,36.348743,,,,1163.626831,890.792725,521.393494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1135.278931,914.744934,337.687500,913.126404,853.890869,77.122253,844.662598,796.037964,35.632095,780.340088,870.932190,36.325432,,,,1163.604126,890.884033,521.372498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1135.717651,915.025146,337.705200,912.510681,854.015991,78.279404,844.507202,795.950378,35.562218,780.461609,870.736023,36.333149,,,,1163.602783,890.926636,521.357178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1136.499512,915.273132,337.981293,912.081970,853.905945,79.570480,844.306763,795.709961,35.480740,780.492981,870.510986,36.291786,,,,1163.730835,890.969971,521.497253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1137.608276,915.498108,338.278748,911.904419,853.660583,80.429260,844.247559,794.901550,35.935478,780.583984,870.067688,36.357143,,,,1163.764771,890.983093,521.514038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1138.527832,915.798157,338.157471,911.368286,853.520935,81.540848,844.356201,793.933594,36.089367,780.643433,869.529602,36.692318,,,,1163.744019,890.984192,521.490784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1139.116455,916.072693,337.825958,911.007080,853.211853,82.583916,844.893982,792.740356,37.133831,780.384827,868.816956,37.406174,,,,1163.870239,891.048340,521.590332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1139.316040,916.587158,337.366669,910.987122,852.949768,83.466270,845.662476,790.544434,38.994968,779.762939,867.780884,39.051929,,,,1163.966064,891.050842,521.660583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1140.285522,916.618225,337.584717,911.060547,852.497864,84.345764,846.171570,788.700745,40.350540,778.581909,866.726807,40.687096,,,,1164.192383,890.985291,521.765930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1141.610107,916.618774,338.628265,910.702820,852.142822,85.587341,847.119568,786.179016,42.203373,778.355225,865.716187,41.661049,,,,1164.451782,890.923706,521.982544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1142.590576,916.850037,339.223419,910.142517,851.678284,86.766983,848.288513,783.846313,43.511402,778.580566,863.856628,43.616684,,,,1164.729980,890.943359,522.360596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1143.078613,917.146729,339.476898,909.934692,851.040405,87.499466,849.919800,781.095459,44.717514,778.560425,861.941650,44.918148,,,,1165.085205,890.864258,522.630920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1143.480347,917.321350,339.615875,909.753357,850.152771,88.395515,851.603210,778.454407,45.798698,777.747986,859.779297,47.018425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,909.861633,849.333496,89.563011,853.271606,775.879272,46.786259,777.413513,857.523254,48.426926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,910.151367,848.309021,90.132843,854.948486,773.122742,47.874329,776.880676,855.206482,50.572723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,909.864868,847.400146,91.073746,857.086792,770.126038,48.964989,,,,,,,,,,1144.540771,917.797668,339.260223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,909.487549,845.906677,92.262245,859.173889,766.898315,50.612720,,,,,,,,,,1144.271484,918.128662,338.651062,776.136292,848.951538,53.976482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,909.356506,844.405701,93.046783,861.049500,764.028198,51.462543,,,,,,,,,,1144.376709,918.542236,338.467407,775.704529,845.595215,55.922749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,908.925598,842.940857,93.476044,863.188599,760.869690,52.488586,,,,,,,,,,1144.543457,918.979919,338.441132,775.553162,841.687561,56.703640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,908.682739,841.277405,93.932091,865.184265,758.069702,52.913403,,,,,,,,,,1144.756836,919.392944,338.497864,775.111267,837.905823,58.206921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,909.066589,839.314270,94.614868,866.981079,755.027161,54.257713,,,,,,,,,,1144.894287,919.730042,338.556213,775.232788,833.754456,59.034859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,908.693298,837.348938,95.699966,868.435181,752.053833,54.731773,,,,,,,,,,1144.894165,920.105713,338.517792,774.809143,829.814880,60.568859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,908.330505,835.446228,96.489243,870.494141,748.702087,55.842876,,,,,,,,,,1144.865967,920.521057,338.500214,775.007263,825.322021,62.238983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,908.191772,833.393677,97.415306,871.904541,745.914856,56.560795,,,,,,,,,,1144.914917,920.875488,338.558136,774.450562,821.492493,63.037918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,908.022888,831.214050,98.189728,873.312073,742.948059,57.891270,,,,,,,,,,1144.842041,921.167175,338.637543,774.900146,817.059387,64.147507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,907.856262,828.729614,98.618797,874.769653,739.895203,58.787251,,,,,,,,,,1144.186035,921.530884,338.169617,774.703430,813.190979,65.125061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,907.628723,826.042297,98.697708,876.408997,736.642578,60.028126,,,,,,,,,,1143.788208,921.909546,337.940674,774.842590,808.955566,66.497742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,907.520264,823.823669,99.186195,878.042786,733.454956,61.671181,,,,,,,,,,1143.119385,922.389038,337.267181,773.957520,804.940735,68.103302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,906.975464,821.476868,100.338837,879.177307,730.640381,62.784595,,,,,,,,,,1142.760254,922.710388,337.042175,773.992737,800.788086,68.988358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,906.491699,819.062439,101.329124,880.212830,727.345276,64.361366,,,,,,,,,,1142.477783,922.851501,336.920135,774.236450,796.689636,70.569351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,906.267517,816.500061,102.342476,881.140442,724.483582,65.514153,,,,,,,,,,1142.213013,922.955383,336.763855,773.664917,792.862000,71.717506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,905.751953,813.964600,103.157166,881.888489,721.410156,66.934242,,,,,,,,,,1141.828491,923.009460,336.517487,773.234924,789.000122,73.221069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,904.990295,811.462280,104.355698,882.522705,718.604065,68.277618,,,,,,,,,,1141.222046,923.012878,335.923920,772.591553,785.346802,74.779640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,904.441223,809.010742,105.417587,882.786682,715.551575,69.718246,,,,,,,,,,1140.552979,923.056274,335.240234,772.615967,781.290100,75.933838,1165.042358,890.855530,521.345947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,903.721008,806.578125,106.340080,883.509827,712.305847,71.978348,,,,,,,,,,1140.190674,922.887329,334.869629,771.633179,777.528870,77.767975,1164.775146,890.897095,521.262634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,903.041504,804.037476,107.181313,883.682251,709.740662,73.323486,,,,,,,,,,1139.955688,922.653198,334.548340,770.877869,774.273743,78.943230,1164.248901,890.918884,521.052063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,902.631348,801.684998,107.674606,883.562805,706.912048,74.991394,,,,,,,,,,1139.670288,922.340820,334.005035,770.856812,770.577026,80.434532,1163.807007,890.990723,520.810486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
