Grasp27
Date:,2025/04/16
Time:,10:55:55
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
12,893.978760,489.659760,63.287766,759.829224,453.303497,31.804880,960.368713,686.338196,261.703247,842.775513,415.522522,31.713800,1007.417358,726.956787,443.630463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,893.692444,489.460907,63.914585,759.643066,453.197937,31.787918,960.631226,687.270020,261.492767,842.719482,415.412354,31.737453,1007.398193,726.822021,443.484955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,893.581055,489.498138,64.694405,759.520264,453.105957,31.846407,961.332397,688.021545,261.139008,842.610168,415.304932,31.850809,1007.342529,726.856323,443.259796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,893.393616,489.482300,65.616043,759.403015,453.019409,31.951141,962.024353,688.901978,260.736481,842.563538,415.125122,31.943741,1007.237549,727.035706,442.825409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,893.122620,489.158539,66.954926,759.231018,453.027008,31.938164,962.232361,690.408142,260.570740,842.414551,414.936737,32.017742,1007.702820,726.919861,442.406586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,892.545227,488.918488,68.491669,759.225525,452.903595,31.840677,962.617737,691.778809,260.231415,842.311401,414.592285,32.203964,1008.231262,726.941589,442.009125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,891.855591,488.835632,69.741158,759.067749,452.760193,32.053730,963.648804,693.337036,259.933990,842.401855,414.182007,32.369003,1008.850342,727.030640,441.455597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,891.233887,489.061188,71.493950,759.041870,452.508514,32.318520,965.142883,694.998413,259.502533,842.406189,413.586517,32.683056,1009.728821,727.200684,440.847107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,890.537537,489.035431,73.997246,759.162659,452.159790,32.536255,966.119568,696.545715,259.335114,842.609497,413.052795,33.230339,1010.824280,727.673645,440.223450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,889.659119,489.100098,76.503899,759.243103,451.923523,32.557011,966.836365,698.839722,258.963898,842.969971,412.800964,34.235138,1011.507202,728.386902,439.911957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,888.678589,489.099915,79.490265,759.429626,451.706116,32.576149,968.077881,700.753967,258.598328,842.945923,412.585266,35.453594,1012.225586,728.799805,439.828979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,887.777405,489.361603,82.223076,760.018616,451.544159,32.984398,969.296265,702.813477,258.017761,843.027710,412.424011,36.924271,1013.294983,729.305969,439.348785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,887.032043,489.726807,85.786797,760.476501,451.158936,34.821938,971.224731,705.092896,258.276855,842.933289,412.401184,38.963718,1014.173035,730.468506,438.704926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,886.045471,490.422180,88.763412,760.519226,451.066162,36.777035,973.249817,707.215759,257.930054,842.638367,412.707794,42.070019,1015.151184,731.507324,438.462524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,885.330933,491.090393,92.160004,760.635010,451.302246,38.788651,974.234985,709.791443,258.019043,842.194519,412.961639,45.122330,1016.132202,732.403076,438.457184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,884.261719,491.879883,96.113045,760.885986,451.504852,42.170483,975.624207,712.251465,258.017273,841.713623,413.504242,48.593075,1017.524414,733.637207,438.112549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,883.638000,492.638885,100.685219,761.015869,451.515228,45.693584,977.201416,714.724976,258.174652,841.073059,414.035919,52.464394,1018.882629,734.713745,437.744659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,882.838318,493.830109,104.993080,760.759949,452.027161,49.293945,980.113281,717.061401,258.142090,840.288818,414.795593,56.690792,1021.206360,736.066406,437.272705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,881.833130,495.476532,109.224937,760.746765,452.600830,53.740288,982.242493,719.897339,258.331055,839.753418,415.953308,61.217091,1022.955627,737.096008,436.990936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,881.433105,496.708832,114.144440,760.936829,453.159668,58.346016,984.241028,722.548340,258.680420,838.684448,417.075165,65.940041,1024.236450,738.228088,436.893677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,880.803589,498.310211,118.825340,760.499756,454.240387,63.873146,986.510071,725.136414,258.846802,837.719666,418.305542,70.646706,1025.444702,740.004761,436.644806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,880.205872,500.281616,123.494804,760.350952,455.219421,69.774002,989.115356,727.920166,258.809357,837.060425,419.812531,75.343330,1026.853149,741.409668,436.888123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,880.037415,502.116455,127.947433,760.072998,456.392151,75.489098,992.601868,730.299805,259.063934,836.492432,421.740601,80.325867,1029.363403,742.766907,436.878784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,880.138123,504.002625,132.881119,759.895264,457.675934,80.957512,995.587158,732.935730,259.105865,835.552795,423.537659,85.473083,1030.800537,744.038025,436.811615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,879.953430,506.396271,137.703506,760.180664,459.544189,87.119270,997.894775,735.702271,259.738312,835.065552,425.907043,90.932838,1032.631470,745.408691,436.950134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,879.816040,508.890991,142.395630,760.103271,461.217651,93.534416,999.794678,739.184326,261.066162,834.240173,427.887756,96.030846,1034.764648,746.425964,437.310272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,879.978149,511.331360,147.102051,759.928650,463.287384,100.986626,1002.501953,742.023926,261.208801,833.745850,430.512909,101.079018,1036.498047,748.103638,436.994843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,880.326538,513.782532,152.083313,759.789124,465.122467,107.790504,1007.096863,744.202087,261.401276,833.218567,433.052429,106.498528,1038.213623,749.391479,436.984314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,880.752014,516.493958,157.384781,760.065491,467.661041,114.628471,1010.023315,746.725220,261.878326,832.410156,435.882172,111.858444,1040.426392,750.769897,437.631378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,880.726013,519.794495,162.469238,760.112366,470.394196,121.985336,1013.051636,749.854980,262.670837,831.387756,439.441986,116.878639,1041.792969,751.936340,437.777832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,880.856873,523.138367,167.265579,759.996460,473.288177,129.025452,1016.767517,752.332153,263.853638,830.538879,443.542847,121.831238,1044.133911,753.122803,437.875000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,881.954773,526.177856,171.986023,760.192078,476.607208,135.635849,1019.993896,754.759705,264.961182,830.351624,446.910339,126.898331,1045.217529,754.796509,438.514130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,882.784180,529.265991,176.347565,760.039551,480.533966,142.589050,1023.095764,757.449463,265.527496,830.103943,450.286774,132.382370,1047.062988,756.210693,438.663422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,882.682007,532.732544,181.266052,759.746582,484.579834,149.650345,1026.255371,760.375854,266.556427,829.205139,454.387329,137.104309,1049.634521,757.266052,439.122620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,883.195923,536.450256,185.704163,759.601013,488.894135,157.115097,1030.795898,762.472107,267.032654,828.288696,458.557648,142.162003,1051.460571,758.426636,439.553436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,884.157288,539.992188,190.129608,759.664734,493.673035,163.390945,1034.110474,764.696350,267.779724,827.635376,462.675751,147.684158,1053.341187,759.716736,440.068207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,884.782715,543.878540,194.524246,759.367554,498.755005,168.985901,1038.121704,766.888062,268.907013,826.894958,467.095245,152.156204,1055.370483,761.130554,440.472626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,885.048889,548.156982,198.645874,759.349304,503.832214,174.806595,1041.167725,769.789734,270.128052,826.770142,471.788391,155.845291,1057.643066,762.302673,440.436829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,885.793640,551.954102,202.707031,759.315613,509.153931,180.679306,1045.363281,771.590515,270.776154,825.780396,476.287598,160.421585,1060.597900,763.218628,440.980225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,886.232361,556.057312,206.835281,758.983154,514.851807,185.517868,1049.323975,774.007751,271.587433,825.197083,481.172577,164.827744,1062.066162,764.940857,441.269897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,886.055298,560.465454,210.497864,758.977539,520.632690,190.658081,1051.820068,776.092163,272.899139,824.833557,486.237274,168.462311,1064.326904,765.835022,441.511322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,887.459778,564.052002,214.373169,758.626038,526.529480,194.680649,1055.173828,778.396851,274.100189,823.348816,491.286377,172.595749,1066.792603,766.899719,442.100037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,887.338562,568.625671,217.643112,758.329773,532.828857,198.606232,1058.347900,780.797241,274.917389,822.861023,496.313293,176.046432,1068.727417,767.852844,442.611511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,887.419434,573.359985,220.798538,758.408691,538.805237,202.076431,1062.713013,782.281982,276.047638,822.804443,501.642792,178.844513,1070.512207,768.924072,443.413391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,888.097717,577.681213,224.367554,758.117859,545.223694,204.715881,1066.241089,784.346558,276.632324,822.052429,506.704010,181.732651,1072.018433,771.024292,444.337463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,887.973389,582.074646,227.227615,758.131226,551.413025,207.705261,1070.375854,785.985840,277.788879,821.586182,512.133789,184.808884,1074.404907,771.401062,444.758698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,888.871399,586.451782,229.482117,758.007507,557.867737,209.698547,1073.173828,788.355164,278.510468,821.341614,517.258057,187.105240,1075.959595,772.081360,444.878052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,889.281311,591.072876,231.841385,758.075195,564.375061,212.152557,1076.208618,790.133545,279.792664,821.078491,522.474182,189.311707,1078.357178,773.743164,445.539124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,890.183289,595.697021,234.024170,757.797485,570.970642,213.808121,1079.444092,792.068604,280.739258,821.021545,527.879089,191.244247,1080.369263,775.682617,445.759460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,890.368225,600.274841,236.537277,758.011475,577.397949,215.396149,1082.780884,793.425293,281.791870,820.412842,533.065186,193.568954,1082.525269,776.436951,446.628784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,890.692627,604.650208,238.041916,758.062988,583.953674,217.050064,1086.846558,794.940552,282.624878,820.911438,538.169250,194.701706,1084.167725,777.071594,447.388092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,890.898987,608.985229,240.347763,758.276611,590.565613,218.752396,1090.014282,796.608582,283.390045,821.422913,542.805359,195.631638,1085.863159,778.237610,447.544250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,891.968872,613.414917,241.471008,758.673462,597.024597,220.215820,1093.169556,798.274963,284.717651,821.724548,547.833191,197.062912,1088.468872,778.402771,447.967468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,892.600037,617.756104,242.757050,758.856812,603.582153,221.242340,1096.119751,800.131897,285.651581,822.452820,552.572327,198.068604,1090.137207,778.864380,448.690338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,893.338196,622.051514,243.846085,759.501648,609.942993,222.338715,1099.046509,801.664307,286.623901,822.746094,557.492188,198.808365,1091.344604,779.909790,449.234192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,894.041626,626.380920,245.189453,759.765625,616.133789,223.172211,1102.579834,804.142212,287.341583,823.317688,562.303223,199.419052,1093.391724,780.786133,449.650360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,895.486084,630.213196,245.517487,760.114014,622.378723,223.730118,1105.624878,804.799255,288.176331,824.211060,566.527039,199.712387,1095.403687,781.199829,449.648804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,895.794922,634.682739,246.346924,760.757446,628.665039,224.429962,1109.772339,807.572571,288.937012,825.300293,571.067810,199.962769,1096.942871,781.509155,450.032898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,896.795593,638.849304,247.051941,760.806335,634.515808,225.048019,1112.613525,808.987305,289.961853,826.360352,575.209534,199.734329,1098.244507,782.661621,450.485596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,898.327881,642.674255,246.806778,761.635193,640.633606,224.958572,1116.117065,810.020508,290.733276,827.133545,579.384644,199.814407,1099.608154,783.481506,450.888641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,899.146912,646.846130,246.911896,762.141541,646.603027,225.187653,1118.502441,811.749878,291.251770,828.723816,583.250916,199.440308,1101.104370,783.853699,451.333221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,899.538635,650.776794,247.657700,762.657471,652.364685,224.715378,1121.515137,812.427063,291.494690,829.843323,586.981567,198.736084,1102.784180,784.202942,451.685760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,900.611938,654.370605,247.838257,763.364868,658.007690,224.192856,1124.890625,814.119324,293.463379,831.797607,590.404541,198.053711,1104.265747,784.980469,451.648041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,901.783997,658.274658,247.312851,763.699402,663.738098,223.498154,1127.523682,814.706909,293.646088,833.437683,593.880798,197.608322,1105.333130,785.422180,452.055054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,902.311523,662.069580,247.094788,764.472656,669.403320,222.826981,1130.322388,814.926025,294.138428,834.887329,597.029968,197.278152,1106.806519,786.018616,452.840546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,902.739441,665.856567,247.031235,765.214905,674.812866,221.568832,1132.676270,815.925354,294.785980,836.205872,600.310547,196.528839,1108.471191,786.702454,453.427917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,903.650269,669.292969,246.342957,765.917786,680.055298,219.879730,1135.396240,816.858276,295.305481,838.069275,602.774719,196.031326,1109.447876,787.200073,453.517853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,904.354736,672.641113,245.949234,766.767822,685.115173,218.155563,1137.649170,817.654114,296.365601,839.743958,605.470459,195.793732,1110.602783,787.573853,453.376465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,904.957825,676.375610,245.102234,767.211670,689.973511,216.616821,1139.510498,818.524719,296.514648,841.576843,608.396851,194.969513,1112.047852,787.990723,453.766632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,905.502625,679.750732,245.007721,768.091797,694.672668,214.321396,1142.258545,818.950134,297.167114,842.835632,611.264038,193.896545,1113.330811,788.337585,454.222870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,906.176575,682.794434,243.363129,769.499756,699.267700,211.588989,1143.971558,819.758484,297.896729,844.575012,613.893311,192.644775,1114.096436,788.733276,454.433624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,906.744080,685.822693,242.170120,770.526489,703.605164,208.218246,1145.888306,820.447510,298.136414,845.958801,616.162231,191.805115,1114.997314,789.038147,454.585388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,907.377563,689.071045,241.020782,771.327942,707.937439,205.529297,1147.868774,820.693909,298.160522,847.684082,618.550598,190.628876,1116.187500,789.179260,454.743134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,908.434326,691.744324,239.465286,772.305786,711.665771,202.713120,1149.839966,821.063782,298.746979,848.562256,621.055786,189.164932,1117.306274,789.540649,454.928711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,908.802551,694.707458,237.691177,773.683899,715.146790,198.742096,1151.163452,821.496704,298.901184,849.992188,623.354248,187.220657,1118.119751,789.754517,454.973480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,908.947937,697.336121,236.380356,774.866028,718.608093,195.096451,1152.586548,821.721680,298.726501,851.200073,625.428528,185.730927,1118.745483,789.904968,455.077301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,909.432373,699.969666,234.397202,775.436279,722.438171,191.864899,1154.445923,821.960266,299.016876,852.663574,627.516418,183.810745,1119.072144,789.974304,455.044312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,910.276794,701.791443,232.287491,776.141357,725.809326,187.983398,1155.710938,822.058838,299.536713,853.782043,629.923462,181.395020,1119.349609,790.203918,455.040619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,910.628113,703.987366,230.159241,777.562622,728.531250,184.074966,1156.534180,822.264282,299.203979,854.983643,631.390381,179.064011,1119.763306,790.283875,454.991882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,911.006287,706.374023,227.679672,,,,1157.589966,822.318115,298.545349,856.251770,633.193420,177.005249,1120.095581,790.243896,455.002472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,911.049377,708.228638,225.635757,,,,1158.360229,822.421570,298.129730,857.146118,634.629456,174.781235,1120.817383,790.375000,454.610138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,911.493591,710.207520,223.016068,,,,1158.907959,822.592896,297.969879,858.706726,635.879150,171.995972,1121.406372,790.528748,454.112915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,911.828552,712.018738,220.725494,,,,1159.994507,822.403687,297.548401,859.504272,637.471863,169.800522,1121.559814,790.769653,453.518097,781.275330,738.774292,169.190567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,912.626892,713.251404,218.090897,,,,1161.110229,822.350403,296.815796,860.886292,638.492371,167.590988,1121.566406,790.884827,453.129608,782.083313,740.637268,165.870926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
