Grasp38
Date:,2025/04/16
Time:,14:17:42
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
56,785.767578,476.805573,30.635323,888.143188,454.053375,33.759529,910.305420,540.383240,64.153320,1050.336182,783.738159,432.168579,1001.313599,739.960327,294.871613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,785.721558,476.752747,30.668636,888.227356,454.162445,33.628414,910.309692,540.382568,64.145378,1050.399902,783.792542,432.133698,1001.211121,739.976685,294.963165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,785.772461,476.718689,30.685909,888.203796,454.171265,33.565887,910.309814,540.383362,64.145378,1050.478882,783.717896,432.193970,1001.185608,739.979004,294.984314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,785.749390,476.713440,30.675880,887.858154,453.946472,33.746571,910.309021,540.383301,64.146614,1050.511108,783.714783,432.162170,1001.204712,739.975952,294.966614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,785.756897,476.725525,30.664087,888.032349,454.077118,33.669762,910.295715,540.388428,64.177742,1050.493408,783.784607,432.166443,1001.199585,740.056152,294.921356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,785.739868,476.746765,30.611097,888.142700,454.161346,33.625748,910.290100,540.387207,64.187256,1050.794922,783.674377,432.054993,1001.252625,739.986816,294.921783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,785.764221,476.747406,30.612438,888.177856,454.172638,33.621052,910.327271,540.368591,64.229172,1050.971680,783.738464,431.991943,1001.351135,739.971985,294.947479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,785.769531,476.744293,30.618076,888.125549,454.172913,33.612659,910.331238,540.371338,64.276047,1051.026367,783.673096,432.028107,1001.373962,740.070618,294.849152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,785.783691,476.826721,30.597519,887.806274,453.945770,33.709442,910.325806,540.372253,64.283859,1051.000366,783.736511,432.064758,1001.432312,740.091980,294.858093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,785.792786,476.872162,30.822420,888.064636,454.078888,33.707676,910.361755,540.355042,64.323494,1051.018311,783.745544,432.060425,1001.473816,740.106140,294.855164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,785.808960,476.823792,30.701002,888.115356,454.149719,33.630405,910.302856,540.397705,64.420532,1051.086304,783.755554,432.021973,1001.427307,740.200134,294.813385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,785.795349,476.821442,30.679989,888.084717,454.174896,33.681297,910.298645,540.350830,64.442352,1051.138916,783.839966,431.958557,1001.390991,740.318970,294.741119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,785.802063,476.826416,30.631422,888.113953,454.177643,33.658001,910.282227,540.368103,64.508339,1051.198242,783.846191,431.919617,1001.439331,740.546814,294.681244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,785.809753,476.829620,30.617620,888.078735,454.148834,33.637508,910.402344,540.338196,64.705750,1051.250854,783.841553,431.901001,1001.485779,740.791077,294.648041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,785.833740,476.824463,30.633411,887.966431,454.167480,33.667442,910.373047,540.315063,64.881645,1051.311279,783.854675,431.871765,1001.554077,741.190979,294.641541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,785.857056,476.822998,30.688534,887.938904,454.173553,33.684128,910.342651,540.313965,64.950462,1051.392090,783.930420,431.798157,1001.957153,741.525818,294.210419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,785.849304,476.935303,30.793598,887.946289,454.172607,33.682934,910.272156,540.322144,65.099045,1051.562622,783.942505,431.775208,1002.305603,741.932007,293.886749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,785.820007,476.970917,30.852270,887.927002,454.224548,33.673321,910.238159,540.301758,65.299995,1051.723022,784.038757,431.679199,1002.406799,742.591858,293.709229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,785.862122,476.906555,30.714958,887.846130,454.204071,33.653973,910.145569,540.279785,65.516701,1051.804565,784.159912,431.587463,1002.764282,743.432556,293.170471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,785.883423,476.952698,30.849932,887.813660,454.199371,33.695808,910.114685,540.278809,65.691940,1052.162231,784.320374,431.343048,1003.112793,744.009277,292.834442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,785.893616,477.006775,30.748232,887.857300,454.253021,33.727783,910.039307,540.264526,65.911743,1052.690063,784.571838,431.070068,1003.585693,744.851440,292.496521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,785.905762,477.037537,30.742754,887.782898,454.293274,33.807289,909.908569,540.284485,66.207687,1053.187256,784.858704,430.781891,1003.912048,746.127747,292.082397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,785.992920,477.101990,30.776644,887.958679,454.397766,33.868114,909.720642,540.337585,66.893364,1053.779907,785.310486,430.376129,1004.090759,747.227112,291.975159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,786.132019,477.090729,30.788057,888.092102,454.499420,33.892338,909.445435,540.401184,67.587090,1054.280640,785.724182,430.009918,1004.084595,748.206360,291.939941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,786.344971,477.039459,30.848715,888.261780,454.720093,33.854137,909.486267,540.583069,68.483597,1054.634399,786.195984,429.987152,1004.357483,749.672302,291.569702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,786.690979,477.059326,30.950586,888.431091,454.953827,33.890358,909.532471,540.791138,69.571838,1054.895508,786.510925,429.978027,1005.088867,751.172729,291.096588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,787.054932,477.005829,31.021532,888.812988,455.310242,33.999397,909.707886,541.084778,70.327583,1055.351196,787.034302,429.630463,1005.487366,752.607422,290.277740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,787.525085,477.048462,31.297958,889.054321,455.567657,34.096764,909.983154,541.411255,70.796799,1055.749878,787.706970,429.423004,1006.074036,754.245972,289.746826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,788.148987,477.097443,31.451084,889.240234,455.876862,34.108501,910.288513,541.877686,71.487427,1055.843018,788.565125,429.087189,1006.803406,755.664001,289.362030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,788.831604,477.294556,31.471186,889.727417,456.481964,34.043060,910.522644,542.563354,72.549858,1056.683594,789.478333,428.757813,1007.507690,757.528076,288.770538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,789.776917,477.379303,31.584850,890.543152,457.257050,33.890106,910.737854,543.334778,73.468697,1057.755859,790.230957,428.362488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,790.920532,477.440582,31.457813,891.688904,457.834167,34.098576,911.467590,543.925781,74.444138,1058.084961,790.954102,428.372253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,792.265442,477.339355,32.397324,892.801758,458.304321,34.857723,912.189148,544.366211,75.512436,1058.320435,791.735229,428.465637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,793.260498,477.481750,32.516529,893.910767,458.717010,35.249821,912.694092,545.180359,76.557785,1059.189331,792.841858,428.212708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,794.552124,477.752655,32.741344,895.569397,459.243195,35.486309,913.257813,546.241333,77.418755,1059.919312,793.919556,427.739838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,796.213440,478.029724,33.200806,897.215698,460.002472,36.152027,914.280823,547.158020,78.448441,1060.466064,794.794250,427.641846,,,,1012.324097,769.687439,285.991211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,797.631287,478.068329,33.847034,898.639160,461.017914,36.941708,915.234070,548.068115,79.844383,1060.917114,795.580322,427.632660,,,,1013.745422,771.495483,285.163483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,799.206482,478.534454,34.696163,900.334961,461.828888,37.188278,916.368958,549.084534,80.768127,1061.827148,796.947083,426.952026,,,,1015.078491,773.957764,284.497620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,801.277893,479.221558,34.372585,902.348633,462.616882,37.560883,917.775452,550.169556,81.612869,1062.288574,798.031372,426.945282,,,,1015.828430,776.240784,284.255615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,803.498047,479.542267,34.526596,904.308594,463.900238,38.029221,918.969177,551.201660,82.802948,1063.153076,798.892395,426.940247,,,,1017.079712,778.462036,283.800537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,805.765320,480.373322,34.552757,906.162415,464.963989,38.963161,920.521729,552.435486,84.131569,1063.918701,799.975647,426.765137,,,,1018.299988,781.015320,282.962555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,808.224915,480.614197,35.563980,908.345398,466.110199,39.988472,921.830933,553.834534,85.184402,1065.097046,801.335083,426.409760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,810.600708,481.320374,35.484661,910.673279,467.122131,41.157612,923.575195,555.157166,86.359924,1066.157593,802.461914,426.117065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,813.642761,481.986389,35.394112,912.647583,468.331848,41.932232,924.828918,556.882202,87.549408,1066.545044,803.583984,426.292816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,816.654602,483.118622,35.410694,914.493286,469.649994,43.012592,926.322449,558.445251,88.880516,1067.301758,804.931458,426.613861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,819.629639,483.896515,36.048573,916.878418,471.286316,44.641663,928.159058,560.189270,89.865387,1067.979980,806.247986,426.399261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,822.473389,485.003448,36.453552,918.574036,472.777283,46.291256,929.792603,561.801147,91.323250,1068.982300,807.245850,426.196808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,825.450806,486.444305,37.183636,920.453857,474.367523,47.836941,931.599548,563.931763,92.502731,1069.863037,808.497986,425.974609,,,,,,,1029.336304,798.331177,281.095734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,828.891724,487.735138,38.185940,921.943665,476.148865,49.931793,933.533630,565.815308,93.602058,1071.142334,809.777527,425.587891,,,,,,,1031.898438,800.897339,280.712860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,832.137024,488.953400,39.940453,923.469482,477.866669,51.250443,935.238831,568.039978,95.635895,1072.252197,810.886108,425.918854,,,,,,,1033.801514,803.354980,280.388947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,835.023804,490.414337,40.950073,925.081116,480.080963,53.270844,937.058960,570.262939,96.383301,1073.272949,812.047852,426.318298,,,,,,,1035.889771,805.652527,280.327515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,837.982239,492.123871,42.637264,926.568359,481.571564,54.565845,939.005310,572.355469,97.877693,1074.561890,813.294189,426.330902,,,,,,,1037.709106,808.458923,280.049469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,840.859924,493.347168,44.677322,927.861389,483.848633,56.527039,941.026672,575.028809,98.945473,1075.163086,814.574707,426.214539,,,,,,,1039.621948,811.203613,279.782135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,843.506470,495.290985,46.861477,928.955627,485.855164,58.150768,943.068848,577.098267,100.059349,1076.178467,815.786255,426.412964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,846.422791,496.557373,49.210968,930.197632,488.011230,59.670898,945.240417,579.468628,101.248016,1077.488037,816.979736,426.261902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,848.898621,498.694366,52.089981,931.360352,490.545074,61.532185,947.026184,582.416687,102.398643,1078.642944,817.932129,426.455750,,,,,,,,,,1046.166870,818.671692,280.038940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,851.586914,500.502563,54.805943,932.634888,492.693085,62.502441,949.123291,584.439331,103.869865,1079.984985,819.172058,426.630768,,,,,,,,,,1048.733032,820.816772,279.886871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,853.912231,502.798523,57.350124,933.679504,495.491425,64.539726,950.793884,587.340576,105.022530,1080.988770,820.477234,426.967316,,,,,,,,,,1051.400391,823.351135,279.380798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,856.398071,505.263611,59.197796,934.878052,497.879944,65.826797,952.757263,589.927307,106.705414,1081.638916,821.527405,427.139801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
