Grasp119
Date:,2025/04/26
Time:,15:57:15
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,1127.239258,757.142151,320.160187,1173.611572,831.485291,191.396149,844.359070,773.336121,33.607727,912.155640,705.553223,33.343395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1127.194336,757.081787,320.220306,1173.625366,831.444763,191.397186,844.284302,773.454590,33.574364,912.119324,705.450012,33.372742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1127.182373,757.083374,320.201813,1173.760132,831.427551,191.157181,844.230896,773.496094,33.653156,912.049316,705.405701,33.428574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1127.167236,757.189697,320.236816,1173.869995,831.421082,190.925156,844.138733,773.601379,33.779846,912.050903,705.302185,33.475330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1127.117798,757.201782,320.307159,1174.073486,831.410767,190.731857,844.052673,773.826538,33.913651,912.022644,705.083313,33.481148,976.536255,772.257996,69.373619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1127.125488,757.292542,320.328430,1174.142090,831.464722,190.367172,843.751221,774.121582,34.456959,911.986633,704.934082,33.531139,976.218872,772.151428,70.070648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1127.107300,757.413147,320.394318,1174.404419,831.418457,190.455750,843.430115,774.391174,34.844200,911.849609,704.624146,33.620930,975.770996,771.954834,70.738815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1127.026978,757.495178,320.459167,1174.616699,831.459229,190.408173,843.164246,774.699951,35.584698,911.723816,704.149658,33.791965,975.257996,771.823181,71.432686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1126.799683,757.625305,320.695160,1174.835327,831.439697,190.309280,843.295166,775.145447,36.442085,911.691650,703.592712,34.057919,974.963867,771.688660,71.888535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1126.748535,757.617554,320.751373,1174.900635,831.457153,190.236938,843.133118,775.770874,37.629311,911.684326,702.735901,34.622494,974.814392,771.574585,72.119102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1126.516724,757.620117,320.982605,1174.973511,831.475891,190.141815,842.819641,776.634216,39.312035,911.754822,701.866760,35.115349,974.687988,771.373779,72.323845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1127.796387,758.174072,320.070221,1174.948486,831.530945,189.873962,842.415710,777.404602,41.150593,911.572327,701.004761,35.469391,974.565491,771.158386,72.572815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1127.606934,758.476868,320.402527,1174.789429,831.547363,189.690414,841.082764,778.308167,44.675800,911.204285,699.763733,36.382793,974.351013,770.823120,72.882515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1127.035278,758.218933,320.810455,1174.543945,831.586975,189.501297,840.405701,779.423645,47.913372,910.799438,698.559875,37.716625,973.788940,770.082031,73.834824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1126.946289,758.209717,320.855743,1174.316040,831.603088,189.417694,839.777771,779.840393,51.403286,910.198120,697.276855,39.143726,973.096985,769.420227,74.891327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1126.920776,758.271118,320.880493,1174.138306,831.530823,189.387955,839.595642,780.204956,54.467262,909.513306,695.824890,40.833099,972.304932,769.042114,76.735367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1126.876709,758.244690,320.956238,1173.770020,831.392029,189.269318,838.824707,780.313538,58.005756,908.718506,694.621216,42.914688,971.268250,768.226563,77.854439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1126.741211,758.191406,320.907104,1173.365845,831.264343,189.148529,837.769165,779.970215,62.155663,908.135437,693.111572,44.610275,970.676758,767.305359,78.617363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1126.426758,758.128601,320.629700,1172.455322,831.228760,188.667038,836.969116,779.607544,65.443413,906.978577,691.889709,47.522327,970.122375,766.222473,79.619034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1126.232666,758.253662,319.875610,1171.391113,831.156311,188.227859,836.188293,779.380676,68.308792,905.172485,690.599792,50.620766,969.136719,765.099243,81.215416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1125.785645,758.068787,319.886475,1170.501953,831.072876,187.388916,835.312561,778.783813,72.296753,903.654968,689.325928,53.967983,968.138672,764.367737,82.550354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1125.374634,757.917603,319.704193,1169.924072,830.780701,187.096848,833.783020,778.168030,75.556870,902.221252,688.170654,57.243679,967.219971,763.439636,83.684814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1124.934448,757.875916,319.371765,1169.172607,830.413940,186.675369,832.629089,777.549133,78.638573,900.623474,687.056335,60.711613,965.711243,762.217712,85.020218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1124.512207,757.781433,318.933868,1168.271606,829.819824,185.957611,832.050964,776.786499,81.543388,898.742737,686.049194,63.950718,964.530396,760.885437,86.131180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1124.045898,757.528687,318.439697,1167.419434,829.249207,185.239700,830.520630,776.160217,84.819771,896.888672,684.983948,67.471863,963.635864,760.218994,87.288170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1123.396729,757.330688,317.751984,1166.629761,828.725464,184.652206,829.102112,775.713623,87.368965,895.449219,683.300659,70.071838,961.690796,758.971497,88.881447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1122.632080,757.035156,317.139557,1165.450439,828.203491,183.824265,828.158997,775.041626,89.618355,894.097534,681.758667,72.151718,960.142273,757.667480,89.929993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1121.929932,756.712097,316.836884,1164.091309,827.793457,182.709412,826.710510,773.924072,92.139122,892.098877,680.041748,74.937813,958.508606,756.252625,91.560860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1121.181274,756.435791,316.207092,1162.861572,827.336853,181.934341,824.711914,772.710510,95.201630,890.626160,678.423828,77.288170,957.177856,755.222412,92.434448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1120.561279,756.112000,315.824036,1161.562988,826.572571,181.288437,823.952576,771.500977,97.006859,889.268188,676.675964,79.267136,955.956299,753.732361,92.749786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1119.824585,755.760498,315.345184,1160.228760,825.707947,180.389084,822.183594,770.214172,99.427017,888.136597,674.693115,80.715004,954.290466,752.271057,94.089966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1118.897461,755.582397,314.635345,1158.901978,825.121765,179.995987,820.786133,768.429749,101.693497,886.864685,672.865662,82.556274,952.609192,750.810364,95.496262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1118.061279,755.312805,313.888123,1157.198364,824.712341,178.871933,819.036621,766.786865,103.801910,885.265869,670.851563,84.941109,950.263367,749.067017,96.801384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1117.010986,754.996582,313.279236,1155.708008,824.033325,177.799301,817.462341,764.820374,106.093781,884.241577,668.960754,86.771698,948.595032,748.040771,97.865105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1116.076538,754.668396,312.501007,1154.307861,823.511169,176.937515,815.944275,763.073059,108.379913,882.644104,667.231812,89.077568,946.692566,746.334290,99.108627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1115.237061,754.290833,311.878693,1153.079224,822.601563,175.652603,814.557251,761.570618,110.576607,881.374207,665.302307,91.078629,945.213135,744.876282,99.742332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1114.273438,753.946960,311.488617,1151.447876,822.057678,175.055038,812.678955,759.730469,113.161316,879.814819,663.425781,92.755836,943.373291,743.570313,100.356857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1113.290283,753.492310,311.135254,1149.470093,821.487244,174.234085,811.615540,758.586609,114.754822,878.861572,661.580750,94.757408,941.895081,742.264832,100.901985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1111.892334,753.183289,310.479126,1147.511475,820.778442,173.561630,809.790894,757.012146,116.466454,877.237610,660.118591,96.437317,939.795044,740.826294,102.034561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1110.831421,752.902527,310.009430,1146.208008,820.164612,172.645035,808.007935,755.867981,118.007843,875.475281,658.492188,99.144211,937.657104,739.533997,103.264633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1109.723633,752.601929,309.810486,1144.239258,819.715698,171.454483,806.383301,755.191772,119.147385,873.673401,657.037109,101.376709,935.675537,738.002563,104.129234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1108.601196,752.358826,309.167389,1142.596680,819.020813,170.824722,804.645508,754.555359,120.009232,872.083374,655.501892,102.974869,934.345764,737.047546,104.280853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1107.418213,751.943726,308.335236,1140.482300,818.314026,170.056641,802.486450,753.532104,121.180984,870.541504,654.210449,104.370758,932.469299,735.553040,104.825363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1106.625610,751.533081,307.824677,1138.612183,817.595703,169.625900,801.177856,752.832397,121.215240,869.162964,653.061768,105.897957,930.917297,734.135925,105.323845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1105.756836,751.117126,307.429810,1136.848267,817.182373,168.485321,799.529724,752.255066,121.693230,867.171814,651.906372,107.355392,928.731323,733.099609,105.903999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1104.393921,750.708069,307.084076,1134.967041,816.796326,167.738007,797.747375,751.905640,122.035255,864.914490,650.668396,109.443687,926.972534,732.125488,106.059097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1102.994507,750.338318,306.714661,1133.429077,816.015747,167.123184,796.007080,751.492737,121.765816,863.247131,649.402649,110.313400,924.949341,730.706238,106.425171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1102.052612,750.017456,306.493256,1131.351807,815.317444,166.370972,794.613403,750.854797,121.773125,862.359253,647.969482,110.579887,923.380249,729.385010,106.779221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1101.162354,749.751221,306.390076,1129.754272,814.597656,165.858246,792.622437,749.523254,122.015060,861.696960,646.773499,110.778793,922.157410,728.461487,106.842323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1099.691284,749.570007,305.553162,1128.298584,813.969116,164.932022,791.079407,748.373901,121.714294,860.288086,645.301514,111.502556,920.261902,727.055359,106.890762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1098.490112,749.359253,304.879547,1126.676880,813.707825,164.218765,789.923828,747.594604,121.307579,858.833313,643.916565,112.571457,918.828552,726.064392,106.684685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1097.684692,749.125244,304.579193,1124.932129,813.181580,164.014389,788.301270,746.251648,121.155029,857.450745,642.650146,112.991409,917.027344,725.310303,107.356476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1096.563477,748.838135,304.405426,1123.095337,812.619019,163.145020,786.553101,744.771179,121.521423,856.553589,641.458008,113.051453,915.795166,724.126648,107.524742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1095.329834,748.369080,304.375061,1121.715942,811.973328,162.643356,785.118530,743.966187,121.388779,855.888977,640.366760,113.393723,914.718628,723.164368,106.925629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1094.054077,748.007141,303.981598,1120.654785,811.293213,161.990219,784.002258,742.632324,121.078430,855.092041,639.285095,113.680534,912.847290,722.593079,106.879562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1092.951904,747.686462,303.750000,1119.072021,811.025146,161.397324,783.025208,741.157104,120.591400,854.403748,638.123352,113.798248,911.587280,721.780212,106.810188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1092.117188,747.415955,303.531738,1117.516846,810.789246,161.349136,781.778748,740.291565,119.931305,852.507019,637.153442,113.831032,911.070740,720.678101,106.397163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1091.250000,747.204590,303.258179,1116.317505,810.659851,160.856018,780.751831,739.151367,119.341301,851.619934,636.492310,114.116852,910.109985,719.627258,106.185303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
