Grasp66
Date:,2025/04/22
Time:,16:06:40
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,970.876709,681.190308,309.907684,782.566589,487.358795,30.287775,863.185730,475.512482,31.281778,895.623108,559.480469,66.607735,1014.357056,808.324341,504.363983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,970.885864,681.206787,309.942566,782.557434,487.334259,30.312244,863.125427,475.498291,31.264622,895.652527,559.472290,66.604713,1014.437561,808.328674,504.398651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,970.886230,681.210266,309.952820,782.553955,487.347931,30.313354,863.148315,475.508759,31.294390,895.646545,559.460510,66.583977,1014.355164,808.285400,504.502014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,970.883179,681.219788,309.930054,782.548340,487.355499,30.320717,863.113586,475.461548,31.313763,895.642639,559.459351,66.580414,1014.302734,808.324890,504.442627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,970.870605,681.206970,310.046326,782.517212,487.350769,30.326555,863.104553,475.485931,31.310289,896.200256,559.721619,66.228668,1014.405151,808.307434,504.367828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,970.914795,681.193970,310.012177,782.490417,487.367889,30.261938,863.121460,475.535492,31.334595,895.801514,559.598389,66.473785,1014.533325,808.319763,504.495697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,970.934265,681.194702,309.953461,782.587219,487.343079,30.281818,863.147339,475.478088,31.247583,895.551331,559.475464,66.661308,1014.576599,808.310730,504.484863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,970.929077,681.217224,309.932617,782.550171,487.353821,30.243477,863.091736,475.473877,31.295868,895.539307,559.455139,66.739311,1014.494995,808.309875,504.502991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,971.008667,681.236084,310.020081,782.519836,487.353333,30.309130,863.021545,475.401794,31.273264,895.575134,559.399353,66.790070,1014.657837,808.295593,504.546906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,970.930786,681.217468,309.998932,782.485413,487.370850,30.277599,863.010620,475.481750,31.315413,895.590698,559.448669,66.696533,1014.714905,808.287842,504.485962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,970.997437,681.231689,310.030975,782.510132,487.354950,30.318110,863.104065,475.530060,31.257143,895.595947,559.483521,66.679192,1014.697449,808.374817,504.584259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,971.056641,681.221375,310.071533,782.557434,487.343872,30.297892,863.108337,475.443146,31.238888,895.522644,559.388489,66.712769,1014.674072,808.318481,504.583466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,971.093811,681.258240,310.069733,782.563599,487.332611,30.303410,863.049377,475.517975,31.255171,895.474243,559.369507,66.808746,1014.701477,808.273560,504.560059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,971.066467,681.315613,309.985901,782.521362,487.346466,30.323090,863.032654,475.544464,31.228699,895.426208,559.383362,66.898415,1014.880005,808.347656,504.579987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,971.051880,681.357056,310.041870,782.502136,487.351227,30.343233,863.038391,475.544159,31.217506,895.415894,559.395325,66.989632,1014.943665,808.287781,504.575409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,971.139771,681.326294,310.068665,782.501587,487.350311,30.346245,862.997437,475.526794,31.269508,895.415833,559.275757,66.975204,1015.004333,808.332336,504.646820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,971.129456,681.422180,310.031281,782.463135,487.362732,30.301750,862.994690,475.508240,31.258913,895.440491,559.232605,67.020309,1015.027344,808.255188,504.642181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,971.138733,681.460449,310.005798,782.485779,487.271851,30.352541,862.966431,475.527557,31.205593,895.406433,559.238098,67.075485,1014.944275,808.290466,504.721191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,971.185852,681.446472,310.072968,782.456665,487.335144,30.307812,862.935242,475.557526,31.192284,895.352356,559.161011,67.097786,1015.010620,808.262817,504.725403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,971.194580,681.528992,310.095367,782.420959,487.386292,30.240997,862.929932,475.562561,31.196083,895.314392,559.047729,67.159737,1015.120422,808.227661,504.809509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,971.240967,681.550049,310.182556,782.464233,487.374298,30.267477,862.886230,475.547363,31.183252,895.285278,559.015869,67.168770,1015.188354,808.220520,504.788025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,971.168030,681.615967,310.262726,782.425476,487.284576,30.211840,862.811096,475.505798,31.174812,895.255188,558.942505,67.216743,1015.249084,808.202820,504.840515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,971.294983,681.584717,310.465027,782.374451,487.294739,30.253307,862.779907,475.533264,31.124708,895.283813,558.855469,67.354637,1015.321472,808.265991,504.921631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,971.412842,681.599670,310.455811,782.360168,487.295410,30.247633,862.749023,475.625946,31.099510,895.211060,558.771240,67.432198,1015.503662,808.267151,505.000305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,971.520874,681.706055,310.481323,782.275696,487.307953,30.246014,862.704224,475.622589,31.027548,895.164551,558.645325,67.570618,1015.582581,808.384644,505.156372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,971.647827,681.801575,310.526398,782.256165,487.309814,30.253992,862.669189,475.591187,31.032021,895.099243,558.603394,67.605232,1015.650208,808.389832,505.299591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,971.764404,681.873779,310.608398,782.279480,487.288391,30.324404,862.634583,475.598175,31.014088,895.071777,558.505798,67.620888,1015.656616,808.481445,505.415009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,971.854126,681.880127,310.668884,782.271301,487.283478,30.213978,862.641968,475.612274,31.014641,895.036377,558.420715,67.715363,1015.772278,808.520935,505.516846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,971.995361,681.956421,310.806915,782.295166,487.276398,30.261175,862.637634,475.610199,31.006907,894.987122,558.308105,67.934959,1015.940430,808.578003,505.602783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,972.062500,682.054565,310.842529,782.214417,487.280914,30.262688,862.576172,475.531647,31.019545,894.872375,558.264587,68.011246,1016.100159,808.705566,505.772522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,972.144043,682.224976,311.168488,782.175171,487.211884,30.323286,862.547363,475.517731,31.079165,894.828552,558.207092,68.107101,1016.323303,808.777161,505.907745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,972.308594,682.403015,311.346252,782.090698,487.214233,30.282436,862.477783,475.568207,31.098963,894.733398,558.106018,68.244530,1016.089600,809.036316,506.265930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,972.380188,682.530762,311.419647,782.051819,487.208466,30.289984,862.413086,475.622162,31.033207,894.637573,558.045288,68.502861,1016.073914,809.091858,506.443237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,972.454041,682.827820,311.475922,781.904297,487.245819,30.220812,862.382202,475.539917,30.969110,894.551575,557.911194,68.699158,1016.284363,809.170532,506.439056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,972.577271,683.105225,311.617828,781.859802,487.176727,30.242813,862.383484,475.507233,30.969048,894.326416,557.747437,68.945229,1016.890625,809.271301,506.116425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,972.715637,683.373596,311.739990,781.724243,487.154999,30.223940,862.301392,475.406891,31.030920,894.149536,557.604858,69.282730,1017.175232,809.295715,506.057343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,972.853882,683.872559,312.149292,781.742249,487.068176,30.323473,862.208374,475.401886,30.996143,893.890686,557.453125,69.642365,1017.288696,809.410583,506.014923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,972.910583,684.148865,312.360504,781.491638,487.065338,30.205078,862.084351,475.305328,30.998692,893.692505,557.268555,70.127823,1017.486633,809.535278,505.991882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,973.182556,684.404541,312.517303,781.300232,487.007538,30.168196,862.051147,475.197784,31.043850,893.466919,556.944885,70.360313,1017.718933,809.739929,506.002167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,973.052063,684.832947,312.610565,781.173035,486.911774,30.187120,861.994141,475.045288,31.008236,893.176331,556.612305,70.755745,1017.481201,809.913757,506.283966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,972.991882,685.303528,312.694153,780.993225,486.819855,30.159702,861.868652,474.936188,31.015612,892.527771,556.390747,71.204086,1018.084412,809.900818,506.185333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,973.166504,685.917053,312.738983,780.772583,486.671936,30.155865,861.767456,474.842072,30.999752,892.635864,555.815186,71.721840,1018.492920,810.049805,506.092682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,973.506042,686.668396,312.741638,780.563782,486.525452,30.222324,861.604187,474.670471,30.930555,892.479248,555.306091,72.355591,1018.771301,810.238342,506.132172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,973.830200,687.363098,312.589905,780.405334,486.286591,30.425692,861.453735,474.458466,30.925875,892.085022,554.919067,73.504539,1019.172424,810.415283,506.226074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,974.106934,687.948669,312.434662,780.249268,485.950165,30.588110,861.421692,474.241089,30.929398,891.875610,554.487488,74.288551,1019.432617,810.630615,506.287872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,974.410217,688.478149,312.425507,780.157288,485.689087,30.453699,861.408020,473.973328,30.932295,891.824158,554.070007,74.966286,1019.776245,810.923035,506.351624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,974.905212,689.115784,312.441040,780.109436,485.460724,30.374916,861.378113,473.746582,30.978476,891.670959,553.750000,75.397049,1019.940430,811.344849,506.410187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,975.278503,689.930969,312.583130,779.761780,485.117279,30.260096,861.394104,473.419952,30.934416,891.473083,553.366394,75.902802,1020.725830,811.643860,506.367279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,975.623901,690.781433,312.699646,779.466003,484.780731,30.192118,861.687561,472.952087,30.922216,891.045654,552.733276,76.545074,1021.469421,812.005981,506.237518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,976.018616,691.539734,312.871887,779.326172,484.600800,30.168951,861.878113,472.434967,30.907841,890.740173,552.085754,77.206909,1021.852356,812.439453,506.211975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,976.480408,692.187500,312.881012,779.285339,484.372955,30.169655,862.272888,471.614746,30.845993,890.026062,551.773254,78.435516,1022.305115,812.805115,506.399231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,977.038635,693.077332,312.757813,779.195496,484.248077,30.096535,862.704529,470.887695,31.043392,890.198120,550.991882,79.444664,1022.383850,813.181274,506.444214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,977.588501,693.961548,312.760498,779.112305,484.062592,30.210413,863.138672,470.334961,31.334991,890.145874,550.536316,80.691223,1022.637146,813.561340,506.411804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,978.019531,694.899231,313.048370,778.971313,483.953949,30.156031,863.581055,469.644745,31.727654,890.195374,550.156677,81.889641,1023.306335,813.889343,506.389130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,978.557007,695.417419,313.411011,778.923340,483.860626,30.162142,864.009766,469.031250,32.149849,890.079285,549.871521,82.713989,1023.783447,814.296326,506.184021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,979.315918,696.017334,313.294098,778.851135,483.885162,30.332178,864.464233,468.264984,32.742577,889.888000,549.574158,83.477905,1024.839355,814.657349,505.750305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,979.638123,697.248108,313.352020,778.660034,483.840363,30.339687,864.666504,467.435669,33.241825,889.573303,549.205688,84.763161,1025.362793,815.224915,505.994781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,980.212280,698.310669,313.368652,778.565796,483.732452,30.275063,864.945862,466.454254,34.216309,889.368530,548.682251,85.951439,1025.053467,815.803955,506.251221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,980.868347,698.969421,313.406616,778.463562,483.635437,30.258389,864.974609,465.800903,35.057037,889.113281,548.113220,87.118362,1024.991089,816.161926,506.575500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,981.226990,699.717468,313.705475,778.279541,483.326233,30.599895,864.841553,465.579010,36.102444,888.777161,547.652222,88.640900,1025.884766,816.416992,506.586945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,981.759460,700.663269,313.954285,778.315857,483.178589,30.560970,864.707886,465.310516,37.641388,888.527405,547.190063,89.871201,1027.383301,816.709595,506.348450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,982.249512,701.589905,314.111603,778.357117,482.993378,30.457600,864.378967,464.818146,39.186234,888.125366,546.957153,91.276054,1028.677246,817.065857,506.179932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,982.985535,702.353027,314.195343,778.329041,482.707275,30.496668,863.895203,464.421967,40.599293,887.607971,546.838379,92.982635,1029.285889,817.444458,506.105652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,983.637085,703.029114,314.139771,778.441162,482.435272,30.620293,863.520874,464.094208,41.771408,887.446228,546.507996,94.155281,1029.846191,817.652222,506.024017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,984.317810,703.884949,314.287292,778.497925,482.107300,30.713209,863.370972,463.718079,43.609314,887.268982,546.291016,95.515381,1030.147705,817.924133,506.041351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,984.703552,705.076416,314.422852,778.564331,482.001038,30.787481,862.622498,463.378510,45.474430,886.541687,546.152039,97.331924,1030.335938,818.244812,506.150330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,985.254272,705.918579,314.475128,778.661255,481.884796,31.004063,861.941040,463.029633,47.315014,885.872131,546.157593,99.314613,1030.288452,818.849487,506.302216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,986.092163,706.732605,314.316620,778.647217,481.899872,31.424614,861.350647,462.381409,48.781353,885.337524,545.877991,100.500366,1030.734253,819.364685,506.476440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,986.901306,708.005188,314.553406,778.592773,481.941925,32.327988,860.902344,462.167206,50.779419,884.996277,545.671326,102.152817,1031.264771,819.894592,506.330658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,987.508118,709.105408,314.772034,778.430298,481.995880,33.189297,860.488708,461.961517,53.021000,884.634705,545.713257,104.392273,1031.840088,820.389343,506.215637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,988.095764,709.797424,315.180664,778.304138,482.251251,33.961803,860.338684,461.612640,54.640259,884.219604,545.625732,106.030853,1032.267456,820.768433,506.209076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,988.756775,711.001953,315.041290,777.957031,482.499146,35.343262,859.827820,461.384430,56.447613,883.886108,545.440552,107.577194,1032.713379,821.089355,506.304993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,989.463196,712.138306,315.383209,777.604614,482.925934,37.244186,859.463257,460.991760,58.554863,883.682129,545.455627,109.414154,1033.052734,821.387329,506.420288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,989.835876,713.062500,315.508972,777.183716,483.242157,38.742313,859.293457,460.611359,60.658833,883.435608,545.137878,111.626564,1033.495239,821.748413,506.404663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,989.944824,714.019653,315.981934,777.076477,483.288330,40.286812,858.844421,460.326263,62.822796,883.006592,544.934631,113.579018,1034.318237,822.288757,506.441589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,990.852417,715.460754,315.852234,776.514587,483.652924,42.624863,858.573059,459.789032,64.762886,882.754211,545.081116,115.511765,1035.046265,822.783936,506.151245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,992.261292,716.635193,315.349457,776.106201,483.781342,44.397484,858.681702,459.695404,66.826416,882.554749,545.008728,117.370514,1036.099243,823.155457,505.717560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,993.239624,717.607788,315.400360,775.729675,483.906128,46.604004,858.456726,459.601685,69.040695,882.418335,545.302612,119.460304,1037.035400,823.452759,505.643402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,993.746460,718.770020,315.577423,775.677307,484.018890,48.302799,858.473083,459.301758,70.757004,882.176636,545.218750,121.447350,1037.606567,823.876160,505.853882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,994.902405,719.952881,315.808411,775.525879,484.049591,50.883980,858.625977,459.397095,73.162758,882.036621,545.548584,123.483322,1038.001099,824.209167,505.975006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,995.801636,721.116638,316.025909,775.248657,484.041199,53.105587,858.589294,459.288483,75.113396,882.031982,545.941956,125.462532,1038.760498,824.631653,506.080780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,996.416687,722.656921,316.200317,774.870972,484.210846,55.283794,858.847534,459.327637,76.929977,881.838745,545.854431,127.324593,1039.630615,825.137390,506.109528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,997.032959,723.820374,316.197968,774.753845,484.219543,58.064598,858.919189,459.424072,79.221497,881.685852,546.287292,129.850632,1040.270386,825.609985,506.087006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,998.102234,725.171814,316.181854,774.463257,484.156097,60.415062,858.978088,459.442169,81.029991,881.715210,546.455261,131.758957,1040.298706,826.253845,506.386444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,999.028381,726.640381,316.353851,774.225403,484.086792,63.707718,859.363770,459.747650,83.160492,881.441711,546.757324,134.503418,1040.123413,826.932678,506.813141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,999.834961,727.671753,316.514618,774.005066,483.961853,66.699554,859.396118,459.847321,85.105415,881.530640,547.277161,136.332443,1040.633179,827.556824,506.974152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1000.998718,729.269592,316.873535,773.593811,483.674805,70.403778,859.772766,460.121216,87.303177,881.390442,547.783875,139.074829,1041.643799,828.091309,506.519012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1001.715271,730.904114,317.269836,773.191406,483.691772,73.978439,859.905212,460.488037,89.180550,881.351624,548.158752,141.114029,1042.269775,828.484985,506.439117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1002.148682,732.222046,317.450012,773.000793,483.917511,77.183464,859.931091,460.854431,91.058495,881.279297,548.776611,143.981247,1042.487305,828.989624,506.448212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1003.247498,733.986877,317.233765,772.647644,483.950684,80.694534,860.210205,461.344971,93.306763,881.118042,549.048767,146.108261,1043.087769,829.424988,506.640717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1004.483521,735.237305,317.202881,772.412048,484.046722,84.116478,860.130310,461.714355,95.120148,881.240417,549.873413,148.746704,1043.840088,829.813232,506.646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1005.461060,736.793640,317.443237,771.957703,484.500641,87.526405,860.085205,462.375793,97.127930,881.352478,550.198059,150.915802,1044.833008,830.366760,506.603088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
