Grasp79
Date:,2025/04/22
Time:,16:53:37
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,761.223145,513.972168,30.652336,896.144165,538.739197,67.119827,841.699951,466.235107,30.641113,1033.725098,768.873596,436.518311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,761.281738,513.961182,30.715132,896.265015,538.775940,66.743790,841.716370,466.227844,30.596634,1033.663452,768.848999,436.616516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,761.231384,513.949097,30.635965,896.328674,538.952698,66.725517,841.655945,466.121155,30.619720,1033.804321,768.794739,436.718658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,761.232178,513.940125,30.724110,896.277222,538.980347,66.813881,841.678040,466.182678,30.620436,1033.757813,768.890686,436.746643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,761.068909,513.913452,30.800642,896.221191,538.853699,66.696609,841.647522,466.208130,30.655935,1033.797119,768.899780,436.754089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,761.192017,513.951599,30.676720,896.276978,538.778748,66.730637,841.611877,466.241425,30.710989,1033.764404,768.844421,436.769043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,761.278442,513.949402,30.597408,896.307800,538.901672,66.794563,841.660767,466.231018,30.663004,1033.730835,768.867554,436.822754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,761.255493,513.958435,30.602110,896.260071,538.947205,66.844330,841.669617,466.203583,30.647406,1033.710205,768.868164,436.870544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,761.199341,513.880127,30.672487,896.243652,538.857544,66.763977,841.633789,466.087524,30.653889,1033.706177,768.865845,436.876526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,761.179016,513.937012,30.691433,896.266052,538.903259,66.895706,841.665100,466.182159,30.661816,1033.648193,768.849487,436.951752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,761.232483,513.868774,30.740229,896.249268,538.950684,66.869316,841.657410,466.276978,30.683681,1033.619385,768.824890,436.980682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,761.251465,513.850525,30.755207,896.236450,539.007629,66.907242,841.684265,466.188171,30.668934,1033.464478,768.740417,437.111053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,761.243652,513.925842,30.730574,896.208496,538.973633,66.899818,841.696472,466.147156,30.676430,1033.386475,768.712524,437.192535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,761.223938,513.940369,30.736511,896.260803,539.000854,66.906815,841.634705,466.154633,30.683403,1033.423340,768.788330,437.189758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,761.323120,513.878784,30.543077,896.275757,539.081299,66.891121,841.605652,466.228333,30.716047,1033.468994,768.816406,437.228638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,761.294067,513.947998,30.585707,896.242554,539.026855,66.905754,841.646423,466.214569,30.678072,1033.545532,768.807373,437.265778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,761.215210,513.970459,30.654335,896.112366,538.889771,66.837204,841.681213,466.174683,30.706116,1033.489746,768.847717,437.266724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,761.201111,513.969910,30.682789,896.096252,538.869141,66.834862,841.689697,466.225586,30.701595,1033.465820,768.816833,437.237152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,761.231384,513.950439,30.660698,896.208008,539.022888,66.846008,841.622742,466.249268,30.707169,1033.478760,768.787903,437.340607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,761.089600,513.921692,30.776707,896.279175,539.100586,66.879349,841.613953,466.182495,30.684078,1033.328369,768.836853,437.341034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,761.060120,513.898438,30.830629,896.226135,539.069031,66.866905,841.676941,466.225586,30.693666,1033.355713,768.841309,437.376434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,761.172119,513.949524,30.709391,896.239563,539.054504,66.858253,841.694458,466.251678,30.688337,1033.439941,768.777527,437.466492,988.063416,732.617004,249.934509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,761.280396,513.963318,30.688601,896.232056,539.069031,66.904831,841.625000,466.250336,30.704332,1033.424194,768.856384,437.498260,988.002808,732.624756,249.874741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,761.236145,513.969727,30.660337,896.262085,539.141724,66.852776,841.659180,466.228821,30.657473,1033.381714,768.939453,437.514404,987.875671,732.609924,249.913788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,761.227966,513.976990,30.656536,896.257813,539.138916,66.943726,841.645325,466.163269,30.624634,1033.385254,768.902954,437.446228,987.830627,732.629883,249.980881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,761.240723,513.951782,30.644432,896.233887,539.042847,66.997620,841.684631,466.200775,30.606340,1033.387573,768.932007,437.494873,987.847473,732.627075,250.086792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,761.243774,513.947327,30.645628,896.188110,539.067749,66.945160,841.661438,466.226257,30.690132,1033.425415,768.903381,437.527313,987.900330,732.618408,250.164612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,761.226318,513.969055,30.650749,896.186035,539.077759,66.938622,841.654846,466.199951,30.675343,1033.468628,768.952393,437.638489,987.837158,732.634277,250.129639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,761.237122,513.953918,30.650501,896.199585,539.158386,66.924576,841.616638,466.232422,30.708185,1033.595093,768.977417,437.681854,987.770325,732.727234,250.093536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
