Grasp50
Date:,2025/04/16
Time:,14:28:44
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
62,1000.470276,632.874878,124.987450,916.402222,582.268555,83.576866,939.725037,554.801208,109.702011,,,,,,,,,,1189.077759,813.324219,395.215576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1000.621948,635.572510,125.414383,916.541992,585.839417,84.789551,939.474060,557.964966,111.544205,,,,,,,,,,1189.632813,813.528931,395.626190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1000.731079,638.588928,125.728943,916.891846,590.113831,86.805107,938.763184,561.356506,112.881592,,,,,,,,,,1190.375488,813.699646,396.150757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1000.709473,641.805603,125.953438,,,,938.044067,564.724426,114.258003,,,,,,,,,,1191.282104,813.901978,396.671082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1000.356018,644.803467,126.672951,,,,936.916809,568.202576,115.391304,,,,,,,,,,1191.851074,814.060974,396.967621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,999.490479,647.780273,127.560043,,,,935.703491,571.769592,116.853996,,,,,,,,,,1192.351196,814.151672,397.473053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,998.827759,650.332947,128.003159,,,,934.363464,575.438416,118.126755,,,,,,,,,,1192.721680,814.185120,397.711853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,998.524475,653.206177,128.001312,,,,932.965088,578.857849,118.843414,,,,,,,,,,1192.976563,814.335815,397.988342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,998.256409,656.647705,128.332336,,,,931.346252,582.418945,120.203011,,,,,,,,,,1193.438843,814.407898,398.238037,1171.785278,833.246033,221.811295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,997.331299,659.490540,128.491882,,,,930.021362,585.655212,120.945091,,,,,,,,,,1193.940186,814.450562,398.574097,1172.730103,833.877441,222.483917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,996.190063,662.110779,128.758835,,,,928.508484,589.240051,121.665184,,,,,,,,,,1194.303101,814.601501,398.823425,1173.573608,834.500854,222.705780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,995.368103,664.982178,128.614639,,,,927.378357,592.598938,122.164024,,,,,,,,,,1194.514160,814.675476,399.087769,1174.709595,834.277222,222.281555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,994.596558,668.018555,128.938339,,,,925.665405,596.167664,123.170273,,,,,,,,,,1194.754150,814.715637,399.190948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,993.382019,670.642212,128.915512,,,,923.739990,599.565735,124.006126,,,,,,,,,,1194.964478,814.851501,399.331451,,,,1175.252075,836.340576,223.394958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,992.104370,673.525757,129.225800,,,,922.256470,602.924316,124.917404,,,,,,,,,,1195.132202,814.924377,399.360779,,,,1175.586182,836.753418,223.749466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,990.950928,676.273193,129.094101,,,,920.700378,606.367615,126.053932,,,,,,,,,,1195.258667,815.025757,399.319153,,,,1175.717651,837.050415,224.080475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,989.879761,678.653992,128.843689,,,,918.698792,610.011169,127.616951,,,,,,,,,,1195.320190,815.031738,399.362518,,,,1175.873169,837.437012,224.267670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,988.788513,681.194275,128.934738,,,,916.612549,613.131409,127.596855,,,,,,,,,,1195.236206,815.102112,399.269348,,,,1175.901367,837.769409,224.071472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,987.401550,683.805298,129.338181,,,,915.139099,616.329407,128.610291,,,,,,,,,,1195.268555,815.108765,399.185455,,,,1175.946411,837.984375,224.142105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,985.936462,685.975525,129.038834,,,,913.491821,619.152649,129.203827,,,,,,,,,,1195.276978,815.164612,399.067627,,,,1175.575195,838.541077,224.492096,890.145813,668.020630,105.772125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,984.586731,688.276489,129.116837,,,,911.658081,621.764282,129.343719,,,,,,,,,,1195.079956,815.188232,398.866455,,,,1175.159302,838.967346,224.637802,887.798584,673.002075,105.730949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,983.158936,690.208435,128.971344,,,,910.113708,624.110657,130.221298,,,,,,,,,,1194.993286,815.219055,398.711731,,,,1174.758301,839.260559,224.623611,885.381287,677.823608,106.895210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,981.230347,692.259521,128.971832,,,,,,,,,,,,,,,,1194.815430,815.288452,398.431366,,,,1174.499634,839.427856,224.364105,883.129333,682.352112,106.958626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,980.058411,693.814209,128.833969,,,,,,,,,,,,,,,,1194.508301,815.355530,397.992889,,,,1174.140991,839.514648,224.080826,880.384827,686.946350,107.940277,906.920959,628.148010,130.048340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,978.283203,695.322815,129.020447,,,,,,,,,,,,,,,,1194.027100,815.340820,397.513123,,,,1173.847290,839.597961,224.048218,877.451843,691.096069,108.425087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,976.381165,697.049316,128.865768,,,,,,,,,,,,,,,,1193.768799,815.284302,397.126373,,,,1173.510010,839.701111,223.942917,874.199890,695.386536,110.196190,,,,903.843994,631.154053,131.562653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,974.888916,698.395386,128.854996,,,,,,,,,,,,,,,,1193.522461,815.338989,396.867828,,,,1173.051514,839.705078,223.864334,870.774902,699.417786,111.993904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,973.313293,699.705750,128.628799,,,,,,,,,,,,,,,,1193.234131,815.354858,396.564575,,,,1172.618774,839.677063,223.726654,866.729614,703.195435,114.446686,,,,,,,900.815613,634.040100,131.921570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,971.700623,701.095703,128.550537,,,,,,,,,,,,,,,,1193.048950,815.297058,396.233154,,,,1171.987793,839.639465,223.458603,862.754944,706.659363,116.442726,,,,,,,899.556396,635.298401,132.663269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,969.671936,702.134094,128.966644,,,,,,,,,,,,,,,,1192.683228,815.273376,395.815430,,,,1170.852417,839.685181,223.394714,859.636353,709.719360,117.674438,,,,,,,898.245117,636.114319,132.819748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,967.339294,703.354492,129.206451,,,,,,,,,,,,,,,,1192.271973,815.247742,395.362732,,,,1169.467529,839.634094,223.358704,856.231812,713.263367,117.993004,,,,,,,897.025574,636.910095,133.195435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,965.870605,704.722961,129.384735,,,,,,,,,,,,,,,,1191.666504,815.149292,394.624176,,,,1168.592529,839.594788,223.187424,853.157776,716.579773,120.560760,,,,,,,895.283386,637.832458,133.800888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,963.772644,705.695496,129.269516,,,,,,,,,,,,,,,,1191.187012,815.153870,394.217224,,,,1168.010864,839.520569,223.000320,849.338867,719.067261,121.581215,,,,,,,893.528015,638.742493,134.580048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,961.988586,706.284912,129.678360,,,,,,,,,,,,,,,,1190.812500,815.097412,393.879364,,,,1167.237183,839.474854,222.585098,846.346008,721.573853,122.218346,,,,,,,892.454224,639.104492,135.090256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,960.119934,706.784668,129.345642,,,,,,,,,,,,,,,,1190.438477,814.993896,393.537384,,,,1165.921753,839.571411,221.416351,843.534790,724.229675,123.147087,,,,,,,890.995056,639.434570,135.530106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,958.801331,707.251099,129.203354,,,,,,,,,,,,,,,,1189.945679,814.854004,393.159821,,,,1164.554199,839.532410,221.549149,840.437866,726.209167,123.796501,,,,,,,889.094177,639.548279,135.945709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,956.628296,707.500366,128.941589,,,,,,,,,,,,,,,,1189.363403,814.768860,392.777191,,,,1163.221313,839.401062,221.635132,837.020386,728.477539,124.336731,,,,,,,887.693420,639.855713,136.955902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,954.639526,708.120483,128.965637,,,,,,,,,,,,,,,,1188.837402,814.665161,392.388916,,,,1162.018066,839.326782,221.442886,834.232483,730.321289,125.047462,,,,,,,886.659302,640.154663,136.806854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,952.957825,708.765869,128.465775,,,,,,,,,,,,,,,,1188.325195,814.572510,391.900970,,,,1161.006836,839.208496,220.749237,831.005615,732.063416,125.503166,,,,,,,885.345764,640.324890,137.035400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,951.035645,708.985962,128.333450,,,,,,,,,,,,,,,,1187.791016,814.485901,391.544800,,,,1159.610352,838.930725,220.299347,828.155640,733.722778,126.042885,,,,,,,883.885742,640.087891,138.179398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,948.956421,709.528625,128.666626,,,,,,,,,,,,,,,,1187.229492,814.260132,391.069458,,,,1158.078857,838.735535,220.438934,825.351868,735.599182,126.543808,,,,,,,882.262573,639.797485,138.057236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,946.643738,709.866516,128.473511,,,,,,,,,,,,,,,,1186.561768,814.172668,390.469208,,,,1156.299194,838.421509,220.208359,821.706421,737.707275,126.998558,,,,,,,881.015869,639.751343,137.630249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,944.802124,709.770508,128.625656,,,,,,,,,,,,,,,,1186.047607,814.024414,390.302338,,,,1154.794922,838.129150,219.184692,819.430115,738.893677,127.056358,,,,,,,880.255188,639.426758,138.316040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,942.809937,710.014465,128.748444,,,,,,,,,,,,,,,,1185.342773,813.866821,389.753174,,,,1153.759399,837.787109,218.739441,,,,,,,,,,878.649719,639.031921,138.609009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,940.886169,710.420715,127.737068,,,,,,,,,,,,,,,,1184.576172,813.669617,389.178040,,,,1152.191528,837.694214,218.302017,,,,,,,,,,877.251221,638.877319,139.013947,814.402222,741.319641,128.285583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,939.366150,710.080017,126.847107,,,,,,,,,,,,,,,,1183.983276,813.413635,388.748352,,,,1150.403931,837.585449,218.096008,,,,,,,,,,876.613220,638.113953,138.376480,810.811768,742.318420,129.296265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,937.720886,710.112305,126.842331,,,,,,,,,,,,,,,,1183.447510,813.240356,388.334869,,,,1148.916870,837.183411,217.981903,,,,,,,,,,875.590210,637.464355,138.733612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,936.053223,710.056396,126.424568,,,,,,,,,,,,,,,,1182.970337,813.203735,387.993042,,,,1147.704590,836.539917,217.262009,,,,,,,,,,874.224243,636.960022,138.923080,,,,806.768982,742.783447,128.855530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,934.220032,709.699097,126.480507,,,,,,,,,,,,,,,,1181.813110,813.076660,387.118347,,,,1146.490356,835.925903,216.337387,,,,,,,,,,873.269287,636.458130,138.861862,,,,804.365540,742.557556,128.782791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,932.468140,709.758972,126.816277,,,,,,,,,,,,,,,,1180.962646,812.925232,386.367096,,,,1145.007813,835.368225,216.177094,,,,,,,,,,872.569153,635.677429,138.630569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,930.747070,709.407898,126.316994,,,,,,,,,,,,,,,,1180.193115,812.613525,386.003693,,,,1143.441772,834.938721,216.294449,,,,,,,,,,872.002380,634.743713,138.935028,,,,,,,800.855164,741.034485,128.125092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,929.063843,709.041260,126.062393,,,,,,,,,,,,,,,,1179.562500,812.409363,385.575012,,,,1141.880859,834.870361,215.466110,,,,,,,,,,870.752930,633.622803,138.465378,,,,,,,798.092834,740.300842,128.338821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,927.760132,708.926575,126.169579,,,,,,,,,,,,,,,,1178.854736,812.067017,385.001312,,,,1140.844849,834.648743,214.956024,,,,,,,,,,869.907715,632.854919,137.837585,,,,,,,796.635986,739.106689,129.383591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,926.716675,708.366699,124.915863,,,,,,,,,,,,,,,,1178.001343,811.720520,384.384308,,,,1139.873291,834.133118,214.532639,,,,,,,,,,869.594604,631.699463,136.969498,,,,,,,794.587341,737.465271,128.855988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,925.025513,707.522827,124.558983,,,,,,,,,,,,,,,,1177.387207,811.531738,383.902710,,,,1138.472168,833.640503,214.302551,,,,,,,,,,869.375244,630.226135,137.076294,,,,,,,793.641541,735.792419,128.188995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,923.564270,706.770691,124.500771,,,,,,,,,,,,,,,,1176.600098,811.441467,383.425873,,,,1136.695801,833.094421,213.971100,,,,,,,,,,868.254089,628.974670,136.630829,,,,,,,792.729553,734.120605,128.290619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,922.445984,706.331787,124.597488,,,,,,,,,,,,,,,,1175.585449,811.281860,382.907043,,,,1135.247681,832.465820,213.816437,,,,,,,,,,867.504456,628.058044,135.919754,,,,,,,791.598999,732.640320,128.952255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,921.435974,705.669922,124.885971,,,,,,,,,,,,,,,,1174.604980,810.988770,382.109406,,,,1134.399048,832.029358,213.404877,,,,,,,,,,867.039551,626.872498,135.005966,,,,,,,789.549133,731.573853,129.672455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,919.612793,704.926392,124.070190,,,,,,,,,,,,,,,,,,,,,,1133.442749,831.719360,212.724640,,,,,,,,,,866.765137,625.576233,135.123215,,,,,,,787.497498,730.546997,130.339706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,918.856567,704.225830,123.402367,,,,,,,,,,,,,,,,,,,,,,1131.671021,831.449219,212.575714,,,,,,,,,,865.660522,624.902832,134.708420,,,,,,,786.147522,729.264099,130.210129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,918.129456,703.369629,123.221992,,,,,,,,,,,,,,,,,,,,,,1130.255859,830.938843,212.732132,,,,,,,,,,864.744629,623.954773,134.409531,,,,,,,785.249023,728.282898,130.010727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,916.981384,702.323975,122.891548,,,,,,,,,,,,,,,,,,,,,,1129.131592,830.253845,212.634247,,,,,,,,,,864.053772,622.870850,133.757736,,,,,,,783.537537,727.462341,130.310226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,915.279968,701.921143,122.700127,,,,,,,,,,,,,,,,,,,,,,1127.895264,829.724060,211.623734,,,,,,,,,,863.598328,622.075500,133.030502,,,,,,,782.596313,726.559204,130.603867,1171.201538,808.419067,378.873444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,914.383118,701.845947,123.016052,,,,,,,,,,,,,,,,,,,,,,1126.650391,829.323303,210.768494,,,,,,,,,,862.691162,621.395630,132.363022,,,,,,,781.691162,725.435791,130.813858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,914.426880,701.080505,122.447357,,,,,,,,,,,,,,,,,,,,,,1125.800781,829.022400,210.644562,,,,,,,,,,862.077942,620.810852,131.748581,,,,,,,780.365845,724.700439,130.689911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,913.263306,700.124512,121.595741,,,,,,,,,,,,,,,,,,,,,,1124.768311,828.651001,210.635574,,,,,,,,,,860.855713,619.983459,131.406067,,,,,,,779.682861,724.165283,130.499680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,911.756226,699.473938,121.625374,,,,,,,,,,,,,,,,,,,,,,1123.409790,828.136047,210.335297,,,,,,,,,,859.552612,619.319946,131.060608,,,,,,,779.003174,723.444580,130.029587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,910.829956,699.199219,121.244385,,,,,,,,,,,,,,,,,,,,,,1121.941040,827.412476,210.024368,,,,,,,,,,858.494385,619.064697,130.668640,,,,,,,778.128479,722.436462,129.001724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,910.358765,698.965027,120.085510,,,,,,,,,,,,,,,,,,,,,,1121.189453,826.836609,209.670837,,,,,,,,,,857.023804,618.597046,129.933502,,,,,,,777.490295,721.677185,127.641144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,909.604980,698.622925,119.627289,,,,,,,,,,,,,,,,,,,,,,1120.798462,826.353394,209.357498,,,,,,,,,,855.480835,618.394165,129.428162,,,,,,,777.386230,721.050720,126.882820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,908.264893,698.182556,119.542976,,,,,,,,,,,,,,,,,,,,,,1120.056519,825.963562,208.705490,,,,,,,,,,854.354004,617.516724,128.960541,,,,,,,776.960999,720.423096,125.894821,,,,1165.642822,807.575378,375.984619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,907.477905,697.418396,119.070091,,,,,,,,,,,,,,,,,,,,,,1119.082642,825.502563,207.939056,,,,,,,,,,853.096008,617.069824,128.134598,,,,,,,775.927307,719.875366,125.308441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,907.108582,696.872742,118.690781,,,,,,,,,,,,,,,,,,,,,,1118.223999,824.966125,207.403000,,,,,,,,,,851.920288,616.669556,127.042587,,,,,,,774.794922,719.092590,125.379166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,906.715698,696.476746,118.583931,,,,,,,,,,,,,,,,,,,,,,1117.672607,824.444458,207.092407,,,,,,,,,,850.713257,616.689148,126.395195,,,,,,,773.740906,718.510132,125.500099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,906.020508,696.025940,118.583824,,,,,,,,,,,,,,,,,,,,,,1117.212158,823.889771,206.663589,,,,,,,,,,849.288635,616.406433,125.540085,,,,,,,773.167297,717.968506,125.501579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,905.406860,695.547058,118.491524,,,,,,,,,,,,,,,,,,,,,,1116.522217,823.587708,205.886368,,,,,,,,,,847.925537,615.780579,125.309418,,,,,,,772.883972,717.178223,125.211189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,904.711304,694.951538,118.131927,,,,,,,,,,,,,,,,,,,,,,1115.709717,823.138672,205.373672,,,,,,,,,,846.568726,615.399536,124.383583,,,,,,,772.886108,716.214478,124.828445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
