Grasp75
Date:,2025/04/22
Time:,16:53:05
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
27,1102.245117,846.771545,466.633057,927.214417,826.403931,71.177536,854.099365,776.195251,33.926720,792.672791,818.265930,34.803894,1066.586792,896.418091,287.326111,,,,,,,,,,,,,,,
28,1102.200806,846.771179,466.634491,927.233337,826.495483,71.156250,854.074402,776.150208,34.028160,792.627563,818.274414,34.827229,1066.591187,896.418152,287.323914,,,,,,,,,,,,,,,
29,1102.184448,846.699646,466.621246,927.227966,826.538879,71.209656,854.156982,776.049255,34.026188,792.637085,818.292297,34.735188,1066.592651,896.418152,287.323883,,,,,,,,,,,,,,,
30,1102.206055,846.527527,466.640778,927.183228,826.537720,71.227112,854.197144,776.106628,33.986507,792.685364,818.274658,34.767113,1066.579834,896.461914,287.444092,,,,,,,,,,,,,,,
31,1101.905396,846.577759,466.773346,927.152649,826.643188,71.228745,854.238892,776.087891,33.954205,792.679260,818.364929,34.845848,1066.580444,896.522827,287.477051,,,,,,,,,,,,,,,
32,1101.865112,846.381836,466.905212,927.167786,826.665222,71.352325,854.271729,776.013977,33.963593,792.607483,818.397461,34.907566,1066.658447,896.576050,287.533386,,,,,,,,,,,,,,,
33,1102.036987,846.202026,466.958099,927.083618,826.668091,71.521088,854.448181,775.878967,33.907047,792.572998,818.390564,34.935951,1066.758179,896.679504,287.611176,,,,,,,,,,,,,,,
34,1102.082642,846.078552,466.916962,926.965149,826.761597,71.589348,854.597961,775.632446,33.924263,792.573364,818.384583,34.935486,1066.952148,896.771606,287.700684,,,,,,,,,,,,,,,
35,1102.140869,845.959290,466.846558,926.966187,826.887329,71.739502,854.931458,775.282593,33.686867,792.624573,818.485901,34.899609,1067.127197,896.894897,287.779480,,,,,,,,,,,,,,,
36,1102.078857,845.897400,466.833008,926.847656,826.928467,71.861481,855.296204,774.690369,33.680286,792.696533,818.519836,34.963486,1067.440796,897.081970,287.840332,,,,,,,,,,,,,,,
37,1102.153687,845.849670,466.917694,926.629822,827.040527,72.158928,855.585144,773.997864,33.704361,792.652893,818.610229,34.943859,1067.813721,897.360779,287.931824,,,,,,,,,,,,,,,
38,1102.360229,845.702454,466.893616,926.493164,827.052734,72.443207,855.846313,773.233215,33.715366,792.629028,818.640564,35.052197,1068.375122,897.732178,287.744141,,,,,,,,,,,,,,,
39,1102.431519,845.608521,466.834656,926.312683,827.299011,73.242805,856.128845,772.448792,33.750938,792.770813,818.632263,35.217564,1068.930176,898.102783,287.623199,,,,,,,,,,,,,,,
40,1102.653809,845.571838,466.800812,926.096741,827.420288,73.887451,856.740845,771.869629,33.665497,792.801880,818.626404,35.403492,1069.469360,898.563782,287.608093,,,,,,,,,,,,,,,
41,1102.942261,845.610168,466.650665,925.971863,827.541321,74.456764,857.292847,770.909241,33.706818,792.814575,818.612793,35.516407,1070.112427,898.939636,287.569824,,,,,,,,,,,,,,,
42,1103.372192,845.588379,466.513275,925.780884,827.422302,74.869621,857.650452,769.720947,33.943302,792.899719,818.603210,35.771904,1071.005493,899.301270,287.593018,,,,,,,,,,,,,,,
43,1103.617188,845.688354,466.504303,925.572937,827.455139,75.914642,858.099365,768.504089,34.313946,792.992493,818.396545,36.156307,1071.975952,899.702087,288.051971,,,,,,,,,,,,,,,
44,1103.635986,845.859802,466.478241,925.210327,827.511902,76.784393,858.649902,767.214722,34.886932,792.935486,818.159912,36.759747,1072.475098,900.315735,287.995026,,,,,,,,,,,,,,,
45,1103.827393,845.974548,466.513580,924.722656,827.726379,77.832336,859.287476,765.518433,35.614773,792.952271,817.568970,38.353104,1072.980591,900.845459,288.067932,,,,,,,,,,,,,,,
46,1103.864746,846.253540,466.693726,924.656006,827.690430,78.451126,860.023804,763.923889,36.382950,792.657593,816.994324,39.993408,1073.887817,901.427429,287.926239,,,,,,,,,,,,,,,
47,1104.067139,846.575623,466.809387,924.581909,827.687439,79.566498,860.903015,762.219116,37.457584,792.154114,816.414490,42.010235,1074.996094,901.942078,287.747253,,,,,,,,,,,,,,,
48,1104.432861,846.648438,467.031708,924.042603,827.363037,81.281380,861.710999,760.444031,38.656910,791.656616,815.783875,44.775734,1076.197388,902.556274,287.517395,,,,,,,,,,,,,,,
49,1105.183350,847.101868,466.498077,923.323608,827.230347,83.093803,862.619446,758.885376,39.986542,791.224243,815.012268,47.788868,1077.012695,902.849243,287.671265,,,,,,,,,,,,,,,
50,1105.985840,847.305115,466.185303,923.237488,826.871765,84.463959,863.389954,757.298584,41.427883,790.689209,814.389282,50.746868,1077.684937,903.250183,287.961792,,,,,,,,,,,,,,,
51,1106.655029,847.581482,466.028503,923.203674,826.401245,85.619522,863.940979,755.825745,43.098595,790.327698,813.321594,53.988586,1078.326660,903.773193,288.189972,,,,,,,,,,,,,,,
52,1107.131836,847.892334,465.935699,922.838501,825.950134,87.421387,864.543213,754.334534,45.049637,789.760315,812.424500,57.228020,1079.537109,904.294250,288.131653,,,,,,,,,,,,,,,
53,1107.348389,848.161621,465.905945,922.281921,825.493774,89.220757,865.181396,752.473206,46.634319,789.235107,811.463013,60.479050,1080.521851,904.810547,287.995209,,,,,,,,,,,,,,,
54,1107.482544,848.429321,465.958862,922.312256,824.732849,90.936935,866.309326,750.595337,48.235115,788.832825,809.972534,63.412544,1081.435425,905.192444,287.806122,,,,,,,,,,,,,,,
55,1107.673950,848.628418,465.993164,922.374634,823.952148,92.275406,867.321228,748.427612,49.477615,788.617188,808.190796,66.646332,1082.112793,905.603760,287.993927,,,,,,,,,,,,,,,
56,1107.998535,848.919373,466.031250,922.523804,823.199341,93.433441,868.754089,746.468384,51.148495,788.004272,806.764709,69.400986,1082.954102,905.734619,288.642090,,,,,,,,,,,,,,,
57,1108.750366,849.315308,465.661469,922.316162,821.812378,95.088737,869.585876,744.139709,52.308071,787.951172,804.787415,72.318665,1083.549683,905.982300,288.988220,,,,,,,,,,,,,,,
58,1109.185181,849.441589,465.765442,922.034912,820.385071,97.302284,871.167969,742.097107,53.910843,788.047791,802.742798,75.078682,1084.014893,906.227905,289.154785,,,,,,,,,,,,,,,
59,1109.496826,849.732300,465.755066,921.781860,819.306763,99.295235,872.385559,739.897278,55.579834,787.996826,800.374573,78.208946,1084.520142,906.506042,289.507538,,,,,,,,,,,,,,,
60,1110.010620,849.838135,465.937500,921.434265,817.769836,100.783951,873.239014,737.825562,57.264462,787.730103,798.403687,80.569649,1084.974854,906.808289,289.901947,,,,,,,,,,,,,,,
61,1110.651123,849.904846,465.897308,921.485352,816.269836,102.158508,874.068848,735.495972,59.052994,787.447937,796.299133,83.708794,1085.421265,907.059082,290.009583,,,,,,,,,,,,,,,
62,1110.995483,850.025085,466.023193,921.449890,815.049194,103.680573,874.633606,733.211060,60.974487,787.370544,794.368652,86.499649,1085.840698,907.283264,290.163086,,,,,,,,,,,,,,,
63,1111.295776,850.147461,466.121124,921.365051,813.446655,105.125420,874.737122,731.210510,63.177975,787.056396,792.349731,88.828712,1086.206543,907.442627,290.463776,,,,,,,,,,,,,,,
64,1111.494019,850.303162,466.312439,920.602051,811.731201,106.858643,875.113586,729.167175,65.484245,786.503845,790.561401,91.229134,1086.552856,907.539795,290.643372,,,,,,,,,,,,,,,
65,1111.567627,850.442993,466.470551,919.940125,810.533813,108.786430,875.529968,726.972046,67.023888,786.060547,788.680603,93.986084,1086.996338,907.687195,290.950897,,,,,,,,,,,,,,,
66,1111.670532,850.446838,466.606323,919.817139,808.942322,110.741081,875.987183,725.188904,69.378784,785.764465,786.830688,96.186539,1087.269653,907.696655,291.059204,,,,,,,,,,,,,,,
67,1111.775146,850.509155,466.655792,919.227783,807.390320,112.516312,875.745789,722.955383,71.565964,785.383667,784.870361,98.271790,1087.419678,907.710815,291.194550,,,,,,,,,,,,,,,
68,1111.825073,850.555420,466.675446,918.584961,805.986572,113.647194,875.779236,720.862488,74.144913,784.898926,783.049072,100.245499,1087.641357,907.697083,291.290161,,,,,,,,,,,,,,,
69,1111.824707,850.558777,466.674622,918.173218,804.196228,115.403534,875.609436,718.748840,76.146454,784.688965,781.152954,102.170502,1087.768555,907.682434,291.384827,,,,,,,,,,,,,,,
70,1111.816284,850.480957,466.701050,917.890015,802.910034,116.689384,875.753723,716.871826,77.651901,784.481873,779.162720,103.856033,1087.833740,907.528076,291.431030,,,,,,,,,,,,,,,
71,1111.851074,850.460999,466.661438,917.383057,801.316406,117.968803,875.886169,714.920593,79.677048,783.762878,777.357971,105.771378,1087.960083,907.342285,291.440582,,,,,,,,,,,,,,,
72,1111.826172,850.353027,466.669861,916.440613,799.608398,119.790276,875.248657,713.148010,82.201302,783.044861,775.318726,107.449486,1087.963623,907.029236,291.382935,,,,,,,,,,,,,,,
73,1111.777344,850.251465,466.566223,915.857666,798.278625,121.352226,874.743408,711.066711,84.323235,782.826660,773.502380,109.106857,1087.927124,906.811401,291.506073,,,,,,,,,,,,,,,
74,1111.636841,850.157104,466.498535,915.372192,796.778931,122.544312,874.647461,709.249634,86.111588,782.171448,771.353210,111.583878,1087.743042,906.486633,291.511169,,,,,,,,,,,,,,,
75,1111.501831,849.945496,466.331268,914.779114,794.963867,124.211761,874.617554,707.366882,87.270912,781.118835,769.598816,113.231575,1087.528076,906.183899,291.477203,,,,,,,,,,,,,,,
76,1111.348755,849.767639,466.121124,914.095398,793.661682,125.439041,874.138550,705.596619,88.342247,780.719910,767.793579,114.366425,1087.264893,905.766418,291.475769,,,,,,,,,,,,,,,
77,1111.149780,849.576233,465.861938,913.533020,792.200256,126.591988,874.363647,703.483215,90.214424,780.263000,765.800293,116.078430,1086.904785,905.346985,291.593964,,,,,,,,,,,,,,,
78,1110.844360,849.330322,465.700409,912.717224,790.644897,127.786850,874.196411,701.729065,91.745079,779.582703,763.798828,117.696190,1086.793823,905.092163,291.592834,,,,,,,,,,,,,,,
79,1110.772949,849.057983,465.530884,911.662659,789.181702,128.495712,873.769958,699.879028,92.831932,778.987427,761.908203,118.899902,1086.581909,904.853577,291.467712,,,,,,,,,,,,,,,
80,1110.076782,848.839661,465.543671,911.057617,787.385864,129.508408,873.164124,698.024963,94.272758,778.450623,759.889221,120.340034,1086.262329,904.546143,291.400116,,,,,,,,,,,,,,,
81,1109.326660,848.633118,465.654175,910.626709,786.118469,130.225052,872.743225,696.256226,95.700096,777.487610,758.166138,121.607979,1085.961426,904.044861,291.319946,,,,,,,,,,,,,,,
82,1108.810669,848.331116,465.674194,909.779358,784.395691,131.089508,872.358032,694.674194,96.954399,776.702637,756.074585,122.703827,1085.374512,903.407776,291.040955,,,,,,,,,,,,,,,
83,1108.550537,847.959595,465.494415,909.046814,782.931641,131.958435,872.189392,692.940857,97.841904,776.260193,754.209961,123.683670,1084.717651,902.845520,290.753815,,,,,,,,,,,,,,,
84,1108.303223,847.510803,465.357361,908.489075,781.849121,132.709518,871.599854,691.146912,98.806160,775.400146,752.167542,124.582718,1084.057861,902.333130,290.524963,,,,,,,,,,,,,,,
85,1108.056274,847.259949,465.235077,907.532166,780.203003,133.504898,871.023560,689.352173,99.910118,774.692139,750.557312,125.416870,1083.600708,901.816406,290.356201,,,,,,,,,,,,,,,
86,1107.860229,847.095764,465.062012,906.184082,778.769592,134.283173,870.543762,687.592651,100.691040,774.018311,748.680725,126.249657,1083.145996,901.339661,290.251190,,,,,,,,,,,,,,,
87,1107.499268,846.820068,464.915619,905.392578,777.598938,134.775040,869.876953,686.004883,101.668434,772.838989,746.950134,127.070160,1082.442749,900.890991,290.457855,,,,,,,,,,,,,,,
88,1107.060181,846.446472,464.496490,904.658813,776.206665,135.287109,868.969543,684.449280,102.749268,771.809082,745.330750,127.498932,1081.512329,900.374817,290.523468,,,,,,,,,,,,,,,
89,1106.595947,846.029602,464.183350,903.374146,774.794373,136.499542,868.488525,682.670898,103.763916,771.036865,743.677368,127.792976,1080.478760,899.656189,290.420532,,,,,,,,,,,,,,,
90,1106.019409,845.553650,464.016449,902.478699,773.581787,136.950333,868.216431,681.257507,104.558884,770.228271,742.176147,127.952202,1079.814087,899.090576,290.101440,,,,,,,,,,,,,,,
91,1105.482666,845.141846,463.697998,901.545288,772.114319,137.480865,867.640137,679.565552,105.517570,769.296265,740.414612,128.588562,1079.218384,898.612854,289.841278,,,,,,,,,,,,,,,
92,1104.958618,844.656921,463.434021,899.992493,771.041504,138.380142,866.974121,678.054382,106.309029,768.626648,739.052612,128.828461,1078.635986,897.976257,289.745514,,,,,,,,,,,,,,,
93,1104.588989,844.210876,463.128357,899.365601,769.771790,138.324753,866.610901,676.597473,107.147026,767.781921,737.286743,129.128174,1077.720337,897.218262,289.455383,,,,,,,,,,,,,,,
94,1104.246460,843.903625,463.089142,898.835876,768.428406,138.359833,865.943481,675.231750,107.622963,766.723877,735.958923,129.275070,1076.986694,896.457397,289.163727,,,,,,,,,,,,,,,
95,1103.915283,843.587402,463.134155,898.100586,767.163635,138.739426,865.043091,673.780334,108.429085,766.043457,734.525391,129.397873,1076.363647,895.776489,288.969025,,,,,,,,,,,,,,,
96,1103.548462,843.259766,462.796692,897.012390,765.873352,139.005707,864.471252,672.137817,108.912529,765.570862,732.872070,129.902451,1075.569458,895.182556,288.944489,,,,,,,,,,,,,,,
97,1102.864380,842.592163,462.779785,896.306763,764.540222,139.069641,863.937378,670.886963,108.899017,764.734802,731.400269,130.022064,1074.554321,894.545532,288.612213,,,,,,,,,,,,,,,
98,1101.730469,842.123291,462.644531,895.680054,763.479797,139.110748,863.500488,669.746521,108.960655,764.092163,729.554382,130.540512,1073.313110,893.947205,288.491455,,,,,,,,,,,,,,,
99,1100.960449,841.741760,462.445496,894.659058,762.199341,139.184647,863.017761,668.321472,109.214561,763.731079,727.939758,130.711029,1072.563477,893.226135,288.351837,,,,,,,,,,,,,,,
100,1100.405273,841.345825,462.177582,893.966797,760.692871,139.193268,862.320984,666.912231,109.382820,763.462524,726.186340,130.350555,1071.979980,892.579346,288.171997,,,,,,,,,,,,,,,
101,1100.015625,840.837585,461.896881,893.503113,759.593140,139.389450,861.872864,665.799561,109.420570,762.898926,724.540710,130.338562,1071.096558,891.919189,287.966675,,,,,,,,,,,,,,,
102,1099.458618,840.357117,462.062347,892.814941,758.370056,139.479965,861.593323,664.543213,109.372658,762.042786,722.860291,130.571350,1069.761597,890.972900,287.926361,,,,,,,,,,,,,,,
103,1098.816895,839.936218,461.916260,892.170593,757.089294,139.378922,861.133362,663.466187,109.316559,761.837280,721.080872,129.659409,1069.069824,890.312805,287.427673,,,,,,,,,,,,,,,
104,1098.068481,839.445801,461.705688,891.591492,756.132874,139.198868,860.609619,662.473877,109.452362,761.574402,719.387451,129.724854,1068.380493,889.298645,287.055786,,,,,,,,,,,,,,,
105,1097.449463,839.032898,461.414093,890.756958,755.178223,138.936966,860.054688,661.107666,109.798988,761.047180,717.975647,129.487762,1067.738281,888.654907,286.502197,,,,,,,,,,,,,,,
106,1096.873901,838.522156,461.065491,890.062317,754.098450,138.835297,859.814575,659.715149,109.668678,760.548706,716.571106,129.116028,1066.938721,887.822510,286.370026,,,,,,,,,,,,,,,
107,1096.539917,838.003540,460.835510,889.381226,752.938721,138.635834,859.992676,658.641052,109.600166,760.286865,715.098999,128.972000,1066.266724,887.049744,286.199127,,,,,,,,,,,,,,,
108,1095.865723,837.408142,460.581238,888.619019,752.141174,138.522018,859.387329,657.385742,108.975021,759.899292,714.053223,128.768066,1065.178223,886.846985,286.258514,,,,,,,,,,,,,,,
109,1095.044678,836.845276,460.572083,888.166931,751.084106,138.201965,858.869141,656.279419,109.065002,759.246033,713.149414,128.359131,1064.028687,886.457092,285.892914,,,,,,,,,,,,,,,
110,1094.529663,836.242310,460.755798,887.699402,750.029846,138.254456,858.234070,655.225037,109.506363,758.593018,712.190247,128.194061,1063.010620,885.668640,285.578857,,,,,,,,,,,,,,,
111,1094.180542,835.832458,460.602448,887.208679,749.032776,138.074295,857.824768,654.014221,109.837639,758.086243,711.033264,127.575859,1062.181030,884.794128,285.495331,,,,,,,,,,,,,,,
112,1093.811768,835.613953,460.371277,886.593689,748.335449,137.970627,857.557312,652.989075,110.046089,757.614807,710.234924,127.089668,1061.778320,884.295410,285.077332,,,,,,,,,,,,,,,
113,1093.101318,835.386230,459.824799,886.333618,747.580811,137.325455,857.419006,652.193909,110.126755,757.243530,709.299988,126.901917,1061.646606,882.514526,283.980957,,,,,,,,,,,,,,,
114,1092.212524,834.921326,459.593079,885.390320,746.479431,137.184479,857.294556,651.368713,110.257332,756.953857,708.208923,126.641457,1060.633545,882.455139,284.286743,,,,,,,,,,,,,,,
115,1091.686890,834.326416,459.179840,884.653198,745.463806,137.348282,857.021057,650.151367,110.382942,756.629639,707.268066,126.621216,1059.466431,882.658142,283.950775,,,,,,,,,,,,,,,
116,1091.331787,833.811707,458.830627,884.432312,744.692322,137.282837,856.667419,648.993286,110.513145,756.095337,706.133972,126.071167,1058.827515,882.362366,283.539001,,,,,,,,,,,,,,,
117,1090.819946,833.423462,458.833160,884.187378,744.045166,136.732651,856.505737,648.085571,110.634315,755.839233,704.777893,125.404755,1058.539551,881.771912,283.203339,,,,,,,,,,,,,,,
118,1090.125977,833.272461,458.840576,883.740601,742.937805,136.448471,856.322998,647.185974,110.683708,755.731384,703.452515,125.406044,1058.149414,880.877808,282.797363,,,,,,,,,,,,,,,
119,1089.698242,833.106628,458.858826,883.426758,741.908813,136.588730,856.350830,646.145874,110.523354,755.508911,702.228271,125.483742,1057.576294,879.509705,282.657562,,,,,,,,,,,,,,,
120,1089.144409,832.901367,458.471039,883.031494,741.186951,136.368713,856.466064,645.263184,109.931450,755.590881,700.884216,125.361549,,,,,,,,,,,,,,,,,,
121,1088.473755,832.610291,458.237610,882.761780,740.325195,136.081955,856.572815,644.462891,109.550591,755.824402,699.547241,124.834602,,,,,,,,,,,,,,,,,,
122,1087.828247,832.201843,457.973083,882.418701,739.490723,135.948486,856.470520,643.590698,109.342010,755.918335,698.290283,124.453651,,,,1055.207275,877.880554,282.001312,,,,,,,,,,,,
123,1087.557129,831.798096,457.389893,882.108337,738.679321,135.904068,856.328979,642.790588,109.142509,755.993164,696.929077,123.934761,,,,1054.914429,878.201233,281.815216,,,,,,,,,,,,
124,1087.076416,831.491455,456.911011,881.932617,737.927185,135.770737,855.666870,642.069397,108.764778,755.892761,695.863586,123.677315,,,,1054.657227,877.804138,281.574249,,,,,,,,,,,,
125,1086.947754,831.124268,456.798035,881.585022,737.336060,135.497223,854.976929,641.225098,108.339180,756.078430,695.156982,122.928009,,,,1054.297363,876.864807,281.245148,,,,,,,,,,,,
126,1086.587402,830.763489,456.632080,881.248474,736.561340,135.250839,854.207825,640.626709,108.331070,755.705322,693.926880,123.075775,,,,,,,,,,,,,,,,,,
127,1086.245972,830.389282,456.501617,880.969299,735.777100,135.097534,853.627258,640.123840,108.316490,755.538269,692.974915,122.870186,,,,,,,,,,,,,,,,,,
128,1085.812012,830.162170,456.254395,880.638123,735.131470,134.882645,853.181702,639.615784,108.139175,755.483826,692.070618,122.303413,,,,,,,,,,,,,,,,,,
129,1085.440918,829.862244,455.954803,880.266357,734.543701,134.719070,853.083313,638.938416,108.119652,755.663818,691.243591,121.687744,,,,,,,,,,,,,,,,,,
130,1084.805420,829.546143,455.737244,879.923462,733.950439,134.528030,852.546875,638.378052,107.585075,755.692627,690.389954,121.266594,,,,,,,,,,,,,,,,,,
131,1083.930176,829.281616,455.395660,879.924011,733.704895,134.363129,852.010193,637.989502,107.127808,755.849426,689.636963,120.883995,,,,,,,1051.550781,874.043213,279.498108,,,,,,,,,
132,1083.391602,828.991394,455.348755,879.372803,733.127380,134.336609,850.986816,637.535461,107.054703,755.935120,688.969971,120.497215,,,,,,,1051.466187,874.476990,279.110657,,,,,,,,,
133,1083.171509,828.670044,455.291748,878.896118,732.408508,134.283936,850.051819,637.067322,106.547455,756.033142,688.483032,120.234032,,,,,,,1051.068848,873.541382,278.880737,,,,,,,,,
134,1082.599365,828.498047,455.330109,878.454529,731.894531,134.468323,849.390381,636.770142,105.712921,756.159302,687.821777,119.651230,,,,,,,,,,,,,,,,,,
135,1082.478638,828.179993,454.983002,878.134705,731.400574,134.515732,848.607239,636.824463,105.364799,756.315674,686.992493,119.024178,,,,,,,,,,,,,,,,,,
136,1082.249390,827.874268,454.697876,877.888611,730.845337,134.520493,847.593384,636.635986,105.074463,756.512451,686.229004,118.617447,,,,,,,,,,,,,,,,,,
137,1081.607788,827.446655,454.327240,877.634827,730.390259,134.477188,846.483093,636.488770,104.751038,756.690674,685.599304,118.120857,,,,,,,,,,,,,,,,,,
138,1080.608887,827.143799,454.254700,877.433228,730.142517,134.409821,845.396118,635.961487,104.365707,756.874146,685.129395,117.805626,,,,,,,,,,,,,,,,,,
139,1079.769775,827.099670,454.051483,877.145264,729.799438,134.194641,844.142029,635.685547,104.127693,756.959473,684.908997,117.580482,,,,,,,,,,,,,,,,,,
140,1078.950562,826.728638,454.290497,876.769714,729.554688,134.180069,842.835999,635.917725,103.779297,756.922180,684.662598,117.177849,,,,,,,,,,,,,,,,,,
141,1078.249512,826.461487,454.107574,876.327087,729.261047,134.272430,841.747681,636.671082,103.101227,757.140381,684.225159,116.894341,,,,,,,,,,1048.281250,871.016418,276.623535,,,,,,
142,1078.109253,826.212646,453.958221,875.850098,728.967163,134.211594,841.143127,637.522888,102.514687,757.310303,683.764099,116.782806,,,,,,,,,,1047.332520,872.239990,277.328613,,,,,,
143,1078.064697,825.984680,453.841553,875.545532,728.662415,134.471512,840.908936,637.978516,102.274757,757.439758,683.247131,116.776947,,,,,,,,,,1046.807739,871.931213,277.512573,,,,,,
144,1077.950317,825.600952,453.572784,875.047302,728.447266,134.667786,840.653870,637.734619,101.563461,757.457642,682.884583,116.691208,,,,,,,,,,1046.376099,871.003845,277.454224,,,,,,
145,1077.668335,825.431824,453.353577,874.504639,728.242065,135.202576,840.550598,637.547241,101.359406,757.392029,682.638123,115.982590,,,,,,,,,,1046.215454,870.690857,277.363586,,,,,,
146,1077.867432,824.960449,453.126099,874.133728,728.062012,135.488251,,,,757.356995,682.493347,115.747986,,,,,,,,,,1046.051880,870.549622,277.302582,,,,,,
