Grasp23
Date:,2025/04/16
Time:,14:06:41
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,921.520752,798.708069,61.531563,782.693237,788.324280,33.810341,1098.908203,887.014282,177.380234,1163.151611,840.988098,448.703552,845.021240,737.075195,32.741161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,921.556946,798.816772,61.473942,782.745483,788.472595,33.817265,1098.927612,887.117310,177.363297,1163.089111,841.017639,448.712402,845.011536,737.073547,32.752529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,921.501526,798.854065,61.555592,782.753601,788.489258,33.814423,1098.982178,887.183960,177.304382,1163.130493,841.029480,448.713928,844.953125,737.079285,32.797798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,921.524597,798.943359,61.714275,782.658264,788.522339,33.924801,1098.989014,887.297668,177.150436,1163.149780,841.055542,448.684723,844.976318,736.991638,32.816956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,921.522400,799.143005,61.772274,782.580994,788.515381,34.040287,1099.065552,887.318176,177.055206,1163.143555,841.097778,448.681335,845.085754,736.836304,32.792736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,921.529846,799.278381,61.859650,782.537903,788.611389,34.124210,1099.303589,887.401550,176.858932,1163.032715,841.138367,448.640137,845.330566,736.571228,32.814384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,921.497253,799.475159,61.966377,782.585999,788.628906,34.176903,1099.725830,887.484436,176.579300,1163.230225,841.102844,448.618591,845.797729,735.976929,32.919193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,921.474548,799.607361,62.215042,782.610291,788.646301,34.327843,1099.789551,887.473511,176.462753,1163.218506,841.187256,448.646820,846.271118,735.350830,33.401623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,921.423523,799.797546,62.315205,782.648254,788.672729,34.615238,1100.027466,887.518738,176.322388,1163.121338,841.163513,448.526672,846.466797,734.801575,34.298767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,921.349426,799.955200,62.518154,782.820618,788.802551,35.471603,1100.184570,887.531738,176.124176,1163.065674,841.263977,448.507874,846.804260,734.112366,35.417965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,921.375854,799.887268,63.045921,782.587891,788.785522,36.292263,1100.534668,887.511230,175.905289,1163.121338,841.254089,448.509216,847.399658,733.489563,36.385448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,921.340271,799.925476,63.747639,782.533752,788.631348,37.254971,1100.693848,887.509094,175.466507,1163.177612,841.329529,448.476471,848.228882,732.807251,37.555790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,921.283081,800.041748,64.139893,782.416992,788.747620,38.633671,1100.880493,887.590393,175.310059,1163.212158,841.327820,448.467468,848.863098,731.904541,38.718796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,921.409058,800.349609,64.465111,782.369568,789.054688,39.927319,1101.129150,887.622803,175.383347,1163.184326,841.431213,448.480743,849.983154,730.787659,40.615047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,921.647827,800.834106,65.174034,782.408936,789.211243,41.380024,1101.489014,887.680115,175.424240,1163.123047,841.455322,448.430420,850.450623,730.179260,41.228119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,921.705139,801.296875,65.913353,781.977234,789.641235,43.335388,1101.734863,887.831604,175.450882,1163.189819,841.441711,448.338318,851.344360,729.813538,42.122501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
