Grasp125
Date:,2025/04/23
Time:,12:59:07
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
63,972.225220,713.901245,131.154114,895.889465,643.957397,141.325974,885.121704,673.765686,102.507889,,,,1147.261353,826.441956,329.785858,1153.284424,857.934204,243.839050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,970.855286,716.641052,131.090759,893.724243,647.365356,141.430252,882.079956,677.727966,103.007454,,,,1148.782349,826.395142,329.720886,1154.201782,857.991455,244.145508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,969.136902,718.757996,131.179382,891.759827,650.794861,141.094452,878.851868,681.419128,104.094475,,,,1149.963379,826.211914,329.648254,1155.621216,857.893860,243.758163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,967.818542,721.681885,130.974518,889.809875,653.791443,141.157715,875.412537,685.210754,104.280525,,,,1150.677734,825.957458,329.590118,1157.042725,857.672974,243.459793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,966.326538,724.459656,131.638306,887.349426,656.662537,140.875610,872.038635,688.931885,104.475998,,,,1151.368896,825.893494,329.491333,1157.706055,857.492554,243.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,964.615723,726.505127,132.040726,885.087341,659.682556,140.937805,868.493347,692.266907,106.069000,,,,1152.152466,825.802368,329.008026,1157.983276,857.382202,243.211044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,962.996704,728.763733,131.624039,883.377319,662.135986,141.722458,864.857422,695.547668,106.649734,,,,1152.770874,825.568115,328.324860,1158.627808,856.981201,242.623123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,960.642273,730.464478,132.119278,881.050598,664.393188,142.571365,860.588867,698.915466,108.904877,,,,1153.186157,825.262512,327.628906,1159.197998,856.429626,241.916489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,958.950928,732.589417,132.261673,878.928589,666.645203,143.118683,856.321594,702.490906,110.509735,,,,1153.053833,825.185669,326.915558,1159.488770,856.023926,241.176620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,957.389465,734.374573,132.323746,877.243958,668.712036,142.685684,851.888245,705.844482,111.514763,,,,1153.079712,825.015564,326.404449,1159.540894,855.732117,240.406189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,955.651245,735.963623,132.438110,875.160034,670.894653,143.287613,848.931519,709.027283,112.044411,,,,1153.130981,824.797424,325.760773,1159.490112,855.380005,239.688629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,954.021851,737.526978,132.591232,873.581116,672.305298,144.012283,,,,,,,1153.109741,824.677612,324.749847,1159.332642,855.051941,239.129227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,951.662292,738.514160,132.585480,872.577087,673.649780,144.482849,,,,,,,1153.145386,824.334351,323.912781,1159.139771,854.739868,238.489792,842.757874,715.740051,115.454353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,950.223633,739.758606,132.650391,871.310730,674.381897,145.063126,,,,,,,1153.133667,823.996704,323.186066,1159.064331,854.257751,237.565125,839.178406,719.136169,116.167770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,948.669617,741.057190,132.404648,870.170105,675.140259,145.555984,,,,,,,1152.985474,823.723999,322.742035,1158.809448,853.573181,236.576035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,946.910583,741.980469,132.846268,868.625549,675.728516,146.498642,,,,,,,1152.345947,823.491882,321.873474,1158.231323,852.878174,235.516083,,,,832.779663,724.143250,118.878067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,944.476624,742.494202,132.944489,867.644104,676.108093,147.131790,,,,,,,1151.761963,823.313843,320.952606,1157.616089,852.344910,234.178421,,,,830.482300,726.413208,119.259575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,942.062988,743.216675,133.367722,866.911255,676.174683,147.832886,,,,,,,1151.194580,822.977051,320.104340,1157.153198,851.791382,233.229202,,,,827.319336,728.683594,120.789261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,940.503540,744.154297,133.202332,866.340515,676.042053,148.602859,,,,,,,1150.812012,822.687866,319.548645,1156.516113,851.513489,232.380493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,938.448792,744.740295,132.927032,865.831665,675.667175,149.527206,,,,,,,1150.077515,822.351318,318.799896,1155.777588,850.992859,231.563263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,936.859253,745.224670,132.569962,865.084412,675.253296,150.145706,,,,,,,1149.062744,822.098206,317.923218,1154.885254,850.224426,230.737595,,,,,,,815.072327,734.085815,128.318542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,935.215759,745.658569,132.578842,864.403870,674.996826,151.406769,,,,,,,1148.249268,821.768127,317.205750,1153.861938,849.534668,229.748352,,,,,,,812.403442,735.354004,128.928513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,933.021973,745.733948,132.919617,864.082642,674.491089,152.294937,,,,,,,1147.685913,821.531311,316.476105,1152.967651,848.963501,228.402802,,,,,,,809.804199,736.703735,130.122131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,930.827698,746.038269,133.174576,864.022217,673.832031,152.568848,,,,,,,1146.832397,821.238220,315.425934,1152.123047,848.521790,227.480484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,928.883606,746.319641,133.178741,863.713196,673.554749,153.677872,,,,,,,1145.984497,820.852173,314.390503,1151.087769,848.042236,226.769669,,,,,,,,,,803.950012,739.321960,132.796829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,927.007019,746.440002,133.369934,863.581543,673.153503,155.724152,,,,,,,1145.335815,820.476135,313.982330,1149.878296,847.395935,225.968079,,,,,,,,,,799.716431,740.665955,133.547592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,925.197327,746.672668,132.436600,863.578003,672.302551,156.492706,,,,,,,1144.330200,820.121338,313.179810,1148.653931,846.817505,225.033386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,923.692627,746.635071,132.199951,863.487427,671.916565,156.986465,,,,,,,1143.252686,820.032837,312.177795,1147.487305,846.292358,224.015015,,,,,,,,,,,,,795.182373,742.406006,135.316422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,921.160767,746.671387,132.467972,863.535217,671.484253,157.322067,,,,,,,1142.491211,819.873352,311.367462,1146.078613,845.810913,223.237671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,919.612671,746.438110,132.022064,863.859741,670.908508,157.798279,,,,,,,1141.803101,819.634949,310.586395,1144.697266,845.453918,222.478149,,,,,,,,,,,,,,,,790.232056,744.313843,136.729858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,918.491211,744.406372,131.783630,863.850525,670.574768,158.985947,,,,,,,1140.695190,819.392273,309.722534,1143.447388,845.131714,221.760422,,,,,,,,,,,,,,,,788.277771,744.785217,137.064972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,916.551880,745.088074,131.627853,863.863098,670.109924,159.950989,,,,,,,1139.594849,819.246521,308.972687,1142.046387,844.577393,220.616562,,,,,,,,,,,,,,,,786.401978,745.669495,137.531693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,914.485352,745.371216,131.539795,864.144104,669.439331,160.542618,,,,,,,1138.937866,818.989624,308.480621,1140.676147,843.970154,219.904587,,,,,,,,,,,,,,,,784.227966,746.391968,139.146286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,912.628235,744.764099,130.655197,864.182129,668.838196,161.295578,,,,,,,1138.018677,818.794434,307.698425,1139.507690,843.675293,218.929993,,,,,,,,,,,,,,,,782.622620,746.496155,139.412476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,911.815735,744.564514,130.461761,864.435852,668.321777,161.963226,,,,,,,1136.748901,818.826721,306.753418,1138.378540,843.268066,218.161179,,,,,,,,,,,,,,,,780.972534,746.738525,139.785782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,910.633606,744.437012,130.065491,864.360352,667.729919,161.803986,,,,,,,1135.878662,818.608765,306.574127,1136.815186,842.857971,217.449310,,,,,,,,,,,,,,,,779.231506,746.915222,140.259781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,909.347900,743.669495,129.204132,864.140503,666.786682,161.114868,,,,,,,1134.853027,818.480774,305.989624,1135.364380,842.620911,216.707092,,,,,,,,,,,,,,,,777.333618,746.952820,141.007874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,907.849915,742.690796,128.371216,864.296387,665.717346,160.556152,,,,,,,1133.751587,818.408630,305.313843,1133.977173,842.258179,216.036484,,,,,,,,,,,,,,,,776.337463,746.350891,141.894226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,906.908997,741.920288,127.813942,864.772949,664.963379,160.117981,,,,,,,1132.713013,818.399536,304.785400,1132.519165,841.851074,215.386963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,905.774353,741.202881,127.837822,865.061096,664.446167,160.671967,,,,,,,1131.994019,818.297791,304.511108,1131.079468,841.489319,214.437088,,,,,,,,,,,,,,,,,,,773.989258,744.484253,141.939194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,903.855469,740.681519,127.818436,864.908813,663.377869,160.315567,,,,,,,1130.750122,818.319946,303.761963,1129.971802,841.264221,213.697342,,,,,,,,,,,,,,,,,,,772.840454,743.670593,141.473801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,902.350037,739.983398,127.528587,865.175903,662.246521,160.480606,,,,,,,1129.509155,818.207825,302.805054,1128.782227,841.055481,213.064484,,,,,,,,,,,,,,,,,,,772.079041,743.062805,141.597763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,901.693420,739.062622,126.973320,864.491882,661.731750,162.311203,,,,,,,1128.700562,818.205078,302.222076,1127.281616,840.729126,212.215195,,,,,,,,,,,,,,,,,,,770.828918,742.288879,142.063782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,901.127808,738.082886,125.515480,864.056030,660.611450,162.439316,,,,,,,1128.153320,818.183105,301.857330,1125.989746,840.650635,211.356827,,,,,,,,,,,,,,,,,,,769.495728,741.244751,141.983276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,899.980225,737.274719,124.794662,864.406738,659.278931,161.955841,,,,,,,1127.207397,818.168213,301.012451,1124.561279,840.534302,210.699280,,,,,,,,,,,,,,,,,,,768.583313,740.359436,141.933044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,899.030334,736.343506,123.945488,865.201111,658.308777,160.869949,,,,,,,1125.994751,818.178528,300.255676,1123.061035,840.193115,210.331390,,,,,,,,,,,,,,,,,,,767.815491,739.257263,142.106827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,898.409912,735.238220,123.090546,866.285278,657.289429,159.200378,,,,,,,1125.004272,818.171997,299.773468,1121.611816,839.831909,209.683228,,,,,,,,,,,,,,,,,,,767.069153,737.777222,142.164612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,866.924988,656.611328,157.896194,,,,,,,1123.869873,818.252502,299.013275,1120.546509,839.421021,208.999634,,,,,,,,,,,,,,,,,,,766.272827,736.431702,141.943878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,866.831970,655.668396,157.566742,,,,,,,1122.618530,818.380981,298.303375,1119.320679,839.243042,207.919968,,,,,,,,,,,,,,,,,,,765.800781,735.550110,141.928223,895.671082,733.677917,122.408363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,867.214783,654.454346,156.866882,,,,,,,1121.708618,818.372131,297.975952,1117.924316,838.989990,207.275040,,,,,,,,,,,,,,,,,,,765.303040,734.145142,141.792999,895.597290,732.548889,121.213470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,867.444092,653.092468,156.474670,,,,,,,1120.828613,818.387207,297.733490,1116.620972,838.762634,206.546310,,,,,,,,,,,,,,,,,,,764.846619,732.664124,141.539505,895.039001,731.119385,120.356331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,867.473633,652.089600,156.272476,,,,,,,1119.136597,818.457031,296.584869,1115.442383,838.651611,206.098663,,,,,,,,,,,,,,,,,,,763.677979,731.826294,141.370972,893.852966,730.296570,120.073410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,867.807983,650.610168,154.917938,,,,,,,1117.933105,818.425842,295.931030,1114.156128,838.533813,205.570847,,,,,,,,,,,,,,,,,,,762.939941,730.649292,141.183792,892.491455,729.539978,119.856247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,868.166138,649.291687,153.262177,,,,,,,1117.378662,818.347534,295.556061,1112.876099,838.422485,205.198273,,,,,,,,,,,,,,,,,,,762.456482,729.026306,141.418274,891.803040,728.626587,119.332031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,868.204346,648.425842,152.723038,,,,,,,1116.481934,818.377808,294.764435,1111.528076,838.207336,204.259399,,,,,,,,,,,,,,,,,,,762.006836,728.059082,141.293060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,867.448792,647.662537,152.437912,,,,,,,1115.493286,818.281738,294.015320,1110.465698,838.040161,203.253998,,,,,,,,,,,,,,,,,,,761.521667,726.869385,141.015121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,868.319397,646.626038,151.403427,,,,,,,1114.593018,818.161316,293.448090,1109.471313,837.560242,202.546494,,,,,,,,,,,,,,,,,,,761.137939,725.624329,140.785706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,868.950500,645.280334,150.013321,,,,,,,1113.557983,818.054504,292.717316,1108.138062,837.099976,201.842468,,,,,,,,,,,,,,,,,,,760.411682,724.982605,140.857758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,867.700745,643.851257,149.462555,,,,,,,1112.237671,818.129761,291.765076,1107.093750,836.790771,201.114273,,,,,,,,,,,,,,,,,,,760.484924,723.638550,140.653091,,,,889.558044,723.606384,114.553268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,866.578857,642.924866,149.848434,,,,,,,1111.381104,818.079041,291.258881,1106.237793,836.426514,200.488297,,,,,,,,,,,,,,,,,,,760.497253,722.171631,140.285995,,,,889.138916,723.001465,114.288528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,866.266541,641.954163,149.479889,,,,,,,1110.435181,817.965149,290.791595,1105.059082,836.267578,199.598587,,,,,,,,,,,,,,,,,,,759.958008,721.270691,140.327911,,,,888.612244,721.769348,113.582939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,866.354370,640.383484,148.179642,,,,,,,1109.156372,817.901489,290.126404,1103.918213,836.053040,199.129593,,,,,,,,,,,,,,,,,,,759.359131,719.896545,140.314011,,,,888.216187,720.393799,112.855766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,1108.143799,817.829651,289.507416,1102.825806,836.028992,198.458755,,,,,,,,,,,,,,,,,,,759.059143,718.569275,140.080994,,,,887.673157,719.507751,112.270866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,1107.523071,817.741333,289.110870,1101.814819,835.890137,197.966446,,,,,,,,,,,,,,,,,,,759.139221,717.356873,140.030060,,,,887.069763,718.696716,112.359917,857.764526,640.051086,153.756210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,1106.350830,817.661133,288.323639,1100.997559,835.458069,197.379074,,,,,,,,,,,,,,,,,,,759.561218,715.451477,140.160919,,,,886.460022,717.656616,111.800888,865.954346,636.561890,145.865952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,1105.393921,817.596985,287.538910,1100.157593,834.902222,196.708145,,,,,,,,,,,,,,,,,,,759.497742,714.129211,140.171219,,,,,,,868.140076,634.095886,141.508774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
