Grasp09
Date:,2025/04/08
Time:,12:53:02
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,476.425873,716.291199,101.620056,460.356750,666.430725,82.597435,380.970337,761.460144,102.032379,149.427017,872.995361,316.067200,187.249161,854.858154,172.653656,,,,,,,,,,,,,,,,,,,,,
12,472.641418,718.384888,105.337502,457.780243,671.837402,83.477791,377.241272,763.607788,103.902740,147.993179,874.115173,316.918732,184.092606,856.889526,173.349487,,,,,,,,,,,,,,,,,,,,,
13,468.686707,720.356628,108.569786,455.078674,677.614563,83.987068,373.614502,765.483765,106.075516,147.060867,875.272400,317.573395,181.136261,859.001892,174.273285,,,,,,,,,,,,,,,,,,,,,
14,464.908295,722.320618,111.279648,451.842926,682.966492,84.034950,370.495117,767.813477,107.136467,145.954025,876.385681,318.186218,178.522873,861.431519,175.319504,,,,,,,,,,,,,,,,,,,,,
15,461.079926,724.236755,113.309570,448.254303,688.190308,84.386070,366.992828,769.676758,108.789421,144.225418,877.491699,319.415161,175.584030,863.770569,175.741898,,,,,,,,,,,,,,,,,,,,,
16,457.314606,726.045837,115.279755,444.583710,692.421143,84.545494,363.156799,771.774536,110.518913,142.995453,878.626648,320.340851,172.505707,865.969177,176.549942,,,,,,,,,,,,,,,,,,,,,
17,453.440948,728.062683,116.516541,440.820160,697.563354,84.517525,359.750397,773.307068,111.737862,141.939896,879.763123,320.876251,169.578690,868.229004,177.990219,,,,,,,,,,,,,,,,,,,,,
18,449.363434,729.664734,117.919083,436.337769,702.985840,83.841881,356.136658,775.347900,112.726280,140.952942,880.941040,321.187134,166.641418,870.608215,178.874298,,,,,,,,,,,,,,,,,,,,,
19,446.015900,731.467651,118.681564,431.548737,707.092285,83.760178,351.912598,776.939331,114.369781,139.790359,881.995239,322.240387,163.310349,872.858276,179.523758,,,,,,,,,,,,,,,,,,,,,
20,442.656891,733.095642,119.387581,426.988098,710.543701,83.204407,347.840271,778.870422,114.639252,138.557709,883.015137,323.218964,160.334915,874.966125,180.643555,,,,,,,,,,,,,,,,,,,,,
21,438.383545,734.329041,119.721741,421.673645,714.091614,83.175682,344.240967,780.216431,114.733376,137.307724,884.259033,323.878479,157.650055,877.321716,181.383453,,,,,,,,,,,,,,,,,,,,,
22,434.342743,735.564270,119.998894,416.545197,716.988281,83.043694,339.989441,781.969421,115.609062,136.386536,885.274353,324.113739,155.142242,879.899414,181.945999,,,,,,,,,,,,,,,,,,,,,
23,430.144257,736.725098,120.525238,412.725525,718.954102,82.768600,336.126160,783.453064,115.900276,135.490875,886.435181,324.252838,152.118271,882.313049,182.471741,,,,,,,,,,,,,,,,,,,,,
24,426.050201,737.579102,120.254051,408.513306,720.357483,83.345390,332.295746,784.868530,116.041893,134.385803,887.574280,324.932922,149.015869,884.412048,183.521149,,,,,,,,,,,,,,,,,,,,,
25,422.003387,738.405212,119.872398,403.653595,722.277771,83.109856,328.362640,786.392273,116.148376,133.076508,888.583801,326.200378,146.548599,886.721741,184.423386,,,,,,,,,,,,,,,,,,,,,
26,417.371643,739.048584,119.773933,397.787384,724.432312,81.382713,324.583221,787.685242,115.903870,131.841385,889.692810,326.734680,144.036118,889.303589,184.845230,,,,,,,,,,,,,,,,,,,,,
27,413.192139,739.740906,119.115250,392.046173,726.391418,79.020554,320.518402,788.973755,115.611961,130.880630,890.698242,327.156128,141.316986,891.574402,185.633026,,,,,,,,,,,,,,,,,,,,,
28,408.806915,740.219299,118.272263,386.089264,727.347351,77.978584,316.612793,790.491821,115.329308,129.864334,891.726318,327.514740,138.648621,893.580750,186.828186,,,,,,,,,,,,,,,,,,,,,
29,404.548126,740.940002,117.521973,382.048187,726.474609,78.344719,312.589691,791.421936,114.470123,128.947357,892.903870,327.965302,136.088684,895.830627,187.477142,,,,,,,,,,,,,,,,,,,,,
30,400.741394,741.752075,116.895950,378.595306,725.820984,78.500496,308.592468,792.531921,113.941338,127.867622,893.893433,328.342651,133.790665,898.351196,188.088776,,,,,,,,,,,,,,,,,,,,,
31,396.708710,742.162598,115.772217,373.569519,725.246704,77.758667,304.663086,793.903015,112.953308,126.796715,895.020447,329.275177,131.522644,900.439209,189.041763,,,,,,,,,,,,,,,,,,,,,
32,392.347443,742.816467,114.127602,367.704468,725.882996,75.921181,300.598236,794.891602,111.902672,125.759583,895.967834,329.934174,129.418808,902.402405,189.739182,,,,,,,,,,,,,,,,,,,,,
33,388.371460,743.127441,112.357971,360.887573,725.802185,74.066841,296.914673,795.594604,111.247261,124.749344,897.085327,330.304199,127.602654,904.488647,190.596344,,,,,,,,,,,,,,,,,,,,,
34,384.540405,742.932068,110.678047,354.826599,724.481567,71.701691,293.534332,796.209595,109.796387,123.997261,898.231934,330.892029,125.208595,906.334351,191.127365,,,,,,,,,,,,,,,,,,,,,
35,380.605286,742.301880,109.029800,348.786743,723.308411,70.190712,289.848419,796.612427,108.715912,123.262543,899.197754,331.477844,123.534332,907.947205,192.185059,,,,,,,,,,,,,,,,,,,,,
36,376.552063,742.026001,107.675034,343.133301,720.553406,68.476318,286.051544,796.807434,108.039078,122.525543,900.216187,331.929169,121.831398,909.757263,193.116425,,,,,,,,,,,,,,,,,,,,,
37,372.239197,741.397644,105.904533,337.553131,717.864197,67.780746,282.655212,797.007996,107.066574,121.926674,901.311279,332.242645,120.292320,911.120178,193.642410,,,,,,,,,,,,,,,,,,,,,
38,368.426758,740.370605,104.599579,,,,279.381287,797.190063,105.794327,121.310524,902.186584,333.309326,119.254761,912.649475,194.445724,,,,,,,,,,,,,,,,,,,,,
39,364.831390,739.147461,103.481316,,,,276.156219,796.936951,104.617828,120.542290,902.982483,334.212555,117.948769,913.811584,195.165497,,,,,,,,,,,,,,,,,,,,,
40,361.087982,737.971985,102.488586,,,,273.101349,796.625427,103.505119,119.901085,903.776428,335.229828,116.776085,914.901001,195.706848,,,,,,,,,,,,,,,,,,,,,
41,357.257202,736.695190,101.564774,,,,270.337067,796.134155,102.474731,119.447289,904.558533,335.881531,115.842293,916.026428,196.490509,316.740936,700.252991,68.284447,,,,,,,,,,,,,,,,,,
42,354.048126,735.236694,100.152672,,,,267.273285,795.259155,101.810883,119.197777,905.205078,336.420868,114.891228,916.686707,197.535416,310.016083,696.087585,66.103439,,,,,,,,,,,,,,,,,,
43,350.469208,733.664490,99.786003,,,,264.610596,794.365295,100.826195,118.868515,905.938049,337.243591,114.156578,917.221802,197.843735,302.538757,690.054810,65.692917,,,,,,,,,,,,,,,,,,
44,346.950134,731.654297,99.614670,,,,261.985382,793.381165,100.226044,118.823662,906.432861,337.851959,113.785957,917.876953,198.079330,295.769653,685.472534,66.732170,,,,,,,,,,,,,,,,,,
45,343.318420,729.644714,99.349365,,,,259.517334,792.017639,100.165489,118.545021,906.775024,338.164307,113.361320,918.574402,198.013290,288.474976,681.366211,67.289879,,,,,,,,,,,,,,,,,,
46,339.739655,727.262695,99.805748,,,,256.801422,790.710693,99.602707,118.624176,907.294739,338.522278,112.852638,919.180359,198.132187,281.481506,677.224854,66.844147,,,,,,,,,,,,,,,,,,
47,336.527252,724.616699,100.420502,,,,254.226822,788.998230,99.495026,118.624802,907.553955,338.682343,112.231094,919.360718,198.327850,275.104523,674.080139,66.019623,,,,,,,,,,,,,,,,,,
48,332.979645,721.705078,100.937141,,,,252.071915,787.255737,99.697433,118.440002,907.687866,338.673035,111.623901,919.487610,198.871536,269.005493,671.643860,66.189804,,,,,,,,,,,,,,,,,,
49,329.790131,719.189697,101.645798,,,,249.633301,785.414734,99.361740,118.496323,907.664185,338.545624,111.259155,919.449890,198.912323,263.090057,668.204834,66.257874,,,,,,,,,,,,,,,,,,
50,326.759613,716.616882,102.136559,,,,247.825409,783.266418,99.746956,118.530495,907.704407,338.198578,111.131081,919.473694,198.701584,257.479706,664.333740,67.215485,,,,,,,,,,,,,,,,,,
51,324.310974,714.172913,102.538406,,,,246.031693,781.050293,99.941147,118.591148,907.679077,337.884766,111.152657,919.507813,198.496429,252.565277,661.638855,67.413193,,,,,,,,,,,,,,,,,,
52,322.208344,711.565979,102.859756,,,,244.469986,779.089539,100.202263,118.742073,907.535522,337.536987,111.190376,919.350098,198.394180,248.100571,659.208923,67.784248,,,,,,,,,,,,,,,,,,
53,320.770477,709.114014,103.008812,,,,243.324860,776.836914,100.568291,118.840614,907.330688,337.002228,111.228935,918.980225,198.293961,243.892502,655.537598,68.689919,,,,,,,,,,,,,,,,,,
54,319.678680,706.928589,102.679291,,,,241.924118,774.658936,101.147377,119.093781,907.077637,336.688232,111.235588,918.419739,198.220047,240.437607,652.480896,69.810219,,,,,,,,,,,,,,,,,,
55,319.162689,705.130005,102.598595,,,,241.095520,772.459900,101.031937,119.139374,906.829773,336.100220,111.560181,917.760498,197.906067,237.433228,649.350342,71.166138,,,,,,,,,,,,,,,,,,
56,319.109009,703.258362,102.676620,,,,240.169632,770.421875,101.403519,119.269592,906.576172,335.380890,111.739471,917.039551,197.560471,234.758560,646.018738,72.368843,,,,,,,,,,,,,,,,,,
57,319.262054,701.844055,102.624771,,,,239.665970,768.106934,101.700943,119.411049,906.189453,334.884155,111.903641,916.489929,197.209320,232.545502,642.668457,73.505676,,,,,,,,,,,,,,,,,,
58,319.623596,700.487305,102.818840,,,,239.744659,766.036499,101.579048,119.470108,905.845215,334.410553,111.984024,915.515564,196.625885,230.512985,639.512146,75.276657,,,,,,,,,,,,,,,,,,
59,320.049194,698.975403,103.221474,,,,239.719742,763.543518,101.837379,119.796318,905.569031,334.027130,112.423996,914.302795,196.348236,228.863754,636.546387,77.343666,,,,,,,,,,,,,,,,,,
60,321.128021,697.825012,103.149948,,,,239.909180,761.512024,102.414597,120.127914,905.286865,333.557068,112.822273,913.358887,195.861603,227.206665,633.162476,79.800491,,,,,,,,,,,,,,,,,,
61,322.342590,696.732544,103.500496,,,,239.826477,759.005127,102.900536,120.566086,904.938782,332.739319,113.245232,912.036194,195.289139,226.173035,630.161682,82.102737,,,,,,,,,,,,,,,,,,
62,323.564728,695.620178,103.418617,,,,239.952682,756.802429,103.215454,120.841850,904.655090,332.205902,114.062248,910.705872,194.696457,225.509018,627.233582,84.434891,,,,,,,,,,,,,,,,,,
63,325.228058,694.703613,103.319160,,,,240.418655,754.266418,102.921745,121.140823,904.305115,331.487701,114.817711,909.215454,193.874741,225.426178,624.000793,86.208855,,,,,,,,,,,,,,,,,,
64,326.662231,693.597473,103.273323,,,,241.086136,752.113525,103.045692,121.452286,903.851746,330.524170,115.022781,907.677429,193.480286,225.224167,620.776306,88.029503,,,,,,,,,,,,,,,,,,
65,327.927277,692.495667,103.406921,,,,241.583237,749.595764,103.386841,121.697693,903.393616,329.903351,115.559586,905.927063,193.129013,225.575317,617.802490,90.474243,,,,,,,,,,,,,,,,,,
66,329.472198,691.326294,103.959862,,,,242.085052,747.198853,103.902626,121.948334,902.827209,329.301941,116.520988,904.359863,192.244019,226.292725,614.787415,91.839928,,,,,,,,,,,,,,,,,,
67,330.794159,690.440491,104.292900,,,,242.496506,744.754639,103.706581,122.300674,902.262024,328.355621,116.942238,902.432068,191.294022,227.900085,611.955627,92.929695,,,,,,,,,,,,,,,,,,
68,332.321716,688.855164,104.288071,,,,242.974564,742.587585,103.807915,122.685913,901.658325,327.761780,117.493881,900.730774,190.229019,229.391434,609.274963,94.271843,,,,,,,,,,,,,,,,,,
69,333.642029,687.708557,104.575066,,,,243.884918,739.848694,104.026093,122.917091,900.902771,327.264160,118.166412,898.918945,189.643051,230.522797,606.395386,94.793716,,,,,,,,,,,,,,,,,,
70,335.043121,686.556763,104.733780,,,,244.786362,737.537231,104.080765,123.170303,900.202942,326.625854,118.655121,896.783997,189.540802,231.631836,603.426697,95.876083,,,,,,,,,,,,,,,,,,
71,336.599548,684.673645,104.968208,,,,245.376785,735.393311,103.694412,123.312904,899.373657,326.178101,119.332222,894.998718,188.736359,232.877365,600.841492,96.117455,,,,,,,,,,,,,,,,,,
72,337.699707,683.492676,105.030594,,,,246.637436,733.189819,103.818176,123.766014,898.536133,325.497559,120.146851,893.034180,187.762268,234.776611,598.547241,96.389313,,,,,,,,,,,,,,,,,,
73,338.939026,681.875122,104.562744,,,,247.965836,730.941162,103.717789,124.232361,897.549988,324.570282,121.300354,890.986450,187.215424,236.322418,596.153931,96.949150,,,,,,,,,,,,,,,,,,
74,340.490479,680.327454,104.188667,,,,248.840149,729.064819,103.632378,124.753250,896.597107,323.611389,121.970215,889.136353,186.080017,238.474533,593.552490,97.655159,,,,,,,,,,,,,,,,,,
75,342.028931,678.964111,103.367744,,,,250.095291,726.916809,103.793900,125.140480,895.511230,323.022949,122.646072,887.159607,185.023010,240.499878,591.625549,98.462456,,,,,,,,,,,,,,,,,,
76,343.481079,677.302734,103.543495,,,,251.544189,724.913208,103.494354,125.510201,894.367065,322.678589,123.573814,885.168152,184.525421,242.361511,589.245789,99.349693,,,,,,,,,,,,,,,,,,
77,345.017792,676.014954,101.899544,,,,252.854828,723.141418,102.748924,125.781212,893.323425,322.346497,124.457489,883.495056,184.293671,244.681549,587.318970,100.014969,,,,,,,,,,,,,,,,,,
78,346.512451,674.155823,100.711868,,,,254.086029,721.246094,102.609612,126.370407,892.073669,321.569305,125.298393,881.377747,183.410355,247.257187,585.287720,101.119667,,,,,,,,,,,,,,,,,,
79,347.626648,672.798828,99.822060,,,,255.387039,719.395874,102.618736,126.829201,890.926147,320.589691,126.420120,879.726501,182.525299,249.815063,583.187805,102.081856,,,,,,,,,,,,,,,,,,
80,349.334290,670.736267,98.336449,,,,256.281067,717.750183,102.447594,127.367798,889.672974,320.146118,127.240120,878.103638,181.889389,252.891083,581.289795,102.530350,,,,,,,,,,,,,,,,,,
81,350.389526,669.223694,97.380348,,,,257.583435,715.954285,102.104431,127.811836,888.539246,319.889343,127.931526,876.386841,180.993134,256.277496,579.202759,102.696976,,,,,,,,,,,,,,,,,,
82,351.446136,667.182556,95.863457,,,,258.918945,714.332886,101.662918,128.326736,887.479797,319.174469,129.119629,874.856628,181.013016,260.026489,577.230652,102.106712,,,,,,,,,,,,,,,,,,
83,352.485779,665.166260,94.387665,,,,259.943817,712.578369,100.778488,128.827438,886.358154,318.653137,129.937012,873.098206,181.090683,264.412659,575.549194,101.152649,,,,,,,,,,,,,,,,,,
84,352.950928,663.107239,93.514397,,,,260.336090,710.901245,100.888786,129.203796,885.206909,317.818909,130.663605,871.830444,180.405762,268.629639,573.803833,100.887527,,,,,,,,,,,,,,,,,,
85,353.619385,660.654480,91.906235,,,,261.165405,709.252625,100.979713,129.734680,884.099426,317.357178,131.602203,870.351685,179.382858,273.550598,572.599670,99.607040,,,,,,,,,,,,,,,,,,
86,354.009277,658.360107,90.376717,,,,261.713654,707.668640,101.090126,130.132690,883.066284,317.193115,132.649521,869.000488,178.752502,278.864777,571.864136,97.750557,,,,,,,,,,,,,,,,,,
87,353.873016,655.707031,89.011093,,,,262.531128,706.030884,100.640663,130.508591,882.122498,316.948944,133.391968,867.743408,178.457184,284.209717,571.498596,95.995476,,,,,,,,,,,,,,,,,,
88,353.647430,653.499512,88.066719,,,,263.100342,704.661865,100.008354,131.060623,881.194885,316.422791,133.826553,866.301636,178.163818,289.011078,571.542480,94.787521,,,,,,,,,,,,,,,,,,
89,353.520874,651.460510,87.295792,,,,263.486511,703.231262,99.866608,131.430756,880.319458,315.914063,134.597168,865.490479,177.756729,293.533020,572.008423,93.539940,,,,,,,,,,,,,,,,,,
90,352.820068,650.421448,86.465858,,,,263.821930,701.882446,99.867355,131.806168,879.369263,315.278717,135.168335,864.358398,177.348007,297.289856,573.155212,92.296585,,,,,,,,,,,,,,,,,,
91,353.017456,649.955444,86.066757,,,,263.989624,700.433105,99.996300,132.141983,878.364685,314.833984,135.552826,863.189026,176.894211,299.284485,573.564880,91.294182,,,,,,,,,,,,,,,,,,
92,353.572388,649.849670,86.164291,,,,264.092590,699.554199,100.092743,132.236542,877.701965,314.864685,135.938385,862.673157,176.482300,299.914124,573.132141,91.185432,,,,,,,,,,,,,,,,,,
93,354.082855,649.498535,86.430588,,,,264.132263,698.911316,99.776352,132.439163,877.001038,314.676727,136.167755,861.905396,176.059158,300.945038,572.933472,91.436234,,,,,,,,,,,,,,,,,,
94,354.528992,648.930847,86.534737,,,,264.374054,698.053162,99.622665,132.601730,876.237610,314.549713,136.400772,861.037537,175.323242,301.683136,572.725281,91.254349,,,,,,,,,,,,,,,,,,
95,354.864746,648.303467,86.374496,,,,264.666443,697.099182,99.693047,132.723663,875.520691,314.330017,136.874481,860.386963,174.826935,302.077240,572.336426,90.875870,,,,,,,,,,,,,,,,,,
96,354.375458,647.429016,85.945854,,,,264.791473,696.316956,99.841011,132.763535,874.898621,314.019836,137.089035,860.035828,174.552048,302.464081,572.012146,90.617691,,,,,,,,,,,,,,,,,,
97,354.714417,647.522278,86.358238,,,,264.785370,695.814636,99.677490,132.836090,874.271179,313.681885,137.078766,859.676392,174.594376,302.815125,571.864746,90.560669,,,,,,,,,,,,,,,,,,
98,354.763184,647.392273,86.778587,,,,264.776947,695.605469,99.603188,132.868744,873.807007,313.318420,136.584167,859.170898,175.233978,303.067017,571.736023,90.651917,,,,,,,,,,,,,,,,,,
99,354.628876,647.265259,87.026588,,,,264.628601,695.407532,99.691948,132.777191,873.230408,313.043304,136.390884,858.613403,175.084564,303.251160,571.714600,90.746292,,,,,,,,,,,,,,,,,,
100,354.441956,647.083557,87.417419,,,,264.598175,695.263245,99.679298,132.724884,872.690247,312.774658,136.473633,858.151123,174.544144,303.309570,571.898010,90.913750,,,,,,,,,,,,,,,,,,
101,354.309814,646.873474,88.089600,,,,264.595642,695.189209,99.660400,132.649963,872.295898,312.298706,136.391968,857.601990,174.289795,303.193848,572.002686,91.144463,,,,,,,,,,,,,,,,,,
102,354.231079,646.693542,88.877525,,,,264.290588,695.225037,100.029564,132.519135,871.803772,311.734192,136.325516,857.247681,174.422028,303.077209,572.245239,91.641701,,,,,,,,,,,,,,,,,,
103,354.142273,646.650574,90.044296,,,,263.982910,695.338135,100.344307,132.314377,871.304565,311.517731,136.037140,857.001526,174.106964,302.690826,572.449341,92.370041,,,,,,,,,,,,,,,,,,
104,353.552155,646.548828,91.610641,,,,263.534485,695.539917,100.712891,132.005997,870.799805,311.496674,135.526016,856.760254,173.685730,302.276428,572.637451,93.130173,,,,,,,,,,,,,,,,,,
105,352.549072,646.287781,93.423309,,,,263.095886,695.610107,101.066490,131.799103,870.356140,311.440857,135.119720,856.686584,172.914276,301.639893,572.806580,94.105125,,,,,,,,,,,,,,,,,,
106,,,,,,,262.718781,695.508118,101.358093,131.535904,869.681702,311.250031,134.654999,856.508850,172.494949,301.053040,572.835693,95.280464,,,,,,,,,,,,,,,,,,
107,,,,,,,262.309631,695.315552,101.832245,131.229095,869.070496,311.065674,134.110794,856.242432,172.501511,300.304993,572.611694,96.468834,,,,,,,,,,,,,,,,,,
108,,,,,,,261.689697,695.103882,102.601746,131.021683,868.557617,310.706757,133.668625,855.854980,172.707581,299.546234,572.318848,98.268906,,,,,,,,,,,,,,,,,,
109,,,,,,,261.011536,694.760315,103.384979,130.982239,867.809998,310.388855,133.304153,855.528015,172.965256,298.602661,572.131470,99.604622,350.367554,644.706665,99.158463,,,,,,,,,,,,,,,
110,,,,,,,260.412262,694.099915,104.511749,130.919434,867.100647,309.815491,133.050842,855.216248,173.151291,297.931274,571.390564,101.107452,349.533295,644.081482,100.592758,,,,,,,,,,,,,,,
111,,,,,,,259.756470,693.235291,105.713547,130.674683,866.319214,309.490265,132.847794,854.879700,173.362946,297.010132,570.421021,102.722069,348.549927,643.154053,102.441650,,,,,,,,,,,,,,,
112,,,,,,,259.002808,692.450928,106.808998,130.607437,865.693237,309.352386,132.682007,854.384216,173.550858,296.184418,569.613159,104.494415,,,,,,,,,,,,,,,,,,
113,,,,,,,258.375488,691.456116,108.174202,130.500412,864.819641,309.348450,132.394104,854.043152,173.896942,295.442352,568.657654,105.803947,,,,347.400238,640.572998,106.046417,,,,,,,,,,,,
114,,,,,,,257.594116,690.112000,109.572662,130.518997,864.073364,309.294312,132.086029,853.437500,174.344849,294.127319,566.875244,107.780273,,,,,,,,,,,,,,,,,,
115,,,,,,,257.086639,688.759827,110.781448,130.558701,863.256409,309.064606,131.793839,852.508057,174.636230,293.181519,565.520874,109.480736,,,,,,,345.641418,637.215637,109.979691,,,,,,,,,
116,,,,,,,256.375610,686.753662,112.224617,130.539444,862.418335,308.997070,131.638931,851.385803,174.885284,292.036743,563.604553,111.650696,,,,,,,344.635223,634.966858,111.784210,,,,,,,,,
117,,,,,,,255.852936,684.887024,113.674728,130.458099,861.607239,309.281250,131.561722,850.658142,174.963501,291.061676,561.295837,113.372261,,,,,,,,,,,,,,,,,,
118,,,,,,,255.242676,682.413757,115.105370,130.318954,860.701782,309.515015,131.461212,849.465637,175.164581,290.121033,559.033264,115.080147,,,,,,,,,,342.964813,630.253174,115.269875,,,,,,
119,,,,,,,254.546783,680.157288,116.663757,130.056763,859.777283,309.874207,131.236786,847.889038,175.529587,289.229584,556.378601,116.751663,,,,,,,,,,342.481293,627.401672,117.091782,,,,,,
120,,,,,,,253.695633,677.407166,118.366829,130.026566,858.796509,309.979706,131.087143,846.646729,176.006760,288.548676,553.342590,118.278465,,,,,,,,,,341.980835,624.334778,118.988960,,,,,,
121,,,,,,,252.983185,674.447998,119.658730,130.031097,857.970032,309.958679,130.862198,844.756653,176.429474,287.501770,550.447388,120.037788,,,,,,,,,,341.144806,621.104553,120.834267,,,,,,
122,,,,,,,252.243576,671.504028,121.208221,129.942429,856.948181,309.898682,131.181458,843.004517,176.449219,286.855042,547.307739,121.748131,,,,,,,,,,,,,,,,,,
123,,,,,,,251.605240,668.242920,122.934937,130.242935,855.843384,309.474762,131.640869,841.106873,176.505341,285.890930,543.680786,123.550758,,,,,,,,,,,,,,,,,,
124,,,,,,,251.159241,664.817810,124.256630,130.385468,854.881897,309.144531,131.881104,838.615417,176.545181,284.952972,540.436584,125.466675,,,,,,,,,,,,,338.588623,610.943726,127.208130,,,
125,,,,,,,250.819244,661.254272,125.179413,130.554855,853.804626,309.182922,132.164520,836.164856,176.540573,283.997467,536.679565,127.495705,,,,,,,,,,,,,337.910614,606.933350,129.170776,,,
126,,,,,,,250.347153,657.695984,126.800468,130.935028,852.455505,308.752747,132.690048,834.043762,176.337921,282.824646,532.951660,129.612411,,,,,,,,,,,,,336.895508,602.948425,131.034363,,,
127,,,,,,,249.376999,653.932678,128.231506,131.247726,851.220032,308.387970,133.148514,831.578003,175.872833,282.014374,528.909851,131.443573,,,,,,,,,,,,,336.169220,599.062439,132.641495,,,
128,,,,,,,249.087036,650.120667,129.124344,131.501343,849.742188,308.607452,133.201324,828.600220,175.964706,281.197571,524.861938,133.568848,,,,,,,,,,,,,335.546967,594.785522,134.519318,,,
129,,,,,,,248.771103,646.354370,130.232544,131.619400,848.251465,308.888611,133.552277,825.715149,175.775833,280.080658,520.980469,135.537704,,,,,,,,,,,,,335.130554,590.567139,136.382874,,,
130,,,,,,,248.512680,642.219360,131.327530,131.754623,846.610352,309.132935,133.894974,822.478882,176.172028,278.833221,516.577087,137.519821,,,,,,,,,,,,,334.337738,585.793457,137.971436,,,
131,,,,,,,248.354309,637.913391,132.392365,132.045456,844.942932,309.006622,134.421112,818.880249,176.744812,277.648926,512.237488,139.608109,,,,,,,,,,,,,333.365509,581.393799,139.516769,,,
132,,,,,,,247.828537,633.539673,133.284836,132.357590,843.084290,309.004089,134.819885,815.554443,176.769501,276.542999,507.679169,141.531891,,,,,,,,,,,,,333.357086,576.317322,140.989609,,,
133,,,,,,,247.576035,629.034485,134.298752,132.703995,841.131653,308.956818,134.929947,812.016541,176.511932,275.535278,503.081055,143.277740,,,,,,,,,,,,,332.559052,571.468506,142.297684,,,
134,,,,,,,247.789780,624.357361,135.112061,133.140289,839.331482,308.907074,135.546356,808.121521,177.024460,274.664368,498.332825,144.709885,,,,,,,,,,,,,331.971344,566.288269,143.747070,,,
135,,,,,,,247.494797,619.801880,136.186630,133.388092,837.271484,308.831787,136.139435,804.365295,177.632446,274.063080,493.283234,146.042419,,,,,,,,,,,,,331.473694,561.336609,144.594940,,,
136,,,,,,,247.175583,614.835327,137.048996,133.740768,835.225281,308.791718,136.661392,800.872314,177.582123,273.463379,488.268066,147.071869,,,,,,,,,,,,,330.993103,556.193420,145.566635,,,
137,,,,,,,246.915970,609.715820,137.994232,134.098129,833.130981,308.725281,137.242172,796.984802,177.731766,272.637878,483.505737,148.441681,,,,,,,,,,,,,330.542511,550.640686,146.450363,,,
138,,,,,,,246.371048,604.488220,139.021301,134.486740,830.939636,309.110809,137.876526,792.703003,178.161362,271.880463,477.919250,149.417725,,,,,,,,,,,,,330.263000,545.249695,147.185318,,,
139,,,,,,,246.481140,599.000061,139.542435,134.879074,828.716553,309.380585,138.829468,788.844971,178.506210,271.182831,472.581482,150.374969,,,,,,,,,,,,,330.176666,539.516968,147.903961,,,
