Circle15;;;;;;;;;
Date:;2025/04/16;;;;;;;;
Time:;10:42:12;;;;;;;;
Type:;test;;;;;;;;
Description:;"";;;;;;;;
Notes:;"";;;;;;;;
TRAJECTORIES;;;;;;;;;
200.000000;Hz;;;;;;;;
;*1;;;*2;;;*3;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z
1;825.695557;-0.614668;25.687674;;;;;;
2;825.446411;0.402061;25.652571;;;;;;
3;825.255981;1.712403;25.471596;;;;;;
4;825.346375;3.039620;25.228291;;;;;;
5;824.883850;3.759635;25.276329;;;;;;
6;824.367737;4.872655;25.275642;;;;;;
7;823.891296;6.395967;25.045572;;;;;;
8;823.388855;7.667963;25.219790;;;;;;
9;822.902100;9.054605;25.307671;;;;;;
10;822.455383;10.834905;25.305174;;;;;;
11;821.894958;12.440374;25.398085;;;;;;
12;821.346558;13.916719;25.545601;;;;;;
13;820.867676;15.733103;25.478317;;;;;;
14;820.205444;17.251026;25.610741;;;;;;
15;819.452881;18.964422;25.375654;;;;;;
16;818.640259;21.032642;25.303471;;;;;;
17;817.768311;22.706650;25.469082;;;;;;
18;817.090027;24.621912;25.561918;;;;;;
19;816.264709;26.314024;25.533463;;;;;;
20;815.486572;28.231745;25.393797;;;;;;
21;814.470764;30.325275;25.100908;;;;;;
22;813.461670;31.968384;25.119747;;;;;;
23;812.721741;34.198383;25.464582;;;;;;
24;811.727783;35.934589;25.544689;;;;;;
25;810.793640;38.046387;25.362049;;;;;;
26;809.784363;40.023140;25.288355;;;;;;
27;808.863831;41.745564;25.440931;;;;;;
28;807.958740;43.934113;25.717510;;;;;;
29;806.977661;45.810005;26.147789;;;;;;
30;805.738953;47.989059;25.541769;;;;;;
31;804.851746;49.593338;25.162968;;;;;;
32;803.924500;51.532833;25.741877;;;;;;
33;802.997925;53.492245;25.881800;;;;;;
34;801.727844;55.023380;25.890676;;;;;;
35;800.624451;56.894108;25.721069;;;;;;
36;799.572693;58.581852;25.872778;;;;;;
37;798.363464;60.316906;25.761534;;;;;;
38;797.370361;62.164890;25.347803;;;;;;
39;796.162659;63.806488;25.216400;;;;;;
40;795.198669;65.125107;25.320957;;;;;;
41;794.320618;66.973564;25.384521;;;;;;
42;793.331360;68.480881;25.221779;;;;;;
43;792.000977;69.816765;25.354681;;;;;;
44;790.867676;71.331200;25.267855;;;;;;
45;790.016479;72.833801;25.665728;;;;;;
46;788.600037;73.948349;25.717243;;;;;;
47;787.490845;75.228104;25.342461;;;;;;
48;786.422058;76.618073;24.995716;;;;;;
49;785.367981;78.020607;25.009094;;;;;;
50;784.052612;79.076706;25.158422;;;;;;
51;782.839172;80.294518;25.125256;;;;;;
52;781.880432;81.729340;25.486694;;;;;;
53;780.497864;83.054581;25.794399;;;;;;
54;779.271179;83.886330;25.782106;;;;;;
55;777.853333;84.806740;25.725451;;;;;;
56;776.559448;85.968010;25.269007;;;;;;
57;775.477905;87.280907;25.017107;;;;;;
58;774.163269;88.364494;24.907671;;;;;;
59;772.884888;89.294876;25.098515;;;;;;
60;771.756287;90.235893;25.539906;;;;;;
61;770.248413;91.399864;25.620604;;;;;;
