Weight29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;15:43:44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;884.595520;721.599121;114.735222;832.358215;633.036682;97.769012;1089.874634;863.206177;403.387421;764.909607;692.995117;105.774017;1058.597656;866.364990;235.306564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;884.595520;721.599121;114.735222;832.343384;633.041138;97.811394;1089.596680;863.112671;403.292053;764.886658;692.981201;105.831253;1058.553345;866.509216;235.231506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;884.633789;721.687927;114.893822;832.306091;633.064331;97.828346;1089.382568;863.072754;403.214355;764.911926;693.000671;105.855698;1058.928711;866.772583;234.524445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;884.710083;721.716858;115.161392;832.387634;632.879883;97.353195;1089.136353;863.106567;403.117432;764.941711;692.978882;105.881035;1058.568604;866.932678;234.829330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;884.758179;721.735107;115.401581;832.321167;633.086121;97.699585;1088.848267;863.033813;402.977844;764.965942;692.980042;105.934837;1058.150513;867.282715;235.131744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;884.702393;721.833069;115.582787;832.256470;633.212524;97.926346;1088.602905;862.943909;402.866333;764.955566;692.897034;105.947777;1057.995728;867.478699;235.141052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;884.675415;721.873291;115.793228;832.203491;633.172913;97.964241;1088.382202;862.948486;402.796875;764.950195;692.877686;105.946632;1057.886963;867.650085;234.953934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;884.680542;721.884888;115.963463;832.220886;633.112000;98.065849;1088.127930;862.865662;402.828766;764.993774;692.974609;106.033783;1057.923462;867.800720;234.806992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;884.612183;721.853699;116.311066;832.190186;633.134094;98.267807;1087.842041;862.758728;402.811371;764.924744;692.891479;106.032013;1057.963745;867.990356;234.718231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
