;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
70;869.146301;716.604858;129.897324;1057.942871;879.176880;204.183289;748.783142;673.484497;113.437294;;;;823.103821;622.938477;107.591667;1092.128296;840.439270;412.975159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;868.408142;716.687500;130.555389;1057.893188;879.234985;204.164215;748.002502;674.126038;114.445190;;;;821.984619;623.707214;108.830162;1091.621338;840.432068;412.610809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;867.342407;716.875061;131.416168;1057.694458;879.310730;204.000458;747.272827;674.502747;115.586021;;;;820.693176;624.171692;109.975464;1091.431885;840.450745;412.218628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;866.280396;717.277649;132.116333;1056.631470;879.815125;204.127975;746.145203;674.799133;116.575195;;;;819.345703;623.924011;111.018738;1091.077271;840.521851;411.988281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;865.106812;717.369995;132.542542;1055.743530;879.408630;204.070892;744.588928;675.128296;117.706078;;;;817.978516;624.214905;112.266762;1090.286133;840.494995;412.009399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;863.810791;717.654907;133.394211;1054.602783;879.964355;204.385284;743.088257;675.515625;119.142403;;;;816.656128;624.675964;113.754829;1089.533569;840.535217;412.082855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;862.882324;717.657776;134.244781;1052.847656;879.859436;205.006332;741.905273;675.983215;120.228401;;;;814.983337;625.133667;115.087158;1088.891479;840.563171;412.201538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;861.513855;717.766479;135.098846;1052.435425;879.560120;204.680298;740.311951;676.579895;121.122810;;;;813.162842;625.307739;116.528580;1088.387329;840.615112;411.952942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;859.681519;717.789734;136.215408;1051.809814;879.696533;204.279221;738.500854;676.739502;122.323875;;;;811.530640;625.247314;117.666931;1087.721680;840.518799;411.533905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;858.174316;718.112366;137.648682;1051.112183;879.835022;204.084213;736.903931;677.183838;123.275284;;;;809.458252;625.178528;119.446198;1087.132446;840.524780;411.321808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;856.716064;718.210815;139.004639;1049.892578;879.980103;204.720993;735.429138;677.842651;124.564507;;;;807.577576;625.504883;121.315697;1086.711670;840.410950;411.124878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;854.588684;718.424622;140.108215;1048.306519;879.619812;204.883163;733.317688;678.229370;126.163322;;;;805.947083;625.501770;122.651161;1086.538330;840.312439;410.880524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;852.490295;718.659363;141.155029;1047.059814;879.443237;204.620651;731.081970;678.515869;127.937515;;;;803.433533;625.716614;124.353050;1085.866943;840.348938;410.774445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;851.003601;718.720215;141.859024;1045.722412;879.374390;204.510284;729.208984;678.924377;129.054352;;;;801.329529;626.158813;125.981689;1085.078003;840.437561;411.036804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;848.748352;719.077759;143.508636;1044.244751;879.332031;204.992844;726.728943;679.327515;130.387039;;;;798.999390;626.638184;127.922737;1083.819458;840.405212;411.581604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;846.784485;719.153931;144.466843;1042.559448;879.192627;205.411224;724.691284;679.850464;132.116257;;;;796.851257;626.653015;129.339859;1082.673584;840.333435;411.864441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;844.458862;719.375977;146.270721;1040.704590;879.233826;205.570969;722.354614;680.135315;133.796494;;;;794.179443;626.982300;131.310425;1081.720337;840.300171;411.767883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;842.423157;719.724121;147.526077;1039.004883;879.206909;205.678360;720.162415;680.468750;135.048492;;;;791.742493;627.146912;132.921906;1081.046509;840.174377;411.675720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;839.656921;719.718201;148.771744;1037.555298;878.929810;206.045776;717.478455;680.898376;137.188812;;;;789.144714;627.379089;134.555817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;837.301025;719.689575;150.160736;1035.970215;879.079407;206.276337;714.945374;681.223267;139.175247;;;;786.752686;627.390808;136.615463;;;;1080.280151;839.853394;411.446991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;835.312256;719.727966;151.167282;1032.893555;879.977051;206.961395;712.302856;681.560242;140.997360;;;;783.884888;626.522644;138.866150;;;;1078.913208;840.005371;411.880157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;832.313965;719.933167;152.894012;1030.665161;879.637512;207.942383;709.609070;682.048035;142.546936;;;;780.842834;625.215698;141.105331;;;;1077.461182;840.396851;412.385162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;829.796753;720.182495;154.147079;1028.742920;879.892334;208.557785;706.913391;682.547302;144.307678;;;;777.823669;625.258850;143.179962;;;;1076.610229;840.433533;412.666534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;826.559875;720.423157;155.881836;1026.603149;879.922791;208.315826;704.429504;682.907776;145.771805;;;;774.946716;626.052734;145.151505;;;;1076.021118;840.364380;412.414276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;824.100037;720.255127;157.402222;1023.970642;879.972046;208.800232;700.981018;683.259338;148.226196;;;;771.568359;626.079651;146.816803;;;;1075.502197;840.202332;411.963013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;821.037354;720.396729;158.683731;1021.710510;879.772644;209.420670;697.943420;683.608948;150.085159;;;;768.728027;625.986877;147.839630;;;;1074.678589;840.090454;411.882477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;817.724731;720.097900;160.270660;1018.911438;879.559631;209.840042;694.768616;684.040710;151.936203;;;;765.939148;626.259399;149.914078;;;;1073.235352;839.232666;412.041565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;814.902222;720.469299;162.015640;1016.540161;879.387207;210.149170;691.354980;684.297546;153.499130;;;;761.864929;626.618103;151.818665;;;;1071.692871;839.247864;412.521118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;811.081238;720.445923;163.230331;1013.836914;879.238220;210.479355;688.553833;684.683838;154.752106;;;;758.643250;626.878906;153.491013;;;;1070.433838;839.742859;413.102692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;808.071533;720.856812;164.925674;1010.897888;878.629883;210.953033;685.127380;684.999756;156.187042;;;;754.893433;627.005737;154.835022;;;;1069.181519;839.352112;413.636108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;805.053772;720.788818;165.760422;1008.173340;878.280090;212.085495;681.263245;685.278381;158.135178;;;;751.209412;627.193115;156.869995;;;;1067.739868;839.051208;413.674194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;801.380615;720.721130;167.015854;1005.085327;878.912720;212.673676;677.775208;685.625916;160.203522;;;;747.641907;627.644470;158.061523;;;;1066.484131;839.234192;413.676300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;797.901123;720.751892;168.593323;1001.889282;878.698914;213.681946;674.194153;686.116699;161.876434;;;;743.999023;627.542969;159.276703;;;;1065.401367;839.227661;413.800751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;794.613220;720.850647;169.546753;999.448181;878.433350;213.600525;670.450195;686.379150;163.485703;;;;740.045166;627.742065;161.229187;;;;1064.586548;839.047852;413.837311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;790.819458;720.794250;171.120941;996.084167;878.302551;214.265656;666.641968;686.726501;165.078110;;;;736.490112;627.921570;162.945282;;;;1063.690308;838.780090;413.890594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;786.818726;720.771484;172.491272;992.896057;877.791565;215.674500;663.037048;687.050537;166.341492;;;;732.289124;628.153076;163.965042;;;;1062.109497;838.900085;414.268250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;783.844421;720.661499;173.200195;990.341370;877.435364;215.515610;659.081543;687.387329;167.620026;;;;728.501770;628.240051;165.271362;;;;1060.377563;838.766052;414.525116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;779.743347;720.817139;175.195740;987.245789;877.026001;216.587982;655.031311;687.617981;168.989624;;;;724.291565;628.432373;166.523331;;;;1058.373657;838.425537;415.152954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;775.395203;720.936646;176.566833;983.224121;876.681335;217.537338;651.120728;687.866882;170.200424;;;;720.121887;628.443665;168.029221;;;;1057.473389;838.200439;415.017487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;771.561523;720.849243;177.514023;980.224731;876.392334;218.376160;647.533142;688.271606;171.556976;;;;716.388000;628.582458;168.999847;;;;1056.168823;837.742554;415.251434;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;767.759583;720.998840;178.018387;976.728271;876.393372;218.983994;643.433289;688.494751;172.735397;;;;712.450378;628.488892;169.528885;;;;1054.884644;837.585632;415.445618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;763.477905;721.094116;179.515915;973.463684;875.774353;219.394913;639.294067;688.718201;173.823334;;;;707.911560;628.628052;170.517303;;;;1053.288940;837.329834;415.376129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;759.531494;721.038940;180.749695;969.889282;875.409912;220.602905;634.983643;688.864868;174.997543;;;;703.763611;628.882019;171.444733;;;;1052.059082;837.099915;415.301178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;755.577332;721.097473;181.235641;966.753113;874.572815;221.009048;630.709229;689.067383;176.143219;;;;699.807495;629.049622;172.266647;;;;1050.153687;836.831177;415.768585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;751.319275;721.264526;182.393570;963.766479;874.193909;221.980118;626.543701;689.277893;177.047318;;;;695.400269;629.105713;172.877838;;;;1048.540527;836.575439;416.312592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;746.949341;721.193848;183.364044;959.900330;873.838379;222.713409;622.534485;689.537476;177.715393;;;;690.646362;629.241455;173.744400;;;;1047.187744;836.081909;416.178802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;742.458801;721.092163;184.303024;957.074341;873.425293;223.710495;618.561523;689.735840;177.755493;;;;686.543335;629.405396;174.130768;;;;1044.932983;835.678833;416.594849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;738.843384;721.267761;183.940659;953.188049;872.708679;224.317230;614.272583;689.906616;177.923035;;;;682.643860;629.615173;174.362411;;;;1043.185913;835.283813;416.782990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;734.713196;721.698242;184.747253;949.762146;871.396729;225.217468;609.916565;690.142822;178.095642;;;;678.632080;629.714050;174.382416;;;;1041.700195;834.957886;416.883392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;730.394348;721.695923;185.419891;945.581909;870.793091;226.405991;605.472290;690.391296;178.727509;;;;674.176819;629.861084;174.677322;;;;1040.171753;834.452637;417.712341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;726.126892;721.465210;185.754425;942.476440;870.236389;227.231628;600.886169;690.737366;179.618927;;;;669.636536;630.162720;174.880554;;;;1038.305908;834.354736;417.640625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;721.698364;721.615662;186.314926;939.456787;869.545349;228.043762;596.736572;691.034180;179.929306;;;;665.356812;630.594482;175.137772;;;;1036.001221;833.893250;417.995331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;717.441711;721.976013;186.939484;935.893433;868.883057;228.786423;592.912170;691.448120;179.350632;;;;660.885010;630.807190;175.329742;;;;1034.502075;833.344849;418.518585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;713.590576;721.766602;187.715286;932.465149;867.843750;229.857758;588.723267;691.939514;179.299118;;;;656.376282;631.084900;175.470627;;;;1032.411011;832.759583;419.033112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;709.747559;721.790222;187.413910;928.271790;867.216492;230.874191;584.188049;692.281128;179.685867;;;;651.988647;631.349915;175.231186;;;;1030.390259;832.198608;419.269653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;705.334473;721.949768;187.077957;;;;579.681213;692.652588;179.786331;;;;647.845154;631.607361;174.725006;;;;1028.936035;831.680908;419.176727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;701.478271;721.739380;186.718246;;;;575.652283;693.171448;179.562775;;;;643.445557;631.822144;174.493576;;;;1027.014038;831.277466;419.660034;921.193176;865.752380;233.127090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;697.326599;721.584412;187.142776;;;;571.897888;693.845947;178.960007;;;;638.911560;631.929199;174.581589;;;;1025.216064;830.974915;420.268219;918.409119;864.532227;234.577408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;693.210876;721.674683;187.288452;;;;567.769531;694.302185;178.527924;;;;634.556274;632.169983;174.292099;;;;1022.773743;830.458130;420.530121;914.238281;863.837402;235.277466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;689.371704;721.790222;187.209610;;;;563.672974;694.936462;177.776718;;;;630.447632;632.501221;173.498703;;;;1020.760620;829.622131;420.937927;910.808105;863.036438;236.304550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;685.982178;721.567993;186.525558;;;;559.566345;695.413391;177.561737;;;;626.125854;632.948120;173.130020;;;;1019.408936;829.025818;420.906525;907.527344;862.212402;236.921463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;681.582458;721.457458;186.779785;;;;555.587158;696.077881;177.512772;;;;621.673279;633.172058;173.132263;;;;1017.342468;828.831360;420.897400;904.664307;861.243469;237.299438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;677.569824;721.428467;186.857758;;;;551.707336;696.721252;176.514633;;;;617.790161;633.245422;172.165680;;;;1015.622131;828.174011;421.277740;900.906738;860.271240;238.420212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;674.125305;721.648743;186.459320;;;;547.821960;697.148315;176.010666;;;;613.775269;633.734802;171.491837;;;;1013.366272;827.514832;421.678436;897.587708;859.441650;239.122543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;670.078979;721.758728;186.283890;;;;543.940918;697.763000;175.369736;;;;609.542297;633.999695;171.088409;;;;1011.457275;826.843384;422.249481;894.016785;858.709595;240.236343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;666.640686;721.588440;185.534119;;;;540.480896;698.422302;174.422714;;;;605.607361;634.090393;170.025269;;;;1009.565979;826.302124;422.016449;891.118896;857.671265;240.786621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;662.747192;721.975952;185.659332;;;;536.584900;698.785034;173.770264;;;;601.919678;634.615173;169.262253;;;;1007.683105;825.907898;421.984833;887.604858;856.768311;242.073807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;658.681091;722.116577;185.914978;;;;532.899231;699.334656;172.598419;;;;597.628174;635.007446;169.010559;;;;1005.445251;825.155457;422.474915;884.608337;855.631409;242.426117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;655.759033;722.077576;185.275360;;;;529.575317;699.891174;172.218048;;;;594.094788;635.555969;167.591080;;;;1003.474670;824.582886;422.672577;881.410339;854.920166;243.459259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;651.829346;722.139771;184.769485;;;;525.903503;700.275879;171.646332;;;;590.372864;635.861450;167.066177;;;;1001.104858;823.639648;422.706726;878.245667;853.945801;244.383331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;648.427490;722.164429;183.879410;;;;522.249451;700.794067;170.741714;;;;586.693420;635.997498;166.284241;;;;999.709351;823.078552;422.566315;875.369812;852.896423;244.844116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;645.413635;722.633484;183.274063;;;;519.280945;701.262634;169.903000;;;;583.210632;636.221680;164.960815;;;;997.597351;822.653687;422.728729;872.377747;852.140930;245.260483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;641.832092;722.464172;182.764359;;;;;;;;;;579.512634;636.607117;163.984238;;;;995.392395;821.785767;422.873749;869.664490;850.932373;245.643585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;639.207825;722.554016;182.133209;;;;;;;;;;576.062073;637.087524;162.919617;;;;993.375366;820.999878;423.176422;866.626343;850.225220;246.388504;512.383972;702.392334;168.493454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;635.856628;722.699890;181.390213;;;;;;;;;;572.533997;637.386780;161.943390;;;;991.223450;820.252869;423.237122;863.758789;849.293579;246.649658;509.286224;702.874146;167.637390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;632.832642;722.806763;180.513657;;;;;;;;;;569.700256;637.848022;160.465897;;;;989.244873;819.689026;422.911224;861.195740;848.216675;247.316483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;629.657349;722.933411;179.960373;;;;;;;;;;566.240906;638.139709;160.065781;;;;987.529175;818.893250;423.220306;858.174316;847.292908;247.661911;;;;503.084686;704.132324;165.753128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;627.067200;723.008484;178.927734;;;;;;;;;;563.022095;638.635559;158.814514;;;;985.314941;818.083679;423.364502;;;;;;;499.990417;704.505615;164.780151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;623.837402;723.044495;178.336670;;;;;;;;;;559.948303;638.846802;158.074249;;;;983.021118;817.340637;423.273590;;;;;;;497.243835;705.078796;163.208344;853.010315;845.229919;248.464462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;621.153748;722.994202;177.551086;;;;;;;;;;556.652527;639.931641;156.867142;;;;981.409241;816.801086;423.503052;;;;;;;494.182526;705.541870;162.923447;850.720886;844.316101;248.557938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;617.907166;723.107788;176.873810;;;;;;;;;;553.666687;640.317749;155.599792;;;;979.789673;815.935791;423.809265;;;;;;;491.407074;706.160767;161.793304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;615.389343;723.263367;175.791458;;;;;;;;;;551.247437;640.700562;154.121674;;;;977.615173;815.425598;423.367004;;;;;;;;;;;;;844.762939;842.605286;249.571121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;612.731567;723.206055;175.225952;;;;;;;;;;548.242676;641.521545;153.081863;;;;975.491272;814.647034;423.234253;;;;;;;;;;;;;843.502625;841.555542;249.443344;485.701599;706.793030;160.245071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;610.156494;723.353394;174.624344;;;;;;;;;;545.166748;641.824402;151.717560;;;;974.106445;813.716858;423.230530;;;;;;;;;;;;;;;;483.270935;707.266418;158.182739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;607.258728;723.386353;173.737762;;;;;;;;;;542.661987;641.996338;150.562805;;;;972.111633;813.099731;422.988068;;;;;;;;;;;;;;;;480.806549;707.707336;157.274124;837.656494;839.970825;250.485901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;604.749329;723.445068;172.875702;;;;;;;;;;539.662842;641.797058;149.698898;;;;969.724976;812.474548;423.415497;;;;;;;;;;;;;;;;478.220764;708.168213;156.349655;835.854797;838.848694;250.782761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;602.804932;723.351746;171.965927;;;;;;;;;;537.232422;642.049866;148.325104;;;;968.434082;811.747070;423.319000;;;;;;;;;;;;;;;;476.006622;708.486267;154.767929;833.825684;837.642090;250.619064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
