Weight60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:06:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;835.125122;688.234131;204.122971;799.640625;612.125977;121.938484;831.374390;976.833801;265.473328;844.889099;639.454590;113.521599;896.133667;982.683472;462.678101;;;;;;;;;;;;;;;;;;;;;;;;
2;833.374451;688.388306;205.898178;797.511597;610.878052;123.310524;831.024231;977.279968;265.671082;843.834229;639.343018;115.119347;895.937012;982.597290;462.709961;;;;;;;;;;;;;;;;;;;;;;;;
3;831.301758;688.627136;207.093643;;;;830.390869;977.922485;265.815613;841.734314;639.588562;116.108681;895.589966;982.635132;462.835663;;;;;;;;;;;;;;;;;;;;;;;;
4;829.637329;688.940002;208.008759;;;;829.630493;978.401611;266.338654;839.813660;639.139771;117.475372;895.386780;982.608643;462.844421;793.953003;612.746399;125.807755;;;;;;;;;;;;;;;;;;;;;
5;827.399292;689.296570;208.855087;;;;828.746277;979.010620;266.827576;837.669128;639.369019;118.665993;895.122620;982.718933;462.825043;791.599792;612.789795;126.619286;;;;;;;;;;;;;;;;;;;;;
6;824.998962;689.493042;210.019135;;;;828.381104;979.137085;267.581909;835.275085;639.531738;120.098251;894.778687;982.739136;462.967834;789.993835;613.626465;127.776031;;;;;;;;;;;;;;;;;;;;;
7;822.728394;689.846680;211.899017;;;;827.592712;979.552246;268.130280;833.766174;638.992310;122.432686;894.221130;982.855042;463.226501;787.416626;614.387756;129.309570;;;;;;;;;;;;;;;;;;;;;
8;820.246643;690.311218;213.133423;;;;826.719849;979.797546;268.642731;831.305847;638.681030;123.747437;893.791260;983.007996;463.474609;784.484863;614.401978;130.744507;;;;;;;;;;;;;;;;;;;;;
9;818.035461;690.231201;214.670197;;;;825.721924;980.257385;268.950256;828.742371;638.471802;124.939552;893.471191;983.121338;463.563049;781.810974;614.364502;132.093674;;;;;;;;;;;;;;;;;;;;;
