Weight14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;10:45:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;881.639465;721.504639;118.307465;833.198059;629.562073;108.499260;762.951599;692.655212;117.492607;1039.423584;860.291748;216.737549;1111.636475;859.627441;350.746063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;881.599243;721.379944;118.296944;833.169739;629.433960;108.351601;762.931335;692.665100;117.533195;1039.468018;860.211853;216.641800;1111.589844;859.707458;350.816315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;881.580383;721.371948;118.302910;833.135986;629.470154;108.418701;762.856384;692.676147;117.482239;1039.100708;860.358398;216.727371;1111.489746;859.815247;350.828979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;881.566833;721.388062;118.225090;833.169189;629.490112;108.505104;762.868774;692.677307;117.482460;1038.968994;860.403748;216.816986;1111.419434;859.831970;350.772003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;881.563171;721.401733;118.261917;833.199524;629.458130;108.334785;762.691895;692.627991;117.602386;1038.959351;860.488281;216.806412;1111.418091;859.706421;350.820007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;881.581726;721.359863;118.206383;833.213074;629.476135;108.252365;762.772827;692.555603;117.547974;1038.876587;860.517822;216.833862;1111.336304;859.744995;350.791046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;881.576965;721.413269;118.149162;833.178650;629.460632;108.265785;762.817017;692.541626;117.484863;1038.792969;860.682556;216.850067;1111.316650;859.715576;350.772461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;881.594788;721.434692;118.213875;833.196533;629.469238;108.276718;762.689453;692.514404;117.569382;1038.727051;860.796265;216.906113;1111.258179;859.666565;350.765015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;881.567444;721.420898;118.225693;833.215881;629.450806;108.329491;762.622681;692.502319;117.644867;1038.546875;860.904297;216.843353;1111.234863;859.614136;350.776825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;881.542419;721.438721;118.188324;833.214355;629.574219;108.500847;762.661621;692.571472;117.723099;1038.498169;861.018127;216.928635;1111.116211;859.611511;350.694580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;881.609619;721.386658;118.162674;833.169067;629.614624;108.485931;762.657715;692.591187;117.706749;1038.440186;861.242493;216.968216;1110.891968;859.411560;350.576080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;881.523499;721.440613;118.367027;833.099426;629.601868;108.536423;762.609070;692.491577;117.775215;1038.370117;861.544739;216.942825;1110.799316;859.317993;350.493164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;881.515564;721.421265;118.335602;833.062500;629.560242;108.545296;762.619263;692.566956;117.765656;1038.260132;861.783020;216.958405;1110.750732;859.329773;350.409821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;881.381836;721.577332;118.484657;833.057556;629.586182;108.679161;762.531616;692.618591;117.748772;1038.213257;861.919556;216.981964;1110.626221;859.247925;350.344513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;881.377563;721.552124;118.637398;832.893555;629.564636;108.790344;762.579712;692.611755;117.765259;1038.089478;862.090698;216.921829;1110.573486;859.071899;350.317993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;881.571655;721.446411;118.839966;832.743530;629.547119;108.958015;762.520142;692.606201;117.859299;1038.058716;862.249329;216.825684;1110.404663;858.828369;350.196320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;881.489502;721.422607;119.102570;832.697754;629.488342;109.129044;762.526306;692.691589;117.967560;1038.132568;862.377075;216.949448;1109.986450;858.649231;350.189575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;881.343872;721.529175;119.298721;832.596802;629.448486;109.341751;762.522095;692.728088;117.999069;1038.046875;862.510742;216.923355;1109.677002;858.472534;350.073212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;881.316650;721.539856;119.647041;832.536682;629.482910;109.622688;762.451233;692.728455;118.077080;1038.358643;862.506531;216.926285;1109.572632;858.265808;350.038147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
