Weight63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:06:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;
82;522.828247;694.854614;198.339935;498.422516;645.117554;110.263412;;;;;;;447.975861;640.388611;124.100433;831.911743;933.864746;484.589600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;521.191467;694.679504;197.479172;497.056030;644.969788;109.141136;;;;;;;446.676819;641.742432;122.247604;831.396729;933.067871;484.558197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;520.030273;694.906555;196.466202;495.776550;645.246765;107.926811;;;;;;;445.465607;641.493164;120.903732;830.384521;932.427429;484.631165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;518.873779;695.015442;195.339081;494.907410;646.229614;106.720604;;;;;;;444.316040;640.998596;120.182610;829.651550;931.689148;484.861694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;517.801270;695.171631;193.964539;493.737457;646.222290;105.138420;;;;;;;442.585724;641.408936;118.738205;828.473755;931.021973;484.929718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;516.739929;695.177002;192.836899;492.736115;646.884583;103.632973;;;;;;;441.312103;641.763977;117.720650;827.824341;930.377258;484.942413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;515.665527;695.378601;191.625046;491.734222;647.026672;102.355301;;;;;;;440.584045;642.267151;116.016785;827.197510;929.569092;485.099884;;;;;;;;;;688.031067;901.588989;326.922791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;515.025146;695.326599;190.340744;490.904572;647.625732;100.921265;;;;;;;439.881195;642.560547;114.306038;826.934326;928.825317;484.933929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;514.262024;695.345825;188.965591;490.208771;647.724487;99.685089;;;;;;;439.240570;642.931885;112.742439;826.571838;928.160461;484.776825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;513.603821;695.469666;187.588394;489.831635;648.576965;98.038612;;;;;;;438.733246;643.151367;111.273743;826.085205;927.582397;484.792969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;512.777344;695.537354;186.498444;489.657013;649.221252;96.272652;;;;;;;438.427185;643.862915;109.183380;825.671021;926.991943;484.562744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;512.093506;695.652161;185.153580;489.026184;650.362183;94.705223;;;;;;;437.544678;644.014404;108.067612;825.312561;926.381226;484.438477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;511.254211;695.850891;184.248962;487.346588;649.663452;94.345016;;;;;;;435.875031;644.685120;108.485809;824.966858;925.759216;484.374664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;510.221893;696.375549;183.925156;484.957855;647.461548;95.609734;;;;;;;434.179382;644.870239;108.835075;824.369995;925.283203;484.438995;;;;;;;;;;;;;684.503174;894.996460;327.025879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;509.134460;696.521606;183.930634;483.156464;646.953857;96.207024;;;;;;;433.065002;644.813660;108.950508;823.543884;924.678467;484.463226;;;;;;;;;;;;;684.261047;894.283447;326.761993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;508.046173;696.447327;184.082520;482.244720;647.889282;96.076073;;;;;;;432.308685;644.718140;108.949997;823.150696;924.069519;484.287872;;;;;;;;;;;;;684.104370;893.540344;326.590149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;506.901520;696.257507;183.805161;481.178497;648.422119;95.849380;;;;;;;430.911255;645.763489;108.775818;822.814636;923.660339;484.207947;;;;;;;;;;;;;684.018372;892.821594;326.390137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;506.059723;695.820557;184.530548;481.134827;647.284729;96.192261;;;;;;;429.293030;645.730164;108.995552;822.595947;923.271606;484.079437;;;;;;;;;;;;;683.924255;892.068176;326.219055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;505.211975;695.434631;184.937424;480.671570;646.683105;96.414040;;;;;;;428.291656;645.279968;109.468437;822.328674;922.864014;484.029480;;;;;;;;;;;;;683.690002;891.571899;326.322174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;504.601532;695.169617;184.710526;479.716553;646.578857;96.716812;;;;;;;428.076202;644.903381;109.326721;821.941833;922.476440;483.990692;;;;;;;;;;;;;683.398376;891.197876;326.459106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;504.023132;694.767944;184.630936;478.765747;645.912964;96.591347;;;;;;;427.771606;645.167725;108.453125;821.636963;922.222107;484.017975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;503.746857;694.565125;184.627777;478.726074;646.293640;95.793365;;;;;;;427.362152;645.159424;107.435455;821.215149;921.884705;483.979126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;503.476166;694.147461;184.208740;477.920990;645.717285;95.401917;;;;;;;426.998230;644.428345;106.684837;820.811646;921.615967;484.062347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;503.228485;693.562134;183.908096;478.502930;645.866882;95.723335;;;;;;;427.066803;643.617310;106.658485;820.504517;921.436035;483.945892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;503.047638;692.671265;184.079010;478.376312;645.417053;95.255135;;;;;;;427.173187;643.030518;106.723038;820.007935;921.229004;483.862427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;502.902863;691.969788;183.949646;478.212158;645.644104;94.684074;;;;;;;427.165649;642.526611;106.554916;819.595581;921.124451;483.975830;;;;;;;;;;;;;;;;681.902710;888.156677;327.019257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;502.857452;691.527954;183.827377;478.526306;645.809814;93.982742;;;;;;;427.168060;642.148987;106.192688;819.259949;920.947205;483.921997;;;;;;;;;;;;;;;;681.346252;887.674194;327.211548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;503.000244;690.886658;183.660294;478.933899;645.510315;93.321686;;;;;;;427.182312;641.751404;105.816513;819.189453;920.666504;484.106903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;503.196991;690.273987;183.304840;479.364624;645.105469;92.853561;;;;;;;427.122986;640.874084;104.721115;818.906128;920.572998;484.140564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;503.642212;689.557983;182.607925;479.494293;644.799500;92.296333;;;;;;;428.484375;640.319641;104.612854;818.541504;920.552673;484.241699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;503.914551;688.801514;182.240479;479.896820;644.555725;91.751198;;;;;;;429.475037;639.492432;104.875984;818.290649;920.551392;484.295319;;;;;;;;;;;;;;;;;;;679.418762;885.804443;328.117676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;504.560516;688.088684;181.977386;480.189392;644.184631;91.316193;;;;;;;430.400818;638.933594;104.972420;818.175842;920.475464;484.373291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;505.181580;687.450806;181.762466;480.223633;643.990784;90.844681;;;;;;;430.537628;638.442566;104.359810;818.330505;920.400391;484.188354;;;;;;;;;;;;;;;;;;;;;;678.859558;884.871521;328.664917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;505.297272;686.744080;181.619080;480.270996;644.041748;90.626686;;;;;;;430.124268;638.421021;103.523964;818.424438;920.383728;484.087982;;;;;;;;;;;;;;;;;;;;;;678.626587;884.609070;328.654022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;505.406158;686.243103;181.617035;480.541199;645.023865;90.363152;;;;;;;430.172546;638.367371;103.299332;818.479004;920.234192;484.118591;;;;;;;;;;;;;;;;;;;;;;678.240356;884.379639;328.876221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;505.476196;685.758362;181.603775;480.689056;645.516724;90.074867;;;;;;;430.411530;638.170715;103.256531;818.382996;920.175110;484.193634;;;;;;;;;;;;;;;;;;;;;;678.088745;883.962463;329.153931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;505.384796;685.437744;181.724915;481.055939;645.728821;89.543694;;;;;;;430.917450;637.990723;103.510612;818.576050;920.100647;484.390411;;;;;;;;;;;;;;;;;;;;;;677.984863;883.741699;329.203888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;505.360443;685.170532;181.798843;481.147949;645.734741;89.407043;;;;;;;430.999847;637.734436;103.704773;818.453613;920.002258;484.622162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;505.258850;684.990479;181.774399;481.106812;645.616821;89.434937;;;;;;;430.743622;637.422607;103.690140;818.344971;919.915100;484.908539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;505.160217;684.883118;181.794449;480.954773;645.405396;89.531586;;;;;;;430.182922;637.384766;103.419579;818.130554;919.773071;485.168579;;;;;;;;;;;;;;;;;;;;;;;;;677.592651;883.360840;329.656891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;504.864563;684.934570;182.043335;480.899689;645.427063;89.544861;;;;;;;;;;817.934204;919.734192;485.308014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;504.487854;684.846252;182.336441;480.822540;645.513916;89.571129;;;;;;;;;;817.850586;919.609619;485.498444;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.469696;638.041992;101.949921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;504.436340;685.031311;182.213043;480.422302;645.348572;90.013336;;;;;;;;;;817.683289;919.523865;485.748627;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.703705;638.101257;102.711342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;504.239380;685.184021;182.202148;480.213562;645.249634;90.274292;;;;;;;;;;817.495789;919.387939;485.903076;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.283264;638.108887;102.908173;677.139404;883.632324;329.845795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;503.921661;685.310608;182.490402;480.012146;644.076965;90.523598;;;;;;;;;;817.359009;919.283691;485.996704;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.246887;638.301758;102.790138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;503.655731;685.541016;182.576904;480.192322;643.628906;90.879753;;;;;;;;;;817.300476;919.265198;486.086395;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.332977;638.591003;102.633675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;503.441376;685.938232;182.678284;479.992615;643.824097;90.872086;;;;;;;;;;817.175476;919.282532;486.053772;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.308563;638.726624;102.568840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;503.441711;686.123779;182.801682;480.084320;644.104065;91.071129;;;;;;;;;;817.157166;919.287109;486.046783;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.301239;638.849426;102.642311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;503.154327;686.342407;182.867401;480.146545;644.195862;91.166199;;;;;;;;;;817.059692;919.366638;486.023163;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.291229;638.859009;102.693169;;;;677.026794;884.551331;329.480103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;503.103424;686.439331;182.925873;480.148956;644.265686;91.185753;;;;;;;;;;816.999634;919.539246;485.962982;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.247437;638.850281;102.650497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;503.414612;686.568237;183.062820;480.226868;644.483276;91.183716;;;;;;;;;;816.939026;919.739929;485.846069;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.287903;638.911072;102.629364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;503.777222;686.777222;182.757690;480.618561;644.637573;90.549553;;;;;;;;;;816.928772;919.985535;485.732727;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.475708;638.972961;102.810585;;;;;;;677.108276;885.550720;329.342865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;504.087585;686.883728;182.441986;480.482239;644.659241;90.878853;;;;;;;;;;816.891296;920.107666;485.699280;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.432404;639.033386;102.774994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;504.311615;686.979919;182.309998;480.457703;645.730103;90.658440;;;;;;;;;;816.943176;920.307251;485.536865;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.508881;639.132446;102.862061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;504.494843;687.052124;182.199921;480.332367;645.127625;90.467819;;;;;;;;;;816.971863;920.571228;485.448792;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.111267;639.301575;102.649490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;504.762024;686.993347;182.107254;480.408783;644.880432;90.523903;;;;;;;;;;817.033203;920.887024;485.332336;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.984528;639.277710;102.729118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;505.032898;686.959595;182.031693;480.584137;644.984436;90.581413;;;;;;;;;;817.095093;921.214539;485.189575;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.831177;639.231384;102.922974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;505.251282;686.988098;181.880447;480.702789;645.128296;90.582420;;;;;;;;;;817.174561;921.494690;485.069183;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.789978;639.213623;103.101173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;505.496948;687.015930;181.823792;480.849792;645.380981;90.491913;;;;;;;;;;817.212341;921.733643;484.866211;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.315369;638.975830;103.581192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;505.722565;687.022217;181.633408;480.937561;645.557190;90.448006;;;;;;;;;;817.296082;921.864197;484.777832;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.589508;638.814575;103.866241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;505.889648;687.137085;181.456100;481.229248;646.382874;90.179657;;;;;;;;;;817.433716;921.962952;484.721741;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.586792;638.792725;103.960953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;506.026398;687.334839;181.040283;481.325775;646.756287;90.046829;;;;;;;;;;817.391602;922.159546;484.651093;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.560303;638.900513;103.832466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;506.166229;687.456421;180.805740;481.428009;646.820007;90.010536;;;;;;;;;;817.436096;922.284180;484.515625;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.694946;639.021729;103.778183;;;;;;;;;;677.364990;887.447937;328.377289;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;506.268982;687.282043;181.131470;481.485535;646.631409;90.043480;;;;;;;;;;817.446350;922.291077;484.460175;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.640350;638.857117;103.677315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;506.311157;687.257507;181.206726;481.663452;646.706055;90.097755;;;;;;;;;;817.423340;922.284302;484.449402;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.568146;638.680725;103.722656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;506.389252;687.251343;181.230606;481.632294;646.709290;89.994232;;;;;;;;;;817.459717;922.371948;484.407593;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.534729;638.655884;103.786736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;506.450439;687.189453;181.235306;481.584015;646.789856;89.946693;;;;;;;;;;817.502563;922.303650;484.403900;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.484772;638.693542;103.820221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;506.550262;687.198425;181.228622;481.706696;646.664856;89.878448;;;;;;;;;;817.462952;922.269043;484.428345;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.558655;638.711792;103.782036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;506.591125;687.206238;181.166840;481.786804;646.612000;89.950272;;;;;;;;;;817.408875;922.190308;484.424042;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.597198;638.733643;103.774071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;506.617279;687.179932;181.135483;481.844666;646.576172;90.007095;;;;;;;;;;817.406982;922.151245;484.501007;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.607269;638.731445;103.739571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;506.657867;687.104004;181.182648;481.796814;646.549561;89.992264;;;;;;;;;;817.512512;922.157104;484.431152;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.660889;638.659973;103.761444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;506.683472;687.139771;181.124344;481.815765;646.564514;89.963478;;;;;;;;;;817.523743;922.074890;484.508301;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.652649;639.853577;103.186111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;506.714020;687.070496;181.069717;481.762238;646.567139;89.904640;;;;;;;;;;817.371277;922.074219;484.445099;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.858429;639.344238;103.189331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;506.728119;687.028625;181.024445;481.715637;646.590759;89.841606;;;;;;;;;;817.327698;922.006287;484.458405;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.745392;638.797119;103.480965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;506.721466;686.955933;181.037125;481.675476;646.595520;89.863571;;;;;;;;;;817.426819;921.962402;484.393280;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.636475;638.613586;103.694710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;506.683716;686.922485;181.025009;481.798798;646.489868;89.941864;;;;;;;;;;817.388916;921.958496;484.456329;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.576355;638.622314;103.719368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;506.678619;686.953125;181.052094;481.671173;646.520630;89.931816;;;;;;;;;;817.408325;921.939941;484.463135;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.548279;638.641479;103.742943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;506.643707;686.863586;181.046814;481.589233;646.576599;89.880707;;;;;;;;;;817.466919;921.953735;484.430267;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.648956;638.712036;103.689713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;506.607697;686.874939;181.014145;481.575348;646.549377;89.830894;;;;;;;;;;817.464111;921.958862;484.398651;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.625671;638.670105;103.680099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;506.585602;686.874878;180.981384;481.552704;646.548828;89.825630;;;;;;;;;;817.487610;921.950928;484.384430;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.628296;638.728821;103.659935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;506.574402;686.860779;180.963547;481.358887;646.411621;89.520721;;;;;;;;;;817.450562;921.952881;484.338196;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.756866;638.968506;103.721001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;506.531494;686.778687;180.990509;481.383331;646.543823;89.697739;;;;;;;;;;817.408203;921.949585;484.323456;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.673187;639.052795;103.586861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;506.467102;686.801270;180.957642;481.433594;646.554260;89.667793;;;;;;;;;;817.425964;921.972534;484.260315;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.665710;639.080566;103.555283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;506.444794;686.794006;181.005478;481.340454;646.342773;89.329147;;;;;;;;;;817.411560;921.981384;484.235779;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.674164;639.053467;103.517593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;506.427765;686.773926;180.977188;481.259308;646.439514;89.495895;;;;;;;;;;817.402283;921.900024;484.229523;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.640656;639.019165;103.527374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;506.405731;686.742249;181.043732;481.289673;646.467102;89.574585;;;;;;;;;;817.385437;921.854309;484.267395;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.723297;638.947998;103.605553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;506.406036;686.767395;180.893387;481.315704;646.233826;89.317818;;;;;;;;;;817.423462;921.842529;484.280640;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.753265;638.905518;103.650284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;506.391327;686.735901;181.009598;481.331207;646.390564;89.465149;;;;;;;;;;817.363403;921.871277;484.257477;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.707550;638.882141;103.673157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;506.385071;686.703857;181.057709;481.363373;646.351563;89.597786;;;;;;;;;;817.338745;921.865784;484.218048;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.718933;638.890930;103.665649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;506.343414;686.609863;181.068405;481.451202;646.347290;89.673973;;;;;;;;;;817.336426;921.771240;484.247681;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.641418;638.956848;103.551811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;506.372101;686.668884;181.024490;481.444641;646.346680;89.631660;;;;;;;;;;817.308105;921.741638;484.350647;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.651337;638.963501;103.487427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;506.372192;686.622803;181.022476;481.431580;646.269165;89.315712;;;;;;;;;;817.261230;921.750427;484.388092;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.740204;638.943359;103.509781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;506.419983;686.625061;180.977783;481.356140;646.352173;89.435165;;;;;;;;;;817.291870;921.632568;484.360016;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.660797;638.920959;103.524475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
