Weight24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:29:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;882.833740;714.515991;108.034149;827.976624;628.091675;104.229118;764.751587;684.135986;117.023811;1128.839233;845.248291;380.737183;1077.618164;856.869568;205.442947;;;;;;;;;;;;;;;
2;882.770691;714.578735;107.990395;828.021057;628.073120;104.242447;764.800659;684.127502;116.955330;1128.835449;845.256897;380.706512;1077.606079;856.950012;205.419586;;;;;;;;;;;;;;;
3;882.949402;714.508606;108.049026;827.949829;628.104492;104.189125;764.782532;684.125305;116.955757;1128.749756;845.256226;380.648315;1077.689087;857.099426;205.390793;;;;;;;;;;;;;;;
4;883.086426;714.499084;108.424828;827.974487;628.102112;104.234901;764.795471;684.126831;116.958099;1128.635498;845.257568;380.662628;1077.765381;857.215820;205.347107;;;;;;;;;;;;;;;
5;882.995361;714.636414;108.484085;827.999512;628.080505;104.254921;764.793762;684.096619;117.042412;1128.556885;845.269592;380.619141;1077.744385;857.344788;205.257660;;;;;;;;;;;;;;;
6;882.578247;714.682312;108.204399;827.967407;628.096802;104.280632;764.779968;684.088379;117.071205;1128.271729;845.315918;380.163269;1077.751953;857.362549;205.156693;;;;;;;;;;;;;;;
7;882.534607;714.980408;108.253487;827.959900;628.129150;104.325890;764.810547;684.078735;117.052078;1128.037476;845.317627;380.043121;1077.735718;857.408508;205.050720;;;;;;;;;;;;;;;
8;882.389526;714.762573;108.198212;827.959961;628.133911;104.333366;764.801636;684.102295;117.019699;1127.985840;845.259827;380.065613;1077.753906;857.534424;205.017349;;;;;;;;;;;;;;;
9;882.602112;714.722717;108.553291;827.948242;628.151489;104.340958;764.743164;684.105286;117.003784;1127.865479;845.255737;379.971863;1077.809570;857.837891;204.953751;;;;;;;;;;;;;;;
10;882.662964;714.746094;108.769547;827.913635;628.126953;104.462608;764.745728;684.091919;117.070145;1127.697144;845.265137;379.938538;1077.841187;858.019043;204.891113;;;;;;;;;;;;;;;
11;882.467285;714.850037;108.814827;827.886414;628.126099;104.536835;764.773376;684.089478;117.075661;1127.526123;845.193359;379.852509;1077.967163;858.239746;204.868759;;;;;;;;;;;;;;;
12;882.464111;714.859802;108.968307;827.816467;628.122375;104.605453;764.654602;684.152893;117.156799;1127.243286;845.149048;379.801605;1077.895020;858.757568;205.033936;;;;;;;;;;;;;;;
13;882.516174;714.819397;109.094704;827.787720;628.229858;104.624504;764.708496;684.100403;117.119942;1127.061401;845.209106;379.705872;1077.892456;858.925293;204.904816;;;;;;;;;;;;;;;
14;882.631653;714.781677;109.288956;827.785706;628.245911;104.750755;764.756958;684.089600;117.088379;1126.908813;845.231506;379.682922;1077.997314;859.171082;204.930634;;;;;;;;;;;;;;;
15;882.582703;714.736816;109.463181;827.719482;628.228088;104.914253;764.647949;684.125488;117.242615;1126.729980;845.111877;379.527039;1077.977173;859.399841;204.853455;;;;;;;;;;;;;;;
16;882.725464;714.743286;109.624825;827.651672;628.213928;105.122345;764.406494;684.197266;117.612656;1126.603760;845.181519;379.391388;1078.033203;859.634827;204.771057;;;;;;;;;;;;;;;
17;882.746277;714.766235;109.640854;827.552124;628.290771;105.247139;764.273254;684.201660;117.709282;1126.326050;845.207458;379.295990;1078.036621;859.866455;204.755844;;;;;;;;;;;;;;;
18;882.874268;714.680237;109.800087;827.524902;628.311157;105.433289;764.554016;684.115906;117.277344;1126.136841;845.202271;379.217285;1078.084717;859.994202;204.681046;;;;;;;;;;;;;;;
19;882.871338;714.574890;110.194130;827.456055;628.407593;105.592743;764.487610;684.182922;117.527138;1125.989136;845.143127;379.196411;1078.121948;860.205688;204.686523;;;;;;;;;;;;;;;
20;883.008301;714.458252;110.236877;827.410278;628.402832;105.778793;764.636963;684.083008;117.380379;1125.730347;845.163757;379.117096;1078.203247;860.282776;204.575531;;;;;;;;;;;;;;;
21;882.771362;714.470459;110.510948;827.388428;628.468445;105.939087;764.694458;684.059204;117.284264;1125.538208;845.130249;379.062744;1078.186035;860.392273;204.514618;;;;;;;;;;;;;;;
22;882.827820;714.633911;110.625328;827.343079;628.513062;106.097160;764.443848;684.256775;117.726791;1125.411499;845.140137;378.946869;1078.234741;860.668457;204.581345;;;;;;;;;;;;;;;
23;883.140198;714.673828;110.596230;827.265137;628.573914;106.276390;764.364258;684.286194;117.912010;1125.263306;845.050720;378.867737;1078.262329;860.810425;204.595490;;;;;;;;;;;;;;;
24;883.230408;714.684265;110.649307;827.118652;628.547241;106.526245;764.613342;684.187805;117.661423;1125.058594;845.121765;378.810028;1078.313354;861.004761;204.564926;;;;;;;;;;;;;;;
25;883.258728;714.706726;110.862015;826.849548;628.637268;106.867073;764.626831;684.264526;117.540894;1124.870239;845.166504;378.674805;1078.349854;861.140503;204.566025;;;;;;;;;;;;;;;
26;883.152588;714.736328;111.109077;826.713196;628.649536;107.082596;764.534363;684.299927;117.585716;1124.459351;845.207520;378.354584;1078.455688;861.353088;204.513458;;;;;;;;;;;;;;;
27;882.858398;715.024841;111.739098;826.591125;628.813782;107.137329;764.412537;684.413147;117.638977;1124.116089;845.242310;378.148926;1078.621460;861.480347;204.401093;;;;;;;;;;;;;;;
28;882.450989;715.287720;112.284584;826.742615;628.987122;107.613518;764.333435;684.550720;117.688240;1123.766113;845.287964;377.935211;1078.742065;861.670959;204.324783;;;;;;;;;;;;;;;
29;882.299072;715.310425;112.713745;826.529785;629.137268;107.880814;764.173096;684.724182;118.135582;1123.269043;845.112732;377.833588;1078.864014;861.811462;204.272781;;;;;;;;;;;;;;;
30;882.521973;715.332336;113.153046;826.350830;629.334473;108.219803;763.971741;684.964539;118.451805;1122.908569;845.149231;377.676666;1079.170166;862.001343;204.378281;;;;;;;;;;;;;;;
31;882.651611;715.176147;113.854652;826.277405;629.799744;108.396965;763.705078;685.269104;118.852417;1122.460693;845.326904;377.641876;1079.341675;862.134644;204.221664;;;;;;;;;;;;;;;
32;882.750488;715.156311;114.389786;825.941650;629.721375;108.952950;763.573120;685.478271;119.219879;1121.923096;845.470581;377.689209;1079.474976;862.432312;204.140884;;;;;;;;;;;;;;;
33;882.910278;715.278381;114.819183;825.453125;630.032715;109.992264;763.444458;685.679688;119.438286;1121.379028;845.568787;377.349976;1079.688965;862.622986;204.061859;;;;;;;;;;;;;;;
34;882.877747;715.494507;115.165077;825.094788;630.519165;110.865387;763.525879;686.157898;119.885735;1120.837158;845.700256;377.311676;1079.834106;862.796997;204.010284;;;;;;;;;;;;;;;
35;882.270264;715.946716;115.969246;824.923828;630.897461;111.534866;762.862610;686.558044;120.392487;1120.277954;845.697937;377.403259;1079.955811;862.927002;203.960037;;;;;;;;;;;;;;;
36;881.594543;716.497131;116.747818;824.774475;631.268494;112.605171;762.468140;686.976624;120.873772;1119.772827;845.769714;377.181946;1080.178101;863.023682;203.755539;;;;;;;;;;;;;;;
37;881.044495;717.129639;117.508354;824.467590;631.621216;113.810265;762.431580;687.299255;121.579422;1119.150879;845.817078;376.870453;1080.356445;863.287476;203.751068;;;;;;;;;;;;;;;
38;881.035339;717.815857;118.487846;824.130127;631.965210;115.048767;762.277588;687.691040;122.655037;1118.371582;845.905212;376.548798;1080.410278;863.415161;203.806519;;;;;;;;;;;;;;;
