Weight51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;17:36:58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;858.874084;670.612976;171.976913;815.203308;609.961914;107.096634;969.304688;862.925598;262.493896;774.883301;619.148682;114.609428;1039.687622;870.791992;368.213196;;;;;;;;;;;;;;;;;;
2;858.801392;670.778870;172.015915;815.709961;609.687439;107.097183;969.304504;863.033264;262.629822;774.675720;619.276672;114.496361;1039.654175;870.871765;368.379578;;;;;;;;;;;;;;;;;;
3;858.129333;670.734497;172.567383;816.168030;609.443665;107.151497;969.231689;863.145935;263.089722;774.532288;619.343445;114.458870;1039.701050;870.968506;368.541016;;;;;;;;;;;;;;;;;;
4;858.418457;671.084229;172.428253;816.825867;609.213440;106.962936;969.239502;863.212158;263.570251;774.413818;619.357788;114.428757;1039.722046;871.072144;368.640991;;;;;;;;;;;;;;;;;;
5;858.502808;671.220276;172.363388;817.461243;609.368713;106.848213;969.173950;863.391846;263.784607;774.251465;619.336182;114.373299;1039.843262;871.221191;368.907166;;;;;;;;;;;;;;;;;;
6;858.411316;671.495117;172.651886;818.028503;609.744507;106.439774;969.210083;863.686218;263.975525;774.173279;619.331299;114.384056;1039.760132;871.240173;369.012543;;;;;;;;;;;;;;;;;;
7;858.308350;671.639160;173.080200;818.513489;610.225952;105.981224;969.225830;863.880554;263.992371;774.134094;619.309509;114.376709;1039.763550;871.330872;369.085938;;;;;;;;;;;;;;;;;;
8;858.177979;671.656860;173.169815;818.860718;610.665955;105.567482;968.824219;864.111877;264.345337;774.231079;619.318359;114.491287;1039.786255;871.427307;369.183411;;;;;;;;;;;;;;;;;;
9;858.136047;671.761658;173.345718;818.954590;611.085510;104.975548;968.533997;864.100525;264.906555;774.140259;619.297791;114.448654;1039.733398;871.544922;369.189392;;;;;;;;;;;;;;;;;;
10;858.151611;671.943970;173.482941;819.164124;611.495239;104.519135;968.822510;864.156006;265.120819;774.065918;619.294189;114.471954;1039.689941;871.551392;369.347961;;;;;;;;;;;;;;;;;;
11;858.089966;672.103088;173.516388;819.650940;611.465393;104.260574;968.937317;864.188354;265.238403;774.019531;619.285767;114.478050;1039.391479;871.817688;369.934601;;;;;;;;;;;;;;;;;;
12;857.743652;672.189575;174.006912;820.269348;611.233398;104.340050;968.765991;864.468872;265.720398;773.964966;619.237915;114.539154;1039.135010;872.132202;370.426697;;;;;;;;;;;;;;;;;;
13;857.709839;672.342529;174.023804;820.899231;610.801208;104.190865;968.684509;864.579407;266.151001;773.876343;619.210022;114.565468;1039.118896;872.369995;370.798553;;;;;;;;;;;;;;;;;;
14;857.618225;672.393555;174.431534;821.617859;610.622375;104.166725;968.620483;864.708435;266.462006;773.803345;619.192810;114.592491;1039.129272;872.578064;371.038940;;;;;;;;;;;;;;;;;;
15;857.620972;672.535217;174.353394;822.042725;610.519409;104.222595;968.437622;864.938477;266.884125;773.763000;619.179077;114.610207;1039.043091;872.827515;371.248108;;;;;;;;;;;;;;;;;;
16;857.647827;672.682922;174.363739;822.673462;610.602661;104.163132;968.198792;865.119934;267.228760;773.811523;619.067383;114.414833;1038.906250;873.019836;371.517792;;;;;;;;;;;;;;;;;;
17;857.559265;672.815125;174.417557;823.110107;609.939819;103.884109;968.058472;865.221680;267.510925;773.901733;619.219116;114.259933;1037.842407;873.074768;372.613739;;;;;;;;;;;;;;;;;;
18;857.584717;672.935120;174.508392;823.778931;610.337524;103.773972;967.883484;865.482178;267.773926;773.682556;619.547791;113.807175;1037.672607;873.666016;373.130768;;;;;;;;;;;;;;;;;;
19;857.482239;672.953308;174.589249;824.117615;611.220032;103.257965;967.708252;865.619141;267.896362;773.610535;619.716064;113.592453;1037.768066;873.948486;373.226044;;;;;;;;;;;;;;;;;;
20;857.423157;673.052979;174.591125;824.178528;612.067749;102.522514;967.598145;865.695740;267.978363;773.583801;619.647217;113.526039;1037.706421;874.062134;373.255035;;;;;;;;;;;;;;;;;;
21;857.336914;673.143433;174.667557;824.283386;612.733887;102.025818;967.409241;865.861877;268.142578;773.563477;619.554749;113.576065;1037.630249;874.114258;373.441925;;;;;;;;;;;;;;;;;;
22;857.308655;673.256531;174.639832;824.342651;613.073547;101.750763;967.304382;865.869019;268.636902;773.747620;619.500427;113.932922;1037.501465;874.226135;373.544525;;;;;;;;;;;;;;;;;;
23;857.288452;673.393738;174.594971;824.382263;613.018555;101.649208;967.128479;866.025269;268.573212;773.489136;619.454956;113.719063;1037.308472;873.810181;373.715332;;;;;;;;;;;;;;;;;;
24;857.236877;673.392273;174.643784;824.440430;612.825195;101.684479;966.963440;866.138245;268.703064;773.425354;619.470093;113.528557;1037.154053;873.821106;373.801270;;;;;;;;;;;;;;;;;;
