Weight64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;11:19:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;870.769531;717.757996;124.804222;840.037415;633.097839;75.092079;759.875671;675.760681;81.989250;1035.776489;910.992737;345.697235;1035.193359;892.018066;508.232849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;870.772461;717.771179;125.000954;839.798889;633.026550;75.564667;759.964172;675.752991;82.050423;1035.813354;911.197632;345.762939;1034.773438;892.009399;508.171295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;870.704773;717.944153;125.331085;839.733093;632.918640;75.950684;760.121643;675.708740;82.391235;1035.724243;911.556885;345.740784;1034.401611;892.029419;508.037354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;870.577393;718.065063;125.663948;839.697815;632.762512;76.272232;760.156799;675.694580;82.629494;1035.664795;911.944763;345.953796;1033.884033;892.104309;507.900055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;870.463013;718.221252;125.972191;839.571167;632.826904;76.877441;760.072815;675.708435;82.729149;1035.401733;912.415833;345.937042;1033.352783;892.163696;507.776306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;870.270325;718.238342;126.356560;839.481689;632.777405;77.423485;760.092529;675.721924;82.894226;1035.290527;912.818970;346.125977;1032.758057;892.185913;507.824707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;869.991760;718.313171;126.949539;839.406738;632.586365;77.940781;760.138611;675.712280;82.997040;1035.232300;913.180786;346.371063;1032.248779;892.218567;507.754028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;869.744995;718.275757;127.454384;839.325317;632.384155;78.478607;760.041443;675.811768;83.240898;1035.037354;913.582642;346.410828;1031.741211;892.394287;507.528870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;869.671387;718.305786;127.820450;839.244873;632.103516;79.158562;760.170410;675.744263;83.270241;1034.853394;913.809937;346.632050;1031.660278;892.418213;507.593567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;869.595764;718.389771;128.066406;839.474182;631.862183;80.035522;760.336914;675.756470;83.363007;1034.833984;914.083252;346.795746;1030.953491;892.549194;507.446381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;869.374390;718.652405;128.363190;839.446594;631.707153;80.647865;760.338379;675.784302;83.557159;1034.637695;914.412964;346.868256;1029.975342;892.676453;507.377625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;869.292786;718.960571;129.331451;839.342102;631.989685;81.473534;760.317078;675.832764;83.843285;1034.522217;914.808167;346.940338;1028.945679;892.730896;507.191864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;869.201965;719.294739;129.984055;839.129578;632.118713;82.548943;760.279114;675.777893;84.051468;1034.393677;915.241455;347.083313;1027.899780;892.769287;507.325684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;868.858765;719.248779;130.821701;838.996216;632.072327;83.548454;760.268066;675.781494;84.449303;1034.391113;915.667419;347.214294;1026.902100;892.797607;507.539246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;868.913940;719.548462;131.458267;839.071594;632.079041;84.991386;760.272339;675.758606;84.936905;1034.483887;916.049072;347.324585;1026.410034;892.865784;507.484680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;868.495361;719.681091;132.172485;839.112244;631.918579;86.219894;760.169189;675.643005;85.644035;1034.585693;916.394165;347.424835;1025.794556;892.962280;507.584839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;868.213257;719.990173;133.054153;839.002991;631.765259;87.457405;760.102966;675.427734;86.674042;1034.732422;916.810181;347.732849;1024.626465;892.879761;507.863190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;867.697815;720.200134;133.978943;838.751892;631.761658;88.696869;759.986633;675.237488;87.670937;1034.679932;917.203857;348.018372;1023.242798;892.789612;508.112885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;867.035828;720.323853;134.935074;838.712891;632.081665;90.717270;759.685730;675.125854;88.643661;1034.455566;917.476563;348.544952;1022.224670;892.751221;508.233337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;866.483826;720.432007;135.834091;838.297363;631.773621;92.165306;;;;1034.200195;917.814819;349.091156;1021.685120;892.861816;508.166901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;865.879028;720.709656;137.161163;837.732239;631.343079;93.627808;;;;1034.017334;918.206177;349.677734;1020.534729;892.928894;508.508270;758.965942;675.000549;90.245407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;864.784424;721.036865;138.223999;836.977783;631.065796;95.269272;;;;1033.739258;918.562805;350.365234;1019.329529;892.866516;509.216797;758.432129;674.682129;91.209496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;864.168457;721.203979;139.293152;836.171692;630.908997;96.911049;;;;1033.306030;919.043640;350.891083;1018.445435;892.922119;509.613922;757.506470;674.282776;93.005844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;863.467285;721.224121;140.428894;835.384521;631.089722;99.084518;;;;1033.340088;919.336487;351.365662;1017.949036;892.955994;509.867218;756.363586;673.919556;94.608238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;862.504211;721.370178;141.635971;834.672302;631.261108;100.301804;;;;1033.247437;919.726440;351.874420;1017.178589;892.998596;510.311615;755.232117;673.562683;96.354126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;860.972473;721.464233;143.557602;833.856995;631.141296;102.140427;;;;1032.824463;920.149048;352.458588;1016.267334;893.028137;510.873749;754.485352;673.364563;97.614159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;859.775635;721.559326;144.953781;832.792114;630.568848;104.585808;;;;1032.057495;920.527466;353.160583;1015.241394;893.116089;511.281128;753.811707;672.998474;98.990318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;858.628357;721.564087;146.131302;831.322510;629.791382;106.436897;;;;1031.369263;920.709045;353.823669;1014.743469;893.210388;511.261749;752.359924;672.559631;100.738716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;857.058167;721.805054;147.577240;830.004333;629.723877;108.326149;;;;1030.727783;920.885071;354.088074;1013.976501;893.217224;511.555756;750.566345;672.329102;102.389549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;855.305298;722.031067;148.840347;828.664673;629.810913;109.922035;;;;1030.285156;921.102051;354.441589;1012.936157;893.205811;511.939270;749.118958;672.061523;104.196999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;853.351074;721.855530;150.212784;827.012024;629.709290;111.872345;;;;1029.438232;921.369568;355.009735;1011.719543;893.208984;512.550232;747.612671;671.757874;106.384483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;851.633850;721.955078;152.140060;825.122314;629.847351;113.615166;;;;1028.488037;921.552124;355.792725;1011.329590;893.275879;512.576172;745.578125;671.571411;107.371407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;849.898254;722.146057;153.673767;823.313721;629.719116;115.554726;;;;1027.879761;921.833130;356.125641;1010.805359;893.328613;512.390442;743.640991;671.117676;109.576561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;847.116455;722.412170;155.058258;821.509277;629.465393;117.599625;;;;1027.206909;922.078796;356.435059;1009.903625;893.241516;512.639587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;845.104187;722.487488;156.426544;819.089050;629.440186;119.289711;;;;1025.859253;922.216736;356.772278;1009.101318;893.064575;513.168091;;;;739.537659;670.272705;113.248528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
