Weight62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/05/06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:17:17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;828.500122;707.066223;131.656754;719.258484;656.772461;145.803604;786.486572;611.830933;131.395630;1063.677368;840.131470;362.371399;1045.175659;874.880066;193.279160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;825.428833;707.420532;132.877045;715.985779;657.000122;147.785233;783.269104;611.926270;133.114273;1062.038818;840.008362;361.872833;1042.718750;874.726196;193.066010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;821.995544;707.169556;134.287613;712.529175;656.949219;149.887619;779.967590;612.026794;134.260117;1060.850952;840.030518;361.942749;1039.812988;874.568237;193.159882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;818.850647;707.453552;135.560562;709.626770;657.369995;150.882614;776.619629;612.093262;135.728577;1059.089233;839.971191;362.101471;1037.232178;874.388062;193.168747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;816.237244;707.310120;136.111343;705.884399;657.636841;152.698090;772.726013;612.247192;136.970245;1057.116821;839.764160;361.714325;1033.916626;874.341736;193.444778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;811.875854;707.198730;137.035675;702.406372;657.729065;154.499725;769.085388;612.380188;138.645752;1055.651855;839.726074;361.667572;1030.534668;874.229370;193.400742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;808.150574;707.288147;138.540787;698.533447;658.036621;156.394897;765.065491;612.706909;140.203476;1053.767944;839.576660;361.705261;1027.618774;873.927795;193.387802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;804.692444;707.327698;139.477737;694.745667;658.471924;158.174103;761.308105;612.558350;141.206207;1051.627197;839.583374;361.270020;1024.319214;873.703918;193.130188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;800.263184;707.628296;140.872238;690.968445;658.867920;159.075928;756.820679;612.730286;142.650894;1049.842651;839.497559;361.398987;1021.234253;873.458740;193.101379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
