Weight14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;11:10:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;869.453552;734.184814;120.813339;758.898010;678.022705;109.178291;1060.513428;880.636963;360.213379;1003.439087;901.694946;174.400864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;869.308960;734.308594;120.927864;758.959412;677.916382;109.144341;1060.700562;880.587585;360.133179;1003.505127;901.690979;174.461288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;869.169983;734.461609;121.091858;759.075073;677.707703;109.437889;1060.624634;880.585693;360.006836;1003.549500;901.796997;174.471512;839.301575;639.590881;95.901070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;869.056519;734.522400;121.235741;759.143005;677.637451;109.634491;1060.788574;880.489075;359.772736;1003.473938;901.807861;174.545975;839.173096;639.896606;95.930580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;868.889954;734.706787;121.354408;759.159241;677.529846;109.610168;1060.874390;880.514526;359.678162;1003.482178;901.793945;174.645615;839.291443;640.090576;96.454216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;868.749512;734.921021;121.466515;759.191406;677.404663;109.702827;1060.808350;880.507935;359.593414;1003.560913;901.779907;174.707596;839.353821;640.173523;96.835419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;868.346619;735.431091;121.700760;759.167908;677.218628;109.674110;1060.863037;880.470520;359.515656;1003.562317;901.771606;174.752930;839.480774;640.308960;97.159050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;868.260986;735.433899;122.012283;759.233215;677.066650;109.664139;1060.856689;880.379578;359.481079;1003.594971;901.890808;174.722641;839.425415;640.473022;97.334656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;868.312561;735.417603;122.163673;759.325623;677.069397;109.647346;1060.496582;880.527771;359.259644;1003.486755;902.083130;174.890030;839.350037;640.645630;97.423820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;868.167908;735.441284;122.775391;759.329834;677.026123;109.566780;1060.760010;880.400391;359.243530;1003.426331;902.219177;175.088150;839.395935;640.883972;97.655708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;867.644653;735.765076;123.228088;759.494080;677.064453;109.289520;1060.778809;880.373047;359.189911;1003.504944;902.333679;175.227707;839.230652;641.863342;97.412575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;866.724426;736.731812;123.858444;759.313843;677.090454;109.406029;1060.646118;880.296509;359.038971;1003.430054;902.534180;175.281219;839.231323;642.220703;98.022163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;866.328430;737.205627;124.341057;759.061157;677.265747;109.062958;1060.536987;880.294189;358.976349;1003.370117;902.752686;175.481201;839.606079;641.366455;99.439674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;865.970459;737.648682;124.722260;758.896423;677.498291;109.164131;1060.433105;880.453369;358.663513;1003.432068;902.826904;175.643570;839.537720;641.035522;100.826248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;865.700134;737.872864;125.161530;758.505798;677.752930;109.245422;1060.425659;880.346558;358.803192;1003.254333;903.168335;175.838882;839.401123;641.063904;101.613457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;865.582581;738.140198;125.563812;;;;1060.409912;880.260376;358.805206;1003.222778;903.463257;176.112122;839.276794;641.441040;102.101715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
