Sequential04;;;
Date:;2025/04/15;;
Time:;13:02:50;;
Type:;test;;
Description:;"";;
Notes:;"";;
TRAJECTORIES;;;
200.000000;Hz;;
;*1;;
Field #;X;Y;Z
1;875.158813;687.881470;110.981712
2;875.279968;687.858582;110.945534
3;875.195679;687.858154;110.924225
4;875.157898;687.860107;110.935417
5;875.183960;687.895142;110.964005
6;875.167236;687.867737;110.942513
7;875.174805;687.864075;110.930168
8;875.243530;687.824219;110.921509
9;875.235657;687.885498;110.915123
10;875.186829;687.860535;110.888428
11;875.187927;687.964600;110.886353
12;875.260132;687.841370;110.870491
13;875.224487;687.851257;110.883125
14;875.181946;687.849304;110.890556
15;875.239136;687.863403;110.880081
16;875.197327;687.852661;110.881447
17;875.253296;687.850159;110.879593
18;875.248230;687.871765;110.901802
19;875.187134;687.871460;110.925079
20;875.221863;687.872437;110.919067
21;875.176636;687.862488;110.930107
22;875.185608;687.894043;110.962997
23;875.232056;687.904907;110.953941
24;875.204590;687.902832;110.955727
25;875.241333;687.828430;110.926514
26;875.205994;687.882568;110.953232
27;875.175293;687.875427;110.935463
28;875.161682;687.861267;110.935875
29;875.206726;687.966125;110.916054
30;875.229431;687.923889;110.907303
31;875.228821;687.898682;110.912834
32;875.224854;687.896973;110.916946
33;875.223877;687.899780;110.917046
34;875.204285;687.941528;110.870468
35;875.209229;688.026001;110.823006
36;875.269531;688.035950;110.758369
37;875.330444;687.984802;110.803993
38;875.286255;687.975647;110.812920
39;875.295105;688.003357;110.762634
40;875.302002;687.994446;110.813705
41;875.218201;687.954407;110.856544
42;875.179932;687.954956;110.911629
43;875.178101;687.958618;110.920265
44;875.197510;687.989014;110.942360
45;875.161133;688.026123;111.134689
46;875.043030;688.023132;111.339233
47;874.951782;687.957336;111.455002
48;875.125793;688.024048;111.543762
49;874.842651;688.116028;111.520988
50;874.635010;688.135315;111.626495
51;874.512634;688.233948;111.729698
52;874.339844;688.265442;111.853874
53;874.241211;688.334595;112.017166
54;874.082214;688.407959;112.145660
55;873.871277;688.497803;112.329750
56;873.636047;688.663696;112.427773
57;873.257690;688.891663;112.599953
58;872.842773;689.110657;112.871735
59;872.339355;689.347900;113.383339
60;871.428101;689.704041;114.020554
61;870.707397;689.998230;114.408493
62;870.112427;690.210205;115.152435
63;869.588013;690.227844;115.957207
64;868.760254;690.405029;116.421394
65;867.939880;690.326233;117.741493
66;866.806519;690.402344;118.863373
67;865.763611;690.716858;119.625488
68;864.883423;691.097168;120.002556
69;863.884338;691.385681;121.075218
70;862.111084;691.826050;122.330956
71;860.573853;692.175720;123.443184
72;859.498596;692.725281;123.680138
73;858.411926;693.066345;124.765434
74;856.697388;693.227173;126.598160
75;855.052429;693.093994;127.825279
76;853.667053;693.485168;128.125854
77;852.140869;693.587158;129.775192
78;850.230896;693.667542;131.382858
79;848.109924;693.811340;132.389236
80;846.118042;693.902405;133.501663
81;843.891846;693.950378;134.204071
82;841.952087;693.659546;136.102859
83;839.043945;693.715942;136.861450
84;836.353088;693.842957;138.927505
85;833.224731;693.971741;140.089340
86;830.725220;693.879395;141.223862
87;827.185059;694.022095;142.623489
88;823.651733;694.209595;144.199707
89;820.265381;694.356567;145.552170
90;816.828308;694.438293;147.209869
91;812.805603;694.677368;148.607254
92;808.958191;694.694397;150.658615
93;805.665161;694.584839;152.219101
94;801.850769;694.595459;153.190002
95;797.750671;694.691528;154.529266
