Trial06;;;
Date:;2025/04/01;;
Time:;13:50:58;;
Type:;test;;
Description:;"";;
Notes:;"";;
TRAJECTORIES;;;
200.000000;Hz;;
;*1;;
Field #;X;Y;Z
1;351.825317;690.563782;107.906189
2;351.683197;690.268188;108.599060
3;351.422394;689.969604;109.305824
4;351.416931;689.519226;110.227203
5;351.277679;689.095215;110.952164
6;351.103271;688.730347;111.737259
7;351.072479;688.182190;112.446938
8;351.042633;687.639221;113.119453
9;350.981110;686.822937;113.939728
10;350.821442;685.902466;114.930603
11;350.806549;685.123352;115.924072
12;350.822205;684.156799;117.002136
13;350.630066;682.671082;118.043137
14;350.439819;681.460083;119.078735
15;350.241364;679.955627;119.984787
16;350.135162;678.307983;120.957283
17;350.006470;676.714478;121.928375
18;349.921478;674.795654;123.313354
19;349.823273;672.646545;124.272896
20;349.637939;670.727112;125.314728
21;349.363098;668.394592;126.608971
22;349.184021;666.056641;127.812996
23;349.261658;663.712097;128.964294
24;349.140259;661.220459;130.015274
25;348.917877;658.377686;131.266861
26;348.641388;655.727722;132.497391
27;348.529694;653.045410;133.972900
28;348.316254;650.194885;135.186371
29;347.908875;647.372864;136.603363
30;347.900024;644.369568;137.761230
31;347.946869;641.266052;139.086197
32;347.847931;638.202515;140.168381
33;347.779602;635.050659;141.312134
34;347.754852;631.781921;142.351242
35;347.936188;628.513123;143.590759
36;347.749084;625.282043;144.727982
37;347.671448;622.014893;145.762070
38;348.003662;618.621460;146.821075
39;347.926910;615.201294;148.075821
40;347.852081;611.814941;149.360016
41;348.217346;608.333130;150.344864
42;348.472900;604.799500;151.484207
43;348.772614;601.382874;152.069839
44;348.723297;597.843445;152.971420
45;349.183075;594.256775;153.747406
46;349.358551;590.742004;154.456696
47;349.523071;586.986145;155.264740
48;349.807281;583.446289;156.150696
49;349.946686;579.841797;157.158997
50;350.198181;576.080505;157.617859
51;350.537231;572.341003;157.659622
52;350.804138;568.765137;158.310806
53;351.047882;564.960388;159.013077
54;351.210266;561.459717;159.443253
55;351.508331;557.840515;159.576706
56;351.990143;554.289063;159.473206
57;352.450134;550.774597;159.799591
58;352.842010;547.080872;159.865479
59;352.868225;543.372498;160.061874
60;353.435730;539.764099;159.722809
