Präzision59;;;
Date:;2025/04/22;;
Time:;15:54:40;;
Type:;test;;
Description:;"";;
Notes:;"";;
TRAJECTORIES;;;
200.000000;Hz;;
;*1;;
Field #;X;Y;Z
1;885.474670;645.602783;145.195129
2;885.341736;645.592041;145.393616
3;885.229858;645.542908;145.766663
4;885.331665;645.347778;146.267319
5;885.043091;645.362427;147.048294
6;884.516418;645.380676;147.927490
7;883.733032;645.435669;148.756958
8;882.618408;645.637817;149.791901
9;881.430786;645.613586;150.236115
10;880.076294;645.821716;151.050552
11;879.512451;645.700378;152.042191
12;878.854980;645.685486;152.870972
13;877.317261;645.661743;153.676727
14;875.588806;645.681396;155.347336
15;873.976196;645.798889;156.771515
16;872.239502;645.679626;157.785263
17;870.403503;645.894592;158.189575
18;868.414001;645.791443;159.058029
19;866.469299;645.621765;159.759644
20;864.117493;646.389160;161.291336
21;861.685059;646.101501;162.513016
22;859.055054;646.275757;163.511688
23;856.403503;646.442200;164.547516
24;854.053833;646.318909;165.737000
25;850.891357;646.372803;166.487534
26;848.426331;646.612732;167.847260
27;845.258484;646.486023;168.904556
28;842.066956;646.832764;169.713821
29;839.203369;646.580322;170.574875
30;835.913818;646.866028;171.401962
31;832.949280;646.955261;172.290054
32;828.859436;647.346069;173.616852
33;826.040405;647.212830;174.522537
34;822.518738;647.373352;175.040817
35;819.072693;647.260071;176.256134
36;815.644287;647.212219;176.952698
37;811.993530;647.582764;177.397141
38;808.353577;647.566895;178.644623
39;804.531616;647.654785;179.579224
40;800.937439;647.854858;180.171844
41;797.359863;647.609314;180.619308
42;793.617249;647.905151;181.358276
43;789.643860;648.291138;181.684647
44;785.986938;648.167114;182.308853
45;782.414978;648.262085;182.885025
46;778.420837;648.619934;183.678162
47;774.444031;648.448364;184.339951
48;770.436340;648.549500;185.047699
49;766.698792;648.804932;185.401321
50;763.047363;648.596863;185.526428
51;759.227234;648.591187;185.630951
52;755.462769;649.018677;185.730179
53;751.866516;649.132202;185.769531
54;748.011536;649.099915;185.849747
55;744.226624;649.044312;186.592178
56;740.774658;649.083679;186.656174
57;736.668030;649.178162;186.828705
58;733.249695;649.343201;186.184814
59;730.344971;649.254028;185.914841
