PTP-1165;;;;;;
Date:;2025/04/23;;;;;
201;621.480286;662.805054;120.747910;;;
202;621.286621;662.703552;119.610863;;;
203;621.223877;662.648560;118.347092;;;
204;621.171997;662.551208;117.271034;;;
205;621.205750;662.570435;116.384155;;;
206;620.902344;662.588196;115.498718;;;
207;620.598511;662.512756;114.635544;;;
208;620.474365;662.395508;113.799721;;;
209;620.483276;662.430847;112.762115;;;
210;620.451172;662.487793;111.980530;;;
211;620.373657;662.501892;111.287491;;;
212;620.502014;662.415222;110.199844;;;
213;620.576294;662.385071;109.415611;;;
214;620.506592;662.347778;108.853584;;;
215;620.436890;662.336914;108.304581;;;
216;620.381287;662.336182;107.930832;;;
217;620.292847;662.293091;107.614632;;;
218;620.211426;662.190491;107.350883;;;
219;620.116150;662.064148;106.877441;;;
220;620.443298;662.121460;105.984314;;;
221;620.217773;661.827515;105.467979;;;
222;620.116089;661.690613;104.976707;;;
223;619.999878;661.563110;104.072571;;;
224;619.869324;661.439392;103.298386;;;
225;619.755371;661.304749;102.831833;;;
226;619.639893;661.152161;102.549644;;;
227;619.619629;661.045654;102.160080;;;
228;619.673584;661.015381;101.491867;;;
229;619.968933;660.915283;100.094719;;;
230;620.351929;660.850342;98.909058;;;
231;620.401550;660.844360;98.147804;;;
232;620.367126;660.814453;97.761894;;;
233;620.386597;660.917664;97.527802;;;
234;620.390564;661.065063;97.362831;;;
235;620.288452;661.190735;97.222588;;;
236;620.104431;661.184998;97.136375;;;
237;619.952393;661.258850;97.101456;;;
238;619.754089;661.298340;97.062119;;;
239;619.661438;661.383240;97.116692;;;
240;619.544983;661.414307;97.191605;;;
241;619.401001;661.409302;97.164917;;;
242;619.247009;661.405640;97.141739;;;
243;619.144165;661.511780;97.144913;;;
244;619.073120;661.540405;97.173019;;;
245;619.094360;661.502869;97.414650;;;
246;619.038818;661.431519;97.562721;;;
247;618.955627;661.468689;97.619392;;;
248;618.873779;661.469360;97.684357;;;
249;618.700500;661.433777;97.765556;;;
250;618.633301;661.430664;97.832275;;;
251;618.577881;661.349915;97.796669;;;
252;618.453552;661.354187;97.782219;;;
253;618.386292;661.266968;97.827316;;;
254;618.321899;661.278564;97.810768;;;
255;618.309265;661.218323;97.821449;;;
256;618.232605;661.168579;97.864212;;;
257;618.177856;661.188232;97.819092;;;
258;618.161926;661.235596;97.728630;;;
259;618.154602;661.230713;97.683403;;;
260;618.148438;661.124817;97.807655;;;
261;618.138611;661.085083;97.821442;;;
262;618.196838;661.062378;97.863503;;;
263;618.200623;661.173767;97.786613;;;
264;618.183533;661.198792;97.757828;;;
265;618.189697;661.196533;97.756927;;;
266;618.262329;661.189758;97.807899;;;
267;618.188232;661.213257;97.673958;;;
268;618.248535;661.193420;97.787735;;;
269;618.233765;661.211609;97.761978;;;
270;618.197876;661.304749;97.637093;;;
271;618.224182;661.274597;97.811195;;;
272;618.208618;661.321960;97.794136;;;
273;618.221558;661.301941;97.841209;;;
274;618.135254;661.538574;97.284500;;;
275;618.142578;661.507751;97.557945;;;
276;618.092163;661.429199;97.749031;;;
277;617.971985;661.485474;97.658447;;;
278;617.983826;661.570251;97.686890;;;
279;617.984985;661.575500;97.704964;;;
280;617.992126;661.536621;97.848259;;;
281;617.944092;661.574707;97.820580;;;
282;617.949890;661.671387;97.775703;;;
283;617.950500;661.686707;97.765739;;;
284;617.946960;661.691040;97.799721;;;
285;617.877197;661.697205;97.835907;;;
286;617.869324;661.774841;97.828987;;;
287;617.878174;661.793640;97.815575;;;
288;617.872192;661.785156;97.818398;;;
289;617.822937;661.935425;97.563713;;;
290;617.877441;661.993469;97.675346;;;
291;617.853882;661.905762;97.801338;;;
292;617.809021;662.012878;97.547363;;;
293;617.868591;662.102173;97.476646;;;
294;617.842346;661.996704;97.596321;;;
295;617.797424;662.045532;97.312027;;;
296;617.763733;662.196289;97.096733;;;
297;617.788208;662.255798;97.317299;;;
298;617.697327;662.177185;97.555710;;;
299;617.675171;662.198425;97.463791;;;
300;617.699097;662.289307;97.319672;;;
301;617.731140;662.312012;97.248596;;;
302;617.735229;662.306946;97.248611;;;
303;617.727539;662.386047;97.271523;;;
304;617.737915;662.399780;97.241631;;;
305;617.774841;662.419128;97.215309;;;
306;617.753235;662.401184;97.222130;;;
307;617.741455;662.392395;97.233864;;;
308;617.766663;662.408447;97.219269;;;
309;617.766357;662.384583;97.151634;2409.506592;215.421173;-111.787239
310;617.751953;662.395081;97.210815;;;
311;617.778931;662.403503;97.185547;;;
312;617.779846;662.415588;97.201660;;;
313;617.786621;662.408386;97.174759;;;
314;617.776611;662.473083;97.159248;;;
315;617.811218;662.436951;97.181145;;;
316;617.806458;662.488281;97.148010;;;
317;617.840637;662.513550;97.116234;;;
318;617.838379;662.522034;97.144592;;;
319;617.795837;662.511414;97.175674;;;
320;617.817200;662.509155;97.166145;;;
321;617.814148;662.490051;96.970276;;;
322;617.780212;662.496765;96.962532;;;
323;617.692383;662.553894;97.052483;;;
324;617.635498;662.521851;96.905334;;;
325;617.569214;662.579773;97.016281;;;
326;617.583923;662.564331;97.020866;;;
327;617.712891;662.531372;97.059235;;;
328;617.588135;662.565125;97.017693;;;
329;617.525635;662.471130;97.017296;;;
330;617.508911;662.451172;97.067078;;;
331;617.447510;662.459351;96.991592;;;
332;617.424133;662.469727;96.989128;;;
333;617.406738;662.427307;96.852013;;;
334;617.441528;662.360657;96.815460;;;
335;617.358032;662.367004;97.049515;;;
