Circle11
Date:,2025/04/16
Time:,14:04:11
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1
Field #,X,Y,Z
1,829.571716,-5.860935,25.643661
2,829.513672,-5.811961,25.711197
3,829.555237,-5.630062,25.740299
4,829.530396,-5.420895,25.713253
5,829.629211,-5.186514,25.724112
6,829.576172,-4.856251,25.704342
7,829.699097,-4.179451,25.396059
8,829.437073,-3.784587,25.475197
9,829.414795,-3.257324,25.416460
10,829.296814,-2.524805,25.328136
11,829.005615,-1.880695,25.504185
12,829.025024,-1.394517,25.729795
13,828.775879,-0.577237,25.819288
14,828.552673,0.356444,25.843822
15,828.342407,1.277632,25.688023
16,828.253357,2.260532,25.501760
17,827.962097,2.960356,25.347448
18,827.780151,3.960330,25.323082
19,827.502625,5.187161,25.234764
20,827.191833,6.351085,25.219810
21,826.997375,7.254640,25.410120
22,826.888794,8.276281,25.621870
23,826.471497,9.712502,25.748596
24,826.191833,11.019001,25.766434
25,825.997864,11.934218,25.796398
26,825.445801,13.499003,25.213442
27,825.036316,15.166604,25.058973
28,824.446533,16.417583,25.268969
29,824.008545,17.806089,25.308468
30,823.626953,19.469831,25.153957
31,823.114929,20.833027,25.331381
32,822.471008,22.328161,25.403765
33,822.203674,23.974751,25.372143
34,821.646179,25.294943,25.509769
35,820.956970,26.749969,25.386578
36,820.501953,28.567440,25.241190
37,819.896790,29.824392,25.110830
38,819.131165,31.607349,25.105831
39,818.734985,33.387661,25.202505
40,818.143738,34.697372,25.332035
41,817.607544,36.238846,25.274025
42,817.176147,37.898209,25.145897
43,816.391846,39.303207,25.470303
44,815.540039,40.951740,25.471067
45,814.899231,42.544331,25.248627
46,814.404297,43.675701,25.333117
47,813.838318,45.185829,25.563482
48,813.324646,46.850189,25.490147
49,812.562317,48.054283,25.452316
50,811.782837,49.364941,25.299904
51,811.406555,51.036621,25.128662
52,810.638611,52.330715,25.211012
53,809.854004,53.385509,25.446386
54,808.913879,55.629547,25.734196
55,808.368896,56.892017,25.677694
56,807.580078,57.940727,25.507317
57,806.962341,59.324142,25.310709
58,806.046997,61.077744,25.515650
59,805.360352,62.320835,25.512325
60,804.542358,63.692772,25.647064
61,803.677490,64.866302,25.813627
62,803.083008,65.799797,25.772100
63,802.085144,67.034950,25.666800
64,801.213928,67.924469,25.468660
65,800.621277,68.690147,25.462645
66,800.060364,69.357254,25.502146
67,799.295288,70.426392,25.416908
68,798.475891,71.503387,25.286610
69,797.616028,72.491249,25.220774
70,796.876099,73.125130,25.158598
71,796.175110,73.803642,25.586529
72,795.603027,74.741646,25.736219
73,794.979736,75.681114,25.551878
74,794.260681,76.601341,25.538918
75,793.469421,77.415489,25.465546
76,792.775146,77.904106,25.666191
77,791.925842,78.651665,25.597229
78,791.236877,79.427292,25.650181
79,790.270691,80.362938,25.803368
80,789.214111,81.214699,25.526237
81,788.526855,81.867310,25.351599
82,787.607788,82.853714,25.214334
83,786.930725,83.638206,25.187492
84,786.496460,84.224472,25.235657
85,785.837280,84.833939,25.425608
86,784.777588,85.552116,25.529491
87,783.961670,86.251541,25.560884
88,783.184448,87.014786,25.454702
89,782.438538,87.848633,25.367916
90,781.696899,88.345604,25.304403
91,780.927551,88.756889,24.992805
92,780.183350,89.056274,24.790993
93,779.212952,89.626297,24.779211
94,778.057251,90.490273,24.984314
95,777.377991,90.821503,25.054152
96,776.883362,91.454094,25.198866
97,776.084351,92.044250,25.227272
98,775.229553,92.553703,25.310350
99,774.419739,92.839584,25.188923
100,773.640503,93.229179,25.023224
101,772.605408,93.854782,25.038424
102,771.630615,94.321060,25.112944
103,770.922607,94.661331,25.250469
104,770.221680,95.015724,25.128229
105,769.322266,95.375427,24.944620
106,768.466614,95.631989,24.813560
107,767.610352,96.116699,24.797274
108,766.512756,96.456596,25.003141
109,765.288635,97.088211,25.111313
110,764.359863,97.748749,25.000046
111,763.496582,98.239418,24.826893
112,762.782104,98.705475,24.658474
113,761.934937,99.173279,24.771753
114,760.957642,99.567741,24.968929
115,759.890381,99.897018,24.989592
116,758.906250,100.598526,24.914494
117,757.960266,101.270004,24.675283
118,757.104431,101.761360,24.888563
119,756.165649,102.096107,25.001556
120,755.237610,102.331825,24.882990
121,754.113281,102.809624,24.957800
122,752.997803,103.294937,24.931553
123,752.221558,103.337540,24.978840
124,751.140564,103.451958,24.830227
125,750.052979,103.810867,24.648535
126,748.987854,104.170609,24.575758
127,748.052368,104.473610,24.846096
128,747.071777,104.753525,24.903006
129,745.795532,105.164589,24.724638
130,744.582336,105.600090,24.367920
131,744.017578,105.652519,24.566822
132,743.068909,105.730614,24.670126
133,741.928711,106.004845,24.606350
134,740.706116,106.513603,24.604773
135,739.430176,106.865509,24.554409
136,738.403992,107.161011,24.505434
137,737.455322,107.355774,24.420397
138,736.401062,107.568695,24.229036
139,734.989441,107.838638,24.252249
140,733.963318,108.138016,24.419889
141,732.952209,108.334427,24.308645
142,731.980042,108.420639,24.218987
143,730.866089,108.325897,24.228085
144,729.459534,108.490204,24.428102
145,728.456543,108.660767,24.514025
146,727.485596,108.721886,24.277754
147,726.524231,108.811485,24.165224
