Circle63
Date:,2025/04/24
Time:,16:06:22
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2
Field #,X,Y,Z,X,Y,Z
90,792.805969,-73.017860,21.993521,,,
91,792.296997,-73.636703,21.977577,,,
92,791.938110,-74.522446,21.686340,,,
93,791.473450,-75.329582,21.672802,,,
94,791.024109,-75.967293,21.709618,,,
95,790.571167,-76.696526,21.599621,,,
96,790.177673,-77.507217,21.570940,,,
97,789.621094,-78.435875,21.688990,,,
98,788.938660,-79.280945,21.678362,,,
99,788.384888,-80.061768,21.547934,,,
100,787.950989,-80.835190,21.671072,,,
101,787.513611,-81.569397,21.886868,,,
102,786.895142,-82.410538,21.970091,,,
103,786.276550,-83.318817,21.698774,,,
104,785.597290,-84.040779,21.274940,,,
105,785.028687,-84.946434,21.111431,,,
106,784.397766,-85.833717,21.279755,,,
107,783.809204,-86.850288,21.289120,,,
108,783.169495,-87.852570,21.375990,,,
109,782.677490,-88.575127,21.360058,,,
110,782.027405,-89.339676,21.340750,,,
111,781.243469,-90.230629,21.160374,,,
112,780.537598,-91.186127,21.354767,,,
113,779.820801,-91.915154,21.425200,,,
114,779.062256,-92.663284,21.400526,,,
115,778.217712,-93.636070,21.360508,,,
116,777.610840,-94.508232,21.324682,,,
117,777.024597,-95.318527,21.182421,,,
118,776.210571,-96.139702,21.263037,,,
119,775.473877,-97.102562,20.970194,,,
120,774.714050,-98.045433,21.042797,,,
121,773.967651,-98.821350,20.994104,,,
122,773.155701,-99.538818,20.936052,,,
123,772.264099,-100.443108,21.019583,,,
124,771.426575,-101.348244,20.973528,,,
125,770.692566,-102.067398,20.947826,,,
126,769.773010,-102.856651,21.143896,,,
127,768.879150,-103.727058,21.235033,,,
128,767.829712,-104.476112,20.920534,,,
129,767.009521,-105.178856,20.881750,,,
130,766.088562,-106.110527,20.879185,,,
131,765.179932,-106.961266,20.826181,,,
132,764.320313,-107.779594,20.934505,,,
133,763.436462,-108.475204,21.271025,,,
134,762.429443,-109.433556,20.802065,,,
135,761.404663,-110.060616,20.526857,,,
136,760.290955,-110.790672,20.585564,,,
137,759.268677,-111.505875,20.743538,,,
138,758.405334,-112.298889,20.686317,,,
139,757.624451,-112.929352,20.559164,,,
140,756.358032,-113.629982,20.470144,,,
141,755.109680,-114.444244,20.476620,,,
142,754.131653,-115.185684,20.471697,,,
143,753.232788,-115.732910,20.492899,,,
144,752.087830,-116.353661,20.611500,,,
145,750.714661,-117.169533,20.467428,,,
146,749.808716,-117.822662,20.383059,,,
147,748.786316,-118.537224,20.287006,,,
148,747.569885,-119.209450,20.398222,,,
149,746.250916,-119.737801,20.414518,,,
150,745.041382,-120.300232,20.399742,,,
151,743.931458,-121.079178,20.377783,,,
152,743.013000,-121.692657,20.249531,,,
153,741.784424,-122.257538,20.231886,,,
154,740.342468,-122.914139,20.155033,,,
155,739.263184,-123.463600,20.178635,,,
156,738.189636,-123.902405,20.170277,,,
157,737.083435,-124.595985,20.082043,,,
158,735.820435,-125.342590,20.030857,,,
159,734.517944,-125.903587,19.825813,,,
160,733.447205,-126.569580,19.733276,,,
161,732.157043,-126.903137,19.852337,,,
162,731.056641,-127.483307,19.970957,,,
163,729.766846,-128.121674,19.769739,,,
164,728.549194,-128.613297,19.756302,,,
165,727.175720,-129.147110,19.797310,,,
166,725.978210,-129.537033,19.813826,,,
167,724.778625,-130.146790,19.613335,,,
168,723.503723,-130.620377,19.623526,,,
169,722.305359,-131.014862,19.712584,,,
170,721.122559,-131.587723,19.634224,,,
171,719.947754,-132.067352,19.647394,,,
172,718.643799,-132.365631,19.480663,,,
173,717.367920,-132.943481,19.441156,,,
174,716.172852,-133.268478,19.539660,,,
175,714.938110,-133.532303,19.465639,,,
176,713.613586,-133.863190,19.465019,,,
177,712.277222,-134.275375,19.322151,,,
178,711.007507,-134.458969,19.391563,,,
179,709.832397,-134.667374,19.455326,,,
180,708.286804,-134.971405,19.224916,,,
181,707.020447,-135.187073,19.331188,,,
182,705.705811,-135.327179,19.367607,,,
183,704.499023,-135.578491,19.631676,,,
184,703.103699,-135.680313,19.364458,,,
185,701.727173,-135.854996,19.225988,,,
186,700.495850,-135.995682,19.299295,,,
187,699.170166,-136.333221,19.079432,,,
188,697.527771,-136.275269,19.083590,,,
189,696.199097,-136.341766,19.168695,,,
190,695.184937,-136.355301,19.240595,,,
191,693.780945,-136.282623,19.302954,,,
192,692.219666,-136.415436,19.113115,,,
193,691.018738,-136.404999,19.009222,,,
194,689.902588,-136.367950,19.042309,,,
195,688.330994,-136.336365,18.900631,,,
196,686.866455,-136.315353,18.842619,,,
197,685.655640,-136.216858,18.823780,,,
198,684.407166,-136.143494,18.652847,,,
199,682.787048,-136.083954,18.546410,,,
200,681.599182,-135.978973,18.574011,,,
201,680.314819,-135.739456,18.846941,,,
202,678.707397,-135.305649,18.616579,,,
203,677.482971,-135.080551,18.820898,,,
204,676.182190,-134.984604,18.978224,,,
205,674.861450,-134.950882,18.902054,,,
206,673.499695,-134.605209,18.625856,,,
207,672.144836,-134.268585,18.611132,,,
208,670.886658,-134.125168,18.720974,,,
209,669.664612,-133.980606,18.642723,,,
210,668.150940,-133.562653,18.402107,,,
211,667.000244,-133.223328,18.356890,,,
212,665.781128,-133.039124,18.471560,,,
213,664.263428,-132.843796,18.101755,,,
214,662.890015,-132.442581,18.291937,,,
215,661.704163,-132.044846,18.559580,,,
216,660.574829,-131.774506,18.674463,,,
217,659.145081,-131.433167,18.348827,,,
218,657.788208,-131.005371,18.547422,,,
219,656.582031,-130.761215,18.602449,,,
220,655.445374,-130.466766,18.361794,,,
221,654.195129,-129.831512,18.235147,,,
222,652.906677,-129.411102,18.207153,,,
223,651.793945,-129.075867,18.222525,,,
224,650.524231,-128.563797,18.359728,,,
225,648.961121,-127.996498,18.140236,,,
226,647.856567,-127.471703,18.248369,,,
227,646.699463,-127.047081,18.403864,,,
228,645.288147,-126.440369,17.967293,,,
229,644.032837,-125.861992,17.974895,,,
230,642.719910,-125.488121,18.098186,,,
231,641.545776,-124.836594,17.994972,,,
232,640.244995,-124.181435,17.815018,,,
233,638.860901,-123.483742,17.996384,,,
234,637.645508,-122.885658,18.079350,,,
235,636.492432,-122.206650,18.344301,,,
236,634.906433,-121.523407,18.082287,,,
237,633.759338,-120.787819,17.944170,,,
238,632.589966,-120.011238,18.010756,,,
239,631.185608,-119.112099,17.761093,,,
240,629.737976,-118.129082,17.955832,,,
241,628.616455,-117.394447,17.867653,,,
242,627.151794,-116.432144,18.086018,,,
243,625.577026,-115.623077,18.019499,,,
244,624.527588,-114.836578,17.826567,,,
245,623.472656,-113.922440,17.898983,,,
246,622.014526,-112.987419,17.680819,,,
247,620.601135,-111.708740,17.874912,,,
248,619.399719,-110.635971,17.878489,,,
249,618.161438,-109.728539,17.745308,,,
250,616.673767,-108.764252,17.644814,,,
251,615.438232,-107.939049,17.682909,,,
252,614.334717,-106.952690,17.637632,,,
253,613.012085,-105.643661,17.298674,,,
254,611.722229,-104.331383,17.522867,,,
255,610.581360,-103.267776,17.685122,,,
256,609.366150,-102.266289,17.655851,,,
257,608.038879,-100.983307,17.469341,,,
258,607.040710,-99.974213,17.973520,,,
259,605.745972,-98.425880,17.800102,,,
260,604.446472,-97.189537,17.619150,,,
261,603.161499,-96.028183,17.644062,,,
262,602.052856,-94.741951,17.697161,,,
263,600.894897,-93.261230,17.505192,,,
264,599.469910,-92.040314,17.241968,,,
265,598.251282,-90.796509,17.527134,,,
266,597.209473,-89.305824,17.520220,,,
267,596.181885,-87.855125,17.389343,,,
268,594.934814,-86.542274,17.210367,,,
269,593.945251,-85.142342,17.537704,,,
270,592.861572,-83.505165,17.610781,,,
271,591.680847,-82.011665,17.553692,,,
272,590.655945,-80.812965,17.390293,,,
273,589.675903,-79.333351,17.361494,,,
274,588.729919,-77.743126,17.365536,,,
275,587.586914,-76.417442,17.382587,,,
276,586.609802,-74.894112,17.432182,,,
277,585.883850,-73.294724,17.488167,,,
278,585.065979,-72.024269,17.399492,,,
279,584.023560,-70.610962,17.557785,,,
280,583.070374,-68.893379,17.446558,,,
281,582.125122,-67.416702,17.200109,,,
282,581.592712,-66.325294,17.153437,,,
283,580.751892,-64.677841,17.034594,,,
284,579.854919,-63.136387,17.169138,,,
285,578.933716,-61.744747,16.773994,,,
286,578.137573,-59.972713,16.798132,,,
287,577.486633,-58.304527,16.957506,,,
288,576.972961,-57.202133,17.136423,,,
289,576.369751,-55.773281,17.022577,,,
290,575.923218,-54.228188,17.054625,,,
291,575.182922,-52.834286,17.068783,,,
292,574.574463,-51.272217,17.002876,,,
293,574.005249,-49.675648,16.817043,,,
294,573.615234,-48.523994,16.902534,,,
295,573.183411,-47.247658,17.039993,,,
296,572.771667,-45.413502,17.168634,,,
297,572.306213,-44.182873,17.238104,,,
298,571.981873,-42.556114,17.108870,,,
299,,,,,,
300,,,,571.151123,-39.782024,17.105631
301,,,,570.872986,-37.841465,17.287350
302,,,,570.514343,-36.284073,17.150318
303,,,,570.317200,-35.189930,17.141777
304,,,,570.297058,-33.601048,17.193459
305,,,,570.214417,-32.136242,17.244934
306,,,,569.832947,-30.970329,17.404995
307,,,,569.546082,-29.257421,17.464745
308,,,,569.578247,-27.930157,17.327885
309,,,,569.342896,-26.612236,17.371574
310,,,,569.255859,-25.202969,17.297544
311,,,,569.383484,-23.866600,17.935940
312,,,,569.462219,-22.608765,18.171757
313,,,,569.206604,-21.028900,17.672903
314,,,,569.384155,-19.503143,17.825975
315,,,,569.488892,-18.231352,17.941969
316,,,,569.607422,-16.792572,17.679153
317,,,,569.759521,-15.786487,17.638834
318,,,,569.949707,-14.429102,17.525976
319,,,,570.094116,-12.851313,17.499798
320,,,,570.161804,-11.731704,17.815044
321,,,,570.314880,-10.269627,17.917849
322,,,,570.477234,-8.921423,17.961367
323,,,,570.587219,-7.809698,17.803288
324,,,,570.910095,-6.252480,17.680326
325,,,,571.199890,-4.696004,17.714558
326,,,,571.312500,-3.570563,17.957308
327,,,,571.706604,-2.071827,17.763050
328,,,,571.970947,-0.585273,17.681181
329,,,,572.106812,0.833731,17.608025
330,,,,572.528625,2.395344,17.860556
331,,,,572.803894,3.571844,18.120138
332,,,,572.912231,5.252934,17.901939
333,,,,573.430542,6.797297,17.873457
334,,,,573.792908,8.127248,18.004736
335,,,,574.191895,9.620034,17.865023
336,,,,574.563782,10.865751,18.517935
337,,,,574.822327,12.606297,18.314737
338,,,,575.166809,14.260294,17.957287
339,,,,575.375183,15.565036,18.265045
340,,,,575.793213,17.248405,18.112656
341,,,,576.169922,18.578943,18.203310
342,,,,576.478577,20.248541,18.059992
343,,,,576.949097,21.667366,18.272026
344,,,,577.323181,22.916136,18.508560
345,,,,577.705505,24.796299,18.231163
346,,,,578.144714,25.892662,18.169266
347,,,,578.699097,27.258158,18.004410
348,,,,579.318909,28.815678,18.496679
349,,,,579.810303,30.209599,18.933279
350,,,,580.131714,31.971087,18.511913
351,,,,580.619690,33.302849,18.328321
352,,,,581.171021,34.944675,18.440855
353,,,,581.781799,36.390240,18.499792
354,,,,582.180481,37.689941,18.511795
355,,,,582.878174,39.244350,18.436951
356,,,,583.352478,40.731758,18.689281
357,,,,583.714722,42.349522,18.679529
358,,,,584.042847,43.814037,18.712017
359,,,,584.628845,44.699913,18.934538
360,,,,585.510925,45.936832,18.738054
361,,,,586.117432,47.327766,18.539671
362,,,,586.806213,48.460613,18.605515
363,,,,587.496643,49.772217,18.621426
364,,,,588.246033,50.806969,19.254803
365,,,,588.955688,51.639103,19.318560
366,,,,589.648254,53.131592,18.967199
367,,,,590.306458,54.358601,18.833702
368,,,,591.007080,55.191780,18.929491
369,,,,591.811523,56.289520,18.908489
370,,,,592.666016,57.467609,18.764605
371,,,,593.434204,58.318260,18.837078
372,,,,594.224976,59.468914,18.999607
373,,,,594.972229,60.617817,19.134176
374,,,,595.699097,61.385593,19.214973
375,,,,596.541565,62.399605,19.322189
376,,,,597.550049,63.420956,19.224573
377,,,,598.487061,64.146896,18.993244
378,,,,599.319763,64.910965,19.266762
379,,,,600.086487,66.008545,19.369062
380,,,,601.067749,67.183250,19.575026
381,,,,601.838684,67.595306,19.238592
382,,,,602.866760,68.458542,19.343512
383,,,,603.951965,69.424370,19.433664
384,,,,605.041931,70.278000,20.029819
385,,,,605.918640,70.891518,19.932192
386,,,,606.709412,71.872749,19.601353
387,,,,607.752441,72.701942,19.406645
388,,,,609.012817,73.261490,19.596928
389,,,,610.188965,73.924690,19.750523
390,,,,611.035461,74.810272,19.485273
391,,,,611.921448,75.692856,19.415812
392,,,,612.947083,76.322708,19.505472
393,,,,614.121521,76.875610,19.841316
394,,,,615.158325,77.693138,19.794741
395,,,,616.096008,78.486732,19.472113
396,,,,617.197815,79.337860,19.657568
397,,,,618.407471,79.764603,20.162626
398,,,,619.475830,80.346199,20.202429
399,,,,620.413879,81.090012,19.952696
400,,,,621.579773,81.962234,19.769661
401,,,,623.072510,82.349907,20.130508
402,,,,624.297974,82.676506,20.124308
403,,,,625.467285,83.519211,20.283560
404,,,,626.526428,84.404984,20.038103
405,,,,627.757568,84.860214,19.954081
406,,,,629.068115,85.107933,19.906704
407,,,,630.365540,85.775482,20.230310
408,,,,631.465393,86.515656,20.217064
409,,,,632.612854,87.184998,20.305733
410,,,,633.818115,87.810577,20.406513
411,,,,635.221252,88.092758,20.470907
412,,,,636.344482,88.474510,20.180353
413,,,,637.641541,89.278885,20.438946
414,,,,638.961304,90.052757,20.474009
415,,,,640.193115,90.521248,20.718872
416,,,,641.413452,90.660622,21.192398
417,,,,642.637512,91.489075,20.835821
418,,,,644.014465,92.151291,20.473106
419,,,,645.528442,92.650192,20.204458
420,,,,646.747559,92.854355,20.579552
421,,,,647.960754,93.289505,20.737070
422,,,,649.300049,93.824753,20.640490
423,,,,650.563416,94.400269,20.815887
424,,,,651.900696,94.813324,20.954908
425,,,,653.250732,95.212898,20.630548
426,,,,654.634460,95.305916,20.494150
427,,,,655.591614,95.874741,21.008013
428,,,,656.945557,96.182549,21.128704
429,,,,658.188354,96.685516,21.068958
430,,,,659.634460,97.273285,20.878105
431,,,,660.760010,97.578194,20.957724
432,,,,662.034607,97.597557,21.163094
433,,,,663.417114,97.941162,20.973965
434,,,,664.775391,98.431816,20.994276
435,,,,665.969910,98.865807,21.059088
436,,,,667.229309,99.091888,21.110176
437,,,,668.578491,99.461166,21.369095
438,,,,669.817566,99.633186,21.486206
439,,,,670.680603,99.723412,21.303171
440,,,,671.897705,99.671631,21.283846
441,,,,673.386841,99.763626,21.384274
442,,,,674.574524,99.813881,21.379654
443,,,,675.660645,100.081757,21.243151
444,,,,676.934265,99.882874,21.499994
445,,,,678.413025,99.904900,21.745043
446,,,,679.641846,100.237503,21.565790
447,,,,680.828979,100.387070,21.419712
448,,,,682.157532,100.171669,21.784901
449,,,,683.536621,99.826332,21.856575
450,,,,684.750732,100.010284,21.909880
451,,,,685.853577,100.096443,21.562122
452,,,,687.339966,99.771919,21.258118
453,,,,688.255981,99.759384,21.741463
454,,,,689.342896,99.799240,21.989450
455,,,,691.050537,99.203773,21.547987
456,,,,692.399414,98.839325,21.513029
457,,,,693.340393,99.108192,21.993771
458,,,,694.700745,98.213005,22.004337
459,,,,695.980835,98.090233,21.679319
460,,,,697.242371,97.950081,21.648804
461,,,,698.639832,97.645355,21.797585
462,,,,699.561890,97.396446,22.011093
463,,,,700.735291,96.961212,21.965084
464,,,,702.363831,96.721367,21.969160
465,,,,703.539368,96.483009,22.072260
466,,,,704.378723,96.264465,21.802946
467,,,,704.963501,96.666641,21.961578
468,,,,706.353760,96.287514,22.231262
469,,,,708.214233,95.271568,22.171917
470,,,,709.287720,95.099609,21.759157
471,,,,710.552795,94.811256,21.683865
472,,,,711.947021,94.471680,21.768829
473,,,,713.255798,94.042053,22.338566
474,,,,714.269226,93.812271,22.284220
475,,,,715.476440,93.637749,21.896439
476,,,,716.797546,93.280022,21.848909
477,,,,718.053406,93.013763,22.019794
478,,,,718.938171,92.898094,22.232494
479,,,,720.443604,92.255699,22.173058
480,,,,721.848694,91.917938,22.055828
481,,,,723.036438,91.643166,22.118471
482,,,,724.105896,91.259384,21.880489
483,,,,725.325684,90.673676,22.328266
484,,,,726.380981,90.639412,22.877579
485,,,,727.888123,89.994095,22.394846
486,,,,728.988403,89.572296,21.861204
487,,,,730.320313,89.060371,21.959019
488,,,,731.441040,88.497330,22.282333
489,,,,732.775635,87.912125,22.351940
490,,,,734.033508,87.413078,22.437992
491,,,,735.160522,87.003807,22.416243
492,,,,736.275574,86.290131,22.497034
493,,,,737.575745,85.635124,22.663616
494,,,,738.668884,84.821495,23.125925
495,,,,739.817383,84.404037,22.770445
496,,,,741.547485,83.815125,22.961933
497,,,,742.654785,83.283859,22.517347
498,,,,743.599365,82.629822,22.391880
499,,,,744.940369,81.757957,22.583227
500,,,,746.122437,80.896973,22.695145
501,,,,747.261597,79.960526,22.716957
502,,,,748.470886,79.114296,22.750240
503,,,,749.741028,78.296410,22.526520
504,,,,751.174011,77.582954,22.657469
505,,,,752.320679,76.950157,22.513466
506,,,,753.324402,75.955101,22.679638
507,,,,754.529480,74.781715,23.041363
508,,,,755.812317,73.620743,23.175110
509,,,,756.862122,72.649567,22.900921
510,,,,758.006287,71.971939,22.379122
511,,,,759.304749,71.055885,22.365334
512,,,,760.555481,69.830307,22.232225
513,,,,761.598999,68.452751,22.610641
514,,,,762.499207,67.345123,23.013288
515,,,,763.744995,66.514725,23.167063
516,,,,765.047729,65.690735,22.950672
517,,,,766.070435,64.656456,22.896864
518,,,,766.981995,63.250717,22.782007
519,,,,767.877869,62.070885,22.847980
520,,,,769.448547,61.095444,23.075323
521,,,,770.526611,60.012653,22.782953
522,,,,771.374756,58.660557,22.903717
523,,,,772.453430,57.338650,23.513889
524,,,,773.620117,56.233910,23.406338
525,,,,774.784973,55.133087,22.856609
526,,,,775.836853,53.857685,22.735270
527,,,,776.651733,52.360481,22.586201
528,,,,777.909180,51.206059,22.730970
529,,,,779.090820,50.057327,22.744106
530,,,,779.791687,48.681614,22.974649
531,,,,780.692078,47.053467,23.067636
532,,,,781.706238,45.877163,22.956066
533,,,,782.884155,44.486057,22.899637
534,,,,783.884521,42.591961,23.514042
535,,,,784.591125,41.280083,23.442223
536,,,,785.444092,40.088070,23.042238
537,,,,786.358948,38.628155,23.018551
538,,,,787.355713,37.145294,23.303049
539,,,,788.296387,35.989532,23.216015
540,,,,788.899963,34.678329,22.993235
541,,,,789.557129,33.048420,22.893085
542,,,,790.441345,31.775681,22.877691
543,,,,791.158325,30.476301,22.878403
544,,,,791.844238,28.804459,22.852169
545,,,,792.679199,27.322664,22.815256
546,,,,793.239624,26.253836,22.645142
547,,,,793.882629,24.783417,22.771317
548,,,,794.506836,23.184141,22.847641
549,,,,795.112671,22.042368,22.961119
550,,,,795.672546,20.571085,23.084314
551,,,,796.326843,19.044956,23.194197
552,,,,796.912842,17.797941,22.951609
553,,,,797.297363,16.695963,22.721167
554,,,,797.701172,15.229829,22.783628
555,,,,798.209106,13.760586,22.843807
556,,,,798.612427,12.710609,22.732622
557,,,,799.134888,11.352418,22.915676
558,,,,799.531372,9.829597,23.045160
559,,,,799.997253,8.615745,22.969061
560,,,,800.342102,7.491773,22.690058
561,,,,800.698425,6.125323,22.810081
562,,,,800.963501,4.961543,22.921188
563,,,,801.255981,4.014821,23.028841
564,,,,801.434448,3.006496,23.090073
565,,,,801.582642,1.699481,22.979580
566,,,,801.875427,0.610165,22.966583
567,,,,802.123413,-0.374710,22.671135
568,,,,802.255371,-1.342583,22.705082
569,,,,802.380127,-2.435160,22.676311
570,,,,802.494141,-3.558385,22.755354
571,,,,802.542542,-4.342817,22.864449
572,,,,802.590820,-4.950213,23.075928
573,,,,802.808655,-6.194248,23.508194
574,,,,802.981995,-7.649964,23.355913
575,,,,803.460266,-8.484937,23.267975
576,,,,803.560181,-9.160961,23.208210
577,,,,803.613647,-9.769615,22.934776
578,,,,803.667297,-10.638508,22.659611

